"Player","Position","Team","Opp","DK Salary","DK Small","DK Medium","DK Large","FD Salary","FD Large"
"Mo Alie-Cox","TE","IND","@HOU","2700","0.0%","0.0%","0.0%","4700","0.0%"
"Jack Stoll","TE","PHI","@CIN","2700","0.0%","0.0%","0.0%","4000","0.0%"
"Falcons ","DST","ATL","@TB","2600","10.7%","9.0%","7.8%","3600","7.3%"
"Saints ","DST","NO","@LAC","2600","0.1%","0.2%","0.3%","3800","0.3%"
"Erick All Jr.","TE","CIN","PHI","2600","4.5%","3.9%","3.5%","4800","0.3%"
"Gerald Everett","TE","CHI","@WAS","2600","0.0%","0.0%","0.0%","4300","0.0%"
"Ben Sims","TE","GB","@JAX","2600","0.0%","0.0%","0.0%","4100","0.0%"
"Pharaoh Brown","TE","SEA","BUF","2600","0.0%","0.0%","0.0%","4000","0.0%"
"Durham Smythe","TE","MIA","ARI","2600","0.0%","0.0%","0.0%","4200","0.0%"
"Patriots ","DST","NE","NYJ","2500","1.0%","1.5%","1.8%","3300","2.7%"
"Seahawks ","DST","SEA","BUF","2500","1.0%","1.2%","1.3%","3900","0.3%"
"Josh Whyle","TE","TEN","@DET","2500","0.0%","0.0%","0.1%","4400","0.0%"
"Brenton Strange","TE","JAX","GB","2500","0.0%","0.0%","0.0%","4900","0.0%"
"Charlie Kolar","TE","BAL","@CLE","2500","0.0%","0.0%","0.0%","4500","0.0%"
"Nick Vannett","TE","TEN","@DET","2500","0.0%","0.0%","0.0%","4300","0.0%"
"AJ Barner","TE","SEA","BUF","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Drew Ogletree","TE","IND","@HOU","2500","0.0%","0.0%","0.0%","4500","0.0%"
"Brock Wright","TE","DET","TEN","2500","0.0%","0.0%","0.0%","4300","0.0%"
"Cade Stover","TE","HOU","IND","2500","0.0%","0.0%","0.0%","4300","0.0%"
"Jeremy Ruckert","TE","NYJ","@NE","2500","0.0%","0.0%","0.0%","4700","0.0%"
"Luke Farrell","TE","JAX","GB","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Julian Hill","TE","MIA","ARI","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Ben Sinnott","TE","WAS","CHI","2500","0.0%","0.0%","0.0%","4400","0.0%"
"Ian Thomas","TE","CAR","@DEN","2500","0.0%","0.0%","0.0%","4300","0.0%"
"Kylen Granson","TE","IND","@HOU","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Drew Sample","TE","CIN","PHI","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Tanner Hudson","TE","CIN","PHI","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Will Mallory","TE","IND","@HOU","2500","0.0%","0.0%","0.0%","4300","0.0%"
"Tanner Conner","TE","MIA","ARI","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Nate Adkins","TE","DEN","CAR","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Jody Fortson","TE","KC","@LV","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Adam Trautman","TE","DEN","CAR","2500","0.0%","0.0%","0.0%","4300","0.0%"
"Josiah Deguara","TE","JAX","GB","2500","0.0%","0.0%","0.0%","4000","0.0%"
"John Bates","TE","WAS","CHI","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Stone Smartt","TE","LAC","NO","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Tip Reiman","TE","ARI","@MIA","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Jared Wiley","TE","KC","@LV","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Charlie Woerner","TE","ATL","@TB","2500","0.0%","0.0%","0.0%","4200","0.0%"
"Marcedes Lewis","TE","CHI","@WAS","2500","0.0%","0.0%","0.0%","4100","0.0%"
"Geoff Swaim","TE","CLE","BAL","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Shane Zylstra","TE","DET","TEN","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Teagan Quitoriano","TE","HOU","IND","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Jaheim Bell","TE","NE","NYJ","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Ko Kieft","TE","TB","ATL","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Devin Culp","TE","TB","ATL","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Ross Dwelley","TE","ATL","@TB","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Eric Tomlinson","TE","LAC","NO","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Dallin Holker","TE","NO","@LAC","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Quintin Morris","TE","BUF","@SEA","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Feleipe Franks","TE","CAR","@DEN","2500","0.0%","0.0%","0.0%","4000","0.0%"
"John Samuel Shenker","TE","LV","KC","2500","0.0%","0.0%","0.0%","4000","0.0%"
"Raiders ","DST","LV","KC","2400","1.1%","1.0%","0.9%","3000","2.8%"
"Browns ","DST","CLE","BAL","2400","0.1%","0.2%","0.2%","3100","1.3%"
"Jaguars ","DST","JAX","GB","2300","0.8%","1.6%","2.1%","3500","0.5%"
"Panthers ","DST","CAR","@DEN","2300","0.8%","0.6%","0.5%","3200","0.8%"
"Titans ","DST","TEN","@DET","2200","0.1%","0.1%","0.2%","3100","0.0%"
