,,,,,,,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,,,,,,,,Position Rankings,,,,Overall Rankings,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
George Kittle,,0,TE,TE1,5800,SF,@ TB,30,28.25,9.4,13.3,18.5,0,0,0,0,0,0,0,0,0,7,0.2069,7,5.14,74.81,0.5,0,0,0,0,0,0,15.62,15.62,0,1.52,34.42,15.62,15.62,6,0,100,,45,33,2.7,14.7,2.5,2,3,3,29,57,57,,,,,,,,0.11,0.66,,6.49,4.7,63.41,0.4,,,,,,,
Derek Carr,,0,QB,QB1,5300,NO,vs ATL,17,22,7.5,15.9,14.9,1,32.65,225.99,1.51,0.64,0.0821,2.6,6.99,0.08,2.6,0,0,0,0,0,0,0,0,0,0,0,15.62,15.62,0,4.37,30.62,15.62,15.62,6,0,100,,14,56,2.9,20.46,3.9,21,23,23,34,57,57,33.99,22.38,248.68,0.66,1.87,1.54,95.32,1.93,5.46,0.05,0.01,0.01,-0.06,,,,,,,,
David Montgomery,,0,RB,RB1,6600,DET,@ HOU,7,26.5,7.6,15.5,16.3,0,0,0,0,0,0.4909,17.58,73.56,0.75,19.99,0.075,2.41,1.98,15.44,0.03,0,0,0,0,0,0,15.56,15.56,0,4.16,30.76,15.56,15.56,16,0,100,,55,48,2.4,12.6,1.9,18,21,21,21,58,58,0.02,0.01,0.04,0.01,,0.01,5.26,15.17,62.34,0.56,2.88,2.29,18.51,0.05,,,,,,,
Austin Ekeler,,0,RB,RB1,5800,WAS,vs PIT,5,23.75,9.6,13.7,10.9,0,0,0,0,0,0.3235,10.07,45.26,0.38,14.66,0.136,4.59,3.68,34.37,0.19,0,0,0,0,0,0,15.06,15.06,0,0.66,34.26,15.06,15.06,7,0,100,,26,41,2.6,18.1,3.1,26,22,22,29,59,59,,,,,,,,9.52,42.55,0.38,5.32,4.23,38.02,0.28,,,,,,,
Cooper Rush,,0,QB,QB1,5100,DAL,vs PHI,2,18.5,6.2,0.6,3,1,38.2,249.17,1.47,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.99,14.99,0,5.69,27.39,14.99,14.99,29,0,100,,162,0,2.9,0,,23,24,24,36,60,60,11,6.6,71.44,0.24,0.44,0.36,73.3,1.4,0.44,,,,,,,,,,,,
Bucky Irving,,0,RB,RB2,5700,TB,vs SF,23,21.75,5.1,0,11,0,0,0,0,0,0.3759,10.53,52.26,0.39,14.91,0.1046,4.38,4.08,32.73,0,0,0,0,0,0,0,14.92,14.92,0,7.27,25.12,14.92,14.92,8,0,100,,28,54,2.6,17.7,3.1,27,23,23,30,61,61,,,,,,,,9.22,46.56,0.33,2.78,2.56,19.33,,,,,,,,
Courtland Sutton,,0,WR,WR1,5600,DEN,@ KC,16,17.75,6.8,12.1,13.5,0,0,0,0,0,0,0,0,0,9.37,0.263,9.37,5.33,72.27,0.35,0,0,0,0,0,0,14.66,14.66,0,4.46,28.26,14.66,14.66,7,0,100,,22,39,2.6,19,3.4,29,14,14,31,62,62,0.04,0.04,0.93,,,0.01,11.02,0.06,0.23,,6.5,3.76,53.28,0.29,,,,,,,
Dalton Schultz,,0,TE,TE1,4100,HOU,vs DET,11,22.5,6.8,10.3,5.6,0,0,0,0,0,0,0,0,0,8.87,0.2163,8.87,5.91,63.59,0.37,0,0,0,0,0,0,14.49,14.49,0,4.29,28.09,14.49,14.49,11,0,100,,78,23,3.5,9.6,2.3,14,4,4,46,63,63,,,,,,,,,,,5.22,3.57,36.16,0.27,,,,,,,
Juwan Johnson,,0,TE,TE1,3300,NO,vs ATL,2,22,5.9,7.5,6.9,0,0,0,0,0,0,0,0,0,7.25,0.2219,7.25,4.91,59.44,0.57,0,0,0,0,0,0,14.27,14.27,0,5.42,26.07,14.27,14.27,27,0,100,,125,9,4.3,4.2,1.3,22,5,5,54,64,64,,,,,,,,,,,3.42,2.19,24.51,0.3,,,,,,,
Rhamondre Stevenson,,0,RB,RB1,6400,NE,@ CHI,20,15.75,8.2,12.2,15.2,0,0,0,0,0,0.5282,13.48,56.92,0.54,17.28,0.1104,3.8,3.02,16.71,0.09,0,0,0,0,0,0,14.16,14.16,0,1.86,30.56,14.16,14.16,27,0,100,,88,38,2.2,8.7,1.4,20,24,24,23,65,65,,,,,,,,12.51,55.14,0.41,3.8,2.94,17.98,0.04,,,,,,,
Tony Pollard,,0,RB,RB1,6900,TEN,@ LAC,4,16,8.4,13.3,15.1,0,0,0,0,0,0.6209,14.98,68.76,0.4,18.65,0.1256,3.67,2.8,18.05,0.04,0,0,0,0,0,0,14.12,14.12,0,1.52,30.92,14.12,14.12,23,0,100,,72,27,2,10.3,1.5,15,25,25,18,66,66,,,,,,,,10.51,49.34,0.3,3.02,2.33,16.9,0.06,,,,,,,
Chase Brown,,0,RB,RB1,6000,CIN,@ BAL,3,23.25,8,4.5,13.3,0,0,0,0,0,0.5097,12.62,55.35,0.36,16.12,0.1058,3.5,2.92,19.29,0.25,0,0,0,0,0,0,14.04,14.04,0,2.04,30.04,14.04,14.04,3,0,100,,11,2,2.3,23.4,3.9,24,26,26,27,67,67,,,,,,,,7.1,31.33,0.19,1.95,1.67,12.1,0.14,,,,,,,
George Pickens,,0,WR,WR1,6800,PIT,@ WAS,32,21.75,8.3,13.2,12.5,0,0,0,0,0,0,0,0,0,7.39,0.2548,7.39,4.47,74.19,0.33,0,0,0,0,0,0,13.87,13.87,0,1.42,30.47,13.87,13.87,5,0,100,,13,29,2,20.5,3,17,15,15,19,68,68,,,,,,,,0.17,0.76,0.02,5.93,3.57,59.26,0.24,,,,,,,
Ezekiel Elliott,,0,RB,RB2,5100,DAL,vs PHI,11,18.5,9.1,10.3,5.4,0,0,0,0,0,0.5164,11.44,47.03,0.38,16.44,0.1309,5,3.76,24.47,0.11,0,0,0,0,0,0,13.85,13.85,0,0.2,32.05,13.85,13.85,51,0,100,,152,46,2.7,1.2,0.2,32,27,27,36,69,69,0.02,0.01,0.03,0.01,,,-2.57,16.56,71.18,0.57,3.74,2.84,20.95,0.11,,,,,,,
Dalton Kincaid,,0,TE,TE1,4900,BUF,@ IND,14,25.75,5,9.5,8.6,0,0,0,0,0,0,0,0,0,9.29,0.2719,9.29,6.11,59.99,0.29,0,0,0,0,0,0,13.85,13.85,0,6.35,23.85,13.85,13.85,26,0,100,,123,45,2.8,4.4,0.9,7,6,6,38,69,69,,,,,,,,,,,5.8,4.2,40.2,0.16,,,,,,,
Drake London,,0,WR,WR1,6700,ATL,@ NO,23,25.5,7.8,11.3,16,0,0,0,0,0,0,0,0,0,7.52,0.2359,7.52,4.98,60.01,0.46,0,0,0,0,0,0,13.74,13.74,0,2.04,29.34,13.74,13.74,13,0,100,,28,36,2.1,17.7,2.6,18,16,16,20,70,70,0.02,0.02,0.52,,,,4.22,,,,7.05,4.55,55.31,0.29,,,,,,,
Zay Flowers,,0,WR,WR1,7200,BAL,vs CIN,7,29.25,8.3,13.1,16.2,0,0,0,0,0,0,0,0,0,7.02,0.2206,7.02,4.9,64.84,0.39,0,0,0,0,0,0,13.72,13.72,0,1.27,30.32,13.72,13.72,43,0,100,,101,42,1.9,7.4,1,13,17,17,15,71,71,,,,,,,,0.56,4.12,0.04,7,4.92,60.48,0.32,,,,,,,
Hunter Henry,,0,TE,TE1,3900,NE,@ CHI,6,15.75,6.1,9.2,9.9,0,0,0,0,0,0,0,0,0,6.88,0.2001,6.88,4.83,54.84,0.52,0,0,0,0,0,0,13.43,13.43,0,4.28,25.63,13.43,13.43,34,0,100,,140,38,3.4,2.4,0.6,16,7,7,48,72,72,,,,,,,,,,,5.08,3.5,40.68,0.37,,,,,,,
Josh Downs,,0,WR,WR1,6200,IND,vs BUF,4,21.25,6.9,9.4,14.5,0,0,0,0,0,0,0,0,0,8.21,0.2856,8.21,5.62,58.56,0.32,0,0,0,0,0,0,13.4,13.4,0,3.05,27.2,13.4,13.4,20,0,100,,48,37,2.2,14.2,2.3,23,18,18,25,73,73,,,,,,,,0.04,0.5,,6.46,4.42,49.25,0.21,,,,,,,
Travis Etienne,,0,RB,RB1,5800,JAC,vs MIN,1,17.75,8.7,17,9.2,0,0,0,0,0,0.5543,14.05,59.49,0.47,17.56,0.1195,3.51,2.69,17.99,0.02,0,0,0,0,0,0,13.38,13.38,0,0.33,30.78,13.38,13.38,39,0,100,,117,38,2.3,5.3,0.9,26,28,28,29,74,74,,,,,,,,13.32,58.22,0.44,3.51,2.71,21.68,0.02,,,,,,,
Bryce Young,,0,QB,QB1,4800,CAR,vs NYG,7,17,5.7,11,7.3,1,32.53,200.65,1.07,0.95,0.101,2.87,14.37,0.09,2.87,0,0,0,0,0,0,0,0,0,0,0,13.33,13.33,0,4.78,24.73,13.33,13.33,17,0,100,,59,43,2.8,12.04,2.5,26,25,25,39,75,75,29.73,17.82,162.32,0.73,3.27,0.64,72.63,2.36,13.36,0.05,,,,,,,,,,,
DeVonta Smith,,0,WR,WR2,7800,PHI,@ DAL,9,25.5,8.1,14.7,15.2,0,0,0,0,0,0,0,0,0,6.71,0.2128,6.71,4.72,60.12,0.43,0,0,0,0,0,0,13.31,13.31,0,1.16,29.51,13.31,13.31,62,0,100,,132,43,1.7,3.4,0.4,7,19,19,9,76,76,,,,,,,,,,,7,4.82,64.05,0.4,,,,,,,
Will Levis,,0,QB,QB1,4900,TEN,@ LAC,13,16,7.1,12.6,9.7,1,29.25,194.75,1.17,1.09,0.1201,2.9,14.61,0.07,2.9,0,0,0,0,0,0,0,0,0,0,0,13.26,13.26,0,2.61,27.46,13.26,13.26,9,0,100,,21,38,2.7,19.1,3.9,25,26,26,38,77,77,27.14,16.57,179.07,0.79,3.07,0.93,74.51,2.93,11.64,0.07,,,,,,,,,,,
Trey McBride,,0,TE,TE1,5700,ARI,vs NYJ,25,22.25,7.2,11,12.8,0,0,0,0,0,0,0,0,0,8.12,0.2383,8.12,6.16,62.01,0.13,0,0,0,0,0,0,13.14,13.14,0,2.34,27.54,13.14,13.14,7,0,100,,65,30,2.3,11.1,1.9,3,8,8,30,78,78,,,,,,,,0.03,0.06,0.03,6.03,4.56,46.21,0.12,,,,,,,
Brian Thomas Jr,,0,WR,WR1,6600,JAC,vs MIN,21,17.75,6.9,0,14.8,0,0,0,0,0,0,0,0,0,6.11,0.2078,6.11,4.04,63.2,0.46,0,0,0,0,0,0,13.12,13.12,0,2.77,26.92,13.12,13.12,64,0,100,,134,53,2,3.2,0.5,19,20,20,21,79,79,,,,,,,,0.33,1.67,,5.89,3.89,66.11,0.56,,,,,,,
Kareem Hunt,,0,RB,RB1,6600,KC,vs DEN,9,24.75,9.3,7.9,17.9,0,0,0,0,0,0.6627,19.7,81.01,0.82,19.7,0,0,0,0,0,0,0,0,0,0,0,13.02,13.02,0,0,31.62,13.02,13.02,10,0,100,,32,32,2,17,2.6,18,29,29,21,80,80,,,,,,,,11.89,50.35,0.47,3.06,2.43,20.06,0.18,,,,,,,
Puka Nacua,,0,WR,WR2,7100,LAR,vs MIA,20,25.75,10.1,18.8,10.5,0,0,0,0,0,0,0,0,0,7.13,0.1968,7.13,4.77,67.26,0.25,0,0,0,0,0,0,13,13,0,0,33.2,13,13,9,0,100,,24,42,1.8,18.8,2.6,14,21,21,16,81,81,,,,,,,,0.75,5.05,,8.8,5.85,81.9,0.3,,,,,,,
Joe Flacco,,0,QB,QB1,5500,IND,vs BUF,18,21.25,7.7,24.4,16.3,1,28.75,200.77,1.08,0.65,0.0765,2.65,5.74,0.11,2.65,0,0,0,0,0,0,0,0,0,0,0,12.93,12.93,0,1.38,28.33,12.93,12.93,12,0,100,,44,50,2.4,14.88,2.7,19,27,27,32,82,82,37.28,23.49,241.25,0.84,1.91,1.3,84.79,1.49,3.16,0.08,,,-0.04,,,,,,,,
Mac Jones,,0,QB,QB1,4400,JAC,vs MIN,27,17.75,7.2,11.2,0.1,1,29.38,210.19,1.28,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.81,12.81,0,2.01,27.21,12.81,12.81,24,0,100,,94,44,2.9,8.24,1.9,30,28,28,43,83,83,29.93,19.77,203.32,0.82,1.95,1.05,81.9,2.66,7.43,0.02,,,,,,,,,,,
Calvin Ridley,,0,WR,WR1,5700,TEN,@ LAC,17,16,9.8,14.2,10.5,0,0,0,0,0,0,0,0,0,7.85,0.2685,7.85,4.5,58.14,0.38,0,0,0,0,0,0,12.59,12.59,0,0,32.19,12.59,12.59,3,0,100,,9,35,2.2,25.4,4.5,28,22,22,30,84,84,,,,,,,,0.35,1.58,0.01,7.77,4.74,64.28,0.5,,,,,,,
Darnell Mooney,,0,WR,WR2,6500,ATL,@ NO,23,25.5,7.1,5.6,14.9,0,0,0,0,0,0,0,0,0,7.48,0.2346,7.48,4.42,57.39,0.4,0,0,0,0,0,0,12.56,12.56,0,1.91,26.76,12.56,12.56,19,0,100,,46,32,1.9,14.6,2.2,20,23,23,22,85,85,0.01,,,,,,0.03,0.19,0.88,0.01,6.39,3.81,47.57,0.24,,,,,,,
Raheem Mostert,,0,RB,RB2,5900,MIA,@ LAR,13,23.75,10.1,18.3,9.1,0,0,0,0,0,0.4671,15.77,78.13,0.79,15.77,0,0,0,0,0,0,0,0,0,0,0,12.55,12.55,0,0,32.75,12.55,12.55,38,0,100,,116,15,2.1,5.4,0.9,25,30,30,28,86,86,,,,,,,,10.57,54.91,0.53,1.81,1.38,11.04,0.11,,,,,,,
Sam LaPorta,,0,TE,TE1,4600,DET,@ HOU,13,26.5,7.5,14.3,8,0,0,0,0,0,0,0,0,0,5.84,0.1818,5.84,4.49,51.19,0.49,0,0,0,0,0,0,12.55,12.55,0,1.3,27.55,12.55,12.55,4,0,100,,40,39,2.7,15.6,3.4,10,9,9,41,86,86,,,,,,,,0.04,0.16,,5.84,4.32,47.56,0.48,,,,,,,
Xavier Legette,,0,WR,WR1,5700,CAR,vs NYG,24,17,5.7,0,9.6,0,0,0,0,0,0,0,0,0,7.6,0.2336,7.6,4.86,39.74,0.6,0,0,0,0,0,0,12.43,12.43,0,3.88,23.83,12.43,12.43,46,0,100,,104,41,2.2,7,1.2,28,24,24,30,87,87,,,,,,,,0.63,2.75,,5.13,3.25,30.5,0.5,,,,,,,
Marvin Harrison Jr,,0,WR,WR1,6400,ARI,vs NYJ,25,22.25,10.8,0,11.9,0,0,0,0,0,0,0,0,0,7.08,0.2077,7.08,3.57,55.19,0.54,0,0,0,0,0,0,12.33,12.33,0,0,33.93,12.33,12.33,16,0,100,,35,9,1.9,16.4,2.6,21,25,25,23,88,88,,,,,,,,,,,6.11,3.11,49.44,0.56,,,,,,,
Jaylen Waddle,,0,WR,WR2,5600,MIA,@ LAR,18,23.75,8.7,14.8,8.6,0,0,0,0,0,0,0,0,0,6.61,0.1981,6.61,4.63,58.43,0.27,0,0,0,0,0,0,12.09,12.09,0,0,29.49,12.09,12.09,37,0,100,,89,40,2.2,8.6,1.5,29,26,26,31,89,89,,,,,,,,0.18,0.87,0.02,7.25,5.07,67.18,0.35,,,,,,,
Wan'Dale Robinson,,0,WR,WR2,5500,NYG,@ CAR,5,23.5,5.6,8.9,11,0,0,0,0,0,0,0,0,0,8.54,0.2499,8.54,6,48.32,0.21,0,0,0,0,0,0,12.09,12.09,0,3.69,23.29,12.09,12.09,30,0,100,,75,42,2.2,10.1,1.8,30,26,26,32,89,89,,,,,,,,0.43,3.47,0.03,6.17,4.47,36.5,0.13,,,,,,,
Evan Engram,,0,TE,TE1,5300,JAC,vs MIN,21,17.75,7.3,13.7,11.5,0,0,0,0,0,0,0,0,0,7.89,0.2685,7.89,5.45,49.03,0.23,0,0,0,0,0,0,11.73,11.73,0,0.78,26.33,11.73,11.73,10,0,100,,76,33,2.2,10,1.9,5,10,10,34,90,90,,,,,,,,0.15,0.89,0.01,6.77,4.56,45.96,0.24,,,,,,,
Jake Ferguson,,0,TE,TE1,5000,DAL,vs PHI,26,18.5,5.4,10.4,10.2,0,0,0,0,0,0,0,0,0,7.72,0.202,7.72,5.65,49.5,0.16,0,0,0,0,0,0,11.56,11.56,0,3.46,22.36,11.56,11.56,24,0,100,,116,36,2.3,5.4,1.1,6,11,11,37,91,91,,,,,,,,,,,5.03,3.66,36.26,0.2,,,,,,,
Quentin Johnston,,0,WR,WR2,4900,LAC,vs TEN,31,24,6.3,5.5,12.3,0,0,0,0,0,0,0,0,0,6.12,0.1518,6.12,3.76,50.75,0.45,0,0,0,0,0,0,11.54,11.54,0,2.09,24.14,11.54,11.54,28,0,100,,71,14,2.4,10.4,2.1,36,27,27,38,92,92,,,,,,,,0.26,0.65,,4.09,2.43,31,0.26,,,,,,,
DJ Moore,,0,WR,WR1,6300,CHI,vs NE,22,21.75,8.9,17.8,12.1,0,0,0,0,0,0,0,0,0,6.9,0.2185,6.9,4.22,52.76,0.3,0,0,0,0,0,0,11.3,11.3,0,0,29.1,11.3,11.3,50,0,100,,113,37,1.8,5.7,0.9,22,28,28,24,93,93,0.01,,,,,,0.38,0.45,3.53,0.01,7.72,4.73,66.09,0.3,,,,,,,
Jaylen Warren,,0,RB,RB2,5300,PIT,@ WAS,28,21.75,5.5,12,5.6,0,0,0,0,0,0.2531,10.22,46.42,0.14,14.49,0.1471,4.27,3.58,21.28,0,0,0,0,0,0,0,11.19,11.19,0,2.94,22.19,11.19,11.19,22,0,100,,70,35,2.1,10.5,2,30,31,31,34,94,94,,,,,,,,6.85,33.69,0.13,3.1,2.59,16.69,,,,,,,,
Jordan Addison,,0,WR,WR2,5300,MIN,@ JAC,15,24.75,8.6,13.4,11,0,0,0,0,0,0,0,0,0,5.86,0.1612,5.86,3.81,47.36,0.42,0,0,0,0,0,0,11.07,11.07,0,0,28.27,11.07,11.07,55,0,100,,120,32,2.1,4.9,0.9,32,29,29,34,95,95,,,,,,,,0.13,0.78,0.04,5.91,3.87,51.48,0.52,,,,,,,
Zach Ertz,,0,TE,TE1,3800,WAS,vs PIT,27,23.75,8.3,7.4,8.4,0,0,0,0,0,0,0,0,0,6.65,0.1972,6.65,4.52,47.97,0.26,0,0,0,0,0,0,10.88,10.88,0,0,27.48,10.88,10.88,21,0,100,,103,33,2.9,7.1,1.9,17,12,12,49,96,96,,,,,,,,0.01,0.03,,7.47,5.06,51.89,0.31,,,,,,,
D.J. Chark,,0,WR,WR4,3400,LAC,vs TEN,31,24,8.7,8.3,0,0,0,0,0,0,0,0,0,0,6.49,0.1609,6.49,3.58,51.39,0.36,0,0,0,0,0,0,10.88,10.88,0,0,28.28,10.88,10.88,82,0,100,,162,16,3.2,0,,51,30,30,53,96,96,,,,,,,,0.03,0.3,,5.76,3.19,46.81,0.36,,,,,,,
Xavier Worthy,,0,WR,WR2,6100,KC,vs DEN,10,24.75,6.8,0,9.5,0,0,0,0,0,0,0,0,0,7.17,0.1797,7.17,3.42,40.36,0.54,0,0,0,0,0,0,10.7,10.7,0,0.5,24.3,10.7,10.7,68,0,100,,142,28,1.8,2.1,0.3,24,31,31,26,97,97,,,,,,,,1.13,4.63,0.25,4.88,2.38,29.38,0.38,,,,,,,
Jauan Jennings,,0,WR,WR2,5200,SF,@ TB,30,28.25,8.2,4.3,14.4,0,0,0,0,0,0,0,0,0,5.36,0.1586,5.36,3.42,51.08,0.36,0,0,0,0,0,0,10.69,10.69,0,0,27.09,10.69,10.69,17,0,100,,36,0,2.1,16.3,3.1,33,32,32,35,98,98,,,,,,,,,,,3.49,2.19,29.09,0.21,,,,,,,
Jalen Nailor,,0,WR,WR3,4200,MIN,@ JAC,15,24.75,5.4,2,8.8,0,0,0,0,0,0,0,0,0,4.48,0.1233,4.48,3.05,43.5,0.54,0,0,0,0,0,0,10.64,10.64,0,2.54,21.44,10.64,10.64,75,0,100,,150,19,2.5,1.4,0.3,43,33,33,45,99,99,,,,,,,,0.13,0.2,,2.67,1.8,29.6,0.33,,,,,,,
Keenan Allen,,0,WR,WR2,5400,CHI,vs NE,22,21.75,9.9,22.7,8.8,0,0,0,0,0,0,0,0,0,6.49,0.2053,6.49,4.31,45.19,0.29,0,0,0,0,0,0,10.57,10.57,0,0,30.37,10.57,10.57,33,0,100,,81,45,2,9.4,1.7,31,34,34,33,100,100,0.03,0.01,0.43,,0.01,0.01,6.12,0.16,0.98,,9.78,6.75,77.18,0.43,,,,,,,
Diontae Johnson,,0,WR,WR2,5800,BAL,vs CIN,7,29.25,7.5,11.7,12.5,0,0,0,0,0,0,0,0,0,6.65,0.2088,6.65,3.94,45,0.34,0,0,0,0,0,0,10.48,10.48,0,0,25.48,10.48,10.48,73,0,100,,147,43,1.8,1.6,0.3,27,35,35,29,101,101,,,,,,,,0.25,1.67,,8.3,5.01,56.2,0.33,,,,,,,
Devin Singletary,,0,RB,RB2,5600,NYG,@ CAR,32,23.5,6.5,10.4,8.6,0,0,0,0,0,0.4582,11.86,52.37,0.27,14.34,0.0727,2.48,1.91,13.13,0.03,0,0,0,0,0,0,10.26,10.26,0,0.51,23.26,10.26,10.26,37,0,100,,115,40,1.8,5.5,1,28,32,32,31,102,102,0.01,0.01,0.07,,,0.01,5.16,11.29,51.05,0.26,2.99,2.26,15.43,0.05,,,,,,,
Vikings,,0,DST,DST1,3700,MIN,@ JAC,16,17.75,6,7.4,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,1.49,0.46,0,0.34,17.75,10.16,10.16,0,1.16,22.16,10.16,10.16,4,0,100,,52,21,2.7,13,3.5,2,1,1,50,103,103,,,,,,,,,,,,,,,2.56,0.9,0.55,0.19,0.03,21.33,346.19
Josh Palmer,,0,WR,WR3,4800,LAC,vs TEN,31,24,6.8,11.4,7.7,0,0,0,0,0,0,0,0,0,5.79,0.1436,5.79,3.8,50.68,0.21,0,0,0,0,0,0,10.13,10.13,0,0,23.73,10.13,10.13,56,0,100,,121,25,2.1,4.6,1,37,36,36,39,104,104,,,,,,,,0.06,0.33,,5.06,3.33,41.85,0.21,,,,,,,
Tyjae Spears,,0,RB,RB2,4700,TEN,@ LAC,4,16,5,9,7.4,0,0,0,0,0,0.259,6.25,25.46,0.17,10.51,0.1456,4.26,3.44,24.57,0.09,0,0,0,0,0,0,10,10,0,2.5,20,10,10,30,0,100,,95,43,2.1,8.1,1.7,36,33,33,40,105,105,,,,,,,,6.05,25.77,0.14,3.73,2.91,20.95,0.05,,,,,,,
Demarcus Robinson,,0,WR,WR3,5100,LAR,vs MIA,20,25.75,6.3,11.1,10.5,0,0,0,0,0,0,0,0,0,5.34,0.1473,5.34,3.33,40.67,0.43,0,0,0,0,0,0,9.98,9.98,0,0.53,22.58,9.98,9.98,63,0,100,,133,7,2,3.3,0.6,34,37,37,36,106,106,,,,,,,,0.01,0.22,,3.78,2.4,28.42,0.25,,,,,,,
Demario Douglas,,0,WR,WR1,4400,NE,@ CHI,6,15.75,4.8,7.7,9.1,0,0,0,0,0,0,0,0,0,6.96,0.2025,6.96,4.72,45.57,0.11,0,0,0,0,0,0,9.94,9.94,0,2.74,19.54,9.94,9.94,35,0,100,,84,41,2.3,9,2,41,38,38,43,107,107,,,,,,,,0.41,2.27,,5.73,3.82,39.41,0.05,,,,,,,
T.J. Hockenson,,0,TE,TE1,4700,MIN,@ JAC,15,24.75,8.1,14.9,5.7,0,0,0,0,0,0,0,0,0,6.3,0.1733,6.3,4.34,41.15,0.23,0,0,0,0,0,0,9.84,9.84,0,0,26.04,9.84,9.84,5,0,100,,42,31,2.1,15.2,3.2,9,13,13,40,108,108,,,,,,,,0.01,,,6.9,4.71,48.96,0.32,,,,,,,
Rico Dowdle,,0,RB,RB1,6100,DAL,vs PHI,11,18.5,6.1,5.7,12.5,0,0,0,0,0,0.3823,8.47,36.77,0.08,11.46,0.0782,2.99,2.36,17.75,0.25,0,0,0,0,0,0,9.79,9.79,0,0.64,21.99,9.79,9.79,28,0,100,,89,3,1.6,8.6,1.4,23,34,34,26,109,109,,,,,,,,5.76,24.34,0.07,1.66,1.31,10.59,0.17,,,,,,,
Noah Brown,,0,WR,WR2,4300,WAS,vs PIT,27,23.75,6.8,10.8,8.5,0,0,0,0,0,0,0,0,0,5.87,0.1741,5.87,3.62,51.12,0.17,0,0,0,0,0,0,9.75,9.75,0,0,23.35,9.75,9.75,48,0,100,,108,0,2.3,6.3,1.5,42,39,39,44,110,110,,,,,,,,0.03,0.05,,3.61,2.21,30.08,0.1,,,,,,,
Alec Pierce,,0,WR,WR2,4900,IND,vs BUF,4,21.25,6.6,5.8,9.6,0,0,0,0,0,0,0,0,0,5.29,0.184,5.29,2.75,49.9,0.31,0,0,0,0,0,0,9.6,9.6,0,0,22.8,9.6,9.6,11,0,100,,26,7,2,18.1,3.7,36,40,40,38,111,111,,,,,,,,,,,4.14,2.19,36.71,0.17,,,,,,,
Dallas Goedert,,0,TE,TE1,4500,PHI,@ DAL,9,25.5,7.1,10,11.4,0,0,0,0,0,0,0,0,0,5.35,0.1695,5.35,3.92,43.21,0.21,0,0,0,0,0,0,9.5,9.5,0,0,23.7,9.5,9.5,9,0,100,,70,30,2.1,10.5,2.3,11,14,14,42,112,112,,,,,,,,0.01,0.01,,5.29,3.89,45.55,0.25,,,,,,,
Mike Gesicki,,0,TE,TE1,3600,CIN,@ BAL,3,23.25,6.9,4.4,9.9,0,0,0,0,0,0,0,0,0,5.57,0.1683,5.57,3.76,41.47,0.26,0,0,0,0,0,0,9.47,9.47,0,0,23.27,9.47,9.47,22,0,100,,104,7,2.6,7,1.9,19,15,15,51,113,113,0.01,,,,,,0.39,,,,4.46,2.87,31.82,0.22,,,,,,,
Kyle Pitts,,0,TE,TE1,4800,ATL,@ NO,23,25.5,6.2,8.1,10.1,0,0,0,0,0,0,0,0,0,5.12,0.1606,5.12,3.2,45.37,0.26,0,0,0,0,0,0,9.3,9.3,0,0,21.7,9.3,9.3,12,0,100,,79,33,1.9,9.5,2,8,16,16,39,114,114,,,,,,,,0.02,-0.08,,5.68,3.38,46.77,0.17,,,,,,,
Jonnu Smith,,0,TE,TE1,3700,MIA,@ LAR,18,23.75,5.6,8,8.3,0,0,0,0,0,0,0,0,0,5.32,0.1593,5.32,3.7,39.17,0.27,0,0,0,0,0,0,9.24,9.24,0,0.84,20.44,9.24,9.24,20,0,100,,100,13,2.5,7.5,2,18,17,17,50,115,115,0.01,,,,,,0.02,0.17,1.17,0.01,3.45,2.37,25.85,0.2,,,,,,,
Sterling Shepard,,0,WR,WR3,4100,TB,vs SF,29,21.75,7.9,2.1,7.3,0,0,0,0,0,0,0,0,0,5.52,0.132,5.52,3.61,40.65,0.23,0,0,0,0,0,0,9.06,9.06,0,0,24.86,9.06,9.06,69,0,100,,143,29,2.2,2,0.5,44,41,41,46,116,116,,,,,,,,0.33,2.59,0.01,6.52,4.25,46.92,0.26,,,,,,,
Curtis Samuel,,0,WR,WR3,3300,BUF,@ IND,14,25.75,6.9,10,2.7,0,0,0,0,0,0,0,0,0,6,0.1755,6,3.79,37.73,0.25,0,0,0,0,0,0,9.06,9.06,0,0,22.86,9.06,9.06,42,0,100,,100,27,2.7,7.5,2.3,52,41,41,54,116,116,,,,,,,,1.27,7.36,0.07,5.16,3.36,35.46,0.22,,,,,,,
Rashod Bateman,,0,WR,WR3,4300,BAL,vs CIN,7,29.25,5.7,5.1,10.1,0,0,0,0,0,0,0,0,0,4.89,0.1536,4.89,3.03,45.11,0.25,0,0,0,0,0,0,9.04,9.04,0,0.49,20.44,9.04,9.04,14,0,100,,29,28,2.1,17.4,4,42,42,42,44,117,117,,,,,,,,0.02,0.43,,4.52,2.81,38.43,0.17,,,,,,,
