,,,,,,,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,,,,,,,,Position Rankings,,,,Overall Rankings,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
George Kittle,,0,TE,TE1,6100,SF,vs LAR,18,25.5,9.4,13.3,17.3,0,0,0,0,0,0,0,0,0,7.53,0.2405,7.53,5.63,81.97,0.55,0,0,0,0,0,0,17.13,17.13,0,3.03,35.93,17.13,17.13,1,0,100,,5,33,2.8,10.1,1.7,2,2,2,26,63,63,,,,,,,,0.11,0.63,,6.42,4.68,63.79,0.4,,,,,,,
Puka Nacua,,0,WR,WR2,8000,LAR,@ SF,29,23,10.7,18.8,20.5,0,0,0,0,0,0,0,0,0,9.19,0.2544,9.19,6.39,83.72,0.39,0,0,0,0,0,0,17.1,17.1,0,1.05,38.5,17.1,17.1,1,0,100,,1,45,2.1,17.8,2.2,4,19,19,7,64,64,,,,,,,,0.84,4.96,0.04,9.36,6.36,87.76,0.36,,,,,,,
Brock Bowers,,0,TE,TE1,6600,LV,vs ATL,2,19.5,9.1,0,16.3,0,0,0,0,0,0,0,0,0,10.08,0.251,10.08,7.3,75.56,0.36,0,0,0,0,0,0,17.02,17.02,0,3.37,35.22,17.02,17.02,4,0,100,,15,44,2.6,0,,1,3,3,21,65,65,,,,,,,,0.31,1.08,,9.08,6.69,71.77,0.31,,,,,,,
Malik Nabers,,0,WR,WR1,6400,NYG,vs BAL,3,12.75,7.5,0,17.1,0,0,0,0,0,0,0,0,0,12.35,0.3772,12.35,7.71,77.53,0.26,0,0,0,0,0,0,17.02,17.02,0,5.77,32.02,17.02,17.02,6,0,100,,15,56,2.7,0,,16,20,20,23,65,65,0.09,,,,,,0.19,0.45,0.18,,11.45,7.27,74.45,0.27,,,,,,,
Aidan O'Connell,!,0,QB,QB1,4800,LV,vs ATL,32,19.5,7,12.3,9.4,1,40.17,282.24,1.36,0.83,0.0616,1.51,1.1,0.15,1.51,0,0,0,0,0,0,0,0,0,0,0,16.91,16.91,0,6.41,30.91,16.91,16.91,3,0,100,,15,38,3.5,0,,25,28,28,39,66,66,28.18,17.59,183.35,0.59,1.82,0.94,82.31,1.41,1,0.12,,,,,,,,,,,
Travis Kelce,,0,TE,TE1,5700,KC,@ CLE,8,22.75,9,15.1,12.5,0,0,0,0,0,0,0,0,0,9.01,0.2385,9.01,6.48,75.42,0.48,0,0,0,0,0,0,16.9,16.9,0,3.4,34.9,16.9,16.9,4,0,100,,15,46,3,0,,4,4,4,30,67,67,0.02,0.01,0.02,0.01,,,0.76,0.06,0.1,0.01,8.28,5.94,71.91,0.47,,,,,,,
DJ Moore,,0,WR,WR1,5800,CHI,@ MIN,21,18.5,8.9,17.8,13.9,0,0,0,0,0,0,0,0,0,10.31,0.2771,10.31,6.46,78.93,0.42,0,0,0,0,0,0,16.87,16.87,0,3.52,34.67,16.87,16.87,6,0,100,,15,38,2.9,0,,22,21,21,29,68,68,0.02,,,,,,0.38,0.45,3.56,0.01,7.77,4.8,66.15,0.31,,,,,,,
Drake London,,0,WR,WR1,6400,ATL,@ LV,19,25,7.6,11.3,15.4,0,0,0,0,0,0,0,0,0,9.98,0.2719,9.98,6.31,76.7,0.48,0,0,0,0,0,0,16.86,16.86,0,5.46,32.06,16.86,16.86,6,0,100,,15,38,2.6,0,,16,22,22,23,69,69,0.02,0.02,0.48,,,,3.85,0.02,-0.07,,7.41,4.7,57.33,0.26,,,,,,,
Derrick Henry,,0,RB,RB1,8300,BAL,@ NYG,32,29.75,11.6,15.2,21,0,0,0,0,0,0.6182,21.51,107.5,0.97,21.51,0,0,0,0,0,0,0,0,0,0,0,16.57,16.57,0,0,39.77,16.57,16.57,4,0,100,,15,32,2,0,,2,17,17,4,70,70,0.07,0.06,0.29,,,0.04,13.28,17.5,84.73,0.77,1.68,1.31,12.13,0.04,,,,,,,
Brian Robinson,,0,RB,RB1,6200,WAS,@ NO,31,25.5,6.7,13.5,14.3,0,0,0,0,0,0.5224,17.12,73.93,0.67,19.96,0.0827,2.84,2.26,19.87,0.15,0,0,0,0,0,0,16.56,16.56,0,6.51,29.96,16.56,16.56,4,0,100,,15,46,2.7,0,,19,18,18,25,71,71,,,,,,,,14.08,58.65,0.41,1.92,1.54,14.38,0.14,,,,,,,
Jaxon Smith-Njigba,,0,WR,WR2,6300,SEA,vs GB,12,22.25,7.9,8.8,16,0,0,0,0,0,0,0,0,0,8.83,0.2377,8.83,6.45,73.51,0.42,0,0,0,0,0,0,16.32,16.32,0,4.47,32.12,16.32,16.32,6,0,100,,15,34,2.6,0,,17,23,23,24,72,72,0.03,0.03,1.17,,,,7.71,0.1,0.57,,6.5,4.6,51.3,0.3,,,,,,,
Zach Charbonnet,,0,RB,RB1,6000,SEA,vs GB,9,22.25,8.3,6.6,11.8,0,0,0,0,0,0.5801,13.71,59.31,0.75,17.58,0.1043,3.87,3.24,21.82,0.05,0,0,0,0,0,0,16.15,16.15,0,3.7,32.75,16.15,16.15,4,0,100,,15,8,2.7,0,,21,19,19,27,73,73,,,,,,,,7.1,29.9,0.28,2.86,2.38,16.28,0.03,,,,,,,
Bucky Irving,!,0,RB,RB1,6300,TB,@ LAC,14,21.25,8.3,0,13.6,0,0,0,0,0,0.4211,13.17,70.74,0.61,16.16,0.0942,2.99,2.89,24.83,0,0,0,0,0,0,0,16.11,16.11,0,3.66,32.71,16.11,16.11,4,0,100,,15,39,2.6,0,,18,20,20,24,74,74,,,,,,,,10.54,56.46,0.46,2.92,2.77,23.08,,,,,,,,
Jordan Addison,,0,WR,WR2,5900,MIN,vs CHI,6,25.5,10.4,13.4,15.5,0,0,0,0,0,0,0,0,0,7.92,0.2305,7.92,5.07,69.54,0.68,0,0,0,0,0,0,16.1,16.1,0,0.5,36.9,16.1,16.1,6,0,100,,15,27,2.7,0,,21,24,24,28,75,75,,,,,,,,0.14,0.79,0.04,6.29,4.07,57.82,0.61,,,,,,,
Keenan Allen,,0,WR,WR2,5500,CHI,@ MIN,21,18.5,9.9,22.7,11.3,0,0,0,0,0,0,0,0,0,9.76,0.2622,9.76,6.52,67.93,0.46,0,0,0,0,0,0,16.07,16.07,0,1.22,35.87,16.07,16.07,6,0,100,,15,44,2.9,0,,25,25,25,32,76,76,0.03,0.01,0.41,,0.01,0.01,5.87,0.15,0.94,,9.73,6.68,76.25,0.43,,,,,,,
Jonathan Taylor,,0,RB,RB1,6900,IND,@ DEN,1,19.75,10.1,15.9,15.4,0,0,0,0,0,0.622,17.02,79.99,0.59,20.02,0.084,3,2.2,15.87,0.11,0,0,0,0,0,0,15.99,15.99,0,0.84,36.19,15.99,15.99,4,0,100,,15,44,2.3,0,,12,21,21,18,77,77,,,,,,,,17.63,85.49,0.71,2.83,2.17,17.03,0.08,,,,,,,
DK Metcalf,,0,WR,WR1,6000,SEA,vs GB,12,22.25,8.4,14.7,14.6,0,0,0,0,0,0,0,0,0,9.2,0.2478,9.2,5.52,76.54,0.47,0,0,0,0,0,0,15.99,15.99,0,3.39,32.79,15.99,15.99,6,0,100,,15,43,2.7,0,,20,26,26,27,77,77,,,,,,,,0.03,0.18,,7.61,4.6,66.98,0.49,,,,,,,
Zay Flowers,,0,WR,WR1,6000,BAL,@ NYG,24,29.75,7.8,13.1,14.4,0,0,0,0,0,0,0,0,0,8.9,0.2518,8.9,5.8,77.15,0.41,0,0,0,0,0,0,15.98,15.98,0,4.28,31.58,15.98,15.98,6,0,100,,15,43,2.7,0,,20,27,27,27,78,78,,,,,,,,0.52,3.45,0.03,6.97,4.72,59.34,0.31,,,,,,,
Cooper Rush,,0,QB,QB1,5200,DAL,@ CAR,18,19.75,7.1,0.6,8.6,1,37.39,249.64,1.58,0.59,0.0821,2.11,1.25,0,2.11,0,0,0,0,0,0,0,0,0,0,0,15.84,15.84,0,5.19,30.04,15.84,15.84,3,0,100,,15,0,3,0,,21,29,29,35,79,79,15.07,9.03,93.67,0.27,0.7,0.5,74.79,1.67,0.7,,,,,,,,,,,,
Jakobi Meyers,,0,WR,WR1,5700,LV,vs ATL,2,19.5,6.6,13.7,14.8,0,0,0,0,0,0,0,0,0,9.81,0.2442,9.81,6.68,74.04,0.29,0,0,0,0,0,0,15.82,15.82,0,5.92,29.02,15.82,15.82,6,0,100,,15,45,2.8,0,,23,28,28,30,80,80,0.09,0.08,1.25,,,0.04,8.93,0.14,0.68,0.03,6.81,4.65,53.85,0.23,,,,,,,
Calvin Ridley,,0,WR,WR1,5900,TEN,vs CIN,7,20.5,9.6,14.2,11.8,0,0,0,0,0,0,0,0,0,9.36,0.2786,9.36,5.49,73.63,0.48,0,0,0,0,0,0,15.73,15.73,0,1.33,34.93,15.73,15.73,6,0,100,,15,36,2.7,0,,21,29,29,28,81,81,,,,,,,,0.33,1.48,0.01,7.78,4.73,64.51,0.49,,,,,,,
Javonte Williams,,0,RB,RB1,5200,DEN,vs IND,27,23.75,6.4,11.3,10,0,0,0,0,0,0.4604,13.03,49.39,0.38,19.34,0.1689,6.31,4.86,29,0.12,0,0,0,0,0,0,15.7,15.7,0,6.1,28.5,15.7,15.7,4,0,100,,15,43,3,0,,29,22,22,35,82,82,,,,,,,,11.82,46.54,0.22,3.66,2.88,17.58,0.1,,,,,,,
Rachaad White,,0,RB,RB2,5800,TB,@ LAC,14,21.25,7,16.2,14.3,0,0,0,0,0,0.4339,13.57,55.1,0.31,17.67,0.129,4.1,3.65,27.08,0.32,0,0,0,0,0,0,15.65,15.65,0,5.15,29.65,15.65,15.65,4,0,100,,15,47,2.7,0,,23,23,23,29,83,83,,,,,,,,11.58,44,0.22,3.87,3.44,25.8,0.22,,,,,,,
DeVonta Smith,,0,WR,WR2,5500,PHI,vs PIT,27,24.25,8.1,14.7,13,0,0,0,0,0,0,0,0,0,8.21,0.2865,8.21,5.7,69.07,0.47,0,0,0,0,0,0,15.43,15.43,0,3.28,31.63,15.43,15.43,6,0,100,,15,41,2.8,0,,25,30,30,32,84,84,,,,,,,,,,,6.9,4.75,62.18,0.4,,,,,,,
Isiah Pacheco,,0,RB,RB1,6000,KC,@ CLE,19,22.75,7.5,16,11.5,0,0,0,0,0,0.4583,13.95,64.42,0.37,18.37,0.1169,4.42,3.73,23.87,0.09,0,0,0,0,0,0,15.32,15.32,0,4.07,30.32,15.32,15.32,4,0,100,,15,36,2.6,0,,21,24,24,27,85,85,,,,,,,,12.29,57.11,0.37,2.17,1.91,12.54,0.06,,,,,,,
David Montgomery,,0,RB,RB1,7000,DET,vs BUF,17,28,7.5,15.5,16.8,0,0,0,0,0,0.4578,15.17,62.74,0.7,18.17,0.0838,3,2.51,20.72,0.04,0,0,0,0,0,0,15.3,15.3,0,4.05,30.3,15.3,15.3,4,0,100,,15,49,2.2,0,,11,25,25,17,86,86,0.02,0.01,0.03,0.01,,0.01,4.96,15.1,62.01,0.59,2.9,2.33,19.16,0.05,,,,,,,
Josh Downs,!,0,WR,WR2,5100,IND,@ DEN,10,19.75,6.8,9.4,14.1,0,0,0,0,0,0,0,0,0,9.11,0.2554,9.11,6.17,67.5,0.34,0,0,0,0,0,0,14.96,14.96,0,4.76,28.56,14.96,14.96,6,0,100,,15,39,2.9,0,,29,31,31,36,87,87,,,,,,,,0.04,0.44,,6.56,4.48,50.56,0.22,,,,,,,
Zach Ertz,,0,TE,TE1,4000,WAS,@ NO,23,25.5,8.2,7.4,10,0,0,0,0,0,0,0,0,0,9.12,0.2651,9.12,6.15,60.55,0.42,0,0,0,0,0,0,14.73,14.73,0,2.43,31.13,14.73,14.73,4,0,100,,15,34,3.7,0,,15,5,5,47,88,88,,,,,,,,0.01,0.03,,7.46,5.05,51.47,0.32,,,,,,,
Trey McBride,,0,TE,TE1,6000,ARI,vs NE,22,26.25,7.6,11,14.8,0,0,0,0,0,0,0,0,0,9.17,0.2891,9.17,6.94,70.86,0.1,0,0,0,0,0,0,14.63,14.63,0,3.23,29.83,14.63,14.63,4,0,100,,15,32,2.4,0,,3,6,6,27,89,89,,,,,,,,0.03,0.05,0.03,6.61,5,51.08,0.11,,,,,,,
Mike Evans,,0,WR,WR1,7100,TB,@ LAC,17,21.25,10.1,17.1,14.7,0,0,0,0,0,0,0,0,0,7.67,0.2413,7.67,4.52,68.13,0.53,0,0,0,0,0,0,14.51,14.51,0,0,34.71,14.51,14.51,6,0,100,,15,40,2,0,,9,32,32,16,90,90,,,,,,,,0.01,0.07,,8.49,4.95,75.31,0.6,,,,,,,
Khalil Shakir,,0,WR,WR2,6100,BUF,@ DET,11,26,7.2,7.4,13.6,0,0,0,0,0,0,0,0,0,7.6,0.2124,7.6,5.9,68.97,0.28,0,0,0,0,0,0,14.48,14.48,0,3.68,28.88,14.48,14.48,6,0,100,,15,13,2.4,0,,19,33,33,26,91,91,,,,,,,,0.08,0.37,,3.84,3,39.66,0.16,,,,,,,
Darnell Mooney,,0,WR,WR2,5600,ATL,@ LV,19,25,7.1,5.6,14,0,0,0,0,0,0,0,0,0,8.5,0.2317,8.5,5.07,69.22,0.41,0,0,0,0,0,0,14.45,14.45,0,3.8,28.65,14.45,14.45,6,0,100,,15,32,2.6,0,,24,34,34,31,92,92,0.01,,,,,,0.03,0.18,0.83,0.01,6.41,3.82,48.9,0.23,,,,,,,
Rhamondre Stevenson,,0,RB,RB1,5900,NE,@ ARI,11,20.25,8,12.2,13.2,0,0,0,0,0,0.573,15.94,65.43,0.46,19.68,0.1043,3.74,2.97,16.6,0.06,0,0,0,0,0,0,14.29,14.29,0,2.29,30.29,14.29,14.29,4,0,100,,15,38,2.4,0,,22,26,26,28,93,93,,,,,,,,12.81,55.38,0.38,3.7,2.87,17.38,0.04,,,,,,,
Mac Jones,,0,QB,QB1,4900,JAC,vs NYJ,10,18.75,7.2,11.2,6.8,1,31.26,227.66,1.22,1,0.1087,2.77,6.92,0.08,2.77,0,0,0,0,0,0,0,0,0,0,0,14.16,14.16,0,3.36,28.56,14.16,14.16,3,0,100,,15,43,2.9,0,,24,30,30,38,94,94,29.81,19.67,201.04,0.85,1.9,1,80.63,2.71,7.31,0.04,,,,,,,,,,,
Tank Dell,,0,WR,WR2,5400,HOU,vs MIA,20,24,9.2,17.4,9.6,0,0,0,0,0,0,0,0,0,8.56,0.2039,8.56,5.15,67.02,0.34,0,0,0,0,0,0,13.89,13.89,0,0.09,32.29,13.89,13.89,6,0,100,,15,30,2.6,0,,26,35,35,33,95,95,,,,,0.05,,,0.86,3.59,,6.68,4.09,56.91,0.41,,,,,,,
Hunter Henry,,0,TE,TE1,4300,NE,@ ARI,1,20.25,6.1,9.2,9.8,0,0,0,0,0,0,0,0,0,7.57,0.2112,7.57,5.21,58.95,0.46,0,0,0,0,0,0,13.87,13.87,0,4.72,26.07,13.87,13.87,4,0,100,,15,38,3.2,0,,12,7,7,44,96,96,,,,,,,,,,,5.17,3.55,40.98,0.36,,,,,,,
Garrett Wilson,,0,WR,WR1,6500,NYJ,@ JAC,15,22.25,8,13,16.3,0,0,0,0,0,0,0,0,0,9.31,0.2441,9.31,5.6,64.24,0.3,0,0,0,0,0,0,13.82,13.82,0,1.82,29.82,13.82,13.82,6,0,100,,15,43,2.1,0,,15,36,36,22,97,97,0.04,,,,,,0.04,0.19,0.19,,9.43,5.51,64.3,0.26,,,,,,,
Michael Pittman,,0,WR,WR1,5200,IND,@ DEN,10,19.75,7.3,16.3,9.7,0,0,0,0,0,0,0,0,0,9,0.2523,9,5.94,63.54,0.25,0,0,0,0,0,0,13.79,13.79,0,2.84,28.39,13.79,13.79,6,0,100,,15,43,2.7,0,,28,37,37,35,98,98,,,,,,,,0.15,1.35,,7.64,5.16,56.92,0.23,,,,,,,
Josh Palmer,,0,WR,WR3,4600,LAC,vs TB,30,24.25,6.6,11.4,7.3,0,0,0,0,0,0,0,0,0,8.66,0.244,8.66,5.42,68.15,0.24,0,0,0,0,0,0,13.68,13.68,0,3.78,26.88,13.68,13.68,6,0,100,,15,26,3,0,,34,38,38,41,99,99,,,,,,,,0.06,0.3,,5.04,3.26,41.42,0.19,,,,,,,
Travis Etienne,,0,RB,RB1,5600,JAC,vs NYJ,28,18.75,8.5,17,8.7,0,0,0,0,0,0.4697,11.97,48.95,0.28,17.18,0.1667,5.21,4.21,27.48,0.02,0,0,0,0,0,0,13.65,13.65,0,0.9,30.65,13.65,13.65,4,0,100,,15,37,2.4,0,,25,27,27,31,100,100,,,,,,,,13.02,56.09,0.4,3.44,2.71,21.24,0.02,,,,,,,
Jake Haener,,0,QB,QB1,5100,NO,vs WAS,13,18,2.6,0,1.8,1,29.32,196.38,1.31,0.09,0.0627,1.7,3.09,0.01,1.7,0,0,0,0,0,0,0,0,0,0,0,13.37,13.37,0,9.47,18.57,13.37,13.37,3,0,100,,15,0,2.6,0,,22,31,31,36,101,101,4.14,2,25.29,,0.43,0.14,43.1,1.43,2.14,,,,,,,,,,,,
Tommy DeVito,,0,QB,QB1,4400,NYG,vs BAL,15,12.75,6.2,10.8,10.8,1,32.75,203.4,0.74,0.34,0.1831,4.05,20.56,0.07,4.05,0,0,0,0,0,0,0,0,0,0,0,13.23,13.23,0,3.93,25.63,13.23,13.23,3,0,100,,15,43,3,0,,29,32,32,43,102,102,20.9,13.5,129,0.3,4.1,0.8,86.21,4.3,22.7,0.1,,,,,,,,,,,
Rico Dowdle,,0,RB,RB1,6100,DAL,@ CAR,29,19.75,6.7,5.7,13,0,0,0,0,0,0.5783,14.84,69.63,0.15,18.19,0.0897,3.35,2.62,15.46,0.19,0,0,0,0,0,0,13.17,13.17,0,3.12,26.57,13.17,13.17,4,0,100,,15,8,2.2,0,,20,28,28,26,103,103,,,,,,,,7.29,32.82,0.09,1.88,1.47,10.26,0.15,,,,,,,
Amari Cooper,,0,WR,WR1,5300,BUF,@ DET,11,26,11,16.2,9.6,0,0,0,0,0,0,0,0,0,7.64,0.2135,7.64,4.55,59.35,0.4,0,0,0,0,0,0,12.89,12.89,0,0,34.89,12.89,12.89,6,0,100,,15,24,2.4,0,,27,39,39,34,104,104,0.01,,,0.01,,,,0.1,0.27,,7.67,4.65,65.34,0.42,,,,,,,
Kareem Hunt,,0,RB,RB2,5000,KC,@ CLE,19,22.75,9.2,7.9,13.2,0,0,0,0,0,0.4345,13.22,53.87,0.47,15.95,0.0723,2.73,2.12,17.17,0.13,0,0,0,0,0,0,12.82,12.82,0,0,31.22,12.82,12.82,4,0,100,,15,32,2.6,0,,31,29,29,37,105,105,,,,,,,,11.85,49.78,0.45,3.1,2.44,20.03,0.17,,,,,,,
Marvin Harrison Jr,,0,WR,WR1,5500,ARI,vs NE,22,26.25,9.3,0,12.1,0,0,0,0,0,0,0,0,0,7.48,0.2358,7.48,3.92,54.19,0.53,0,0,0,0,0,0,12.52,12.52,0,0,31.12,12.52,12.52,6,0,100,,15,23,2.3,0,,25,40,40,32,106,106,,,,,,,,,,,6.62,3.46,50.38,0.54,,,,,,,
Jaylen Warren,,0,RB,RB2,5400,PIT,@ PHI,12,18.75,5.3,12,8.2,0,0,0,0,0,0.2626,10.22,47.25,0.18,14.89,0.1571,4.67,3.78,28.72,0,0,0,0,0,0,0,12.46,12.46,0,4.51,23.06,12.46,12.46,4,0,100,,15,40,2.3,0,,27,30,30,33,107,107,,,,,,,,7.11,34.59,0.14,3.2,2.64,18.32,,,,,,,,
Jonnu Smith,,0,TE,TE1,5400,MIA,@ HOU,13,21.5,6.4,8,12.8,0,0,0,0,0,0,0,0,0,6.49,0.191,6.49,4.66,51.64,0.41,0,0,0,0,0,0,12.28,12.28,0,2.68,25.08,12.28,12.28,4,0,100,,15,9,2.3,0,,5,8,8,33,108,108,0.01,,,,,,0.02,0.17,1.12,0.01,3.64,2.54,28.16,0.23,,,,,,,
Adam Thielen,,0,WR,WR1,5400,CAR,vs DAL,9,22.75,9.9,14.1,13.3,0,0,0,0,0,0,0,0,0,6.98,0.1895,6.98,4.91,53.41,0.32,0,0,0,0,0,0,12.17,12.17,0,0,31.97,12.17,12.17,6,0,100,,15,29,2.3,0,,26,41,41,33,109,109,,,,,,,,0.16,1.29,0.01,6.95,4.84,58.63,0.43,,,,,,,
Jameson Williams,,0,WR,WR2,5600,DET,vs BUF,4,28,7.3,6.7,13.2,0,0,0,0,0,0,0,0,0,6.37,0.1782,6.37,3.84,63.23,0.33,0,0,0,0,0,0,12.14,12.14,0,1.19,26.74,12.14,12.14,6,0,100,,15,12,2.2,0,,24,42,42,31,110,110,,,,,,,,0.41,4.31,0.03,3.9,2.21,38.1,0.24,,,,,,,
Devaughn Vele,,0,WR,WR2,4200,DEN,vs IND,14,23.75,4.6,0,8.5,0,0,0,0,0,0,0,0,0,6.97,0.1865,6.97,4.96,57.91,0.21,0,0,0,0,0,0,12.01,12.01,0,5.11,21.21,12.01,12.01,6,0,100,,15,46,2.9,0,,38,43,43,45,111,111,,,,,,,,,,,5,3.67,41.89,0.11,,,,,,,
Jaylen Waddle,,0,WR,WR2,5700,MIA,@ HOU,13,21.5,8.8,14.8,11.3,0,0,0,0,0,0,0,0,0,6.25,0.184,6.25,4.47,59.2,0.25,0,0,0,0,0,0,11.89,11.89,0,0,29.49,11.89,11.89,6,0,100,,15,40,2.1,0,,23,44,44,30,112,112,,,,,,,,0.18,0.78,0.02,7.22,5.08,68.08,0.33,,,,,,,
Jayden Reed,,0,WR,WR1,6100,GB,@ SEA,28,24.75,8.3,13.8,13.6,0,0,0,0,0,0,0,0,0,5.2,0.1815,5.2,3.75,50.55,0.5,0,0,0,0,0,0,11.81,11.81,0,0,28.41,11.81,11.81,6,0,100,,15,39,1.9,0,,19,45,45,26,113,113,,,,,,,,0.83,8.52,0.1,5.28,3.72,51.24,0.48,,,,,,,
DeAndre Hopkins,,0,WR,WR1,5300,KC,@ CLE,8,22.75,9.2,13.7,9.8,0,0,0,0,0,0,0,0,0,6.4,0.1694,6.4,4.04,51.31,0.39,0,0,0,0,0,0,11.51,11.51,0,0,29.91,11.51,11.51,6,0,100,,15,47,2.2,0,,27,46,46,34,114,114,0.03,0.01,0.04,0.01,,0.01,0.23,0.04,0.14,,9.48,5.93,76.23,0.51,,,,,,,
Sam LaPorta,,0,TE,TE1,4400,DET,vs BUF,4,28,7.2,14.3,9.2,0,0,0,0,0,0,0,0,0,5.83,0.1632,5.83,4.03,43.52,0.52,0,0,0,0,0,0,11.5,11.5,0,0.7,25.9,11.5,11.5,4,0,100,,15,41,2.6,0,,11,9,9,43,115,115,,,,,,,,0.03,0.14,,5.9,4.21,46,0.52,,,,,,,
Dalton Schultz,,0,TE,TE1,3300,HOU,vs MIA,20,24,6.7,10.3,6.9,0,0,0,0,0,0,0,0,0,7.1,0.1691,7.1,4.83,48.35,0.29,0,0,0,0,0,0,11.41,11.41,0,1.36,24.81,11.41,11.41,4,0,100,,15,24,3.5,0,,22,10,10,54,116,116,,,,,,,,,,,5.21,3.57,36.56,0.26,,,,,,,
Rashod Bateman,,0,WR,WR2,4400,BAL,@ NYG,24,29.75,5.7,5.1,10.5,0,0,0,0,0,0,0,0,0,5.93,0.1676,5.93,3.71,51.82,0.39,0,0,0,0,0,0,11.23,11.23,0,2.68,22.63,11.23,11.23,6,0,100,,15,30,2.6,0,,36,47,47,43,117,117,,,,,,,,0.02,0.4,,4.58,2.84,38.69,0.2,,,,,,,
Elijah Moore,,0,WR,WR2,5000,CLE,vs KC,16,18.75,6.7,8.4,8.5,0,0,0,0,0,0,0,0,0,7.77,0.1815,7.77,4.69,50.86,0.23,0,0,0,0,0,0,11.16,11.16,0,1.11,24.56,11.16,11.16,6,0,100,,15,24,2.2,0,,30,48,48,37,118,118,,,,,,,,0.37,1.31,0.02,6.09,3.56,38.98,0.17,,,,,,,
Pat Freiermuth,,0,TE,TE1,3900,PIT,@ PHI,26,18.75,5.1,7.3,9.2,0,0,0,0,0,0,0,0,0,5.08,0.1708,5.08,3.99,42.54,0.46,0,0,0,0,0,0,11,11,0,3.35,21.2,11,11,4,0,100,,15,44,2.8,0,,16,11,11,48,119,119,,,,,,,,,,,4.98,3.62,36.49,0.29,,,,,,,
Alexander Mattison,,0,RB,RB2,5100,LV,vs ATL,7,19.5,6.7,8.4,10.8,0,0,0,0,0,0.4487,11,42.03,0.23,14.19,0.0793,3.19,2.59,20.14,0.13,0,0,0,0,0,0,10.97,10.97,0,0.92,24.37,10.97,10.97,4,0,100,,15,7,2.2,0,,30,31,31,36,120,120,,,,,,,,7.9,31.18,0.16,1.83,1.45,11.18,0.08,,,,,,,
Rome Odunze,,0,WR,WR3,5300,CHI,@ MIN,21,18.5,7.2,0,9.9,0,0,0,0,0,0,0,0,0,7.64,0.2052,7.64,4.31,49.36,0.28,0,0,0,0,0,0,10.93,10.93,0,0.13,25.33,10.93,10.93,6,0,100,,15,27,2.1,0,,27,49,49,34,121,121,,,,,,,,0.23,1.15,,6.23,3.46,45,0.23,,,,,,,
T.J. Hockenson,,0,TE,TE1,4800,MIN,vs CHI,6,25.5,8.1,14.9,10,0,0,0,0,0,0,0,0,0,7.01,0.204,7.01,4.89,46.96,0.21,0,0,0,0,0,0,10.85,10.85,0,0,27.05,10.85,10.85,4,0,100,,15,31,2.3,0,,8,12,12,39,122,122,,,,,,,,0.01,,,6.87,4.72,49.31,0.29,,,,,,,
Wan'Dale Robinson,,0,WR,WR2,4600,NYG,vs BAL,3,12.75,5.4,8.9,9.9,0,0,0,0,0,0,0,0,0,7.93,0.2421,7.93,5.43,43.32,0.18,0,0,0,0,0,0,10.84,10.84,0,2.74,21.64,10.84,10.84,6,0,100,,15,42,2.4,0,,34,50,50,41,123,123,,,,,,,,0.41,3.06,0.03,6.21,4.41,36.38,0.12,,,,,,,
Tyler Lockett,,0,WR,WR3,4000,SEA,vs GB,12,22.25,9.4,11.9,8,0,0,0,0,0,0,0,0,0,5.69,0.1532,5.69,3.94,49.18,0.33,0,0,0,0,0,0,10.84,10.84,0,0,29.64,10.84,10.84,6,0,100,,15,26,2.7,0,,40,50,50,47,123,123,,,,,,,,0.25,1.65,0.01,5.93,4.16,54.74,0.39,,,,,,,
Isaac Guerendo,,0,RB,RB1,6400,SF,vs LAR,15,25.5,8.3,0,5.3,0,0,0,0,0,0.3032,10.2,57.87,0.84,10.2,0,0,0,0,0,0,0,0,0,0,0,10.83,10.83,0,0,27.43,10.83,10.83,2,0,100,,4,0,1.7,11.5,1.8,17,32,32,23,124,124,,,,,,,,4.38,24.92,0.31,0.62,0.54,5.31,,,,,,,,
Tucker Kraft,,0,TE,TE1,4000,GB,@ SEA,28,24.75,6.4,5.6,10.3,0,0,0,0,0,0,0,0,0,4.68,0.1634,4.68,3.46,42.99,0.5,0,0,0,0,0,0,10.76,10.76,0,1.16,23.56,10.76,10.76,4,0,100,,15,19,2.7,0,,15,13,13,47,125,125,,,,,,,,0.07,0.15,,3.48,2.59,32.44,0.33,,,,,,,
Keon Coleman,,0,WR,WR3,4800,BUF,@ DET,11,26,5.8,0,9.6,0,0,0,0,0,0,0,0,0,4.82,0.1348,4.82,2.89,52.19,0.41,0,0,0,0,0,0,10.57,10.57,0,1.87,22.17,10.57,10.57,6,0,100,,15,40,2.2,0,,32,51,51,39,126,126,,,,,,,,,,,4,2.44,46.33,0.33,,,,,,,
Allen Lazard,,0,WR,WR3,4300,NYJ,@ JAC,15,22.25,7,4.6,13.4,0,0,0,0,0,0,0,0,0,5.18,0.1357,5.18,3.35,45.64,0.44,0,0,0,0,0,0,10.55,10.55,0,0.05,24.55,10.55,10.55,6,0,100,,15,26,2.5,0,,37,52,52,44,127,127,,,,,,,,0.12,1.01,,4.82,3.05,40.72,0.35,,,,,,,
