,,,,,,,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,,,,,,,,Position Rankings,,,,Overall Rankings,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Marvin Harrison Jr,,0,WR,WR1,6100,ARI,@ SEA,28,23.75,10.3,0,12.4,0,0,0,0,0,0,0,0,0,7.47,0.2163,7.47,4.26,62.19,0.68,0,0,0,0,0,0,14.56,14.56,0,0,35.16,14.56,14.56,40,0,100,,96,17,2.4,7.7,1.3,19,17,17,22,60,60,,,,,,,,,,,6,3.3,49.9,0.6,,,,,,,
George Pickens,,0,WR,WR1,6900,PIT,@ CLE,8,20,8.2,13.2,13.7,0,0,0,0,0,0,0,0,0,7.58,0.2716,7.58,4.65,75.64,0.38,0,0,0,0,0,0,14.49,14.49,0,2.19,30.89,14.49,14.49,37,0,100,,89,32,2.1,8.8,1.3,11,18,18,14,61,61,,,,,,,,0.18,0.82,0.02,6.09,3.7,60.66,0.25,,,,,,,
Terry McLaurin,,0,WR,WR1,6800,WAS,vs DAL,9,27.75,7.6,12.1,15.2,0,0,0,0,0,0,0,0,0,7.54,0.2247,7.54,4.9,71.57,0.39,0,0,0,0,0,0,14.4,14.4,0,3,29.6,14.4,14.4,7,0,100,,15,46,2.1,24.2,3.6,12,19,19,15,62,62,,,,,,,,0.13,0.8,,7.42,4.68,65.98,0.34,,,,,,,
Jaxon Smith-Njigba,,0,WR,WR2,6300,SEA,vs ARI,1,22.75,8,8.8,15.7,0,0,0,0,0,0,0,0,0,8.5,0.2248,8.5,5.91,64.2,0.34,0,0,0,0,0,0,14.37,14.37,0,2.37,30.37,14.37,14.37,13,0,100,,28,30,2.3,19.7,3.1,17,20,20,20,63,63,0.04,0.04,1.3,,,,8.57,0.04,0.3,,6.63,4.56,48.37,0.26,,,,,,,
Jerry Jeudy,,0,WR,WR1,5900,CLE,vs PIT,27,16.5,7.2,8.9,11.2,0,0,0,0,0,0,0,0,0,8.54,0.21,8.54,4.91,75.77,0.28,0,0,0,0,0,0,14.17,14.17,0,3.37,28.57,14.17,14.17,17,0,100,,53,33,2.4,14.5,2.5,21,21,21,24,64,64,,,,,,,,0.09,0.64,,6.37,3.73,53.93,0.19,,,,,,,
Bucky Irving,,0,RB,RB2,5300,TB,@ NYG,19,23,5.2,0,11.7,0,0,0,0,0,0.3957,11.98,59.63,0.53,15,0.0931,3.02,2.86,20.75,0,0,0,0,0,0,0,14.08,14.08,0,6.28,24.48,14.08,14.08,3,0,100,,11,56,2.7,27.1,5.1,25,22,22,30,65,65,,,,,,,,9.6,49.2,0.4,2.8,2.6,18.8,,,,,,,,
Derrick Henry,,0,RB,RB1,7800,BAL,@ LAC,9,27,11.6,15.2,22,0,0,0,0,0,0.6024,17.71,89.09,0.85,17.71,0,0,0,0,0,0,0,0,0,0,0,14.01,14.01,0,0,37.21,14.01,14.01,9,0,100,,38,32,1.8,17,2.2,4,23,23,6,66,66,0.07,0.06,0.3,,,0.04,13.48,17.44,84.34,0.78,1.68,1.31,12.1,0.04,,,,,,,
Tyler Lockett,,0,WR,WR3,4800,SEA,vs ARI,1,22.75,9.4,11.9,9.6,0,0,0,0,0,0,0,0,0,7.26,0.1918,7.26,4.99,64.44,0.43,0,0,0,0,0,0,14.01,14.01,0,0,32.81,14.01,14.01,54,0,100,,117,27,2.9,4,0.8,32,22,22,35,66,66,,,,,,,,0.25,1.68,0.01,6,4.21,55.55,0.4,,,,,,,
Tucker Kraft,,0,TE,TE1,3900,GB,vs SF,29,25.25,6.5,5.6,9.7,0,0,0,0,0,0,0,0,0,6.5,0.1644,6.5,4.74,56.69,0.6,0,0,0,0,0,0,14.01,14.01,0,4.26,27.01,14.01,14.01,14,0,100,,76,11,3.6,10.6,2.7,13,4,4,44,66,66,,,,,,,,0.08,0.17,,3.33,2.46,30.46,0.29,,,,,,,
Austin Ekeler,,0,RB,RB2,5600,WAS,vs DAL,21,27.75,9.5,13.7,12.3,0,0,0,0,0,0.2749,8.68,38.88,0.38,13.02,0.1293,4.34,3.48,31.97,0.17,0,0,0,0,0,0,13.87,13.87,0,0,32.87,13.87,13.87,29,0,100,,114,42,2.5,4.4,0.8,22,24,24,27,67,67,,,,,,,,9.48,42.24,0.39,5.33,4.24,38.2,0.27,,,,,,,
Bryce Young,,0,QB,QB1,4600,CAR,vs KC,11,16.25,5.6,11,8,1,31.55,194.75,1.26,0.83,0.0971,2.84,15.63,0.05,2.84,0,0,0,0,0,0,0,0,0,0,0,13.86,13.86,0,5.46,25.06,13.86,13.86,14,0,100,,40,45,3,16.52,3.6,26,22,22,37,68,68,29.52,17.7,160.74,0.7,3.17,0.65,73.23,2.35,14.09,0.04,,,,,,,,,,,
Brian Robinson,,0,RB,RB1,5600,WAS,vs DAL,21,27.75,6.5,13.5,14.9,0,0,0,0,0,0.4601,14.53,61.7,0.54,16.93,0.0717,2.4,1.97,17.04,0.12,0,0,0,0,0,0,13.8,13.8,0,4.05,26.8,13.8,13.8,34,0,100,,123,48,2.5,3.4,0.6,22,25,25,27,69,69,,,,,,,,14.29,58.69,0.4,1.94,1.57,14.71,0.14,,,,,,,
Caleb Williams,,0,QB,QB1,5100,CHI,vs MIN,18,18,8.1,0,15,1,27.25,186.02,0.8,0.38,0.1901,5.59,33.53,0,5.59,0,0,0,0,0,0,0,0,0,0,0,13.61,13.61,0,1.46,29.81,13.61,13.61,3,0,100,,7,46,2.7,29.9,5.9,21,23,23,32,70,70,32.5,20.1,201.6,0.5,4,0.9,83.92,5,30,,,,,,,,,,,,
Tommy DeVito,,0,QB,QB1,4000,NYG,vs TB,31,17,6.5,10.8,0,1,33.07,204.18,0.97,0.42,0.1001,2.53,15.46,0.05,2.53,0,0,0,0,0,0,0,0,0,0,0,13.47,13.47,0,3.72,26.47,13.47,13.47,24,0,100,,75,40,3.4,10.76,2.7,32,24,24,43,71,71,19.78,12.67,122.33,0.33,4.11,0.89,86.47,4,21.67,0.11,,,,,,,,,,,
Hunter Henry,,0,TE,TE1,4000,NE,@ MIA,20,19,6.1,9.2,9.5,0,0,0,0,0,0,0,0,0,7.18,0.2055,7.18,4.97,56.11,0.48,0,0,0,0,0,0,13.46,13.46,0,4.31,25.66,13.46,13.46,16,0,100,,85,38,3.4,9.4,2.4,12,5,5,43,72,72,,,,,,,,,,,5.1,3.5,40.64,0.36,,,,,,,
Trey McBride,,0,TE,TE1,5600,ARI,@ SEA,28,23.75,7.1,11,12.6,0,0,0,0,0,0,0,0,0,8.2,0.2375,8.2,6.26,65.43,0.1,0,0,0,0,0,0,13.4,13.4,0,2.75,27.6,13.4,13.4,1,0,100,,10,32,2.4,28.3,5.1,5,6,6,27,73,73,,,,,,,,0.03,0.06,0.03,6,4.54,46.91,0.11,,,,,,,
Quentin Johnston,,0,WR,WR2,4900,LAC,vs BAL,3,24,6.1,5.5,12.1,0,0,0,0,0,0,0,0,0,6.75,0.1864,6.75,3.85,52.99,0.7,0,0,0,0,0,0,13.35,13.35,0,4.2,25.55,13.35,13.35,72,0,100,,152,20,2.7,0,,31,23,23,34,74,74,,,,,,,,0.24,0.6,,4.16,2.4,31.4,0.32,,,,,,,
Zay Flowers,,0,WR,WR1,6700,BAL,@ LAC,17,27,8.1,13.1,15,0,0,0,0,0,0,0,0,0,6.74,0.2099,6.74,4.54,61.41,0.42,0,0,0,0,0,0,13.2,13.2,0,1.05,29.4,13.2,13.2,27,0,100,,73,42,2,11.2,1.7,13,24,24,16,75,75,,,,,,,,0.52,3.81,0.04,6.93,4.78,58.7,0.33,,,,,,,
Jakobi Meyers,,0,WR,WR1,5100,LV,vs DEN,10,18,6.6,13.7,13.5,0,0,0,0,0,0,0,0,0,7.67,0.2067,7.67,5.28,60.96,0.28,0,0,0,0,0,0,13.06,13.06,0,3.16,26.26,13.06,13.06,6,0,100,,13,44,2.6,25.1,4.9,29,25,25,32,76,76,0.09,0.08,1.3,,,0.04,9.28,0.14,0.7,0.03,6.61,4.53,52.25,0.23,,,,,,,
DeAndre Hopkins,,0,WR,WR1,5400,KC,@ CAR,5,26.75,9.3,13.7,8.7,0,0,0,0,0,0,0,0,0,7.18,0.186,7.18,4.63,57.77,0.41,0,0,0,0,0,0,12.87,12.87,0,0,31.47,12.87,12.87,17,0,100,,53,47,2.4,14.5,2.7,26,26,26,29,77,77,0.03,0.01,0.04,0.01,,0.01,0.23,0.04,0.14,,9.51,5.96,76.72,0.51,,,,,,,
Christian Watson,,0,WR,WR3,5200,GB,vs SF,29,25.25,8.8,11.3,9.4,0,0,0,0,0,0,0,0,0,6.28,0.1589,6.28,3.87,63.88,0.41,0,0,0,0,0,0,12.72,12.72,0,0,30.32,12.72,12.72,71,0,100,,149,22,2.4,0.4,0.1,28,27,27,31,78,78,,,,,,,,0.39,2.81,0.06,4.81,2.87,45.68,0.45,,,,,,,
Raheem Mostert,,0,RB,RB2,5000,MIA,vs NE,30,26.5,10,18.3,7.2,0,0,0,0,0,0.3839,11.52,56.08,0.57,13.55,0.0553,2.03,1.55,13.7,0.11,0,0,0,0,0,0,12.61,12.61,0,0,32.61,12.61,12.61,45,0,100,,143,15,2.5,1.2,0.2,28,26,26,33,79,79,,,,,,,,10.33,53.43,0.51,1.8,1.37,11.2,0.11,,,,,,,
Dallas Goedert,,0,TE,TE1,4500,PHI,@ LAR,18,26,7,10,11.2,0,0,0,0,0,0,0,0,0,6.66,0.2116,6.66,4.97,56.65,0.31,0,0,0,0,0,0,12.5,12.5,0,2,26.5,12.5,12.5,22,0,100,,106,31,2.8,5.9,1.3,7,7,7,38,80,80,,,,,,,,0.01,0.01,,5.26,3.88,45.49,0.26,,,,,,,
Devaughn Vele,,0,WR,WR2,3900,DEN,@ LV,19,23.5,4.2,0,8.6,0,0,0,0,0,0,0,0,0,6.75,0.1808,6.75,5.18,57.5,0.26,0,0,0,0,0,0,12.49,12.49,0,6.19,20.89,12.49,12.49,19,0,100,,56,51,3.2,14,3.6,41,28,28,44,81,81,,,,,,,,,,,4.57,3.71,40.14,0.14,,,,,,,
Cooper Rush,,0,QB,QB1,5000,DAL,@ WAS,5,17.25,6.7,0.6,5.4,1,33.69,208.25,1.13,0.61,0.0525,1.16,0.9,0,1.16,0,0,0,0,0,0,0,0,0,0,0,12.33,12.33,0,2.28,25.73,12.33,12.33,11,0,100,,34,0,2.5,17.98,3.6,22,25,25,33,82,82,13.07,7.78,80.93,0.26,0.63,0.37,72.81,1.44,0.56,,,,,,,,,,,,
Romeo Doubs,,0,WR,WR2,4600,GB,vs SF,29,25.25,6,10.3,9.5,0,0,0,0,0,0,0,0,0,7.24,0.1832,7.24,4.67,54.61,0.35,0,0,0,0,0,0,12.23,12.23,0,3.23,24.23,12.23,12.23,39,0,100,,91,35,2.7,8.4,1.8,34,29,29,37,83,83,,,,,,,,0.03,0.28,,5.38,3.38,39.18,0.33,,,,,,,
Brandon Allen,,0,QB,QB1,4000,SF,@ GB,14,19.25,7.7,0,-0.1,1,28.98,197.79,1.23,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.21,12.21,0,0.66,27.61,12.21,12.21,25,0,100,,77,0,3.1,10.46,2.6,32,26,26,43,84,84,17.53,9.93,107.4,0.4,1.4,0.67,69.11,2.27,4.2,,0.07,,,,,,,,,,
Adam Thielen,,0,WR,WR1,4700,CAR,vs KC,16,16.25,9.9,14.1,8.3,0,0,0,0,0,0,0,0,0,6.91,0.219,6.91,4.8,52.4,0.31,0,0,0,0,0,0,11.9,11.9,0,0,31.7,11.9,11.9,38,0,100,,90,29,2.5,8.7,1.9,33,30,30,36,85,85,,,,,,,,0.17,1.32,0.01,6.92,4.8,58.03,0.43,,,,,,,
Sam LaPorta,,0,TE,TE1,4300,DET,@ IND,14,29,7.4,14.3,8.8,0,0,0,0,0,0,0,0,0,5.61,0.1675,5.61,4.16,48.43,0.47,0,0,0,0,0,0,11.82,11.82,0,0.72,26.62,11.82,11.82,23,0,100,,112,40,2.7,4.9,1.1,9,8,8,40,86,86,,,,,,,,0.04,0.15,,5.85,4.27,48.27,0.5,,,,,,,
Will Dissly,,0,TE,TE1,3500,LAC,vs BAL,3,24,5.3,3.4,7.8,0,0,0,0,0,0,0,0,0,6.19,0.171,6.19,4.93,48.62,0.33,0,0,0,0,0,0,11.77,11.77,0,3.82,22.37,11.77,11.77,17,0,100,,90,7,3.4,8.7,2.5,17,9,9,48,87,87,,,,,,,,0.01,0.09,,2.72,2.19,23.64,0.19,,,,,,,
Jaylen Waddle,,0,WR,WR2,5300,MIA,vs NE,22,26.5,8.7,14.8,8.3,0,0,0,0,0,0,0,0,0,6.36,0.1734,6.36,4.39,56.73,0.26,0,0,0,0,0,0,11.62,11.62,0,0,29.02,11.62,11.62,2,0,100,,6,40,2.2,31.4,5.9,27,31,31,30,88,88,,,,,,,,0.19,0.82,0.02,7.16,4.98,66.47,0.33,,,,,,,
Jaylen Warren,,0,RB,RB2,5200,PIT,@ CLE,29,20,5.4,12,6.9,0,0,0,0,0,0.2695,11.05,51.24,0.14,14.98,0.1408,3.93,3.37,21.95,0,0,0,0,0,0,0,11.53,11.53,0,3.43,22.33,11.53,11.53,11,0,100,,47,37,2.2,15.4,3,26,27,27,31,89,89,,,,,,,,7.07,34.66,0.12,3.1,2.61,17.24,,,,,,,,
Dalton Schultz,,0,TE,TE1,3500,HOU,vs TEN,31,24,6.7,10.3,6.2,0,0,0,0,0,0,0,0,0,7.3,0.1776,7.3,4.89,49.62,0.26,0,0,0,0,0,0,11.41,11.41,0,1.36,24.81,11.41,11.41,25,0,100,,117,24,3.3,4,1.1,17,10,10,48,90,90,,,,,,,,,,,5.22,3.58,36.47,0.26,,,,,,,
Josh Downs,,0,WR,WR2,6200,IND,vs DET,11,21.5,6.8,9.4,15,0,0,0,0,0,0,0,0,0,6.61,0.2345,6.61,4.58,51.61,0.26,0,0,0,0,0,0,11.3,11.3,0,1.1,24.9,11.3,11.3,48,0,100,,107,40,1.8,5.7,0.9,18,32,32,21,91,91,,,,,,,,0.04,0.46,,6.54,4.54,51.46,0.23,,,,,,,
Dontayvion Wicks,,0,WR,WR4,4300,GB,vs SF,29,25.25,7,8.1,5.9,0,0,0,0,0,0,0,0,0,6.96,0.1759,6.96,3.43,42.66,0.57,0,0,0,0,0,0,11.12,11.12,0,0.62,25.12,11.12,11.12,56,0,100,,122,3,2.6,3.5,0.8,37,33,33,40,92,92,0.04,0.04,0.56,,,,5.75,0.04,0.04,,4.08,2.2,30.92,0.32,,,,,,,
Jordan Addison,,0,WR,WR2,5100,MIN,@ CHI,6,21,8.4,13.4,10.7,0,0,0,0,0,0,0,0,0,5.92,0.1713,5.92,3.61,47.34,0.46,0,0,0,0,0,0,11.1,11.1,0,0,27.9,11.1,11.1,1,0,100,,2,33,2.2,33.2,6.5,29,34,34,32,93,93,,,,,,,,0.16,0.88,0.04,5.96,3.76,50.8,0.52,,,,,,,
Jonnu Smith,,0,TE,TE1,4100,MIA,vs NE,22,26.5,6,8,10.5,0,0,0,0,0,0,0,0,0,5.96,0.1625,5.96,4.17,46.36,0.37,0,0,0,0,0,0,11.03,11.03,0,2.03,23.03,11.03,11.03,2,0,100,,18,9,2.7,23.7,5.8,11,11,11,42,94,94,0.01,,,,,,0.02,0.16,1.15,0.01,3.5,2.41,26.71,0.22,,,,,,,
Deebo Samuel,,0,WR,WR1,6500,SF,@ GB,12,19.25,9.2,16.8,12.1,0,0,0,0,0,0.0818,2.33,12.95,0.19,7.53,0.1795,5.2,3.38,41.63,0.17,0,0,0,0,0,0,11,11,0,0,29.4,11,11,57,0,100,,125,41,1.7,3.1,0.5,15,35,35,18,95,95,0.04,0.01,0.31,,0.01,0.01,2.56,2.47,15.23,0.26,6.41,4.19,60.81,0.26,,,,,,,
Jameson Williams,,0,WR,WR2,6000,DET,@ IND,14,29,7.6,6.7,13.9,0,0,0,0,0,0,0,0,0,5.38,0.1606,5.38,3.08,57.56,0.35,0,0,0,0,0,0,10.94,10.94,0,0,26.14,10.94,10.94,25,0,100,,68,4,1.8,11.8,2,20,36,36,23,96,96,,,,,,,,0.35,3.96,0.04,3.5,1.88,35.88,0.27,,,,,,,
Cade Otton,,0,TE,TE1,5500,TB,@ NYG,24,23,6.6,7.3,12,0,0,0,0,0,0,0,0,0,6.51,0.2008,6.51,4.5,42.9,0.34,0,0,0,0,0,0,10.83,10.83,0,0.93,24.03,10.83,10.83,25,0,100,,117,20,2,4,0.7,6,12,12,28,97,97,,,,,,,,0.03,-0.1,,5.05,3.45,32.55,0.25,,,,,,,
Michael Pittman,,0,WR,WR1,5300,IND,vs DET,11,21.5,7.4,16.3,9.1,0,0,0,0,0,0,0,0,0,7.15,0.2537,7.15,4.58,50.16,0.19,0,0,0,0,0,0,10.74,10.74,0,0,25.54,10.74,10.74,15,0,100,,44,42,2,15.6,2.9,27,37,37,30,98,98,,,,,,,,0.15,1.39,,7.65,5.15,56.58,0.24,,,,,,,
Ezekiel Elliott,,0,RB,RB2,4600,DAL,@ WAS,28,17.25,9.2,10.3,4.9,0,0,0,0,0,0.4186,9.21,37.98,0.31,12.81,0.107,3.6,2.75,17.99,0.08,0,0,0,0,0,0,10.69,10.69,0,0,29.09,10.69,10.69,47,0,100,,146,45,2.3,0.6,0.1,32,28,28,37,99,99,0.02,0.01,0.03,0.01,,,-2.53,16.36,70.32,0.56,3.7,2.82,20.75,0.11,,,,,,,
Jerome Ford,,0,RB,RB2,4500,CLE,vs PIT,12,16.5,6.9,12.8,8.8,0,0,0,0,0,0.3391,7.26,30.46,0.11,11.83,0.1125,4.57,3.5,22.14,0.21,0,0,0,0,0,0,10.68,10.68,0,0.33,24.48,10.68,10.68,31,0,100,,120,36,2.4,3.7,0.8,33,29,29,38,100,100,,,,,,,,9.96,40.89,0.19,3.44,2.56,16.19,0.19,,,,,,,
George Kittle,,0,TE,TE1,6000,SF,@ GB,12,19.25,9.4,13.3,18,0,0,0,0,0,0,0,0,0,5.36,0.1849,5.36,3.95,46.57,0.33,0,0,0,0,0,0,10.59,10.59,0,0,29.39,10.59,10.59,5,0,100,,25,33,1.8,20.2,3.4,2,13,13,23,101,101,,,,,,,,0.11,0.65,,6.47,4.69,63.35,0.4,,,,,,,
Josh Palmer,,0,WR,WR3,4200,LAC,vs BAL,3,24,6.7,11.4,6.9,0,0,0,0,0,0,0,0,0,5.94,0.164,5.94,3.84,52.78,0.22,0,0,0,0,0,0,10.44,10.44,0,0.39,23.84,10.44,10.44,44,0,100,,103,25,2.5,6.8,1.6,38,38,38,41,102,102,,,,,,,,0.06,0.32,,4.98,3.26,41.36,0.2,,,,,,,
Devin Singletary,,0,RB,RB2,4900,NYG,vs TB,5,17,6.5,10.4,8.2,0,0,0,0,0,0.5126,12.94,57.78,0.28,14.94,0.0606,2,1.56,10.08,0.02,0,0,0,0,0,0,10.15,10.15,0,0.4,23.15,10.15,10.15,21,0,100,,87,40,2.1,9,1.8,29,30,30,34,103,103,0.01,0.01,0.07,,,0.01,5.1,11.25,50.92,0.25,2.97,2.24,15.31,0.05,,,,,,,
Xavier Legette,,0,WR,WR2,5000,CAR,vs KC,16,16.25,5.4,0,9.3,0,0,0,0,0,0,0,0,0,6.18,0.1959,6.18,4.01,35.1,0.43,0,0,0,0,0,0,10.1,10.1,0,2,20.9,10.1,10.1,32,0,100,,83,42,2,9.6,1.9,30,39,39,33,104,104,,,,,,,,0.56,2.44,,5,3.22,31.56,0.44,,,,,,,
Zach Ertz,,0,TE,TE1,3800,WAS,vs DAL,9,27.75,8.2,7.4,9.3,0,0,0,0,0,0,0,0,0,6.29,0.1875,6.29,4.28,43.49,0.24,0,0,0,0,0,0,10.07,10.07,0,0,26.47,10.07,10.07,7,0,100,,43,34,2.7,15.8,4.2,14,14,14,45,105,105,,,,,,,,0.01,0.03,,7.47,5.06,51.69,0.31,,,,,,,
Rico Dowdle,,0,RB,RB1,5500,DAL,@ WAS,28,17.25,5.9,5.7,11.3,0,0,0,0,0,0.4257,9.37,39.8,0.06,12.82,0.1025,3.45,2.6,17.23,0.23,0,0,0,0,0,0,10.04,10.04,0,1.19,21.84,10.04,10.04,16,0,100,,68,6,1.8,11.8,2.1,23,31,31,28,106,106,,,,,,,,6.1,25.39,0.06,1.81,1.39,10.19,0.16,,,,,,,
Demario Douglas,,0,WR,WR1,4500,NE,@ MIA,20,19,4.6,7.7,9.2,0,0,0,0,0,0,0,0,0,6.89,0.1973,6.89,4.79,47.45,0.08,0,0,0,0,0,0,10.02,10.02,0,3.12,19.22,10.02,10.02,27,0,100,,73,45,2.2,11.2,2.5,35,40,40,38,107,107,,,,,,,,0.38,2.08,,5.75,3.88,40.67,0.04,,,,,,,
Jauan Jennings,,0,WR,WR2,5600,SF,@ GB,12,19.25,8.5,4.3,16,0,0,0,0,0,0,0,0,0,5.71,0.1971,5.71,3.8,43.14,0.3,0,0,0,0,0,0,9.91,9.91,0,0,26.91,9.91,9.91,35,0,100,,87,0,1.8,9,1.6,24,41,41,27,108,108,,,,,,,,,,,3.8,2.45,31.65,0.22,,,,,,,
Vikings,,0,DST,DST1,3400,MIN,@ CHI,28,18,6,7.4,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,1.56,0.56,0,0.22,18,9.89,9.89,0,0.89,21.89,9.89,9.89,9,0,100,,101,21,2.9,7,2.1,5,1,1,49,109,109,,,,,,,,,,,,,,,2.57,0.91,0.55,0.19,0.02,21.19,344.62
Xavier Worthy,,0,WR,WR2,5000,KC,@ CAR,5,26.75,6.9,0,9.5,0,0,0,0,0,0,0,0,0,6.28,0.1626,6.28,3.07,37.44,0.5,0,0,0,0,0,0,9.81,9.81,0,0,23.61,9.81,9.81,34,0,100,,86,27,2,9.1,1.8,30,42,42,33,110,110,,,,,,,,1,4.4,0.2,4.8,2.4,30.7,0.4,,,,,,,
DJ Moore,,0,WR,WR1,5500,CHI,vs MIN,21,18,8.9,17.8,11.6,0,0,0,0,0,0,0,0,0,6.21,0.2278,6.21,3.84,46.42,0.21,0,0,0,0,0,0,9.74,9.74,0,0,27.54,9.74,9.74,3,0,100,,7,37,1.8,29.9,5.4,25,43,43,28,111,111,0.01,,,,,,0.37,0.46,3.54,0.01,7.7,4.74,65.65,0.3,,,,,,,
Cedric Tillman,,0,WR,WR2,5500,CLE,vs PIT,27,16.5,7.6,4,9.7,0,0,0,0,0,0,0,0,0,6.22,0.153,6.22,3.5,42.11,0.33,0,0,0,0,0,0,9.69,9.69,0,0,24.89,9.69,9.69,55,0,100,,119,0,1.8,3.8,0.7,25,44,44,28,112,112,,,,,,,,0.11,0.16,,4.68,2.53,28.16,0.16,,,,,,,
Wan'Dale Robinson,,0,WR,WR3,5200,NYG,vs TB,30,17,5.5,8.9,10.9,0,0,0,0,0,0,0,0,0,7.08,0.2141,7.08,4.99,36.78,0.16,0,0,0,0,0,0,9.63,9.63,0,1.38,20.63,9.63,9.63,31,0,100,,82,43,1.9,9.7,1.9,28,45,45,31,113,113,,,,,,,,0.42,3.35,0.03,6.23,4.48,36.97,0.13,,,,,,,
Rashod Bateman,,0,WR,WR2,4300,BAL,@ LAC,17,27,5.7,5.1,10.3,0,0,0,0,0,0,0,0,0,5.14,0.1601,5.14,3.2,45.57,0.29,0,0,0,0,0,0,9.5,9.5,0,0.95,20.9,9.5,9.5,23,0,100,,65,29,2.2,12.3,2.9,37,46,46,40,114,114,,,,,,,,0.02,0.41,,4.61,2.86,38.59,0.18,,,,,,,
Lil'Jordan Humphrey,,0,WR,WR3,3400,DEN,@ LV,19,23.5,4.4,4.3,5.3,0,0,0,0,0,0,0,0,0,5.25,0.1407,5.25,3.56,39,0.34,0,0,0,0,0,0,9.5,9.5,0,2.9,18.3,9.5,9.5,61,0,100,,131,8,2.8,2.4,0.7,46,46,46,49,114,114,,,,,,,,,,,2.39,1.61,20.56,0.19,,,,,,,
Elijah Moore,,0,WR,WR3,4800,CLE,vs PIT,27,16.5,6.6,8.4,7.7,0,0,0,0,0,0,0,0,0,6.56,0.1613,6.56,4,42.17,0.2,0,0,0,0,0,0,9.42,9.42,0,0,22.62,9.42,9.42,50,0,100,,110,23,2,5.1,1.1,32,47,47,35,115,115,,,,,,,,0.37,1.37,0.02,6,3.49,38.02,0.18,,,,,,,
Tyrone Tracy Jr,,0,RB,RB1,6000,NYG,vs TB,5,17,8.9,0,11,0,0,0,0,0,0.3873,9.78,50.64,0.28,11.83,0.062,2.05,1.64,9.41,0,0,0,0,0,0,0,9.33,9.33,0,0,27.13,9.33,9.33,18,0,100,,79,19,1.6,10,1.7,18,32,32,23,116,116,,,,,,,,10.7,54.5,0.3,2.3,1.8,11.7,,,,,,,,
Keenan Allen,,0,WR,WR2,4900,CHI,vs MIN,21,18,9.9,22.7,8.8,0,0,0,0,0,0,0,0,0,5.9,0.2165,5.9,3.94,40.58,0.21,0,0,0,0,0,0,9.26,9.26,0,0,29.06,9.26,9.26,9,0,100,,19,44,1.9,23.6,4.8,31,48,48,34,117,117,0.03,0.01,0.42,,0.01,0.01,6.02,0.15,0.97,,9.74,6.71,76.59,0.42,,,,,,,
Diontae Johnson,,0,WR,WR3,4500,BAL,@ LAC,17,27,7.7,11.7,9.9,0,0,0,0,0,0,0,0,0,6.03,0.188,6.03,3.5,40.06,0.28,0,0,0,0,0,0,9.19,9.19,0,0,24.59,9.19,9.19,72,0,100,,152,40,2,0,,35,49,49,38,118,118,,,,,,,,0.24,1.63,,8.15,4.91,54.97,0.33,,,,,,,
Demarcus Robinson,,0,WR,WR3,4100,LAR,vs PHI,26,23,6.2,11.1,9.1,0,0,0,0,0,0,0,0,0,4.99,0.1358,4.99,3.04,37.19,0.39,0,0,0,0,0,0,9.1,9.1,0,0,21.5,9.1,9.1,33,0,100,,84,7,2.2,9.5,2.3,39,50,50,42,119,119,,,,,,,,0.01,0.22,,3.79,2.38,28.28,0.25,,,,,,,
Darius Slayton,,0,WR,WR2,4600,NYG,vs TB,30,17,7.8,9.1,10.2,0,0,0,0,0,0,0,0,0,5.12,0.1549,5.12,3.02,44.08,0.26,0,0,0,0,0,0,8.99,8.99,0,0,24.59,8.99,8.99,72,0,100,,152,17,2,0,,34,51,51,37,120,120,,,,,,,,0.05,-0.04,,5.34,3.07,46.26,0.24,,,,,,,
Zach Charbonnet,,0,RB,RB2,4300,SEA,vs ARI,11,22.75,5.8,6.6,9.8,0,0,0,0,0,0.2384,5.67,20.38,0.25,9.32,0.0965,3.65,2.99,19.58,0.05,0,0,0,0,0,0,8.79,8.79,0,0.09,20.39,8.79,8.79,39,0,100,,133,27,2,2.2,0.5,35,33,33,40,121,121,,,,,,,,6.69,26.27,0.19,2.81,2.31,15.38,0.04,,,,,,,
Nick Chubb,,0,RB,RB1,6000,CLE,vs PIT,12,16.5,9.6,13.1,6.2,0,0,0,0,0,0.5819,12.46,61.1,0.44,12.46,0,0,0,0,0,0,0,0,0,0,0,8.75,8.75,0,0,27.95,8.75,8.75,7,0,100,,32,40,1.5,19,3.2,18,34,34,23,122,122,,,,,,,,15.79,81.67,0.6,2.07,1.52,12.4,0.05,,,,,,,
Justice Hill,,0,RB,RB2,5100,BAL,@ LAC,9,27,4.8,6.9,7.8,0,0,0,0,0,0.1202,3.53,14.89,0.05,7.65,0.1284,4.12,3.23,27.06,0.16,0,0,0,0,0,0,8.69,8.69,0,1.49,18.29,8.69,8.69,13,0,100,,55,0,1.7,14.2,2.8,27,35,35,32,123,123,,,,,,,,3.46,15.42,0.07,1.64,1.28,9.86,0.04,,,,,,,
