,,,,,,,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,,,,,,,,Position Rankings,,,,Overall Rankings,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Ladd McConkey,,0,WR,WR1,5600,LAC,@ CLE,8,21.75,8.7,0,13.5,0,0,0,0,0,0,0,0,0,8.85,0.2446,8.85,5.89,73.52,0.71,0,0,0,0,0,0,17.5,17.5,0,4.45,34.9,17.5,17.5,31,0,100,,83,36,3.1,11.4,2,26,17,17,31,60,60,,,,,,,,,,,6.43,4.29,53.71,0.57,,,,,,,
Tyreek Hill,,0,WR,WR1,7300,MIA,@ BUF,4,21.5,11.7,25.1,11.3,0,0,0,0,0,0,0,0,0,9.06,0.2777,9.06,6.03,80.61,0.55,0,0,0,0,0,0,17.39,17.39,0,0,40.79,17.39,17.39,30,0,100,,79,38,2.4,12,1.6,9,18,18,14,61,61,0.01,,,0.01,,,,0.86,6.21,0.05,8.4,5.7,79.65,0.58,,,,,,,
Travis Kelce,,0,TE,TE1,6300,KC,vs TB,30,27.25,9,15.1,11.1,0,0,0,0,0,0,0,0,0,9,0.2294,9,6.54,76.73,0.49,0,0,0,0,0,0,17.15,17.15,0,3.65,35.15,17.15,17.15,2,0,100,,15,47,2.7,26,4.1,1,3,3,24,62,62,0.02,0.01,0.03,0.01,,,0.79,0.06,0.11,0.01,8.22,5.9,72.45,0.48,,,,,,,
Daniel Jones,,0,QB,QB1,5200,NYG,vs WAS,7,20,8.9,11.2,13.1,1,37.18,245.23,1.01,0.74,0.2273,6.1,30.43,0.16,6.1,0,0,0,0,0,0,0,0,0,0,0,17.11,17.11,0,3.76,34.91,17.11,17.11,4,0,100,,16,45,3.3,25.36,4.9,23,23,23,35,63,63,32.03,20.51,209.09,0.66,3,1,85.08,5.66,30.87,0.19,0.01,0.01,0.24,,,,,,,,
Baker Mayfield,,0,QB,QB1,6500,TB,@ KC,5,18.25,7.2,17.4,25.7,1,32.34,241.56,1.55,0.88,0.1187,3.36,12.66,0.13,3.36,0,0,0,0,0,0,0,0,0,0,0,17.03,17.03,0,6.23,31.43,17.03,17.03,18,0,100,,48,57,2.6,18,2.8,10,24,24,22,64,64,32.05,20.12,232.18,0.86,2.37,1.56,90.61,2.89,10.23,0.09,0.02,0.01,0.18,,,,,,,,
D'Andre Swift,,0,RB,RB1,6400,CHI,@ ARI,13,21.5,7.7,12.9,16.1,0,0,0,0,0,0.5752,19.56,88.07,0.72,22.17,0.0716,2.61,2.04,15.56,0.05,0,0,0,0,0,0,17.02,17.02,0,5.47,32.42,17.02,17.02,18,0,100,,63,48,2.7,14.2,2.2,18,21,21,23,65,65,0.02,,,,,,0.63,11.14,50.52,0.43,4.4,3.4,25.48,0.13,,,,,,,
Joe Flacco,,0,QB,QB1,5700,IND,@ MIN,29,20.5,7.6,24.4,20.1,1,39.64,274.57,1.49,0.88,0.0736,1.82,4.14,0.08,1.82,0,0,0,0,0,0,0,0,0,0,0,16.96,16.96,0,5.56,32.16,16.96,16.96,31,0,100,,127,51,3,5.06,0.9,18,25,25,30,66,66,37.41,23.58,242.04,0.84,1.9,1.32,85.06,1.48,3.22,0.08,,,-0.04,,,,,,,,
Tua Tagovailoa,,0,QB,QB1,6200,MIA,@ BUF,14,21.5,8.2,17.9,14.9,1,32.63,255.73,1.55,0.81,0.0652,1.96,6.85,0.06,1.96,0,0,0,0,0,0,0,0,0,0,0,16.66,16.66,0,4.36,33.06,16.66,16.66,19,0,100,,50,51,2.7,17.54,2.8,13,26,26,25,67,67,31.04,20.79,238.5,0.71,1.7,1.5,95.37,2.55,7.54,0.11,,,,,,,,,,,
Aaron Jones,,0,RB,RB1,6600,MIN,vs IND,20,26.5,10.3,13.2,16.4,0,0,0,0,0,0.5333,14.11,70.29,0.47,18.29,0.1153,4.18,3.26,24.7,0.17,0,0,0,0,0,0,16.6,16.6,0,1.15,37.2,16.6,16.6,24,0,100,,78,36,2.5,12.2,1.8,16,22,22,21,68,68,,,,,,,,12.63,63.07,0.48,3.82,2.88,22.44,0.19,,,,,,,
Jaxon Smith-Njigba,,0,WR,WR1,6200,SEA,vs LAR,18,23.5,5.2,8.8,11.5,0,0,0,0,0,0,0,0,0,10.89,0.2883,10.89,7.42,69.31,0.35,0,0,0,0,0,0,16.45,16.45,0,8.65,26.85,16.45,16.45,1,0,100,,1,46,2.7,40,6.5,20,19,19,25,69,69,0.04,0.04,1.4,,,,9.25,,,,6.2,4.24,40.64,0.2,,,,,,,
Puka Nacua,,0,WR,WR2,7200,LAR,@ SEA,28,25,9.7,18.8,14.7,0,0,0,0,0,0,0,0,0,8.72,0.2283,8.72,5.99,84.6,0.31,0,0,0,0,0,0,16.31,16.31,0,1.76,35.71,16.31,16.31,71,0,100,,154,47,2.3,2.1,0.3,10,20,20,15,70,70,,,,,,,,0.79,5.32,,9.05,6.11,85.63,0.32,,,,,,,
Tank Dell,,0,WR,WR1,7300,HOU,@ NYJ,25,20.25,9.8,17.4,8.8,0,0,0,0,0,0,0,0,0,8.61,0.2474,8.61,5.5,67.31,0.67,0,0,0,0,0,0,16.25,16.25,0,1.55,35.85,16.25,16.25,11,0,100,,28,29,2.2,21.6,3,9,21,21,14,71,71,,,,,0.06,,,1,4.76,,6.65,4.18,55.18,0.53,,,,,,,
Gardner Minshew,,0,QB,QB1,4500,LV,@ CIN,25,18.25,7.8,13.7,10.7,1,38.34,263.86,1.3,0.9,0.0975,2.4,9.42,0.06,2.4,0,0,0,0,0,0,0,0,0,0,0,16.16,16.16,0,4.46,31.76,16.16,16.16,32,0,100,,137,47,3.6,3.96,0.9,30,27,27,42,72,72,30.13,19.06,209.52,0.59,2.35,1.2,87.04,2.96,12.35,0.09,0.02,0.02,,,,,,,,,
Travis Etienne,,0,RB,RB1,5900,JAC,@ PHI,14,19.25,8.7,17,9.8,0,0,0,0,0,0.5134,12.01,50.46,0.42,18.34,0.1501,6.33,4.85,34.53,0.03,0,0,0,0,0,0,16.05,16.05,0,3,33.45,16.05,16.05,41,0,100,,128,39,2.7,5,0.8,23,23,23,28,73,73,,,,,,,,13.58,59.08,0.45,3.53,2.73,22.08,0.03,,,,,,,
Garrett Wilson,,0,WR,WR1,6700,NYJ,vs HOU,13,22.75,7.8,13,17.1,0,0,0,0,0,0,0,0,0,10.78,0.2345,10.78,6.29,75.02,0.35,0,0,0,0,0,0,15.89,15.89,0,4.19,31.49,15.89,15.89,3,0,100,,7,44,2.4,30,4.5,15,22,22,20,74,74,0.05,,,,,,0.05,0.21,0.21,,9.5,5.45,64.71,0.24,,,,,,,
DeAndre Hopkins,,0,WR,WR1,5000,KC,vs TB,30,27.25,9.3,13.7,6.2,0,0,0,0,0,0,0,0,0,8.98,0.2288,8.98,5.65,70.89,0.48,0,0,0,0,0,0,15.62,15.62,0,1.67,34.22,15.62,15.62,4,0,100,,11,47,3.1,28.6,5.7,32,23,23,37,75,75,0.03,0.01,0.04,0.01,,0.01,0.24,0.04,0.15,,9.58,5.98,77.14,0.51,,,,,,,
Jerry Jeudy,,0,WR,WR1,5100,CLE,vs LAC,17,19.75,7,8.9,8.6,0,0,0,0,0,0,0,0,0,9.56,0.2114,9.56,5.4,84.12,0.3,0,0,0,0,0,0,15.61,15.61,0,5.11,29.61,15.61,15.61,25,0,100,,62,32,3.1,14.3,2.8,31,24,24,36,76,76,,,,,,,,0.09,0.66,,6.23,3.65,52.28,0.18,,,,,,,
Calvin Ridley,,0,WR,WR1,5700,TEN,vs NE,22,20.75,9.8,14.2,10.3,0,0,0,0,0,0,0,0,0,9.64,0.2983,9.64,5.5,72.53,0.47,0,0,0,0,0,0,15.57,15.57,0,0.87,35.17,15.57,15.57,29,0,100,,77,35,2.7,12.3,2.2,25,25,25,30,77,77,,,,,,,,0.36,1.6,0.01,7.77,4.74,64.16,0.51,,,,,,,
David Montgomery,,0,RB,RB1,6500,DET,@ GB,6,25.25,7.7,15.5,16.8,0,0,0,0,0,0.4885,17.18,71.86,0.79,19.51,0.0704,2.33,1.88,15.5,0.03,0,0,0,0,0,0,15.54,15.54,0,3.99,30.94,15.54,15.54,22,0,100,,73,47,2.4,12.6,1.9,17,24,24,22,78,78,0.02,0.01,0.04,0.01,,0.01,5.32,15.15,62.21,0.57,2.88,2.28,18.46,0.05,,,,,,,
Javonte Williams,,0,RB,RB1,6200,DEN,@ BAL,5,18.75,6.4,11.3,11.1,0,0,0,0,0,0.5008,15.65,60.74,0.32,21.18,0.1588,5.53,4.39,24.16,0.09,0,0,0,0,0,0,15.34,15.34,0,5.74,28.14,15.34,15.34,27,0,100,,90,45,2.5,10.4,1.7,20,25,25,25,79,79,,,,,,,,12.38,49.47,0.2,3.71,2.96,17.64,0.11,,,,,,,
Jerome Ford,,0,RB,RB2,4800,CLE,vs LAC,3,19.75,6.9,12.8,10.2,0,0,0,0,0,0.3684,9.1,40.61,0.15,15.12,0.133,6.02,4.73,31.29,0.4,0,0,0,0,0,0,15.22,15.22,0,4.87,29.02,15.22,15.22,54,0,100,,158,38,3.2,1.7,0.4,34,26,26,39,80,80,,,,,,,,10.48,43.56,0.2,3.44,2.56,16.24,0.2,,,,,,,
Brock Bowers,,0,TE,TE1,6000,LV,@ CIN,7,18.25,6,0,14.1,0,0,0,0,0,0,0,0,0,8.71,0.2273,8.71,6.93,70.77,0.16,0,0,0,0,0,0,14.97,14.97,0,5.97,26.97,14.97,14.97,6,0,100,,58,57,2.5,15.5,2.6,2,4,4,27,81,81,,,,,,,,0.13,1.5,,8.13,6.5,66.88,0.13,,,,,,,
Nick Chubb,,0,RB,RB1,5800,CLE,vs LAC,3,19.75,9.5,13.1,7.7,0,0,0,0,0,0.5786,14.29,71.95,0.55,17.32,0.0669,3.03,2.11,18.69,0.08,0,0,0,0,0,0,14.95,14.95,0,0.7,33.95,14.95,14.95,42,0,100,,132,41,2.6,4.5,0.8,24,27,27,29,82,82,,,,,,,,15.86,82.6,0.61,2.11,1.55,12.76,0.05,,,,,,,
Mason Rudolph,,0,QB,QB1,4600,TEN,vs NE,11,20.75,7,10.1,12.3,1,32.33,227.82,1.23,0.77,0.1068,3.3,9.37,0.12,3.3,0,0,0,0,0,0,0,0,0,0,0,14.92,14.92,0,4.42,28.92,14.92,14.92,17,0,100,,46,32,3.2,18.5,4,29,28,28,41,83,83,24.04,15.09,158.74,0.61,1.17,0.91,81.09,2.26,6.09,0.04,,,,,,,,,,,
DJ Moore,,0,WR,WR1,6500,CHI,@ ARI,1,21.5,8.9,17.8,12.8,0,0,0,0,0,0,0,0,0,8.63,0.2372,8.63,5.36,68.66,0.41,0,0,0,0,0,0,14.69,14.69,0,1.34,32.49,14.69,14.69,43,0,100,,106,37,2.3,7.3,1.1,17,26,26,22,84,84,0.01,,,,,,0.38,0.45,3.57,0.01,7.71,4.74,66.4,0.31,,,,,,,
Rhamondre Stevenson,,0,RB,RB1,6300,NE,@ TEN,9,17.25,8.1,12.2,14.2,0,0,0,0,0,0.5577,15.26,66.2,0.56,19.1,0.1131,3.84,3.01,15.8,0.01,0,0,0,0,0,0,14.63,14.63,0,2.48,30.83,14.63,14.63,7,0,100,,24,38,2.3,22.4,3.6,19,28,28,24,85,85,,,,,,,,12.56,55.96,0.4,3.77,2.9,17.56,0.02,,,,,,,
Josh Downs,,0,WR,WR2,6000,IND,@ MIN,21,20.5,7,9.4,14.9,0,0,0,0,0,0,0,0,0,8.64,0.2179,8.64,5.88,62.98,0.39,0,0,0,0,0,0,14.52,14.52,0,4.02,28.52,14.52,14.52,30,0,100,,79,35,2.4,12,2,22,27,27,27,86,86,,,,,,,,0.04,0.52,,6.35,4.35,48.78,0.22,,,,,,,
Darnell Mooney,,0,WR,WR2,6000,ATL,vs DAL,9,27.5,7.1,5.6,14.3,0,0,0,0,0,0,0,0,0,8.67,0.2146,8.67,5.13,65.71,0.45,0,0,0,0,0,0,14.4,14.4,0,3.75,28.6,14.4,14.4,13,0,100,,35,31,2.4,19.8,3.3,22,28,28,27,87,87,0.02,,,,,,0.03,0.2,0.89,0.02,6.35,3.79,46.95,0.23,,,,,,,
Jake Ferguson,,0,TE,TE1,5100,DAL,@ ATL,2,24.5,5.4,10.4,9.5,0,0,0,0,0,0,0,0,0,9.02,0.2301,9.02,6.64,62.81,0.24,0,0,0,0,0,0,14.36,14.36,0,6.26,25.16,14.36,14.36,7,0,100,,64,35,2.8,14.1,2.8,7,5,5,36,88,88,,,,,,,,,,,4.88,3.56,35.24,0.21,,,,,,,
Sam LaPorta,,0,TE,TE1,4800,DET,@ GB,12,25.25,7.5,14.3,8.5,0,0,0,0,0,0,0,0,0,6.52,0.197,6.52,4.98,57.58,0.56,0,0,0,0,0,0,14.1,14.1,0,2.85,29.1,14.1,14.1,26,0,100,,129,40,2.9,4.8,1,10,6,6,39,89,89,,,,,,,,0.04,0.17,,5.96,4.42,48.38,0.5,,,,,,,
Tucker Kraft,,0,TE,TE1,4600,GB,vs DET,11,22.75,6.6,5.6,11.2,0,0,0,0,0,0,0,0,0,6.16,0.1585,6.16,4.67,56.75,0.62,0,0,0,0,0,0,14.07,14.07,0,4.17,27.27,14.07,14.07,17,0,100,,105,13,3.1,7.6,1.7,12,7,7,41,90,90,,,,,,,,0.05,0.09,,3.32,2.5,31.68,0.32,,,,,,,
Bucky Irving,,0,RB,RB2,5700,TB,@ KC,2,18.25,5.1,0,11.6,0,0,0,0,0,0.3616,10.25,52.44,0.44,13.85,0.1112,3.6,3.29,27.01,0,0,0,0,0,0,0,13.88,13.88,0,6.23,24.08,13.88,13.88,37,0,100,,113,56,2.4,6.4,1.1,25,29,29,30,91,91,,,,,,,,9.5,49.38,0.38,2.75,2.5,20.5,,,,,,,,
Keenan Allen,,0,WR,WR2,5500,CHI,@ ARI,1,21.5,9.9,22.7,9,0,0,0,0,0,0,0,0,0,8.2,0.2252,8.2,5.57,58.98,0.4,0,0,0,0,0,0,13.87,13.87,0,0,33.67,13.87,13.87,42,0,100,,105,45,2.5,7.6,1.4,27,29,29,32,92,92,0.04,0.01,0.43,,0.01,0.01,6.18,0.16,0.99,,9.78,6.77,77.54,0.43,,,,,,,
Hunter Henry,,0,TE,TE1,3900,NE,@ TEN,31,17.25,6.2,9.2,9.6,0,0,0,0,0,0,0,0,0,6.84,0.2012,6.84,4.75,55.57,0.57,0,0,0,0,0,0,13.73,13.73,0,4.43,26.13,13.73,13.73,9,0,100,,73,37,3.5,12.6,3.2,19,8,8,48,93,93,,,,,,,,,,,5.05,3.47,40.53,0.38,,,,,,,
Jakobi Meyers,,0,WR,WR1,5300,LV,@ CIN,7,18.25,6.6,13.7,13,0,0,0,0,0,0,0,0,0,7.88,0.2054,7.88,5.41,61.58,0.34,0,0,0,0,0,0,13.61,13.61,0,3.71,26.81,13.61,13.61,12,0,100,,30,44,2.6,21.5,4.1,29,30,30,34,94,94,0.09,0.08,1.33,,,0.04,9.53,0.13,0.45,0.03,6.56,4.49,51.87,0.24,,,,,,,
Zach Ertz,,0,TE,TE1,4300,WAS,@ NYG,24,24,8.2,7.4,9.3,0,0,0,0,0,0,0,0,0,8.17,0.2089,8.17,5.55,59.05,0.31,0,0,0,0,0,0,13.32,13.32,0,1.02,29.72,13.32,13.32,38,0,100,,160,34,3.1,1.5,0.3,15,9,9,44,95,95,,,,,,,,0.01,0.03,,7.52,5.09,52.24,0.31,,,,,,,
Trey McBride,,0,TE,TE1,5800,ARI,vs CHI,6,23,7.3,11,12.8,0,0,0,0,0,0,0,0,0,8.13,0.2256,8.13,6.18,61.99,0.13,0,0,0,0,0,0,13.16,13.16,0,2.21,27.76,13.16,13.16,8,0,100,,72,29,2.3,12.7,2.2,3,10,10,29,96,96,,,,,,,,,,,6.09,4.61,46.55,0.12,,,,,,,
Christian Watson,,0,WR,WR3,5000,GB,vs DET,11,22.75,8.9,11.3,7.4,0,0,0,0,0,0,0,0,0,6.37,0.1638,6.37,3.95,54.92,0.6,0,0,0,0,0,0,13.04,13.04,0,0,30.84,13.04,13.04,38,0,100,,99,19,2.6,8.7,1.7,32,31,31,37,97,97,,,,,,,,0.41,3,0.07,4.76,2.83,42.38,0.48,,,,,,,
Marvin Harrison Jr,,0,WR,WR1,6900,ARI,vs CHI,6,23,11.1,0,12.9,0,0,0,0,0,0,0,0,0,6.98,0.1936,6.98,3.69,55.71,0.62,0,0,0,0,0,0,12.98,12.98,0,0,35.18,12.98,12.98,59,0,100,,133,14,1.9,4.4,0.6,13,32,32,18,98,98,,,,,,,,,,,6.25,3.25,51.38,0.63,,,,,,,
Rico Dowdle,,0,RB,RB1,6000,DAL,@ ATL,18,24.5,5.4,5.7,10.9,0,0,0,0,0,0.4657,12.69,52.08,0.12,15.97,0.0837,3.28,2.57,22.29,0.33,0,0,0,0,0,0,12.71,12.71,0,4.61,23.51,12.71,12.71,8,0,100,,27,5,2.1,21.7,3.6,22,30,30,27,99,99,,,,,,,,5.54,22.54,0.07,1.5,1.18,9.82,0.14,,,,,,,
Courtland Sutton,,0,WR,WR1,5400,DEN,@ BAL,3,18.75,6.6,12.1,11.7,0,0,0,0,0,0,0,0,0,8.23,0.2364,8.23,4.61,60.81,0.33,0,0,0,0,0,0,12.67,12.67,0,2.77,25.87,12.67,12.67,6,0,100,,14,40,2.3,26.28,4.9,28,33,33,33,100,100,0.03,0.03,0.92,,,,6.34,0.06,0.24,,6.46,3.72,52.51,0.29,,,,,,,
Xavier Worthy,,0,WR,WR2,6300,KC,vs TB,30,27.25,5.9,0,11,0,0,0,0,0,0,0,0,0,7.74,0.1972,7.74,4.05,49.52,0.61,0,0,0,0,0,0,12.66,12.66,0,3.81,24.46,12.66,12.66,87,0,100,,175,46,2,-1,,19,34,34,24,101,101,,,,,,,,1,6.71,0.29,5.29,2.71,33.57,0.43,,,,,,,
Bryce Young,,0,QB,QB1,4400,CAR,vs NO,13,18,5.8,11,6.6,1,34.4,200.56,0.88,0.94,0.0933,2.72,14.98,0.09,2.72,0,0,0,0,0,0,0,0,0,0,0,12.64,12.64,0,3.94,24.24,12.64,12.64,26,0,100,,87,41,2.9,10.74,2.4,31,29,29,43,102,102,29.9,17.9,161.9,0.71,3.38,0.62,72.39,2.29,13.57,0.05,,,,,,,,,,,
Zach Charbonnet,,0,RB,RB2,5400,SEA,vs LAR,16,23.5,5.9,6.6,11.3,0,0,0,0,0,0.3114,7.06,26.58,0.29,12.23,0.1369,5.17,4.28,30.83,0.09,0,0,0,0,0,0,12.3,12.3,0,3.45,24.1,12.3,12.3,39,0,100,,124,28,2.3,5.3,1,28,31,31,33,103,103,,,,,,,,7,28,0.21,2.83,2.33,15.54,0.04,,,,,,,
Andrei Iosivas,,0,WR,WR2,3900,CIN,vs LV,19,25.75,5.8,4.6,6.4,0,0,0,0,0,0,0,0,0,6.9,0.1848,6.9,3.7,44.26,0.69,0,0,0,0,0,0,12.27,12.27,0,3.57,23.87,12.27,12.27,40,0,100,,101,0,3.1,8,2.1,43,35,35,48,104,104,,,,,,,,,,,2.74,1.53,16.05,0.37,,,,,,,
Khalil Shakir,,0,WR,WR1,5900,BUF,vs MIA,20,27.5,6.9,7.4,13.4,0,0,0,0,0,0,0,0,0,5.59,0.1761,5.59,4.87,59.46,0.23,0,0,0,0,0,0,12.2,12.2,0,1.85,26,12.2,12.2,33,0,100,,85,7,2.1,11,1.9,23,36,36,28,105,105,,,,,,,,0.09,0.42,,3.12,2.58,36.15,0.15,,,,,,,
Juwan Johnson,,0,TE,TE1,3200,NO,@ CAR,5,25,5.9,7.5,7.1,0,0,0,0,0,0,0,0,0,6.54,0.1593,6.54,4.34,47.72,0.51,0,0,0,0,0,0,12.17,12.17,0,3.32,23.97,12.17,12.17,22,0,100,,116,9,3.8,6.1,1.9,26,11,11,55,106,106,,,,,,,,,,,3.44,2.19,24.19,0.31,,,,,,,
Kyle Pitts,,0,TE,TE1,4900,ATL,vs DAL,9,27.5,6.2,8.1,11.1,0,0,0,0,0,0,0,0,0,6.76,0.1674,6.76,4.15,58.99,0.35,0,0,0,0,0,0,12.15,12.15,0,2.85,24.55,12.15,12.15,34,0,100,,154,34,2.5,2.1,0.4,9,12,12,38,107,107,,,,,,,,0.02,-0.08,,5.77,3.42,47.46,0.17,,,,,,,
Cade Otton,,0,TE,TE1,4500,TB,@ KC,16,18.25,6.4,7.3,11.3,0,0,0,0,0,0,0,0,0,7.17,0.2216,7.17,4.89,46.8,0.43,0,0,0,0,0,0,12.15,12.15,0,2.55,24.95,12.15,12.15,3,0,100,,27,19,2.7,21.7,4.8,13,12,12,42,107,107,,,,,,,,0.03,-0.11,,4.82,3.29,31.32,0.24,,,,,,,
Keon Coleman,,0,WR,WR2,5400,BUF,vs MIA,20,27.5,5.9,0,10.2,0,0,0,0,0,0,0,0,0,5.44,0.1714,5.44,3.34,58.67,0.47,0,0,0,0,0,0,12.03,12.03,0,3.18,23.83,12.03,12.03,54,0,100,,126,42,2.2,5.1,0.9,28,37,37,33,108,108,,,,,,,,,,,4.25,2.63,49.5,0.38,,,,,,,
Elijah Moore,,0,WR,WR3,4200,CLE,vs LAC,17,19.75,6.6,8.4,6.5,0,0,0,0,0,0,0,0,0,8.36,0.1849,8.36,5.14,55.7,0.22,0,0,0,0,0,0,12.03,12.03,0,2.13,25.23,12.03,12.03,49,0,100,,118,22,2.9,5.8,1.4,40,37,37,45,108,108,,,,,,,,0.39,1.43,0.02,5.9,3.45,37.65,0.16,,,,,,,
Dalton Schultz,,0,TE,TE1,4100,HOU,@ NYJ,25,20.25,6.8,10.3,5.7,0,0,0,0,0,0,0,0,0,7.26,0.2087,7.26,4.86,53.65,0.3,0,0,0,0,0,0,12.03,12.03,0,1.83,25.63,12.03,12.03,25,0,100,,126,23,2.9,5.1,1.2,17,13,13,46,108,108,,,,,,,,,,,5.21,3.57,36.34,0.27,,,,,,,
Romeo Doubs,,0,WR,WR2,5700,GB,vs DET,11,22.75,6,10.3,10.9,0,0,0,0,0,0,0,0,0,7.09,0.1822,7.09,4.49,53.49,0.36,0,0,0,0,0,0,12,12,0,3,24,12,12,45,0,100,,110,38,2.1,6.8,1.2,25,38,38,30,109,109,,,,,,,,0.03,0.3,,5.49,3.43,40.08,0.35,,,,,,,
Dontayvion Wicks,,0,WR,WR4,5200,GB,vs DET,11,22.75,6.9,8.1,7.4,0,0,0,0,0,0,0,0,0,7.1,0.1826,7.1,3.71,45.68,0.62,0,0,0,0,0,0,12,12,0,1.65,25.8,12,12,84,0,100,,172,12,2.3,0,,30,38,38,35,109,109,0.04,0.04,0.61,,,,6.25,0.04,0.04,,4.26,2.39,33.61,0.35,,,,,,,
Kareem Hunt,,0,RB,RB1,6400,KC,vs TB,8,27.25,9.3,7.9,17,0,0,0,0,0,0.6189,18.1,74.29,0.76,18.1,0,0,0,0,0,0,0,0,0,0,0,11.99,11.99,0,0,30.59,11.99,11.99,8,0,100,,27,32,1.9,21.7,3.4,18,32,32,23,110,110,,,,,,,,11.73,49.77,0.47,3.08,2.45,20.16,0.18,,,,,,,
Jaylen Waddle,,0,WR,WR2,5500,MIA,@ BUF,4,21.5,8.8,14.8,8.7,0,0,0,0,0,0,0,0,0,6.64,0.2036,6.64,4.65,59.69,0.22,0,0,0,0,0,0,11.94,11.94,0,0,29.54,11.94,11.94,42,0,100,,105,41,2.2,7.6,1.4,27,39,39,32,111,111,,,,,,,,0.19,0.89,0.02,7.35,5.13,68.5,0.33,,,,,,,
Raheem Mostert,,0,RB,RB2,6000,MIA,@ BUF,11,21.5,10.1,18.3,8.9,0,0,0,0,0,0.4817,14.45,71.35,0.76,14.45,0,0,0,0,0,0,0,0,0,0,0,11.7,11.7,0,0,31.9,11.7,11.7,29,0,100,,93,15,2,9.8,1.6,22,33,33,27,112,112,,,,,,,,10.58,54.89,0.53,1.81,1.37,10.75,0.11,,,,,,,
Mike Gesicki,,0,TE,TE1,3100,CIN,vs LV,19,25.75,6.6,4.4,7,0,0,0,0,0,0,0,0,0,7.44,0.1993,7.44,4.97,51.36,0.24,0,0,0,0,0,0,11.55,11.55,0,1.65,24.75,11.55,11.55,1,0,100,,7,8,3.7,30,9.7,27,14,14,56,113,113,0.01,,,,,,0.4,,,,4.44,2.85,31.14,0.2,,,,,,,
Wan'Dale Robinson,,0,WR,WR3,5800,NYG,vs WAS,32,20,5.6,8.9,11.9,0,0,0,0,0,0,0,0,0,8.15,0.2192,8.15,5.74,45.2,0.18,0,0,0,0,0,0,11.34,11.34,0,2.94,22.54,11.34,11.34,60,0,100,,136,43,2,4,0.7,24,40,40,29,114,114,,,,,,,,0.45,3.59,0.03,6.24,4.52,37.41,0.14,,,,,,,
Devin Singletary,,0,RB,RB2,6100,NYG,vs WAS,22,20,6.5,10.4,9.4,0,0,0,0,0,0.4695,12.59,54.94,0.29,15.41,0.0759,2.82,2.18,14.48,0.03,0,0,0,0,0,0,11.04,11.04,0,1.29,24.04,11.04,11.04,46,0,100,,143,41,1.8,3.3,0.5,21,34,34,26,115,115,0.01,0.01,0.07,,,0.01,5.22,11.34,51.26,0.26,3.02,2.28,15.61,0.05,,,,,,,
Xavier Legette,,0,WR,WR1,5300,CAR,vs NO,23,18,5.8,0,9,0,0,0,0,0,0,0,0,0,6.6,0.1918,6.6,4.14,37.65,0.45,0,0,0,0,0,0,10.61,10.61,0,1.91,22.21,10.61,10.61,27,0,100,,66,36,2,13.9,2.6,29,41,41,34,116,116,,,,,,,,0.57,2.29,,5,3.14,30.14,0.43,,,,,,,
Jordan Addison,,0,WR,WR2,5200,MIN,vs IND,14,26.5,8.8,13.4,10,0,0,0,0,0,0,0,0,0,5.81,0.1604,5.81,3.59,47.08,0.38,0,0,0,0,0,0,10.58,10.58,0,0,28.18,10.58,10.58,20,0,100,,55,30,2,16.1,3.1,30,42,42,35,117,117,,,,,,,,0.09,0.41,0.05,5.95,3.82,51.91,0.5,,,,,,,
Alec Pierce,,0,WR,WR3,4700,IND,@ MIN,21,20.5,6.7,5.8,9.9,0,0,0,0,0,0,0,0,0,5.69,0.1436,5.69,2.87,53.67,0.38,0,0,0,0,0,0,10.52,10.52,0,0.47,23.92,10.52,10.52,44,0,100,,108,6,2.2,7.1,1.5,35,43,43,40,118,118,,,,,,,,,,,4.17,2.17,36.61,0.17,,,,,,,
Dalton Kincaid,,0,TE,TE1,5000,BUF,vs MIA,20,27.5,5,9.5,8.8,0,0,0,0,0,0,0,0,0,6.82,0.2146,6.82,4.72,45.48,0.2,0,0,0,0,0,0,10.47,10.47,0,2.97,20.47,10.47,10.47,18,0,100,,107,46,2.1,7.2,1.4,8,15,15,37,119,119,,,,,,,,,,,5.63,4.21,40.54,0.17,,,,,,,
Cedric Tillman,,0,WR,WR2,4300,CLE,vs LAC,17,19.75,7.4,4,8.4,0,0,0,0,0,0,0,0,0,6.62,0.1464,6.62,3.9,45.87,0.31,0,0,0,0,0,0,10.35,10.35,0,0,25.15,10.35,10.35,14,0,100,,37,0,2.4,19.5,4.5,39,44,44,44,120,120,,,,,,,,0.12,0.18,,4.12,2.29,24.29,0.12,,,,,,,
Demario Douglas,,0,WR,WR1,4400,NE,@ TEN,31,17.25,4.9,7.7,8.9,0,0,0,0,0,0,0,0,0,7.02,0.2065,7.02,4.68,48.74,0.13,0,0,0,0,0,0,10.33,10.33,0,2.98,20.13,10.33,10.33,36,0,100,,89,40,2.3,10.5,2.4,38,45,45,43,121,121,,,,,,,,0.43,2.38,,5.57,3.67,39.62,0.05,,,,,,,
