,,,,,,,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,,,,,,,,Position Rankings,,,,,,,Overall Rankings,,,,,,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Player,Inj,Likes,Pos,pDepth,Salary,Team,Opp,Def v Pos,VegasPts,STDV,2023 Avg,2024 Avg,Pct,Att,Yrds,TDs,Int,Pct,Att,Yrds,TDs,Att+Tar,Pct,Tar,Rec,Yrds,TDs,Sacks,Int,Fum,Sfty,TDs,PTs,FC,My,Diff,Floor,Ceiling,FC Proj,My Proj,FPs,Salary,FC Proj,My Proj,Rdm %,Exp.,Used,FPs,Salary,FC Proj,My Proj,Con.,Value,Score,Val,Att,Comp,Yrds,Int,Sack,TDs,Rtg,Att,Yrds,TDs,Trgts,Rec,Yrds,TDs,Sack,Ints,Fmbls,TDs,Sfty,Pts,Yrds
Vikings,,0,DST,DST1,3500,MIN,@ SEA,16,19.75,5.9,7.4,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,0.95,0.64,0,0.1,19.75,7.1,7.1,0,0,18.9,7.1,7.1,6,3,7,7,0,100,,56,51,181,181,22,2,0,,,,,,,,,,,,,,,,2.55,0.91,0.55,0.18,0.02,21.17,345.86
Tyler Boyd,,0,WR,WR3,3700,TEN,@ IND,14,19.25,7.7,8.8,5.5,0,0,0,0,0,0,0,0,0,4.41,0.1368,4.41,3.03,32.75,0.13,0,0,0,0,0,0,7.09,7.09,0,0,22.49,7.09,7.09,20,43,79,79,0,100,,56,49,182,182,28,1.9,0,,0.05,0.02,0.64,0.01,0.01,,-0.11,0.15,1.27,,6.04,4.12,47.79,0.23,,,,,,,
Cardinals,,0,DST,DST1,3200,ARI,@ CAR,22,20.75,6.2,3.8,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0.37,0.49,0.25,0.12,20.75,7.04,7.04,0,0,19.44,7.04,7.04,6,6,8,8,0,100,,56,54,183,183,6,2.2,0,,,,,,,,,,,,,,,,2.47,0.72,0.6,0.16,0.04,23.39,349.09
Cole Kmet,,0,TE,TE1,3700,CHI,vs DET,11,20.25,6.6,11.5,8.4,0,0,0,0,0,0,0,0,0,3.89,0.116,3.89,2.94,28.2,0.2,0,0,0,0,0,0,6.96,6.96,0,0,20.16,6.96,6.96,14,17,28,28,0,100,,56,49,184,184,19,1.9,0,,,,,,,,,0.09,0.1,,4.52,3.3,33.51,0.23,,,,,,,
Steelers,,0,DST,DST1,2500,PIT,@ BAL,3,25.75,5.9,8.4,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0.8,1.16,0,0.18,25.75,6.96,6.96,0,0,18.76,6.96,6.96,4,13,9,9,0,100,,49,61,184,184,27,2.8,2,0.8,,,,,,,,,,,,,,,2.92,0.95,0.63,0.13,0.04,20.16,333.5
Kendrick Bourne,,0,WR,WR3,3400,NE,@ BUF,4,16.25,6,12.6,6,0,0,0,0,0,0,0,0,0,3.63,0.1079,3.63,2.51,32.14,0.2,0,0,0,0,0,0,6.92,6.92,0,0,18.92,6.92,6.92,20,46,80,80,0,100,,56,52,185,185,21,2,0,,0.02,0.01,0.23,,,0.01,1.47,0.18,1.6,,3.95,2.68,34.39,0.21,,,,,,,
Demarcus Robinson,,0,WR,WR3,4000,LAR,@ NYJ,25,24.75,6.2,11.1,8.1,0,0,0,0,0,0,0,0,0,3.68,0.1029,3.68,2.21,26.63,0.32,0,0,0,0,0,0,6.79,6.79,0,0,19.19,6.79,6.79,20,40,81,81,0,100,,56,46,186,186,7,1.7,0,,,,,,,,,0.01,0.21,,3.72,2.33,27.83,0.26,,,,,,,
Tank Bigsby,,0,RB,RB2,5300,JAC,@ LV,11,19.25,7.5,1.9,9.2,0,0,0,0,0,0.4396,10.43,45.02,0.38,10.43,0,0,0,0,0,0,0,0,0,0,0,6.78,6.78,0,0,21.78,6.78,6.78,20,29,42,42,0,100,,56,33,187,187,0,1.3,0,,,,,,,,,7.24,31.04,0.28,0.52,0.24,2.24,,,,,,,,
Tutu Atwell,,0,WR,WR4,3500,LAR,@ NYJ,25,24.75,5.3,7.7,6.8,0,0,0,0,0,0,0,0,0,4.22,0.1181,4.22,2.72,36.15,0.07,0,0,0,0,0,0,6.76,6.76,0,0,17.36,6.76,6.76,20,45,82,82,0,100,,56,51,188,188,9,1.9,0,,0.02,,,,,,0.05,0.35,1.57,0.02,3.37,2.02,28.13,0.09,,,,,,,
Packers,,0,DST,DST1,3200,GB,vs NO,30,14,5.3,6.9,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88,0.6,0.84,0,0,14,6.76,6.76,0,0,17.36,6.76,6.76,6,6,10,10,0,100,,56,54,188,188,20,2.1,0,,,,,,,,,,,,,,,,2.49,0.83,0.52,0.1,0.01,21.81,346.46
Tyler Conklin,,0,TE,TE1,2800,NYJ,vs LAR,18,21.75,5,7.2,6.1,0,0,0,0,0,0,0,0,0,4.42,0.1063,4.42,3.04,28.54,0.14,0,0,0,0,0,0,6.73,6.73,0,0,16.73,6.73,6.73,14,26,29,29,0,100,,56,58,189,189,24,2.4,0,,,,,,,,,0.05,0.04,,4.34,3,29.12,0.11,,,,,,,
Greg Dortch,,0,WR,WR3,3200,ARI,@ CAR,5,25.75,6,4,4.4,0,0,0,0,0,0,0,0,0,4.32,0.1111,4.32,3.07,27.91,0.14,0,0,0,0,0,0,6.7,6.7,0,0,18.7,6.7,6.7,20,48,83,83,0,100,,56,54,190,190,0,2.1,0,,,,,,,,,0.23,1.68,,2.83,2.04,19.25,0.09,,,,,,,
Seahawks,,0,DST,DST1,2800,SEA,vs MIN,11,22.75,5.3,6.4,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0.93,0.41,0,0.41,22.75,6.69,6.69,0,0,17.29,6.69,6.69,6,10,11,11,0,100,,56,58,191,191,27,2.4,0,,,,,,,,,,,,,,,,2.46,0.77,0.58,0.16,0.05,21.39,353.98
Chigoziem Okonkwo,,0,TE,TE1,3400,TEN,@ IND,14,19.25,4.3,6.7,6,0,0,0,0,0,0,0,0,0,4.17,0.1293,4.17,2.97,29.28,0.13,0,0,0,0,0,0,6.68,6.68,0,0.23,15.28,6.68,6.68,14,20,30,30,0,100,,56,52,192,192,33,2,0,,,,,,,,,0.11,0.17,,3.8,2.7,29,0.13,,,,,,,
Colts,,0,DST,DST1,3000,IND,vs TEN,28,19.25,5.6,8.2,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0.96,0.42,0,0.11,19.25,6.67,6.67,0,0,17.87,6.67,6.67,6,8,12,12,0,100,,56,56,193,193,21,2.2,0,,,,,,,,,,,,,,,,2.32,0.86,0.6,0.18,0.06,23.19,357.63
Josh Oliver,,0,TE,TE2,2800,MIN,@ SEA,28,22.75,4.3,4.5,6.9,0,0,0,0,0,0,0,0,0,3.58,0.1011,3.58,2.63,25.89,0.24,0,0,0,0,0,0,6.66,6.66,0,0.21,15.26,6.66,6.66,14,26,31,31,0,100,,56,58,194,194,0,2.4,0,,,,,,,,,,,,2.06,1.45,14.57,0.15,,,,,,,
Tim Patrick,,0,WR,WR3,4500,DET,@ CHI,6,26.75,6.1,0,7.2,0,0,0,0,0,0,0,0,0,3.65,0.1115,3.65,2.43,30.19,0.2,0,0,0,0,0,0,6.65,6.65,0,0,18.85,6.65,6.65,20,35,84,84,0,100,,56,41,195,195,28,1.5,0,,,,,,,,,0.05,0.28,,4.62,2.9,39.8,0.25,,,,,,,
Chargers,,0,DST,DST1,3000,LAC,vs DEN,8,19.25,5.7,6.6,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,0.95,0.19,0,0.1,19.25,6.65,6.65,0,0,18.05,6.65,6.65,4,8,13,13,0,100,,49,56,195,195,11,2.2,2,0.7,,,,,,,,,,,,,,,2.28,0.81,0.5,0.14,0.02,22.46,347.88
Noah Fant,,0,TE,TE1,3600,SEA,vs MIN,21,19.75,5.5,5.2,6.4,0,0,0,0,0,0,0,0,0,4.06,0.1226,4.06,2.93,30.35,0.11,0,0,0,0,0,0,6.63,6.63,0,0,17.63,6.63,6.63,14,18,32,32,0,100,,56,50,196,196,30,1.8,0,,,,,,,,,0.03,-0.14,,4.57,3.27,35.78,0.16,,,,,,,
Van Jefferson,,0,WR,WR1,3300,PIT,@ BAL,3,18.75,4.9,3,4.5,0,0,0,0,0,0,0,0,0,3.78,0.1258,3.78,2.11,29.91,0.25,0,0,0,0,0,0,6.6,6.6,0,0,16.4,6.6,6.6,17,47,85,85,0,100,,40,53,197,197,16,2,4.7,1.4,,,,,,,,0.06,0.34,,3.58,1.97,27.33,0.18,,,,,,,
Rams,,0,DST,DST1,3000,LAR,@ NYJ,18,21.75,6,5.1,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.9,0.3,0.1,0.3,21.75,6.6,6.6,0,0,18.6,6.6,6.6,6,8,14,14,0,100,,56,56,197,197,19,2.2,0,,,,,,,,,,,,,,,,2.64,0.88,0.47,0.16,0.06,21.73,340.58
Dante Pettis,,0,WR,WR3,3000,NO,@ GB,12,14,6.6,0,2.7,0,0,0,0,0,0,0,0,0,4.61,0.1477,4.61,2.42,27.65,0.22,0,0,0,0,0,0,6.51,6.51,0,0,19.71,6.51,6.51,20,50,86,86,0,100,,56,56,198,198,0,2.2,0,,0.04,0.04,0.62,,,,5.21,0.06,0.67,,2.77,1.48,19.94,0.23,,,,,,,
Luke Schoonmaker,,0,TE,TE2,2800,DAL,vs TB,30,22.5,4.5,2.2,5.8,0,0,0,0,0,0,0,0,0,4.22,0.0929,4.22,2.92,25.14,0.18,0,0,0,0,0,0,6.51,6.51,0,0,15.51,6.51,6.51,14,26,33,33,0,100,,56,58,198,198,0,2.3,0,,,,,,,,,,,,2.29,1.52,13.67,0.14,,,,,,,
Kayshon Boutte,,0,WR,WR2,3500,NE,@ BUF,4,16.25,3.8,1.3,5.8,0,0,0,0,0,0,0,0,0,4.91,0.146,4.91,2.58,32.89,0.09,0,0,0,0,0,0,6.41,6.41,0,0.71,14.01,6.41,6.41,20,45,87,87,0,100,,56,51,199,199,22,1.8,0,,,,,,,,,,,,3.73,1.93,24.53,0.07,,,,,,,
Tommy Tremble,,0,TE,TE1,3000,CAR,vs ARI,1,20.75,3.3,4,5,0,0,0,0,0,0,0,0,0,4.28,0.1144,4.28,2.75,22.51,0.2,0,0,0,0,0,0,6.2,6.2,0,1.25,12.8,6.2,6.2,14,24,34,34,0,100,,56,56,200,200,18,2.1,0,,,,,,,,,0.06,0.21,0.02,2.42,1.54,13.85,0.15,,,,,,,
Colby Parkinson,,0,TE,TE2,2700,LAR,@ NYJ,25,24.75,3.5,4.4,5.3,0,0,0,0,0,0,0,0,0,3.7,0.1034,3.7,2.52,26.07,0.17,0,0,0,0,0,0,6.15,6.15,0,0.9,13.15,6.15,6.15,14,27,35,35,0,100,,56,59,201,201,22,2.3,0,,,,,,,,,,,,2.67,1.87,19.63,0.11,,,,,,,
KaVontae Turpin,,0,WR,WR4,3400,DAL,vs TB,30,22.5,4.4,3.7,5.5,0,0,0,0,0,0,0,0,0,3.54,0.0778,3.54,2.2,26.53,0.21,0,0,0,0,0,0,6.11,6.11,0,0,14.91,6.11,6.11,20,46,88,88,0,100,,56,52,202,202,0,1.8,0,,,,,,,,,0.63,4.87,0.03,1.63,1.03,12.63,0.13,,,,,,,
Buccaneers,,0,DST,DST1,3400,TB,@ DAL,20,22.5,5.9,7.9,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64,0.4,0.81,0.1,0.1,22.5,5.86,5.86,0,0,17.66,5.86,5.86,6,4,15,15,0,100,,56,52,203,203,14,1.7,0,,,,,,,,,,,,,,,,2.54,0.77,0.71,0.15,0.02,23.2,353.12
Grant Calcaterra,,0,TE,TE1,3400,PHI,@ WAS,32,25.25,3.4,2.6,4.4,0,0,0,0,0,0,0,0,0,2.81,0.0978,2.81,2.37,26.87,0.12,0,0,0,0,0,0,5.78,5.78,0,0.68,12.58,5.78,5.78,14,20,36,36,0,100,,56,52,204,204,8,1.7,0,,,,,,,,,,,,1.85,1.5,18.7,0.05,,,,,,,
Chiefs,,0,DST,DST1,2700,KC,vs HOU,17,19.5,6.5,7.9,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,0.81,0.4,0,0,19.5,5.76,5.76,0,0,18.76,5.76,5.76,2,11,16,16,0,100,,34,59,205,205,20,2.1,7,2.6,,,,,,,,,,,,,,,2.53,0.92,0.57,0.24,0.02,20.38,351.24
Tyler Allgeier,,0,RB,RB2,5500,ATL,vs NYG,27,26,6,8.1,6.7,0,0,0,0,0,0.3232,9.6,43.46,0.23,9.6,0,0,0,0,0,0,0,0,0,0,0,5.73,5.73,0,0,17.73,5.73,5.73,20,27,43,43,0,100,,56,31,206,206,29,1,0,,,,,,,,,10.85,48.28,0.21,1.06,0.94,8.38,0.04,,,,,,,
Mike Williams,,0,WR,WR3,3700,PIT,@ BAL,3,18.75,9.2,17.7,4.4,0,0,0,0,0,0,0,0,0,2.83,0.0942,2.83,1.7,26.17,0.18,0,0,0,0,0,0,5.4,5.4,0,0,23.8,5.4,5.4,14,43,89,89,0,100,,36,49,207,207,17,1.5,5.4,1.5,,,,,,,,0.09,0.32,0.01,5.59,3.39,52.08,0.32,,,,,,,
Eagles,,0,DST,DST1,3100,PHI,@ WAS,10,21.25,6.1,6.1,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92,0.53,0.71,0,0,21.25,5.4,5.4,0,0,17.6,5.4,5.4,6,7,17,17,0,100,,56,55,207,207,20,1.7,0,,,,,,,,,,,,,,,,2.62,0.77,0.56,0.21,0.02,21.74,342.32
Mack Hollins,,0,WR,WR4,3600,BUF,vs NE,22,30.25,5.5,3.9,6,0,0,0,0,0,0,0,0,0,2.99,0.0922,2.99,1.81,21.29,0.24,0,0,0,0,0,0,5.38,5.38,0,0,16.38,5.38,5.38,20,44,90,90,0,100,,56,50,208,208,0,1.5,0,,0.01,0.01,0.04,,,,0.94,0.04,0.45,,2.97,1.75,22.42,0.17,,,,,,,
Ravens,,0,DST,DST1,3300,BAL,vs PIT,12,18.75,6.4,10.3,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87,0.52,0.2,0,0,18.75,5.31,5.31,0,0,18.11,5.31,5.31,1,5,18,18,0,100,,16,53,209,209,19,1.6,14,4.2,,,,,,,,,,,,,,,2.55,0.8,0.53,0.19,0.02,19.72,327.85
Ray Davis,,0,RB,RB2,4700,BUF,vs NE,22,30.25,6.2,0,6.8,0,0,0,0,0,0.2312,8.39,35.19,0.29,8.39,0,0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,0,17.66,5.26,5.26,20,35,44,44,0,100,,56,39,210,210,9,1.1,0,,,,,,,,,6.21,25.5,0.21,1,0.93,11.93,0.14,,,,,,,
Dyami Brown,,0,WR,WR2,3400,WAS,vs PHI,26,21.25,4.7,2.2,4.2,0,0,0,0,0,0,0,0,0,3.41,0.1116,3.41,2.12,24.79,0.11,0,0,0,0,0,0,5.26,5.26,0,0,14.66,5.26,5.26,20,46,91,91,0,100,,56,52,210,210,0,1.5,0,,0.02,0.02,0.08,,,,2.13,0.1,0.6,,1.94,1.08,14.83,0.08,,,,,,,
Falcons,,0,DST,DST1,3700,ATL,vs NYG,32,17,5.6,5.8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0.67,0.33,0.11,0,17,5.21,5.21,0,0,16.41,5.21,5.21,6,1,19,19,0,100,,56,49,211,211,0,1.4,0,,,,,,,,,,,,,,,,1.81,0.7,0.47,0.15,0.03,23.28,357.98
Stone Smartt,,0,TE,TE1,3200,LAC,vs DEN,10,22.25,3.2,2.7,3.5,0,0,0,0,0,0,0,0,0,3.22,0.0939,3.22,2.29,26.61,0.04,0,0,0,0,0,0,5.19,5.19,0,0.39,11.59,5.19,5.19,6,22,37,37,0,100,,35,54,212,212,0,1.6,6.7,2.1,,,,,,,,,,,1.82,1.18,14.55,0.05,,,,,,,
Jordan Akins,,0,TE,TE2,3200,CLE,@ CIN,7,18.5,4.5,2.2,4.6,0,0,0,0,0,0,0,0,0,3.87,0.0964,3.87,2.64,21.5,0.06,0,0,0,0,0,0,5.15,5.15,0,0,14.15,5.15,5.15,14,22,38,38,0,100,,56,54,213,213,8,1.6,0,,,,,,,,,0.02,0.07,,2.94,2.03,22.74,0.09,,,,,,,
JuJu Smith-Schuster,,0,WR,WR4,3600,KC,vs HOU,13,23,9.2,5.5,6.4,0,0,0,0,0,0,0,0,0,2.72,0.0721,2.72,1.88,22.28,0.17,0,0,0,0,0,0,5.13,5.13,0,0,23.53,5.13,5.13,20,44,92,92,0,100,,56,50,214,214,26,1.4,0,,,,,,,,,0.04,0.22,0.01,6.54,4.53,53.15,0.33,,,,,,,
Raiders,,0,DST,DST1,2700,LV,vs JAC,21,19.25,4.9,8.6,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.6,0.1,0,0.1,19.25,5.1,5.1,0,0,14.9,5.1,5.1,6,11,20,20,0,100,,56,59,215,215,0,1.9,0,,,,,,,,,,,,,,,,1.84,0.62,0.45,0.09,0.02,24.8,358.84
Cedrick Wilson,,0,WR,WR4,3200,NO,@ GB,12,14,6.7,6.3,3.9,0,0,0,0,0,0,0,0,0,2.82,0.0902,2.82,1.95,22.55,0.14,0,0,0,0,0,0,5.05,5.05,0,0,18.45,5.05,5.05,20,48,93,93,0,100,,56,54,216,216,0,1.6,0,,0.09,0.09,2.03,,0.03,0.03,17.41,0.09,0.11,,2.6,1.75,21.97,0.18,,,,,,,
Titans,,0,DST,DST1,2600,TEN,@ IND,27,23.25,5.2,5.8,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,1.03,0.41,0.1,0,23.25,5.04,5.04,0,0,15.44,5.04,5.04,6,12,21,21,0,100,,56,60,217,217,15,1.9,0,,,,,,,,,,,,,,,,2.32,0.75,0.44,0.12,0.02,22.25,350.53
Brock Wright,,0,TE,TE2,2700,DET,@ CHI,6,26.75,2.9,3.1,3.5,0,0,0,0,0,0,0,0,0,2.33,0.0711,2.33,1.9,14.1,0.28,0,0,0,0,0,0,4.99,4.99,0,0.64,10.79,4.99,4.99,14,27,39,39,0,100,,56,59,218,218,6,1.8,0,,,,,,,,,,,,1.52,1.29,9.19,0.14,,,,,,,
Adam Trautman,,0,TE,TE1,2700,DEN,@ LAC,17,19.25,4.2,3.8,3.7,0,0,0,0,0,0,0,0,0,2.49,0.0668,2.49,1.65,18.59,0.22,0,0,0,0,0,0,4.83,4.83,0,0,13.23,4.83,4.83,12,27,40,40,0,100,,51,59,219,219,0,1.8,1.5,0.6,,,,,,,,,,,2.25,1.55,17.05,0.15,,,,,,,
Jamison Crowder,,0,WR,WR4,3000,WAS,vs PHI,26,21.25,8,2.3,3.6,0,0,0,0,0,0,0,0,0,2.86,0.0935,2.86,1.95,20.88,0.11,0,0,0,0,0,0,4.7,4.7,0,0,20.7,4.7,4.7,20,50,94,94,0,100,,56,56,220,220,17,1.6,0,,0.03,0.01,0.36,,0.01,0.01,2,0.14,0.69,,5.49,3.68,40.96,0.24,,,,,,,
Roschon Johnson,,0,RB,RB2,4800,CHI,vs DET,17,20.25,4.7,6.8,7,0,0,0,0,0,0.1686,5.19,17.36,0.49,5.19,0,0,0,0,0,0,0,0,0,0,0,4.68,4.68,0,0,14.08,4.68,4.68,20,34,45,45,0,100,,56,38,221,221,32,1,0,,,,,,,,,5.16,19.64,0.32,2.2,1.8,11.88,,,,,,,,
Ricky Pearsall,,0,WR,WR3,4300,SF,@ MIA,20,23,6,0,4.8,0,0,0,0,0,0,0,0,0,3.54,0.1098,3.54,1.72,21.28,0.13,0,0,0,0,0,0,4.63,4.63,0,0,16.63,4.63,4.63,20,37,95,95,0,100,,56,43,222,222,0,1.1,0,,,,,,,,,0.13,4.88,,3,1.63,19.13,0.13,,,,,,,
Darnell Washington,,0,TE,TE2,2600,PIT,@ BAL,3,18.75,2.2,1.6,3.6,0,0,0,0,0,0,0,0,0,2.72,0.0903,2.72,1.99,21.19,0.08,0,0,0,0,0,0,4.59,4.59,0,1.29,8.99,4.59,4.59,14,28,41,41,0,100,,56,60,223,223,21,1.8,0,,,,,,,,,,,,1.7,1.25,12.65,0.05,,,,,,,
Commanders,,0,DST,DST1,2700,WAS,vs PHI,7,25.25,5.2,3.8,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82,0.48,0.58,0,0.1,25.25,4.54,4.54,0,0,14.94,4.54,4.54,6,11,22,22,0,100,,56,59,224,224,17,1.7,0,,,,,,,,,,,,,,,,2.52,0.72,0.56,0.12,0.02,23.33,354.88
Dawson Knox,,0,TE,TE2,3300,BUF,vs NE,22,30.25,5.2,5.3,4.5,0,0,0,0,0,0,0,0,0,2.34,0.0721,2.34,1.55,18.35,0.17,0,0,0,0,0,0,4.41,4.41,0,0,14.81,4.41,4.41,14,21,42,42,0,100,,56,53,225,225,27,1.3,0,,,,,,,,,0.01,0.16,,3.72,2.42,28.67,0.29,,,,,,,
Michael Mayer,,0,TE,TE2,2900,LV,vs JAC,15,21.75,4.3,5.9,3.5,0,0,0,0,0,0,0,0,0,3.31,0.0792,3.31,2.18,19.05,0.05,0,0,0,0,0,0,4.39,4.39,0,0,12.99,4.39,4.39,14,25,43,43,0,100,,56,57,226,226,14,1.5,0,,,,,,,,,,,,3.25,2.15,21.25,0.1,,,,,,,
AJ Barner,,0,TE,TE2,3100,SEA,vs MIN,21,19.75,2.9,0,4.6,0,0,0,0,0,0,0,0,0,2.48,0.0749,2.48,1.77,14.63,0.14,0,0,0,0,0,0,4.07,4.07,0,0,9.87,4.07,4.07,14,23,44,44,0,100,,56,55,227,227,37,1.3,0,,,,,,,,,,,,2.58,1.92,16.5,0.17,,,,,,,
Scotty Miller,,0,WR,WR4,3000,PIT,@ BAL,3,18.75,5.3,3.3,2.4,0,0,0,0,0,0,0,0,0,2.57,0.0856,2.57,1.48,19.27,0.1,0,0,0,0,0,0,4.01,4.01,0,0,14.61,4.01,4.01,20,50,96,96,0,100,,56,56,228,228,0,1.3,0,,,,,,,,,0.14,1.4,0.02,2.66,1.55,19.9,0.1,,,,,,,
Adonai Mitchell,,0,WR,WR3,3800,IND,vs TEN,31,23.25,3.8,0,3.3,0,0,0,0,0,0,0,0,0,4.33,0.1503,4.33,1.74,22.38,0,0,0,0,0,0,0,3.98,3.98,0,0,11.58,3.98,3.98,20,42,97,97,0,100,,56,48,229,229,0,1,0,,0.07,0.07,1.71,,,,13.24,0.29,0.43,,3.5,1.43,18.14,,,,,,,,
Jaguars,,0,DST,DST1,2900,JAC,@ LV,29,21.75,6.4,7.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0.52,0.1,0,0.2,21.75,3.98,3.98,0,0,16.78,3.98,3.98,6,9,23,23,0,100,,56,57,229,229,0,1.4,0,,,,,,,,,,,,,,,,2.23,0.7,0.46,0.2,0.01,23.68,358.2
Antonio Gibson,,0,RB,RB2,5300,NE,@ BUF,16,16.25,7,8.1,5.8,0,0,0,0,0,0.2482,6.56,28.19,0.18,6.56,0,0,0,0,0,0,0,0,0,0,0,3.9,3.9,0,0,17.9,3.9,3.9,20,29,46,46,0,100,,56,33,230,230,36,0.7,0,,,,,,,,,9.71,40.63,0.31,3.11,2.52,19.48,0.09,,,,,,,
D.J. Chark,,0,WR,WR4,3100,LAC,vs DEN,10,22.25,8.6,8.3,2.7,0,0,0,0,0,0,0,0,0,2.37,0.0692,2.37,1.41,17.69,0.12,0,0,0,0,0,0,3.9,3.9,0,0,21.1,3.9,3.9,20,49,98,98,0,100,,56,55,230,230,15,1.3,0,,,,,,,,,0.03,0.29,,5.64,3.14,45.81,0.35,,,,,,,
Ezekiel Elliott,,0,RB,RB2,4800,DAL,vs TB,9,22.5,9.4,10.3,4,0,0,0,0,0,0.2655,6.41,26.34,0.2,6.41,0,0,0,0,0,0,0,0,0,0,0,3.83,3.83,0,0,22.63,3.83,3.83,20,34,47,47,0,100,,56,38,231,231,42,0.8,0,,0.01,0.01,0.03,0.01,,,-2.45,15.99,68.56,0.54,3.61,2.75,20.23,0.1,,,,,,,
Mike Woods,,0,WR,WR3,3200,CLE,@ CIN,7,18.5,1.9,0,4.1,0,0,0,0,0,0,0,0,0,4.03,0.1002,4.03,2.21,16.16,0,0,0,0,0,0,0,3.83,3.83,0,0.98,7.63,3.83,3.83,20,48,99,99,0,100,,56,54,231,231,21,1.2,0,,,,,,,,,0.11,-0.56,,2.22,1.22,11.89,,,,,,,,
49ers,,0,DST,DST1,2800,SF,@ MIA,13,21.5,5.7,8.3,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,0.69,0.19,0,0,21.5,3.73,3.73,0,0,15.13,3.73,3.73,6,10,24,24,0,100,,56,58,232,232,11,1.3,0,,,,,,,,,,,,,,,,2.38,0.74,0.52,0.11,0.02,22.4,332.82
Drew Sample,,0,TE,TE2,2500,CIN,vs CLE,8,28,3.4,3.6,3.4,0,0,0,0,0,0,0,0,0,2.34,0.057,2.34,1.89,12.73,0.08,0,0,0,0,0,0,3.64,3.64,0,0,10.44,3.64,3.64,14,29,45,45,0,100,,56,61,233,233,3,1.5,0,,,,,,,,,0.02,-0.08,,2.25,1.77,13.23,0.08,,,,,,,
Braelon Allen,!,0,RB,RB2,5100,NYJ,vs LAR,10,21.75,5.3,0,5.5,0,0,0,0,0,0.2704,7.62,26.2,0.16,7.62,0,0,0,0,0,0,0,0,0,0,0,3.58,3.58,0,0,14.18,3.58,3.58,20,31,48,48,0,100,,56,35,234,234,4,0.7,0,,,,,,,,,5.71,20.57,0.14,1.64,1.14,9.64,0.07,,,,,,,
Bears,,0,DST,DST1,2200,CHI,vs DET,2,26.75,6,7.1,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0.45,0.45,0,0,26.75,3.51,3.51,0,0,15.51,3.51,3.51,6,16,25,25,0,100,,56,64,235,235,9,1.6,0,,,,,,,,,,,,,,,,2.23,0.78,0.51,0.16,0.03,21.88,337.17
Panthers,,0,DST,DST1,2600,CAR,vs ARI,14,25.75,6,4.2,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84,0.37,0.46,0,0,25.75,3.5,3.5,0,0,15.5,3.5,3.5,6,12,26,26,0,100,,56,60,236,236,6,1.3,0,,,,,,,,,,,,,,,,2.4,0.77,0.55,0.15,0.02,23.68,347.5
Dolphins,,0,DST,DST1,2900,MIA,vs SF,24,23,6.6,9,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,0.39,0.39,0,0,23,3.43,3.43,0,0,16.63,3.43,3.43,6,9,27,27,0,100,,56,57,237,237,0,1.2,0,,,,,,,,,,,,,,,,2.22,0.84,0.45,0.2,0.02,23.7,359.52
Jets,,0,DST,DST1,2500,NYJ,vs LAR,9,24.75,5.5,9.2,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0.17,0.34,0,0.08,24.75,3.28,3.28,0,0,14.28,3.28,3.28,6,13,28,28,0,100,,56,61,238,238,8,1.3,0,,,,,,,,,,,,,,,,2.25,0.7,0.5,0.13,0.05,23.34,345.97
