,,,,,,,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,,,,,,,,Position Rankings,,,,Overall Rankings,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Diontae Johnson,,0,WR,WR1,6100,CAR,vs ATL,2,26,7.5,11.7,13,0,0,0,0,0,0,0,0,0,9.39,0.2606,9.39,5.53,68.34,0.55,0,0,0,0,0,0,15.66,15.66,0,4.41,30.66,15.66,15.66,12,0,100,,37,43,2.6,19.8,3.2,20,16,16,24,58,58,,,,,,,,0.26,1.71,,8.34,5.05,56.41,0.33,,,,,,,
Amari Cooper,,0,WR,WR1,6000,CLE,@ PHI,26,16.75,11.1,16.2,10.6,0,0,0,0,0,0,0,0,0,8.62,0.2225,8.62,5.08,73.47,0.52,0,0,0,0,0,0,15.55,15.55,0,0,37.75,15.55,15.55,42,0,100,,103,24,2.6,8.2,1.4,21,17,17,25,59,59,0.01,,,0.01,,,,0.1,0.28,,7.76,4.7,66.15,0.43,,,,,,,
Ladd McConkey,,0,WR,WR3,4900,LAC,@ DEN,10,17,5.3,0,11.2,0,0,0,0,0,0,0,0,0,8.94,0.2754,8.94,5.48,66.45,0.55,0,0,0,0,0,0,15.43,15.43,0,7.48,26.03,15.43,15.43,41,0,100,,102,53,3.1,8.3,1.7,32,18,18,36,60,60,,,,,,,,,,,6,3.75,44,0.5,,,,,,,
Khalil Shakir,,0,WR,WR1,5900,BUF,@ NYJ,25,20.5,6.6,7.4,13.3,0,0,0,0,0,0,0,0,0,6.41,0.1781,6.41,5.45,74.46,0.39,0,0,0,0,0,0,15.24,15.24,0,5.34,28.44,15.24,15.24,62,0,100,,134,3,2.6,3.9,0.7,22,19,19,26,61,61,,,,,,,,0.07,0.4,,2.8,2.23,33.4,0.17,,,,,,,
Deebo Samuel,,0,WR,WR1,6800,SF,@ SEA,28,22.75,9.2,16.8,13.2,0,0,0,0,0,0,0,0,0,7.92,0.2456,7.92,5.17,76.5,0.39,0,0,0,0,0,0,15.16,15.16,0,1.36,33.56,15.16,15.16,6,0,100,,18,42,2.2,23.7,3.5,13,20,20,17,62,62,0.04,0.01,0.33,,0.01,0.01,2.74,2.48,15.68,0.27,6.49,4.25,61.4,0.26,,,,,,,
Will Levis,,0,QB,QB1,4800,TEN,vs IND,27,22,7.3,12.6,10.1,1,33.07,231.52,1.14,1.21,0.1193,3.88,18.9,0.11,3.88,0,0,0,0,0,0,0,0,0,0,0,15.16,15.16,0,4.21,29.76,15.16,15.16,27,0,100,,102,38,3.2,8.3,1.7,27,24,24,37,62,62,27.15,16.62,185.54,0.77,3.31,0.92,75.39,2.92,11.38,0.08,,,,,,,,,,,
George Kittle,,0,TE,TE1,5800,SF,@ SEA,28,22.75,9.4,13.3,15.9,0,0,0,0,0,0,0,0,0,7.04,0.2185,7.04,5.11,70.2,0.49,0,0,0,0,0,0,15.07,15.07,0,0.97,33.87,15.07,15.07,2,0,100,,22,32,2.6,22.8,3.9,2,3,3,27,63,63,,,,,,,,0.11,0.68,,6.49,4.68,62.57,0.38,,,,,,,
Javonte Williams,,0,RB,RB1,5500,DEN,vs LAC,13,20,6.1,11.3,9.6,0,0,0,0,0,0.5285,15.74,58.72,0.23,21.25,0.174,5.51,4.52,26.34,0.11,0,0,0,0,0,0,15.07,15.07,0,5.92,27.27,15.07,15.07,37,0,100,,121,47,2.7,5.6,1,24,20,20,30,63,63,,,,,,,,12.38,49.31,0.17,3.64,2.93,17.86,0.12,,,,,,,
Andy Dalton,,0,QB,QB1,5200,CAR,vs ATL,3,26,7.9,13.3,12.2,1,36.05,239.53,1.31,0.82,0.0624,1.96,5.9,0.07,1.96,0,0,0,0,0,0,0,0,0,0,0,15.01,15.01,0,3.16,30.81,15.01,15.01,18,0,100,,55,50,2.9,16.94,3.3,23,25,25,33,64,64,31.94,20.15,226.17,0.74,2.15,1.41,88.31,2.53,7.98,0.1,0.02,0.02,-0.06,,,,,,,,
Kenneth Walker III,,0,RB,RB1,7100,SEA,vs SF,6,26.25,8.4,13.5,23.4,0,0,0,0,0,0.5241,12.68,57.11,0.63,16.36,0.0937,3.68,2.93,22.19,0.05,0,0,0,0,0,0,14.94,14.94,0,2.34,31.74,14.94,14.94,11,0,100,,34,44,2.1,20.9,2.9,8,21,21,14,65,65,,,,,,,,14.75,65.97,0.66,2.59,2.03,15.34,0.03,,,,,,,
Kirk Cousins,,0,QB,QB1,6200,ATL,@ CAR,20,20,8,21.3,16.9,1,30.59,232.22,1.28,0.62,0.0536,1.82,4.92,0.11,1.82,0,0,0,0,0,0,0,0,0,0,0,14.94,14.94,0,2.94,30.94,14.94,14.94,24,0,100,,75,59,2.4,12.5,2,13,26,26,23,65,65,35,23.63,267.15,0.68,2.17,1.83,100.58,2.07,6.24,0.14,0.01,0.01,-0.01,,,,,,,,
Brandon Aiyuk,,0,WR,WR2,6400,SF,@ SEA,28,22.75,7.9,17,11.1,0,0,0,0,0,0,0,0,0,7.37,0.2288,7.37,4.86,75.78,0.4,0,0,0,0,0,0,14.84,14.84,0,2.99,30.64,14.84,14.84,53,0,100,,120,43,2.3,5.7,0.9,17,21,21,21,66,66,,,,,,,,0.19,1.75,0.03,6.52,4.33,63.36,0.37,,,,,,,
Evan Engram,,0,TE,TE1,4700,JAC,@ CHI,6,21.75,7.4,13.7,1.5,0,0,0,0,0,0,0,0,0,9.86,0.2307,9.86,6.65,62.44,0.32,0,0,0,0,0,0,14.81,14.81,0,3.71,29.61,14.81,14.81,3,0,100,,25,31,3.2,22.2,4.7,9,4,4,38,67,67,,,,,,,,0.16,0.93,0.01,6.74,4.5,45.62,0.24,,,,,,,
Jordan Mason,,0,RB,RB1,7600,SF,@ SEA,31,22.75,7.3,2.8,18.6,0,0,0,0,0,0.6283,20.17,104.59,0.7,20.17,0,0,0,0,0,0,0,0,0,0,0,14.66,14.66,0,3.71,29.26,14.66,14.66,29,0,100,,98,0,1.9,9.2,1.2,4,22,22,9,68,68,,,,,,,,6.48,34.48,0.24,0.41,0.34,3.34,,,,,,,,
Tank Dell,,0,WR,WR2,6200,HOU,@ NE,22,16.25,10.1,17.4,7.4,0,0,0,0,0,0.0545,1.4,7.11,0,9.05,0.2492,7.65,4.71,65.17,0.43,0,0,0,0,0,0,14.52,14.52,0,0,34.72,14.52,14.52,16,0,100,,43,30,2.3,18.7,3,19,22,22,23,69,69,,,,,0.07,,,1.21,5.79,,6.86,4.29,60.43,0.5,,,,,,,
Dalton Kincaid,,0,TE,TE1,5100,BUF,@ NYJ,25,20.5,5.3,9.5,7.5,0,0,0,0,0,0,0,0,0,9.4,0.2609,9.4,6.67,62.93,0.24,0,0,0,0,0,0,14.4,14.4,0,6.45,25,14.4,14.4,10,0,100,,86,41,2.8,11.1,2.2,6,5,5,34,70,70,,,,,,,,,,,5.48,4.19,39.95,0.14,,,,,,,
Sam LaPorta,,0,TE,TE1,5500,DET,@ DAL,9,24.5,7.7,14.3,6.7,0,0,0,0,0,0,0,0,0,7.47,0.191,7.47,5.51,58.12,0.5,0,0,0,0,0,0,14.32,14.32,0,2.77,29.72,14.32,14.32,9,0,100,,77,40,2.6,12.2,2.2,4,6,6,30,71,71,,,,,,,,0.05,0.19,,6.38,4.67,49.33,0.48,,,,,,,
Aidan O'Connell,,0,QB,QB1,4900,LV,vs PIT,25,19.75,6.7,12.3,5,1,35.17,223.64,1.32,0.66,0.111,3.25,1.57,0.08,3.25,0,0,0,0,0,0,0,0,0,0,0,14.2,14.2,0,4.15,27.6,14.2,14.2,25,0,100,,79,40,2.9,12.08,2.5,26,27,27,36,72,72,28.85,17.85,184.15,0.62,2,1,82.92,1.31,0.85,0.08,,,,,,,,,,,
Drake London,,0,WR,WR1,6700,ATL,@ CAR,5,20,8,11.3,17.7,0,0,0,0,0,0,0,0,0,8.08,0.2641,8.08,5.31,65.84,0.38,0,0,0,0,0,0,14.17,14.17,0,2.17,30.17,14.17,14.17,15,0,100,,40,33,2.1,19.4,2.9,14,23,23,18,73,73,0.03,0.03,0.58,,,,4.66,,,,7.11,4.55,55.92,0.24,,,,,,,
Tee Higgins,,0,WR,WR2,6300,CIN,@ NYG,24,21,9.5,12,16.1,0,0,0,0,0,0,0,0,0,7.56,0.2126,7.56,4.76,65.91,0.45,0,0,0,0,0,0,14.05,14.05,0,0,33.05,14.05,14.05,26,0,100,,65,36,2.2,14.7,2.3,18,24,24,22,74,74,,,,,,,,0.09,0.48,,7.47,4.74,66.66,0.45,,,,,,,
David Montgomery,,0,RB,RB1,6500,DET,@ DAL,21,24.5,7.8,15.5,18.1,0,0,0,0,0,0.5053,15.85,66.82,0.65,18.09,0.0572,2.24,1.82,14.35,0.03,0,0,0,0,0,0,14.02,14.02,0,2.32,29.62,14.02,14.02,10,0,100,,32,46,2.2,21,3.2,14,23,23,20,75,75,0.01,,,0.01,,,,15.35,62.76,0.55,2.91,2.31,18.6,0.05,,,,,,,
DeVonta Smith,,0,WR,WR2,6800,PHI,vs CLE,8,25.25,8.2,14.7,17,0,0,0,0,0,0,0,0,0,7.57,0.2179,7.57,5.32,65.12,0.36,0,0,0,0,0,0,13.99,13.99,0,1.69,30.39,13.99,13.99,22,0,100,,61,42,2.1,15.4,2.3,13,25,25,17,76,76,,,,,,,,,,,7.17,4.92,64.47,0.38,,,,,,,
Christian Watson,,0,WR,WR2,4800,GB,vs ARI,1,26.25,9.1,11.3,6.3,0,0,0,0,0,0,0,0,0,6.87,0.1691,6.87,4.08,57.29,0.69,0,0,0,0,0,0,13.95,13.95,0,0.3,32.15,13.95,13.95,20,0,100,,58,19,2.9,15.8,3.3,33,26,26,37,77,77,,,,,,,,0.42,3.5,0.08,4.85,2.85,42.81,0.5,,,,,,,
David Njoku,,0,TE,TE1,4200,CLE,@ PHI,26,16.75,6.7,13.1,5.4,0,0,0,0,0,0,0,0,0,7.83,0.2022,7.83,5.08,59.28,0.49,0,0,0,0,0,0,13.95,13.95,0,3.9,27.35,13.95,13.95,17,0,100,,104,21,3.3,8.1,1.9,14,7,7,43,77,77,,,,,,,,0.04,-0.07,,4.9,3.17,36.11,0.27,,,,,,,
Hunter Henry,,0,TE,TE1,3800,NE,vs HOU,13,22.75,6.2,9.2,7.4,0,0,0,0,0,0,0,0,0,7.43,0.2103,7.43,5.06,57.03,0.53,0,0,0,0,0,0,13.94,13.94,0,4.64,26.34,13.94,13.94,7,0,100,,71,36,3.7,13.1,3.4,18,8,8,47,78,78,,,,,,,,,,,5,3.42,39.97,0.38,,,,,,,
Dontayvion Wicks,,0,WR,WR4,5200,GB,vs ARI,1,26.25,7.1,8.1,8.1,0,0,0,0,0,0,0,0,0,8.09,0.199,8.09,4.31,55.78,0.66,0,0,0,0,0,0,13.85,13.85,0,3.2,28.05,13.85,13.85,73,0,100,,152,12,2.7,1.9,0.4,29,27,27,33,79,79,0.05,0.05,0.7,,,,7.19,0.05,0.05,,4.35,2.45,35.25,0.35,,,,,,,
Christian Kirk,,0,WR,WR1,5800,JAC,@ CHI,6,21.75,7.7,13.2,10.5,0,0,0,0,0,0,0,0,0,8.27,0.1935,8.27,5.36,65.39,0.31,0,0,0,0,0,0,13.76,13.76,0,2.21,29.16,13.76,13.76,46,0,100,,112,38,2.4,6.9,1.2,23,28,28,27,80,80,0.04,0.02,0.36,,,,2.69,0.24,1.77,,6.77,4.42,56.16,0.32,,,,,,,
Brian Thomas Jr,,0,WR,WR2,6400,JAC,@ CHI,6,21.75,6.3,0,16.8,0,0,0,0,0,0,0,0,0,6.93,0.1621,6.93,4.37,67.2,0.44,0,0,0,0,0,0,13.73,13.73,0,4.28,26.33,13.73,13.73,53,0,100,,120,63,2.1,5.7,0.9,17,29,29,21,81,81,,,,,,,,0.2,2.6,,6.8,4.4,79.4,0.6,,,,,,,
Josh Downs,,0,WR,WR2,5500,IND,@ TEN,31,19.5,6.2,9.4,14.4,0,0,0,0,0,0,0,0,0,8.73,0.2184,8.73,6.38,60.76,0.2,0,0,0,0,0,0,13.66,13.66,0,4.36,26.06,13.66,13.66,14,0,100,,39,39,2.5,19.5,3.5,26,30,30,30,82,82,,,,,,,,,,,6.2,4.4,47.2,0.15,,,,,,,
George Pickens,,0,WR,WR1,5900,PIT,@ LV,19,16.75,8.3,13.2,11,0,0,0,0,0,0,0,0,0,7.52,0.2668,7.52,4.71,73.15,0.26,0,0,0,0,0,0,13.59,13.59,0,1.14,30.19,13.59,13.59,41,0,100,,102,28,2.3,8.3,1.4,22,31,31,26,83,83,,,,,,,,0.18,0.82,0.03,5.82,3.54,57.72,0.23,,,,,,,
Najee Harris,,0,RB,RB1,5800,PIT,@ LV,19,16.75,7.2,11.9,10.2,0,0,0,0,0,0.4685,17.45,66.57,0.4,20.69,0.1149,3.24,2.48,16.3,0.07,0,0,0,0,0,0,13.59,13.59,0,2.79,27.99,13.59,13.59,6,0,100,,20,49,2.3,23.2,4,21,24,24,27,83,83,0.02,0.02,0.07,,,,1.49,16.36,63.27,0.39,3.61,2.79,17.59,0.11,,,,,,,
Zay Flowers,,0,WR,WR1,6500,BAL,vs WAS,32,28.75,7.1,13.1,12.5,0,0,0,0,0,0,0,0,0,7.85,0.2344,7.85,5.22,59.61,0.39,0,0,0,0,0,0,13.52,13.52,0,2.87,27.72,13.52,13.52,5,0,100,,13,45,2.1,25.4,3.9,16,32,32,20,84,84,,,,,,,,0.57,3.9,0.05,7,4.81,53.67,0.29,,,,,,,
Jerome Ford,,0,RB,RB1,5600,CLE,@ PHI,28,16.75,6.8,12.8,11.9,0,0,0,0,0,0.4355,12.47,53.05,0.24,16.79,0.1114,4.32,3.33,20.51,0.23,0,0,0,0,0,0,13.51,13.51,0,3.31,27.11,13.51,13.51,52,0,100,,157,41,2.4,1.4,0.3,23,25,25,29,85,85,,,,,,,,10.83,44.79,0.21,3.58,2.67,16.92,0.21,,,,,,,
Tre Tucker,,0,WR,WR1,4200,LV,vs PIT,27,19.75,6.7,5.5,10,0,0,0,0,0,0,0,0,0,7.3,0.2075,7.3,4.79,62.27,0.41,0,0,0,0,0,0,13.48,13.48,0,3.43,26.88,13.48,13.48,83,0,100,,170,1,3.2,0,,39,33,33,43,86,86,,,,,,,,0.72,4.89,0.06,3.28,2.06,28.94,0.17,,,,,,,
Chris Olave,,0,WR,WR1,6600,NO,vs TB,30,23,6.5,15.4,11.2,0,0,0,0,0,0,0,0,0,7.47,0.2188,7.47,5.1,64.26,0.28,0,0,0,0,0,0,13.21,13.21,0,3.46,26.21,13.21,13.21,82,0,100,,167,54,2,0.5,0.1,15,34,34,19,87,87,,,,,,,,0.03,0.19,,7.92,5.03,67.78,0.28,,,,,,,
Courtland Sutton,,0,WR,WR1,5300,DEN,vs LAC,17,20,6.6,12.1,9.1,0,0,0,0,0,0,0,0,0,8.77,0.2773,8.77,4.81,64.5,0.32,0,0,0,0,0,0,13.18,13.18,0,3.28,26.38,13.18,13.18,23,0,100,,62,39,2.5,15.3,2.9,28,35,35,32,88,88,0.02,0.02,0.62,,,,4.17,0.06,0.24,,6.41,3.67,51.95,0.29,,,,,,,
Tucker Kraft,,0,TE,TE1,4800,GB,vs ARI,1,26.25,6.6,5.6,11.4,0,0,0,0,0,0,0,0,0,6.14,0.151,6.14,4.66,54.41,0.48,0,0,0,0,0,0,12.98,12.98,0,3.08,26.18,12.98,12.98,29,0,100,,138,7,2.7,3.5,0.7,8,9,9,37,89,89,,,,,,,,,,,3.26,2.47,30.16,0.26,,,,,,,
Marvin Harrison Jr,,0,WR,WR1,7200,ARI,@ GB,12,20.75,10.6,0,14.4,0,0,0,0,0,0,0,0,0,7.19,0.2249,7.19,3.81,55.4,0.6,0,0,0,0,0,0,12.95,12.95,0,0,34.15,12.95,12.95,83,0,100,,170,26,1.8,0,,9,36,36,13,90,90,,,,,,,,,,,7,3.4,55.8,0.8,,,,,,,
Zach Ertz,,0,TE,TE1,3700,WAS,@ BAL,3,21.75,8.3,7.4,7,0,0,0,0,0,0,0,0,0,8,0.201,8,5.44,55.74,0.29,0,0,0,0,0,0,12.75,12.75,0,0.3,29.35,12.75,12.75,11,0,100,,87,34,3.4,10.8,2.9,19,10,10,48,91,91,,,,,,,,0.01,0.03,,7.53,5.09,52.02,0.31,,,,,,,
Alec Pierce,,0,WR,WR3,5400,IND,@ TEN,31,19.5,6.8,5.8,14.8,0,0,0,0,0,0,0,0,0,6.06,0.1515,6.06,3.38,65.03,0.47,0,0,0,0,0,0,12.7,12.7,0,2.5,26.3,12.7,12.7,83,0,100,,170,9,2.4,0,,27,37,37,31,92,92,,,,,,,,,,,4.18,2.26,38.82,0.18,,,,,,,
Rashid Shaheed,,0,WR,WR2,5600,NO,vs TB,30,23,6.9,10.2,14.5,0,0,0,0,0,0,0,0,0,6.36,0.1863,6.36,3.95,60.51,0.42,0,0,0,0,0,0,12.52,12.52,0,2.17,26.32,12.52,12.52,70,0,100,,149,34,2.2,2.3,0.4,25,38,38,29,93,93,,,,,,,,0.52,3.9,0.03,4.61,3,49.84,0.32,,,,,,,
Jaylen Warren,,0,RB,RB2,5000,PIT,@ LV,19,16.75,5.7,12,4.4,0,0,0,0,0,0.2554,9.51,47.27,0.19,14.32,0.1706,4.81,4.13,24.18,0,0,0,0,0,0,0,12.42,12.42,0,3.87,23.82,12.42,12.42,39,0,100,,128,34,2.5,4.8,1,29,26,26,35,94,94,,,,,,,,6.67,33.81,0.14,3.11,2.61,17,,,,,,,,
Zack Moss,,0,RB,RB1,5900,CIN,@ NYG,10,21,7.4,12.5,13.3,0,0,0,0,0,0.4889,12.54,50.66,0.35,15.84,0.0929,3.3,2.48,17.8,0.14,0,0,0,0,0,0,12.27,12.27,0,1.17,27.07,12.27,12.27,51,0,100,,156,17,2.1,1.5,0.3,20,27,27,26,95,95,,,,,,,,9.33,39.43,0.28,2.05,1.55,11.16,0.09,,,,,,,
DJ Moore,,0,WR,WR1,6700,CHI,vs JAC,15,23.25,9,17.8,15.6,0,0,0,0,0,0,0,0,0,7.24,0.2238,7.24,4.49,58.14,0.32,0,0,0,0,0,0,12.22,12.22,0,0,30.22,12.22,12.22,51,0,100,,118,38,1.8,6,0.9,14,39,39,18,96,96,0.01,,,,,,0.39,0.44,3.57,0.01,7.77,4.77,67.25,0.31,,,,,,,
Keenan Allen,,0,WR,WR2,5700,CHI,vs JAC,15,23.25,9.9,22.7,6,0,0,0,0,0,0,0,0,0,7.36,0.2278,7.36,5.01,53.81,0.29,0,0,0,0,0,0,12.13,12.13,0,0,31.93,12.13,12.13,10,0,100,,31,45,2.1,21.1,3.7,24,40,40,28,97,97,0.04,0.01,0.44,,0.01,0.01,6.29,0.16,1.01,,9.85,6.83,78.21,0.42,,,,,,,
Keon Coleman,,0,WR,WR2,4900,BUF,@ NYJ,25,20.5,4,0,7.7,0,0,0,0,0,0,0,0,0,5.84,0.1621,5.84,3.37,52.89,0.55,0,0,0,0,0,0,11.96,11.96,0,5.96,19.96,11.96,11.96,54,0,100,,121,48,2.4,5.6,1.1,32,41,41,36,98,98,,,,,,,,,,,3.2,1.8,35,0.4,,,,,,,
Trey McBride,,0,TE,TE1,5700,ARI,@ GB,12,20.75,7,11,9.4,0,0,0,0,0,0,0,0,0,7.8,0.2438,7.8,5.75,53.4,0.14,0,0,0,0,0,0,11.93,11.93,0,1.43,25.93,11.93,11.93,4,0,100,,50,27,2.1,17.6,3.1,3,11,11,28,99,99,,,,,,,,,,,5.83,4.33,42.17,0.13,,,,,,,
Demario Douglas,,0,WR,WR3,4400,NE,vs HOU,13,22.75,4,7.7,8.6,0,0,0,0,0,0,0,0,0,8.72,0.2467,8.72,5.83,57.89,0,0,0,0,0,0,0,11.62,11.62,0,5.62,19.62,11.62,11.62,9,0,100,,30,49,2.6,21.2,4.8,37,42,42,41,100,100,,,,,,,,0.5,2.78,,5.67,3.72,39.67,,,,,,,,
DeAndre Hopkins,,0,WR,WR2,5100,TEN,vs IND,14,22,9.2,13.7,7,0,0,0,0,0,0,0,0,0,6.79,0.2054,6.79,4.21,51.7,0.33,0,0,0,0,0,0,11.36,11.36,0,0,29.76,11.36,11.36,39,0,100,,97,48,2.2,9.4,1.8,30,43,43,34,101,101,0.03,0.01,0.04,0.01,,0.01,0.24,0.04,0.15,,9.72,6.06,78.22,0.52,,,,,,,
Allen Lazard,,0,WR,WR2,4700,NYJ,vs BUF,4,21.5,6.8,4.6,13.6,0,0,0,0,0,0,0,0,0,5.58,0.1227,5.58,3.37,44.91,0.58,0,0,0,0,0,0,11.34,11.34,0,1.14,24.94,11.34,11.34,4,0,100,,11,27,2.4,26.4,5.6,34,44,44,38,102,102,,,,,,,,0.13,1.06,,4.86,3.03,39.76,0.35,,,,,,,
Isaiah Likely,,0,TE,TE2,4500,BAL,vs WAS,32,28.75,7.5,7.8,11,0,0,0,0,0,0,0,0,0,4.76,0.1422,4.76,3.41,42.25,0.61,0,0,0,0,0,0,11.3,11.3,0,0.05,26.3,11.3,11.3,25,0,100,,129,4,2.5,4.7,1,11,12,12,40,103,103,,,,,,,,,,,3.78,2.56,30.13,0.34,,,,,,,
Romeo Doubs,,0,WR,WR3,5200,GB,vs ARI,1,26.25,5.8,10.3,7.2,0,0,0,0,0,0,0,0,0,7.06,0.1738,7.06,4.45,49.73,0.3,0,0,0,0,0,0,11.22,11.22,0,2.52,22.82,11.22,11.22,11,0,100,,35,36,2.2,19.9,3.8,29,45,45,33,104,104,,,,,,,,0.03,0.32,,5.38,3.32,37.29,0.32,,,,,,,
Jaxon Smith-Njigba,,0,WR,WR2,6000,SEA,vs SF,29,26.25,5.4,8.8,12.7,0,0,0,0,0,0,0,0,0,7.21,0.1835,7.21,5.09,46.76,0.24,0,0,0,0,0,0,11.21,11.21,0,3.11,22.01,11.21,11.21,35,0,100,,91,44,1.9,10.3,1.7,21,46,46,25,105,105,,,,,,,,,,,6.05,4.18,40.23,0.23,,,,,,,
Dallas Goedert,,0,TE,TE1,5200,PHI,vs CLE,8,25.25,7,10,14.3,0,0,0,0,0,0,0,0,0,6.22,0.1789,6.22,4.64,50.91,0.23,0,0,0,0,0,0,11.11,11.11,0,0.61,25.11,11.11,11.11,41,0,100,,170,32,2.1,0,,5,13,13,33,106,106,,,,,,,,0.01,0.01,,5.34,3.93,46.08,0.26,,,,,,,
Noah Brown,,0,WR,WR2,3900,WAS,@ BAL,3,21.75,6.8,10.8,6.7,0,0,0,0,0,0,0,0,0,6.64,0.167,6.64,4.17,57.34,0.17,0,0,0,0,0,0,10.92,10.92,0,0.72,24.52,10.92,10.92,38,0,100,,95,0,2.8,9.8,2.5,42,47,47,46,107,107,,,,,,,,0.03,0.05,,3.5,2.14,28.59,0.09,,,,,,,
Zach Charbonnet,,0,RB,RB2,5500,SEA,vs SF,6,26.25,6,6.6,14.4,0,0,0,0,0,0.3426,8.29,32.82,0.3,12.14,0.098,3.85,3.19,21.6,0.08,0,0,0,0,0,0,10.91,10.91,0,1.91,22.91,10.91,10.91,40,0,100,,130,29,2,4.5,0.8,24,28,28,30,108,108,,,,,,,,7.24,29.95,0.19,2.95,2.43,16.33,0.05,,,,,,,
Calvin Ridley,,0,WR,WR1,5700,TEN,vs IND,14,22,9.7,14.2,9.3,0,0,0,0,0,0,0,0,0,6.12,0.185,6.12,3.62,47.3,0.37,0,0,0,0,0,0,10.57,10.57,0,0,29.97,10.57,10.57,81,0,100,,163,37,1.9,0.9,0.2,24,48,48,28,109,109,,,,,,,,0.34,1.5,0.01,7.64,4.76,64.27,0.53,,,,,,,
Tyjae Spears,,0,RB,RB2,5100,TEN,vs IND,29,22,4.9,9,8.6,0,0,0,0,0,0.2602,8.47,32.61,0.22,12.51,0.1221,4.04,3.3,23.69,0.05,0,0,0,0,0,0,10.55,10.55,0,3.2,20.35,10.55,10.55,45,0,100,,145,46,2.1,2.7,0.5,28,29,29,34,110,110,,,,,,,,6.05,25.71,0.14,3.9,3.05,21.95,0.05,,,,,,,
Rico Dowdle,,0,RB,RB1,5900,DAL,vs DET,11,28,5.5,5.7,11,0,0,0,0,0,0.3574,10.07,40.98,0.13,12.79,0.0605,2.72,2.07,18.38,0.29,0,0,0,0,0,0,10.53,10.53,0,2.28,21.53,10.53,10.53,26,0,100,,90,0,1.8,10.5,1.8,20,30,30,26,111,111,,,,,,,,5.56,22.44,0.07,1.33,1.04,9.07,0.15,,,,,,,
Gabriel Davis,,0,WR,WR3,4400,JAC,@ CHI,6,21.75,7.9,10.7,5.4,0,0,0,0,0,0,0,0,0,6.2,0.145,6.2,3.2,50.55,0.36,0,0,0,0,0,0,10.42,10.42,0,0,26.22,10.42,10.42,8,0,100,,29,18,2.4,21.5,4.9,37,49,49,41,112,112,,,,,,,,0.03,-0.03,,4.82,2.61,43.12,0.4,,,,,,,
Xavier Legette,,0,WR,WR2,4900,CAR,vs ATL,2,26,6.6,0,8.8,0,0,0,0,0,0,0,0,0,5.83,0.1618,5.83,3.56,46.03,0.36,0,0,0,0,0,0,10.32,10.32,0,0.42,23.52,10.32,10.32,33,0,100,,85,25,2.1,11.3,2.3,32,50,50,36,113,113,,,,,,,,0.5,2.5,,5.25,3.25,37.75,0.25,,,,,,,
Curtis Samuel,,0,WR,WR4,3900,BUF,@ NYJ,25,20.5,6.8,10,2.9,0,0,0,0,0,0,0,0,0,6.98,0.1938,6.98,4.47,41.45,0.28,0,0,0,0,0,0,10.3,10.3,0,0.1,23.9,10.3,10.3,45,0,100,,109,30,2.6,7.4,1.9,42,51,51,46,114,114,,,,,,,,1.31,7.59,0.07,5.26,3.43,36.12,0.23,,,,,,,
Pat Freiermuth,,0,TE,TE1,4300,PIT,@ LV,19,16.75,5.1,7.3,9.8,0,0,0,0,0,0,0,0,0,5.8,0.2058,5.8,4.28,39.74,0.33,0,0,0,0,0,0,10.23,10.23,0,2.58,20.43,10.23,10.23,28,0,100,,137,44,2.4,3.6,0.8,13,14,14,42,115,115,,,,,,,,,,,5.26,3.72,36.49,0.28,,,,,,,
Jerry Jeudy,,0,WR,WR2,5000,CLE,@ PHI,26,16.75,7,8.9,9.7,0,0,0,0,0,0,0,0,0,6.36,0.1641,6.36,3.69,52.73,0.21,0,0,0,0,0,0,10.22,10.22,0,0,24.22,10.22,10.22,60,0,100,,130,33,2,4.5,0.9,31,52,52,35,116,116,,,,,,,,0.1,0.69,,6.27,3.71,52.68,0.19,,,,,,,
Chase Brown,,0,RB,RB2,6100,CIN,@ NYG,10,21,6.8,4.5,11.4,0,0,0,0,0,0.3234,8.29,40.38,0.23,10.66,0.0667,2.37,2.08,16.38,0.17,0,0,0,0,0,0,10.16,10.16,0,0,23.76,10.16,10.16,19,0,100,,68,0,1.7,14.4,2.4,18,31,31,24,117,117,,,,,,,,5,24.06,0.12,1.59,1.41,11.47,0.12,,,,,,,
Braelon Allen,,0,RB,RB2,5300,NYJ,vs BUF,24,21.5,6.1,0,8.3,0,0,0,0,0,0.284,7.82,33.49,0.23,10.59,0.0609,2.77,2.04,18.16,0.26,0,0,0,0,0,0,10.15,10.15,0,1,22.35,10.15,10.15,55,0,100,,164,27,1.9,0.8,0.2,26,32,32,32,118,118,,,,,,,,6.4,28.6,0.2,2.2,1.6,14.4,0.2,,,,,,,
Tyler Conklin,,0,TE,TE1,3600,NYJ,vs BUF,4,21.5,5,7.2,7,0,0,0,0,0,0,0,0,0,6.61,0.1452,6.61,4.52,46.87,0.14,0,0,0,0,0,0,10.05,10.05,0,2.55,20.05,10.05,10.05,31,0,100,,143,25,2.8,3,0.8,20,15,15,49,119,119,,,,,,,,0.04,0.04,,4.44,3.07,30.41,0.09,,,,,,,
