,,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Mac Jones,,0,QB,QB1,4900,NE,vs BUF,2,16.25,6.9,13.9,11.4,1,31.63,216.61,1.08,0.87,0.1151,2.17,5.69,0.01,2.17,0,0,0,0,0,0,0,0,0,0,0,12.74,12.74,0,2.39,26.54,12.74,12.74,0,100,,50,2.6,23,22,22,38,62,62,31.46,20.78,216.38,0.84,2,1.11,82.01,2.89,7.84,0.03,,,,,,,,,,,
George Kittle,,0,TE,TE1,5300,SF,@ MIN,28,25.5,9.7,13.6,9.6,0,0,0,0,0,0,0,0,0,5.53,0.173,5.53,3.96,52.82,0.58,0,0,0,0,0,0,12.72,12.72,0,0,32.12,12.72,12.72,0,100,,28,2.4,4,3,3,34,63,63,,,,,,,,0.12,0.76,,6.45,4.63,60.89,0.37,,,,,,,
Tyson Bagent,,0,QB,QB1,4900,CHI,vs LV,13,17.25,0,0,7.7,1,24.61,180.16,1.09,0.75,0.075,2.01,7.41,0.19,2.01,0,0,0,0,0,0,0,0,0,0,0,12.7,12.7,0,12.7,12.7,12.7,12.7,0,100,,0,2.6,23,23,23,38,64,64,14,10,83,1,1,,56.5,2,4,1,,,,,,,,,,,
Gabriel Davis,,0,WR,WR2,5900,BUF,@ NE,21,24.25,7.4,11.7,13.5,0,0,0,0,0,0,0,0,0,6.12,0.1845,6.12,3.58,55.44,0.59,0,0,0,0,0,0,12.66,12.66,0,1.56,27.46,12.66,12.66,0,100,,27,2.1,22,24,24,28,65,65,,,,,,,,0.04,-0.04,,4.75,2.67,44.71,0.46,,,,,,,
Bijan Robinson,,0,RB,RB1,7300,ATL,@ TB,1,18.25,5.3,0,17,0,0,0,0,0,0.4629,12.24,58,0.08,16.15,0.1504,3.91,3.09,22.11,0.17,0,0,0,0,0,0,12.6,12.6,0,4.65,23.2,12.6,12.6,0,100,,69,1.7,6,17,17,14,66,66,,,,,,,,13.33,66.83,,5.33,4.33,31.5,0.33,,,,,,,
K.J. Osborn,,0,WR,WR1,4600,MIN,vs SF,30,18.5,7.5,9.5,8.4,0,0,0,0,0,0,0,0,0,6.75,0.1761,6.75,4.23,55.04,0.44,0,0,0,0,0,0,12.37,12.37,0,1.12,27.37,12.37,12.37,0,100,,3,2.7,35,25,25,41,67,67,,,,,,,,0.08,0.33,,4.23,2.65,31.65,0.29,,,,,,,
George Pickens,,0,WR,WR1,5500,PIT,@ LAR,16,20.25,7.7,10,16.2,0,0,0,0,0,0,0,0,0,6.78,0.2105,6.78,3.94,64.07,0.3,0,0,0,0,0,0,12.15,12.15,0,0.6,27.55,12.15,12.15,0,100,,32,2.2,26,26,26,32,68,68,,,,,,,,0.18,1.82,0.05,5.68,3.36,54.27,0.27,,,,,,,
Desmond Ridder,,0,QB,QB1,5200,ATL,@ TB,21,18.25,7.6,10.2,16.5,1,26.03,181.06,0.84,0.54,0.1035,2.74,10.63,0.17,2.74,0,0,0,0,0,0,0,0,0,0,0,12.15,12.15,0,0.75,27.35,12.15,12.15,0,100,,46,2.3,20,24,24,35,68,68,31.8,20.3,208.8,0.6,1.9,0.8,50.71,3.6,13.9,0.2,0.1,0.1,-0.6,,,,,,,,
Michael Wilson,,0,WR,WR2,3800,ARI,@ SEA,7,18.75,7.8,0,10.3,0,0,0,0,0,0,0,0,0,4.96,0.1268,4.96,3.85,59.2,0.37,0,0,0,0,0,0,11.99,11.99,0,0.29,27.59,11.99,11.99,0,100,,24,3.2,43,27,27,49,69,69,,,,,,,,,,,3.67,3,52.83,0.33,,,,,,,
Gardner Minshew,,0,QB,QB1,5200,IND,vs CLE,1,19,8.1,8.8,9.4,1,28.32,199.56,0.96,0.58,0.0527,1.34,4.4,0.05,1.34,0,0,0,0,0,0,0,0,0,0,0,11.98,11.98,0,0,28.18,11.98,11.98,0,100,,47,2.3,20,25,25,35,70,70,29.75,18.78,208.72,0.5,2.19,1.31,88.16,3.28,14.69,0.06,0.03,0.03,,,,,,,,,
Javonte Williams,,0,RB,RB1,5400,DEN,vs GB,21,22,6.5,10.7,7.4,0,0,0,0,0,0.5327,14.93,62.9,0.13,18.51,0.1013,3.58,2.74,16.06,0.08,0,0,0,0,0,0,11.9,11.9,0,2.15,24.9,11.9,11.9,0,100,,42,2.2,20,18,18,33,71,71,,,,,,,,11.46,49.88,0.15,3.46,2.69,17.04,0.12,,,,,,,
Mark Andrews,,0,TE,TE1,5700,BAL,vs DET,26,22.25,9,13.3,14.3,0,0,0,0,0,0,0,0,0,6.16,0.2531,6.16,4.16,50.84,0.44,0,0,0,0,0,0,11.88,11.88,0,0,29.88,11.88,11.88,0,100,,32,2.1,3,4,4,30,72,72,,,,,,,,0.06,0.1,,6.61,4.44,56.18,0.45,,,,,,,
Josh Palmer,,0,WR,WR2,4800,LAC,@ KC,6,21.25,6.9,11,8.4,0,0,0,0,0,0,0,0,0,7.42,0.1876,7.42,4.68,54.98,0.26,0,0,0,0,0,0,11.74,11.74,0,1.39,25.54,11.74,11.74,0,100,,20,2.4,33,28,28,39,73,73,,,,,,,,0.06,0.28,,5.11,3.33,37.28,0.22,,,,,,,
Jaleel McLaughlin,,0,RB,RB2,5000,DEN,vs GB,21,22,7.4,0,8.6,0,0,0,0,0,0.2772,7.77,45.89,0.25,10.09,0.0655,2.32,2,13.78,0.37,0,0,0,0,0,0,11.69,11.69,0,0.59,26.49,11.69,11.69,0,100,,14,2.3,24,19,19,37,74,74,,,,,,,,4.83,31.67,0.17,1.67,1.5,9.67,0.33,,,,,,,
Zach Ertz,,0,TE,TE1,3200,ARI,@ SEA,23,18.75,8.4,11.6,7.8,0,0,0,0,0,0,0,0,0,7.82,0.2002,7.82,5.23,47.24,0.29,0,0,0,0,0,0,11.69,11.69,0,0,28.49,11.69,11.69,0,100,,34,3.7,18,5,5,55,74,74,,,,,,,,0.01,0.03,,7.67,5.18,53.11,0.33,,,,,,,
Rondale Moore,,0,WR,WR3,3500,ARI,@ SEA,7,18.75,6.9,11,7.2,0,0,0,0,0,0.1137,2.93,20.8,0.16,9.5,0.168,6.57,4.62,35.18,0.04,0,0,0,0,0,0,11.42,11.42,0,1.07,25.22,11.42,11.42,0,100,,21,3.3,46,29,29,52,75,75,,,,,,,,1.25,6.54,0.04,5.18,3.93,34.29,0.07,,,,,,,
Christian Kirk,,0,WR,WR2,5700,JAC,@ NO,1,19.25,7.8,14.8,14.5,0,0,0,0,0,0,0,0,0,6.76,0.2183,6.76,4.44,52.72,0.28,0,0,0,0,0,0,11.39,11.39,0,0,26.99,11.39,11.39,0,100,,38,2,24,30,30,30,76,76,0.04,0.03,0.41,,,,3.03,0.28,2.01,,6.84,4.47,55.62,0.34,,,,,,,
Bills,,0,DST,DST1,4200,BUF,@ NE,32,16.25,5.9,8.9,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,1.52,0.64,0,0.38,16.25,11.27,11.27,0,2.42,23.07,11.27,11.27,0,100,,21,2.7,1,1,1,45,77,77,,,,,,,,,,,,,,,2.33,0.99,0.56,0.13,0.04,20.26,328.74
Calvin Ridley,,0,WR,WR1,6400,JAC,@ NO,1,19.25,9.5,0,13.6,0,0,0,0,0,0,0,0,0,6.3,0.2036,6.3,3.97,51.89,0.35,0,0,0,0,0,0,11.26,11.26,0,0,30.26,11.26,11.26,0,100,,40,1.8,17,31,31,23,78,78,,,,,,,,0.29,1.31,,7.71,4.98,67.36,0.55,,,,,,,
Jerick McKinnon,,0,RB,RB2,4700,KC,vs LAC,24,26.25,7.9,11.8,5.9,0,0,0,0,0,0.1451,3.35,12.84,0.08,8.29,0.1289,4.94,3.75,30.02,0.44,0,0,0,0,0,0,11.16,11.16,0,0,26.96,11.16,11.16,0,100,,10,2.4,27,20,20,40,79,79,0.01,,,,,,0.42,5.73,22.25,0.15,3.29,2.47,19.37,0.19,,,,,,,
Jakobi Meyers,,0,WR,WR2,6200,LV,@ CHI,23,20.25,6.8,13.2,17.5,0,0,0,0,0,0,0,0,0,6.3,0.2139,6.3,4.26,50.63,0.3,0,0,0,0,0,0,11.12,11.12,0,0.92,24.72,11.12,11.12,0,100,,41,1.8,19,32,32,25,80,80,0.07,0.07,1.52,,,0.03,7.51,0.1,0.12,,6.66,4.57,53.33,0.21,,,,,,,
Rhamondre Stevenson,,0,RB,RB1,5600,NE,vs BUF,8,16.25,8.2,15.1,10.6,0,0,0,0,0,0.4996,9.4,40.05,0.24,14.17,0.1509,4.77,3.49,20.45,0.02,0,0,0,0,0,0,11.1,11.1,0,0,27.5,11.1,11.1,0,100,,35,2,18,21,21,31,81,81,,,,,,,,12.03,53.69,0.34,3.74,2.86,18.71,0.03,,,,,,,
Zay Flowers,,0,WR,WR1,5700,BAL,vs DET,19,22.25,3.4,0,13.2,0,0,0,0,0,0,0,0,0,6.73,0.2766,6.73,4.64,50.39,0.21,0,0,0,0,0,0,10.94,10.94,0,5.84,17.74,10.94,10.94,0,100,,74,1.9,24,33,33,30,82,82,,,,,,,,1,2,,8,5.83,61.17,0.17,,,,,,,
Jaguars,,0,DST,DST1,3300,JAC,@ NO,24,20.25,6.6,8.1,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57,1.29,1.07,0,0.43,20.25,10.87,10.87,0,0.97,24.07,10.87,10.87,0,100,,0,3.3,8,2,2,54,83,83,,,,,,,,,,,,,,,2.24,0.73,0.5,0.22,0.01,23.45,355.7
Rashee Rice,,0,WR,WR4,4700,KC,vs LAC,12,26.25,3.3,0,9.5,0,0,0,0,0,0,0,0,0,5.48,0.143,5.48,3.94,47.23,0.36,0,0,0,0,0,0,10.82,10.82,0,5.87,17.42,10.82,10.82,0,100,,65,2.3,34,34,34,40,84,84,,,,,,,,0.17,-0.5,,4.67,3.5,40.83,0.33,,,,,,,
Sam LaPorta,,0,TE,TE1,5300,DET,@ BAL,15,19.25,5.7,0,13.3,0,0,0,0,0,0,0,0,0,5.81,0.1862,5.81,3.93,44.47,0.39,0,0,0,0,0,0,10.72,10.72,0,2.17,22.12,10.72,10.72,0,100,,57,2,4,6,6,34,85,85,,,,,,,,,,,7,4.83,54.17,0.5,,,,,,,
Michael Thomas,,0,WR,WR2,4900,NO,vs JAC,5,20.25,9.4,17,10.7,0,0,0,0,0,0,0,0,0,5.91,0.2117,5.91,4.41,47.88,0.23,0,0,0,0,0,0,10.58,10.58,0,0,29.38,10.58,10.58,0,100,,50,2.2,32,35,35,38,86,86,,,,,,,,0.02,-0.1,,9.22,7.04,82.27,0.46,,,,,,,
Latavius Murray,,0,RB,RB2,4400,BUF,@ NE,11,24.25,7.8,12.3,6.1,0,0,0,0,0,0.4074,10.93,46.14,0.43,13.43,0.0754,2.5,2,12.64,0.01,0,0,0,0,0,0,10.52,10.52,0,0,26.12,10.52,10.52,0,100,,26,2.4,30,22,22,43,87,87,,,,,,,,11.33,46.8,0.44,2.11,1.68,11.15,0.02,,,,,,,
Tyler Higbee,,0,TE,TE1,3700,LAR,vs PIT,14,23.25,6.6,9.5,7.2,0,0,0,0,0,0,0,0,0,6.49,0.1739,6.49,4.36,43.05,0.28,0,0,0,0,0,0,10.35,10.35,0,0.45,23.55,10.35,10.35,0,100,,12,2.8,13,7,7,50,88,88,,,,,,,,0.01,0.01,,4.57,3.08,31.62,0.19,,,,,,,
A.J. Dillon,,0,RB,RB2,5300,GB,@ DEN,30,23,7.3,9.9,6.2,0,0,0,0,0,0.4463,12.47,49.06,0.44,14.57,0.0639,2.1,1.43,11.72,0.03,0,0,0,0,0,0,10.33,10.33,0,0,24.93,10.33,10.33,0,100,,18,1.9,21,23,23,34,89,89,,,,,,,,10.06,41.85,0.31,1.83,1.4,11.77,0.04,,,,,,,
Cam Akers,,0,RB,RB2,4600,MIN,vs SF,3,18.5,8,10.2,5.6,0,0,0,0,0,0.4955,9.61,41.45,0.29,12.26,0.0692,2.65,2.26,19.05,0.04,0,0,0,0,0,0,10.29,10.29,0,0,26.29,10.29,10.29,0,100,,13,2.2,28,24,24,41,90,90,,,,,,,,11.97,48.58,0.32,1.29,1.03,8.74,0.03,,,,,,,
Chris Olave,!,0,WR,WR1,6300,NO,vs JAC,5,20.25,6.2,13.9,14.2,0,0,0,0,0,0,0,0,0,6.61,0.237,6.61,3.96,50.78,0.19,0,0,0,0,0,0,10.18,10.18,0,0.88,22.58,10.18,10.18,0,100,,56,1.6,18,36,36,24,91,91,,,,,,,,,,,8.19,4.95,69.33,0.24,,,,,,,
James Cook,,0,RB,RB1,6400,BUF,@ NE,11,24.25,6,6.7,12.2,0,0,0,0,0,0.3575,9.59,50.82,0.17,12.31,0.0821,2.72,1.97,17.14,0.06,0,0,0,0,0,0,10.15,10.15,0,1.15,22.15,10.15,10.15,0,100,,27,1.6,13,25,25,23,92,92,,,,,,,,7.45,39.55,0.14,2.32,1.59,14.55,0.05,,,,,,,
Jahmyr Gibbs,!,0,RB,RB2,6300,DET,@ BAL,9,19.25,1.7,0,9.7,0,0,0,0,0,0.3554,9.63,40.93,0.13,13.53,0.1249,3.9,2.96,18.9,0.06,0,0,0,0,0,0,10.08,10.08,0,7.53,13.48,10.08,10.08,0,100,,82,1.6,14,26,26,24,93,93,,,,,,,,9.75,44.75,,4.5,3.5,17.5,,,,,,,,
Jerome Ford,,0,RB,RB1,5100,CLE,@ IND,26,21,9.3,0.6,13.9,0,0,0,0,0,0.4633,12.51,49.03,0.2,14.31,0.0586,1.8,1.43,10.45,0.23,0,0,0,0,0,0,9.96,9.96,0,0,28.56,9.96,9.96,0,100,,8,2,23,27,27,36,94,94,,,,,,,,10.71,40.29,0.14,2.14,1.71,12,0.29,,,,,,,
Cole Kmet,,0,TE,TE1,4200,CHI,vs LV,18,17.25,6,8.7,11.2,0,0,0,0,0,0,0,0,0,5.63,0.2288,5.63,4.02,38.13,0.34,0,0,0,0,0,0,9.87,9.87,0,0.87,21.87,9.87,9.87,0,100,,19,2.4,8,8,8,45,95,95,,,,,,,,0.11,0.13,,4.41,3.02,30.35,0.22,,,,,,,
Jaylen Warren,,0,RB,RB2,5000,PIT,@ LAR,25,20.25,4.1,5.8,10,0,0,0,0,0,0.2397,8.23,35.83,0.08,12.16,0.122,3.93,3.3,24.48,0,0,0,0,0,0,0,9.81,9.81,0,3.66,18.01,9.81,9.81,0,100,,40,2,24,28,28,37,96,96,,,,,,,,5.29,23.95,0.05,2.76,2.33,18.1,,,,,,,,
D'Onta Foreman,,0,RB,RB2,4800,CHI,vs LV,27,17.25,8.3,9.1,6,0,0,0,0,0,0.6591,17.64,76.55,0.34,17.64,0,0,0,0,0,0,0,0,0,0,0,9.7,9.7,0,0,26.3,9.7,9.7,0,100,,3,2,26,29,29,39,97,97,,,,,,,,11.44,49.13,0.26,0.87,0.64,6.92,0.03,,,,,,,
Curtis Samuel,,0,WR,WR3,4000,WAS,@ NYG,18,20.75,6.8,10.4,12.6,0,0,0,0,0,0.0529,1.83,9.44,0.14,6.44,0.1302,4.61,3.25,33.97,0.21,0,0,0,0,0,0,9.69,9.69,0,0,23.29,9.69,9.69,0,100,,34,2.4,41,37,37,47,98,98,,,,,,,,1.48,8.7,0.09,5.34,3.53,38.19,0.25,,,,,,,
Antonio Gibson,,0,RB,RB2,4700,WAS,@ NYG,23,20.75,7.4,11.1,6.2,0,0,0,0,0,0.192,6.64,27.05,0.17,10.24,0.1015,3.6,2.81,22.09,0.12,0,0,0,0,0,0,9.46,9.46,0,0,24.26,9.46,9.46,0,100,,42,2,27,30,30,40,99,99,,,,,,,,11.63,47.98,0.41,3.35,2.69,20.14,0.12,,,,,,,
Pat Freiermuth,!,0,TE,TE1,3900,PIT,@ LAR,7,20.25,4.8,9.9,6.3,0,0,0,0,0,0,0,0,0,5.93,0.1839,5.93,3.98,36.22,0.29,0,0,0,0,0,0,9.34,9.34,0,2.14,18.94,9.34,9.34,0,100,,48,2.4,11,9,9,48,100,100,,,,,,,,,,,5.43,3.74,36.63,0.31,,,,,,,
Jayden Reed,,0,WR,WR3,3700,GB,@ DEN,8,23,5.9,0,9.6,0,0,0,0,0,0,0,0,0,5.72,0.1738,5.72,3.03,42.22,0.34,0,0,0,0,0,0,9.29,9.29,0,0.44,21.09,9.29,9.29,0,100,,39,2.5,44,38,38,50,101,101,,,,,,,,0.2,-0.4,,5.4,2.6,42,0.4,,,,,,,
Jahan Dotson,,0,WR,WR2,4600,WAS,@ NYG,18,20.75,7.1,11.1,6.2,0,0,0,0,0,0,0,0,0,5.74,0.162,5.74,3.23,39.08,0.35,0,0,0,0,0,0,9.24,9.24,0,0,23.44,9.24,9.24,0,100,,25,2,35,39,39,41,102,102,,,,,,,,0.11,-0.39,,5.11,2.89,36.83,0.44,,,,,,,
Logan Thomas,,0,TE,TE1,3500,WAS,@ NYG,8,20.75,5.9,5.9,9.7,0,0,0,0,0,0,0,0,0,5.83,0.1647,5.83,3.97,35.41,0.27,0,0,0,0,0,0,9.13,9.13,0,0.28,20.93,9.13,9.13,0,100,,12,2.6,15,10,10,52,103,103,0.03,0.03,0.65,,,,4.04,0.06,0.11,,4.21,2.79,25.7,0.21,,,,,,,
Dallas Goedert,,0,TE,TE1,4700,PHI,vs MIA,30,26.75,7,12.1,10,0,0,0,0,0,0,0,0,0,5.1,0.1567,5.1,3.74,40.65,0.21,0,0,0,0,0,0,9.07,9.07,0,0,23.07,9.07,9.07,0,100,,31,1.9,6,11,11,40,104,104,,,,,,,,,,,5.19,3.8,44.82,0.27,,,,,,,
Colts,,0,DST,DST1,3400,IND,vs CLE,18,21,5.5,6.4,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,0.92,0.82,0,0.41,21,9.01,9.01,0,0.76,20.01,9.01,9.01,0,100,,23,2.7,7,3,3,53,105,105,,,,,,,,,,,,,,,2.26,0.85,0.61,0.18,0.07,23.23,357.72
Josh Downs,,0,WR,WR2,4500,IND,vs CLE,3,19,4,0,10.3,0,0,0,0,0,0,0,0,0,5.66,0.1999,5.66,3.8,39.87,0.2,0,0,0,0,0,0,8.99,8.99,0,2.99,16.99,8.99,8.99,0,100,,61,2,36,40,40,42,106,106,,,,,,,,,,,6.83,4.67,46,0.17,,,,,,,
Zay Jones,!,0,WR,WR3,4000,JAC,@ NO,1,19.25,7.4,12.8,9.3,0,0,0,0,0,0,0,0,0,6.3,0.2037,6.3,3.61,36.99,0.27,0,0,0,0,0,0,8.93,8.93,0,0,23.73,8.93,8.93,0,100,,0,2.2,41,41,41,47,107,107,0.02,0.01,0.32,,,,1.34,0.09,0.27,,5.04,2.92,31.17,0.2,,,,,,,
Romeo Doubs,,0,WR,WR2,4900,GB,@ DEN,8,23,6.8,7.9,12.4,0,0,0,0,0,0,0,0,0,6.01,0.1827,6.01,3.56,36.16,0.29,0,0,0,0,0,0,8.92,8.92,0,0,22.52,8.92,8.92,0,100,,25,1.8,32,42,42,38,108,108,,,,,,,,0.06,0.61,,5.78,3.5,36.28,0.33,,,,,,,
Alexander Mattison,,0,RB,RB1,5500,MIN,vs SF,3,18.5,7.1,5.2,11.9,0,0,0,0,0,0.4201,8.15,33.06,0.17,10.96,0.0732,2.81,2.11,15.21,0.14,0,0,0,0,0,0,8.8,8.8,0,0,23,8.8,8.8,0,100,,0,1.6,19,31,31,32,109,109,,,,,,,,7.34,30.04,0.16,1.7,1.33,9.55,0.07,,,,,,,
Drake London,,0,WR,WR1,5100,ATL,@ TB,29,18.25,6.7,10.9,12.5,0,0,0,0,0,0,0,0,0,5.6,0.2152,5.6,3.52,42.05,0.17,0,0,0,0,0,0,8.75,8.75,0,0,22.15,8.75,8.75,0,100,,41,1.7,30,43,43,36,110,110,0.04,0.04,0.96,,,,7.7,,,,6.91,4.26,51.96,0.26,,,,,,,
Buccaneers,,0,DST,DST1,3600,TB,vs ATL,29,18.25,6,6.1,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,1.09,1.09,0,0.12,18.25,8.73,8.73,0,0,20.73,8.73,8.73,0,100,,14,2.4,5,4,4,51,111,111,,,,,,,,,,,,,,,2.5,0.81,0.7,0.17,0.01,23.55,353.02
Kareem Hunt,!,0,RB,RB2,5000,CLE,@ IND,26,21,9.7,7.5,7.6,0,0,0,0,0,0.2722,7.35,30.84,0.24,9.71,0.0768,2.36,1.89,15.82,0.11,0,0,0,0,0,0,8.66,8.66,0,0,28.06,8.66,8.66,0,100,,32,1.7,24,32,32,37,112,112,,,,,,,,11.61,51.64,0.41,3.43,2.74,23.21,0.21,,,,,,,
Evan Engram,,0,TE,TE1,4500,JAC,@ NO,11,19.25,7,10.8,11,0,0,0,0,0,0,0,0,0,5.7,0.1843,5.7,3.93,38.08,0.15,0,0,0,0,0,0,8.64,8.64,0,0,22.64,8.64,8.64,0,100,,33,1.9,7,12,12,42,113,113,,,,,,,,0.18,1.06,0.01,6.49,4.22,44.26,0.23,,,,,,,
Steelers,,0,DST,DST1,3100,PIT,@ LAR,15,23.25,6.2,6.2,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,1.18,0.65,0.11,0.21,23.25,8.59,8.59,0,0,20.99,8.59,8.59,0,100,,23,2.8,10,5,5,56,114,114,,,,,,,,,,,,,,,3,0.94,0.6,0.13,0.04,20.52,336.11
Saints,,0,DST,DST1,3200,NO,vs JAC,5,19.25,6.1,6.2,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,1.25,0.21,0,0.31,19.25,8.58,8.58,0,0,20.78,8.58,8.58,0,100,,13,2.7,9,6,6,55,115,115,,,,,,,,,,,,,,,2.6,0.83,0.55,0.13,0.02,22.32,347.31
David Njoku,,0,TE,TE1,3400,CLE,@ IND,1,21,5.9,10.2,6.8,0,0,0,0,0,0,0,0,0,4.92,0.1602,4.92,3.34,36.59,0.26,0,0,0,0,0,0,8.56,8.56,0,0,20.36,8.56,8.56,0,100,,21,2.5,16,13,13,53,116,116,,,,,,,,0.05,-0.08,,4.33,2.85,32.2,0.24,,,,,,,
Seahawks,,0,DST,DST1,3200,SEA,vs ARI,27,18.75,5.3,6.5,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,0.83,0.47,0,0.23,18.75,8.52,8.52,0,0.57,19.12,8.52,8.52,0,100,,28,2.7,9,7,7,55,117,117,,,,,,,,,,,,,,,2.48,0.78,0.61,0.15,0.05,21.14,352.42
Kendrick Bourne,,0,WR,WR1,4400,NE,vs BUF,10,16.25,6,5.7,11.8,0,0,0,0,0,0,0,0,0,4.84,0.1529,4.84,3.23,39.53,0.22,0,0,0,0,0,0,8.5,8.5,0,0,20.5,8.5,8.5,0,100,,21,1.9,37,44,44,43,118,118,0.01,0.01,0.26,,,0.01,1.62,0.19,1.71,,3.98,2.66,34.67,0.2,,,,,,,
Tutu Atwell,,0,WR,WR3,4300,LAR,vs PIT,4,23.25,6.1,5.3,12.3,0,0,0,0,0,0,0,0,0,5.38,0.144,5.38,3.09,38.84,0.24,0,0,0,0,0,0,8.41,8.41,0,0,20.61,8.41,8.41,0,100,,0,2,38,45,45,44,119,119,,,,,,,,0.46,2.54,0.04,3.17,1.79,25.29,0.13,,,,,,,
Rashid Shaheed,,0,WR,WR3,3800,NO,vs JAC,5,20.25,5.7,9.1,9.9,0,0,0,0,0,0,0,0,0,3.84,0.1375,3.84,2.66,44.19,0.22,0,0,0,0,0,0,8.4,8.4,0,0,19.8,8.4,8.4,0,100,,39,2.2,43,46,46,49,120,120,,,,,,,,0.53,5.06,0.06,3.59,2.59,46.24,0.24,,,,,,,
Allen Robinson,,0,WR,WR2,3600,PIT,@ LAR,16,20.25,8.9,8.5,6.1,0,0,0,0,0,0,0,0,0,5.62,0.1744,5.62,3.36,38.17,0.2,0,0,0,0,0,0,8.38,8.38,0,0,26.18,8.38,8.38,0,100,,35,2.3,45,47,47,51,121,121,,,,,,,,0.03,0.1,,8.05,4.73,60.35,0.39,,,,,,,
Dawson Knox,,0,TE,TE1,2900,BUF,@ NE,22,24.25,5.5,9,4.9,0,0,0,0,0,0,0,0,0,4.6,0.1386,4.6,2.96,30.86,0.37,0,0,0,0,0,0,8.27,8.27,0,0.02,19.27,8.27,8.27,0,100,,29,2.9,21,14,14,58,122,122,,,,,,,,0.02,0.21,,4.05,2.6,29.94,0.33,,,,,,,
Gerald Everett,,0,TE,TE1,3800,LAC,@ KC,24,21.25,5,9.3,6.9,0,0,0,0,0,0,0,0,0,4.95,0.1251,4.95,3.45,32.94,0.24,0,0,0,0,0,0,8.18,8.18,0,0.68,18.18,8.18,8.18,0,100,,26,2.2,12,15,15,49,123,123,,,,,,,,0.12,0.6,0.01,4.11,2.75,28.01,0.19,,,,,,,
Packers,,0,DST,DST1,3700,GB,@ DEN,20,22,5.3,6.8,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,1.27,0.34,0,0.34,22,8.16,8.16,0,0.21,18.76,8.16,8.16,0,100,,17,2.2,4,8,8,50,124,124,,,,,,,,,,,,,,,2.46,0.86,0.46,0.1,0.01,22.2,350.09
Darren Waller,,0,TE,TE1,5000,NYG,vs WAS,31,18.75,9.2,10.6,9.4,0,0,0,0,0,0,0,0,0,4.85,0.1758,4.85,3.35,37.65,0.17,0,0,0,0,0,0,8.14,8.14,0,0,26.54,8.14,8.14,0,100,,25,1.6,5,16,16,37,125,125,,,,,,,,0.04,0.37,,6.59,4.59,54.31,0.27,,,,,,,
Greg Dulcich,!,0,TE,TE1,2500,DEN,vs GB,9,22,4.8,8.6,2.7,0,0,0,0,0,0,0,0,0,5.64,0.1595,5.64,3.31,35.42,0.2,0,0,0,0,0,0,8.05,8.05,0,0.85,17.65,8.05,8.05,0,100,,37,3.2,25,17,17,62,126,126,,,,,,,,,,,4.92,3,36.33,0.17,,,,,,,
Donovan Peoples-Jones,,0,WR,WR3,3200,CLE,@ IND,27,21,6.8,10.1,2.7,0,0,0,0,0,0,0,0,0,4.66,0.1517,4.66,2.66,40.6,0.21,0,0,0,0,0,0,7.98,7.98,0,0,21.58,7.98,7.98,0,100,,11,2.5,49,48,48,55,127,127,,,,,,,,0.02,0.04,,4.02,2.45,38.62,0.17,,,,,,,
Jaxon Smith-Njigba,,0,WR,WR3,3900,SEA,vs ARI,13,25.75,2.7,0,5.4,0,0,0,0,0,0,0,0,0,6.13,0.166,6.13,3.84,33.57,0.11,0,0,0,0,0,0,7.86,7.86,0,3.81,13.26,7.86,7.86,0,100,,50,2,42,49,49,48,128,128,,,,,,,,,,,5,3.2,22,,,,,,,,
Olamide Zaccheaus,,0,WR,WR3,3000,PHI,vs MIA,22,26.75,5.6,6.9,5.8,0,0,0,0,0,0,0,0,0,4.61,0.1416,4.61,2.72,36.21,0.25,0,0,0,0,0,0,7.84,7.84,0,0,19.04,7.84,7.84,0,100,,8,2.6,51,50,50,57,129,129,,,,,,,,0.08,0.19,,3.29,2.04,29.21,0.19,,,,,,,
Gus Edwards,,0,RB,RB1,4800,BAL,vs DET,20,22.25,5.4,6.7,6.8,0,0,0,0,0,0.4245,12.88,62.12,0.27,12.88,0,0,0,0,0,0,0,0,0,0,0,7.83,7.83,0,0,18.63,7.83,7.83,0,100,,26,1.6,26,33,33,39,130,130,,,,,,,,9.76,48.93,0.24,0.51,0.36,3.51,,,,,,,,
