,,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Will Dissly,,0,TE,TE3,2600,SEA,vs ARI,16,25.75,5.3,5.8,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,9,0,24,46,46,61,241,241,,,,,,,,0.02,0.13,,2.5,2.07,23.3,0.21,,,,,,,
Josiah Deguara,,0,TE,TE2,2600,GB,@ DEN,32,23,3.6,2.7,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,24,46,46,61,241,241,,,,,,,,,,,2.04,1.64,15.32,0.07,,,,,,,
Mo Alie-Cox,,0,TE,TE3,2500,IND,vs CLE,2,19,5,3.9,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,46,46,62,241,241,,,,,,,,,,,2.1,1.37,17.79,0.18,,,,,,,
Will Mallory,,0,TE,TE4,2500,IND,vs CLE,2,19,3.5,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,46,46,62,241,241,,,,,,,,,,,1.5,1,24.5,,,,,,,,
Jordan Akins,,0,TE,TE3,2500,CLE,@ IND,1,21,4.8,7.8,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,8,0,25,46,46,62,241,241,,,,,,,,0.03,0.1,,3.04,2.11,24.32,0.11,,,,,,,
Pharaoh Brown,,0,TE,TE3,2500,NE,vs BUF,5,16.25,3.8,3,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,46,46,62,241,241,,,,,,,,,,,2.24,1.59,16.59,0.09,,,,,,,
Quintin Morris,!,0,TE,TE3,2500,BUF,@ NE,22,24.25,3.3,2.7,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,46,46,62,241,241,,,,,,,,,,,1.33,1,11,0.22,,,,,,,
Cole Turner,,0,TE,TE3,2500,WAS,@ NYG,8,20.75,2.5,0.9,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,46,46,62,241,241,,,,,,,,,,,2.1,1,10.5,,,,,,,,
Curtis Hodges,,0,TE,TE4,2500,WAS,@ NYG,8,20.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,25,46,46,62,241,241,,,,,,,,,,,,,,,,,,,,,
Lawrence Cager,,0,TE,TE3,2500,NYG,vs WAS,31,18.75,4.6,5.1,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,46,46,62,241,241,,,,,0.11,,,,,,3,1.89,18.89,0.11,,,,,,,
Ko Kieft,,0,TE,TE2,2500,TB,vs ATL,3,20.25,2.1,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,46,46,62,241,241,,,,,,,,,,,1.3,0.7,8,0.1,,,,,,,
David Wells,,0,TE,TE4,2500,TB,vs ATL,3,20.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,46,46,62,241,241,,,,,,,,,,,2,2,-10,,,,,,,,
Payne Durham,,0,TE,TE3,2500,TB,vs ATL,3,20.25,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,46,46,62,241,241,,,,,,,,,,,1,1,8,,,,,,,,
MyCole Pruitt,,0,TE,TE3,2500,ATL,@ TB,29,18.25,3.2,5.5,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,11,0,25,46,46,62,241,241,,,,,,,,,,,1.63,1.2,12.36,0.19,,,,,,,
John FitzPatrick,,0,TE,TE4,2500,ATL,@ TB,29,18.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,46,46,62,241,241,,,,,,,,,,,,,,,,,,,,,
Connor Heyward,,0,TE,TE3,2500,PIT,@ LAR,7,20.25,2.7,4.8,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,37,0,25,46,46,62,241,241,,,,,,,,0.2,0.6,,2.4,1.7,19.3,0.1,,,,,,,
Rodney Williams,,0,TE,TE4,2500,PIT,@ LAR,7,20.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,25,46,46,62,241,241,,,,,,,,,,,,,,,,,,,,,
Davis Allen,,0,TE,TE3,2500,LAR,vs PIT,14,23.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,25,46,46,62,241,241,,,,,,,,,,,,,,,,,,,,,
Brady Russell,,0,TE,TE4,2500,SEA,vs ARI,16,25.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,46,46,62,241,241,,,,,,,,,,,,,,,,,,,,,
Geoff Swaim,,0,TE,TE3,2500,ARI,@ SEA,23,18.75,3.6,2.2,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,3,0,25,46,46,62,241,241,,,,,,,,,,,2.26,1.76,13.34,0.1,,,,,,,
Tucker Kraft,,0,TE,TE3,2500,GB,@ DEN,32,23,1.2,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,46,46,62,241,241,,,,,,,,,,,1,1,2.5,,,,,,,,
Ben Sims,,0,TE,TE4,2500,GB,@ DEN,32,23,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,46,46,62,241,241,,,,,,,,,,,1,1,12,,,,,,,,
Chris Manhertz,,0,TE,TE3,2500,DEN,vs GB,9,22,2.4,1.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,46,46,62,241,241,,,,,,,,,,,1.22,0.78,8.28,0.06,,,,,,,
Nate Adkins,,0,TE,TE4,2500,DEN,vs GB,9,22,1.2,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,25,0,25,46,46,62,241,241,,,,,,,,,,,1.33,1,6.33,,,,,,,,
Stone Smartt,,0,TE,TE3,2500,LAC,@ KC,24,21.25,1.1,1.9,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,39,0,25,46,46,62,241,241,,,,,,,,,,,1.4,1,8.2,,,,,,,,
Tre' McKitty,,0,TE,TE4,2500,LAC,@ KC,24,21.25,1.9,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,46,46,62,241,241,,,,,,,,,,,1.73,1.07,7.8,,,,,,,,
Blake Bell,,0,TE,TE3,2500,KC,vs LAC,12,26.25,2.6,5,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,46,46,62,241,241,,,,,,,,0.08,0.19,,1.56,1.02,10.58,0.05,,,,,,,
Luke Farrell,,0,TE,TE3,2500,JAC,@ NO,11,19.25,0.8,2,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,56,0,25,46,46,62,241,241,,,,,,,,,,,1.27,1,8.4,,,,,,,,
Jimmy Graham,,0,TE,TE4,2500,NO,vs JAC,6,20.25,6.7,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,26,0,25,46,46,62,241,241,,,,,,,,0.01,,,4.93,3.16,36.38,0.33,,,,,,,
Jack Stoll,,0,TE,TE2,2500,PHI,vs MIA,30,26.75,1.7,2.6,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,15,0,25,46,46,62,241,241,,,,,,,,,,,1.38,1.06,9.69,,,,,,,,
Grant Calcaterra,,0,TE,TE3,2500,PHI,vs MIA,30,26.75,2,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,23,0,25,46,46,62,241,241,,,,,,,,,,,1.8,1,16.2,,,,,,,,
Albert Okwuegbunam,,0,TE,TE4,2500,PHI,vs MIA,30,26.75,4.5,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,21,0,25,46,46,62,241,241,,,,,,,,,,,3.17,2.35,23.74,0.17,,,,,,,
Julian Hill,,0,TE,TE2,2500,MIA,@ PHI,27,24.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,46,46,62,241,241,,,,,,,,,,,1,,,,,,,,,,
Tyler Kroft,,0,TE,TE3,2500,MIA,@ PHI,27,24.75,5.3,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,46,46,62,241,241,,,,,,,,,,,2.55,1.69,17.44,0.21,,,,,,,
Elijah Higgins,!,0,TE,TE4,2500,ARI,@ SEA,23,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,25,46,46,62,241,241,,,,,,,,,,,,,,,,,,,,,
Charlie Woerner,,0,TE,TE2,2500,SF,@ MIN,28,25.5,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,46,46,62,241,241,,,,,,,,,,,0.6,0.4,4.4,,,,,,,,
Ross Dwelley,,0,TE,TE3,2500,SF,@ MIN,28,25.5,4,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,7,0,25,46,46,62,241,241,,,,,,,,,,,2.03,1.48,17.45,0.17,,,,,,,
Brayden Willis,,0,TE,TE4,2500,SF,@ MIN,28,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,46,46,62,241,241,,,,,,,,,,,,,,,,,,,,,
Johnny Mundt,,0,TE,TE3,2500,MIN,vs SF,13,18.5,2.1,3,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,9,0,25,46,46,62,241,241,,,,,,,,,,,1.35,1.15,9.35,0.04,,,,,,,
Nick Muse,,0,TE,TE4,2500,MIN,vs SF,13,18.5,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,25,46,46,62,241,241,,,,,,,,,,,,,,,,,,,,,
Charlie Kolar,,0,TE,TE3,2500,BAL,vs DET,26,22.25,4.4,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,46,46,62,241,241,,,,,,,,,,,3.5,2,24.5,,,,,,,,
James Mitchell,!,0,TE,TE3,2500,DET,@ BAL,15,19.25,3.9,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,19,0,25,46,46,62,241,241,,,,,,,,,,,1.38,1.38,14.13,0.13,,,,,,,
Darrell Daniels,,0,TE,TE4,2500,DET,@ BAL,15,19.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,46,46,62,241,241,,,,,,,,,,,1.14,0.45,4.21,0.03,,,,,,,
Jesper Horsted,,0,TE,TE3,2500,LV,@ CHI,4,20.25,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,46,46,62,241,241,,,,,,,,,,,1.13,0.87,8.47,0.2,,,,,,,
Marcedes Lewis,,0,TE,TE3,2500,CHI,vs LV,18,17.25,3.9,4.4,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,25,46,46,62,241,241,,,,,,,,,,,2.2,1.36,14.7,0.14,,,,,,,
