,,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Brian Robinson,,0,RB,RB1,5700,WAS,@ ATL,2,20.75,6.8,9.6,14.2,0,0,0,0,0,0.5782,20.48,82.18,0.46,22.26,0.0506,1.78,1.37,11.9,0.13,0,0,0,0,0,0,14.32,14.32,0,4.12,27.92,14.32,14.32,0,100,,38,2.5,22,17,17,33,65,65,,,,,,,,16,62.82,0.29,1.35,1.06,8.71,0.12,,,,,,,
Nico Collins,,0,WR,WR1,5600,HOU,vs NO,1,20.75,7.9,9.7,19.1,0,0,0,0,0,0,0,0,0,7.73,0.2102,7.73,4.73,72.11,0.38,0,0,0,0,0,0,14.22,14.22,0,2.37,30.02,14.22,14.22,0,100,,17,2.5,28,20,20,34,66,66,,,,,,,,,,,5.62,3.28,48.07,0.21,,,,,,,
Brandon Aiyuk,,0,WR,WR2,6200,SF,@ CLE,4,22.25,7.9,13.6,19.2,0,0,0,0,0,0,0,0,0,6.5,0.2293,6.5,4.48,66.87,0.49,0,0,0,0,0,0,14.11,14.11,0,2.26,29.91,14.11,14.11,0,100,,41,2.3,22,21,21,28,67,67,,,,,,,,0.26,2.34,0.04,6.44,4.3,59.34,0.4,,,,,,,
DeAndre Hopkins,,0,WR,WR1,6000,TEN,vs BAL,21,18.75,8.8,17.6,12.9,0,0,0,0,0,0,0,0,0,8.13,0.2874,8.13,5.07,66.4,0.4,0,0,0,0,0,0,14.11,14.11,0,0.91,31.71,14.11,14.11,0,100,,53,2.4,24,21,21,30,67,67,0.02,0.01,0.05,0.01,,0.01,0.25,0.03,0.1,,10.11,6.37,81.72,0.52,,,,,,,
Gabriel Davis,,0,WR,WR2,5900,BUF,vs NYG,20,29.25,7.5,11.7,15.4,0,0,0,0,0,0,0,0,0,6.76,0.1855,6.76,3.9,61.94,0.65,0,0,0,0,0,0,13.99,13.99,0,2.74,28.99,13.99,13.99,0,100,,26,2.4,25,22,22,31,68,68,,,,,,,,0.04,-0.04,,4.76,2.67,45.18,0.47,,,,,,,
DK Metcalf,,0,WR,WR1,6800,SEA,@ CIN,18,20.75,8.3,13.8,15,0,0,0,0,0,0,0,0,0,7.46,0.2407,7.46,4.79,62.98,0.48,0,0,0,0,0,0,13.97,13.97,0,1.52,30.57,13.97,13.97,0,100,,44,2.1,16,23,23,22,69,69,,,,,,,,0.04,0.24,,7.44,4.65,65.35,0.53,,,,,,,
Zay Flowers,,0,WR,WR1,5600,BAL,@ TEN,17,23.75,3.2,0,12.4,0,0,0,0,0,0,0,0,0,8.81,0.2745,8.81,5.98,67.53,0.18,0,0,0,0,0,0,13.81,13.81,0,9.01,20.21,13.81,13.81,0,100,,74,2.5,28,24,24,34,70,70,,,,,,,,1,2.2,,8,5.8,63.4,,,,,,,,
Deebo Samuel,,0,WR,WR1,6100,SF,@ CLE,4,22.25,8.7,13.3,14.7,0,0,0,0,0,0.0979,2.52,15.8,0.25,8.45,0.2094,5.93,3.84,55.94,0.21,0,0,0,0,0,0,13.77,13.77,0,0.72,31.17,13.77,13.77,0,100,,44,2.3,23,25,25,29,71,71,0.03,0.02,0.41,,,0.02,3.35,2.46,16.41,0.25,6.59,4.29,62.02,0.22,,,,,,,
Mac Jones,,0,QB,QB1,5000,NE,@ LV,15,19.75,6.9,13.9,12.3,1,32.88,218.56,1.22,0.87,0.1137,2.95,7.81,0.02,2.95,0,0,0,0,0,0,0,0,0,0,0,13.65,13.65,0,3.3,27.45,13.65,13.65,0,100,,51,2.7,25,27,27,40,72,72,31.42,20.69,216.83,0.83,1.97,1.14,82.19,2.94,8.08,0.03,,,,,,,,,,,
Rhamondre Stevenson,,0,RB,RB1,5400,NE,@ LV,24,19.75,8.3,15.1,9.1,0,0,0,0,0,0.4994,12.95,54.45,0.27,18.24,0.1609,5.29,3.81,23.79,0.04,0,0,0,0,0,0,13.49,13.49,0,1.04,30.09,13.49,13.49,0,100,,34,2.5,25,18,18,36,73,73,,,,,,,,12.09,53.91,0.32,3.68,2.79,18.56,0.03,,,,,,,
Tyler Lockett,,0,WR,WR2,5700,SEA,@ CIN,18,20.75,9.8,15.5,11.7,0,0,0,0,0,0,0,0,0,6.62,0.2136,6.62,4.65,58.25,0.47,0,0,0,0,0,0,13.3,13.3,0,0,32.9,13.3,13.3,0,100,,26,2.3,27,26,26,33,74,74,,,,,,,,0.3,1.96,0.01,5.9,4.2,56.04,0.43,,,,,,,
Sam LaPorta,!,0,TE,TE1,5600,DET,@ TB,28,22.75,5.6,0,14.4,0,0,0,0,0,0,0,0,0,6.48,0.1966,6.48,4.88,53.24,0.51,0,0,0,0,0,0,13.26,13.26,0,4.86,24.46,13.26,13.26,0,100,,61,2.4,3,4,4,34,75,75,,,,,,,,,,,6.2,5,57.8,0.6,,,,,,,
Tee Higgins,!,0,WR,WR2,6400,CIN,vs SEA,5,23.75,9.6,16.6,9.2,0,0,0,0,0,0,0,0,0,7.91,0.2235,7.91,4.67,59.46,0.43,0,0,0,0,0,0,13.2,13.2,0,0,32.4,13.2,13.2,0,100,,36,2.1,20,27,27,26,76,76,,,,,,,,0.11,0.6,,7.64,4.83,67.17,0.45,,,,,,,
Rachaad White,,0,RB,RB1,5500,TB,vs DET,20,19.75,5.8,9.1,11.8,0,0,0,0,0,0.6353,14.82,52.63,0.14,19.18,0.1122,4.36,4.04,22.93,0.12,0,0,0,0,0,0,13.16,13.16,0,4.46,24.76,13.16,13.16,0,100,,40,2.4,24,19,19,35,77,77,,,,,,,,9.6,34.35,0.1,3.55,3.15,18.8,0.1,,,,,,,
Zach Wilson,,0,QB,QB1,4900,NYJ,vs PHI,29,18.25,6.6,12.5,11.3,1,30.67,206.65,0.97,0.94,0.1182,2.64,13.58,0.1,2.64,0,0,0,0,0,0,0,0,0,0,0,13.16,13.16,0,3.26,26.36,13.16,13.16,0,100,,47,2.7,26,28,28,41,77,77,28.67,16.15,182.7,0.85,3,0.7,71.7,2.67,13.7,0.19,0.07,0.04,0.07,0.04,,,,,,,
Jordan Addison,,0,WR,WR2,5700,MIN,@ CHI,13,23.25,6.6,0,12.4,0,0,0,0,0,0,0,0,0,6.52,0.1799,6.52,4.14,56.69,0.54,0,0,0,0,0,0,13.05,13.05,0,3.15,26.25,13.05,13.05,0,100,,47,2.3,27,28,28,33,78,78,,,,,,,,,,,5.8,3.8,49.8,0.6,,,,,,,
Evan Engram,,0,TE,TE1,4500,JAC,vs IND,1,23.25,7.1,10.8,11,0,0,0,0,0,0,0,0,0,8.58,0.2299,8.58,5.83,57.19,0.25,0,0,0,0,0,0,13.05,13.05,0,2.4,27.25,13.05,13.05,0,100,,32,2.9,9,5,5,45,78,78,,,,,,,,0.18,1.07,0.01,6.48,4.18,44.3,0.23,,,,,,,
DeVonta Smith,,0,WR,WR2,7000,PHI,@ NYJ,2,24.25,8.7,15.9,13.4,0,0,0,0,0,0,0,0,0,7.12,0.2249,7.12,4.77,60.12,0.36,0,0,0,0,0,0,12.94,12.94,0,0,30.34,12.94,12.94,0,100,,36,1.8,14,29,29,20,79,79,,,,,,,,,,,7.03,4.67,61.59,0.36,,,,,,,
Garrett Wilson,,0,WR,WR1,6000,NYJ,vs PHI,27,18.25,8.1,13.3,12.8,0,0,0,0,0,0,0,0,0,9.42,0.3072,9.42,5.21,62.11,0.25,0,0,0,0,0,0,12.92,12.92,0,0.77,29.12,12.92,12.92,0,100,,39,2.2,24,30,30,30,80,80,0.05,,,,,,,0.18,0.18,,8.64,4.86,62.82,0.27,,,,,,,
Michael Thomas,,0,WR,WR2,4900,NO,@ HOU,7,21.75,9.4,17,10.9,0,0,0,0,0,0,0,0,0,7.07,0.2325,7.07,5.3,57.44,0.31,0,0,0,0,0,0,12.9,12.9,0,0,31.7,12.9,12.9,0,100,,50,2.6,35,31,31,41,81,81,,,,,,,,0.02,-0.1,,9.23,7.06,82.72,0.46,,,,,,,
Jerick McKinnon,,0,RB,RB2,4800,KC,vs DEN,30,28.75,8,11.8,6,0,0,0,0,0,0.1588,3.7,14.12,0.09,9.31,0.1389,5.61,4.28,35.24,0.51,0,0,0,0,0,0,12.82,12.82,0,0.82,28.82,12.82,12.82,0,100,,9,2.7,31,20,20,42,82,82,0.01,,,,,,0.42,5.79,22.49,0.15,3.28,2.47,19.36,0.19,,,,,,,
Brandin Cooks,,0,WR,WR2,4600,DAL,@ LAC,3,25.75,9.1,11.4,4.2,0,0,0,0,0,0,0,0,0,7.13,0.1968,7.13,4.47,58.9,0.37,0,0,0,0,0,0,12.58,12.58,0,0,30.78,12.58,12.58,0,100,,36,2.7,38,32,32,44,83,83,,,,,,,,0.35,1.91,0.01,7.33,4.69,65.31,0.36,,,,,,,
Cole Kmet,,0,TE,TE1,4600,CHI,vs MIN,25,20.25,6,8.7,12.8,0,0,0,0,0,0,0,0,0,6.86,0.2562,6.86,4.91,46.85,0.49,0,0,0,0,0,0,12.54,12.54,0,3.54,24.54,12.54,12.54,0,100,,20,2.7,8,6,6,44,84,84,,,,,,,,0.11,0.13,,4.43,3.04,30.75,0.23,,,,,,,
Zach Ertz,,0,TE,TE1,3600,ARI,@ LAR,7,20.25,8.4,11.6,8.5,0,0,0,0,0,0,0,0,0,8.2,0.2097,8.2,5.52,50.19,0.33,0,0,0,0,0,0,12.52,12.52,0,0,29.32,12.52,12.52,0,100,,34,3.5,15,7,7,54,85,85,,,,,,,,0.01,0.03,,7.69,5.21,53.37,0.33,,,,,,,
Bills,,0,DST,DST1,3700,BUF,vs NYG,30,14.25,6,8.9,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98,1.59,0.93,0,0.39,14.25,12.36,12.36,0,3.36,24.36,12.36,12.36,0,100,,20,3.3,4,1,1,53,86,86,,,,,,,,,,,,,,,2.32,1,0.57,0.13,0.04,20.35,328.83
Desmond Ridder,,0,QB,QB1,5000,ATL,vs WAS,30,21.75,7.5,10.2,15.4,1,25.14,174.49,0.77,0.31,0.1078,3.49,12.21,0.23,3.49,0,0,0,0,0,0,0,0,0,0,0,12.35,12.35,0,1.1,27.35,12.35,12.35,0,100,,43,2.5,25,29,29,40,87,87,30.11,19.44,197.89,0.33,1.78,0.67,48.96,3.78,13.44,0.22,0.11,0.11,-0.67,,,,,,,,
K.J. Osborn,,0,WR,WR1,4400,MIN,@ CHI,13,23.25,7.6,9.5,8.3,0,0,0,0,0,0,0,0,0,6.69,0.1844,6.69,4.13,52.93,0.47,0,0,0,0,0,0,12.24,12.24,0,0.84,27.44,12.24,12.24,0,100,,1,2.8,40,33,33,46,88,88,,,,,,,,0.09,0.34,,4.21,2.62,31.3,0.3,,,,,,,
Chuba Hubbard,,0,RB,RB1,4300,CAR,@ MIA,14,16.75,5.8,6.5,6.6,0,0,0,0,0,0.6317,15.6,67.8,0.26,18.29,0.0829,2.69,2.15,16.3,0.02,0,0,0,0,0,0,12.24,12.24,0,3.54,23.84,12.24,12.24,0,100,,24,2.8,36,21,21,47,88,88,,,,,,,,8.63,35.2,0.2,1.94,1.46,11.49,0.03,,,,,,,
Rashee Rice,,0,WR,WR4,4100,KC,vs DEN,11,28.75,3.5,0,9.2,0,0,0,0,0,0,0,0,0,6.48,0.1606,6.48,4.33,48.32,0.47,0,0,0,0,0,0,11.98,11.98,0,6.73,18.98,11.98,11.98,0,100,,62,2.9,43,34,34,49,89,89,,,,,,,,0.2,-0.6,,4.8,3.4,34.6,0.4,,,,,,,
Chris Olave,,0,WR,WR1,6600,NO,@ HOU,7,21.75,6.3,13.9,13.8,0,0,0,0,0,0,0,0,0,7.79,0.2559,7.79,4.64,58.63,0.24,0,0,0,0,0,0,11.94,11.94,0,2.49,24.54,11.94,11.94,0,100,,55,1.8,18,35,35,24,90,90,,,,,,,,,,,8.1,4.85,68,0.25,,,,,,,
Latavius Murray,,0,RB,RB2,4600,BUF,vs NYG,26,29.25,7.8,12.3,6.4,0,0,0,0,0,0.405,11.79,50,0.49,14.73,0.0807,2.94,2.33,14.64,0.02,0,0,0,0,0,0,11.85,11.85,0,0.15,27.45,11.85,11.85,0,100,,26,2.6,33,22,22,44,91,91,,,,,,,,11.33,46.81,0.44,2.12,1.69,11.24,0.02,,,,,,,
Adam Thielen,,0,WR,WR1,5900,CAR,@ MIA,24,16.75,10.1,10.6,20.8,0,0,0,0,0,0,0,0,0,6.34,0.1954,6.34,4.45,49.18,0.4,0,0,0,0,0,0,11.77,11.77,0,0,31.97,11.77,11.77,0,100,,29,2,25,36,36,31,92,92,,,,,,,,0.19,1.48,0.01,6.93,4.8,59.19,0.47,,,,,,,
Jakobi Meyers,,0,WR,WR2,5800,LV,vs NE,23,21.75,6.8,13.2,17.6,0,0,0,0,0,0,0,0,0,6.56,0.199,6.56,4.45,53.85,0.3,0,0,0,0,0,0,11.64,11.64,0,1.44,25.24,11.64,11.64,0,100,,41,2,26,37,37,32,93,93,0.07,0.07,1.54,,,0.04,7.64,0.11,0.12,,6.65,4.56,53.19,0.19,,,,,,,
Josh Downs,,0,WR,WR2,4100,IND,@ JAC,14,20.25,4.2,0,9.7,0,0,0,0,0,0,0,0,0,7.4,0.204,7.4,4.89,57.85,0.15,0,0,0,0,0,0,11.58,11.58,0,5.28,19.98,11.58,11.58,0,100,,57,2.8,43,38,38,49,94,94,,,,,,,,,,,6.6,4.6,51,,,,,,,,
49ers,,0,DST,DST1,4000,SF,@ CLE,25,13.25,5.7,9.3,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,1.91,0.6,0,0,13.25,11.53,11.53,0,2.98,22.93,11.53,11.53,0,100,,10,2.9,1,2,2,50,95,95,,,,,,,,,,,,,,,2.33,0.7,0.54,0.11,0.01,22.72,337.43
Amari Cooper,,0,WR,WR1,5800,CLE,vs SF,26,13.25,10.8,15.4,13.2,0,0,0,0,0,0,0,0,0,7.03,0.245,7.03,4.31,55.2,0.27,0,0,0,0,0,0,11.45,11.45,0,0,33.05,11.45,11.45,0,100,,26,2,26,39,39,32,96,96,0.01,,,0.01,,,,0.11,0.31,,7.61,4.71,65.08,0.44,,,,,,,
Josh Palmer,,0,WR,WR2,4700,LAC,vs DAL,32,24.75,7,11,8,0,0,0,0,0,0,0,0,0,7.14,0.1868,7.14,4.57,52.79,0.26,0,0,0,0,0,0,11.41,11.41,0,0.91,25.41,11.41,11.41,0,100,,19,2.4,37,40,40,43,97,97,,,,,,,,0.06,0.29,,5.06,3.31,36.63,0.23,,,,,,,
Phillip Walker,,0,QB,QB1,4000,CLE,vs SF,23,13.25,6.1,7.5,0,1,28.69,197.13,0.98,1.48,0.1224,3.47,10.55,0,3.47,0,0,0,0,0,0,0,0,0,0,0,11.38,11.38,0,2.23,23.58,11.38,11.38,0,100,,0,2.8,33,30,30,50,98,98,15.2,8.73,97.4,0.73,1.2,0.33,61.25,1.2,3.33,,0.07,,,,,,,,,,
George Kittle,,0,TE,TE1,5000,SF,@ CLE,3,22.25,9.7,13.6,11.3,0,0,0,0,0,0,0,0,0,4.99,0.176,4.99,3.57,48.34,0.49,0,0,0,0,0,0,11.34,11.34,0,0,30.74,11.34,11.34,0,100,,29,2.3,6,8,8,40,99,99,,,,,,,,0.12,0.77,,6.5,4.67,61.56,0.38,,,,,,,
Jerry Jeudy,,0,WR,WR1,6100,DEN,@ KC,12,18.75,7.8,14.2,9.5,0,0,0,0,0,0,0,0,0,6.45,0.2013,6.45,4.2,57.52,0.23,0,0,0,0,0,0,11.33,11.33,0,0,26.93,11.33,11.33,0,100,,30,1.9,23,41,41,29,100,100,,,,,,,,0.13,0.96,,6.51,3.87,55.62,0.2,,,,,,,
Michael Wilson,,0,WR,WR2,3800,ARI,@ LAR,8,20.25,8.6,0,10.5,0,0,0,0,0,0,0,0,0,4.83,0.1236,4.83,3.61,52.43,0.39,0,0,0,0,0,0,11.19,11.19,0,0,28.39,11.19,11.19,0,100,,18,2.9,46,42,42,52,101,101,,,,,,,,,,,3.6,3,51,0.4,,,,,,,
Cam Akers,,0,RB,RB2,4800,MIN,@ CHI,28,23.25,8,10.2,6.6,0,0,0,0,0,0.5292,11.22,45.85,0.37,13.87,0.0731,2.65,2.25,18.6,0.04,0,0,0,0,0,0,11.16,11.16,0,0,27.16,11.16,11.16,0,100,,15,2.3,31,23,23,42,102,102,,,,,,,,12.33,49.93,0.33,1.3,1.03,8.8,0.03,,,,,,,
Breece Hall,,0,RB,RB1,6000,NYJ,vs PHI,10,18.25,9,17.4,12.9,0,0,0,0,0,0.3966,8.84,60.12,0.24,11.91,0.1001,3.07,1.89,15.43,0.03,0,0,0,0,0,0,11.07,11.07,0,0,29.07,11.07,11.07,0,100,,42,1.8,19,24,24,30,103,103,,,,,,,,11.17,70.83,0.42,3.67,2.25,23.08,0.08,,,,,,,
Tank Dell,!,0,WR,WR3,5000,HOU,vs NO,1,20.75,9.4,0,13.5,0,0,0,0,0,0,0,0,0,5.52,0.1501,5.52,3.59,54.66,0.33,0,0,0,0,0,0,11.04,11.04,0,0,29.84,11.04,11.04,0,100,,30,2.2,34,43,43,40,104,104,,,,,,,,0.8,1.8,,5.6,3.8,64.8,0.4,,,,,,,
Allen Lazard,,0,WR,WR2,3700,NYJ,vs PHI,27,18.25,6.5,11.9,7.8,0,0,0,0,0,0,0,0,0,6.17,0.2012,6.17,3.95,50.6,0.33,0,0,0,0,0,0,10.99,10.99,0,1.24,23.99,10.99,10.99,0,100,,34,3,47,44,44,53,105,105,,,,,,,,0.16,1.29,,4.88,3.19,42.66,0.36,,,,,,,
James Cook,,0,RB,RB1,6400,BUF,vs NYG,26,29.25,6.1,6.7,13.2,0,0,0,0,0,0.3345,9.73,51.13,0.18,13.04,0.0907,3.31,2.36,20.03,0.07,0,0,0,0,0,0,10.98,10.98,0,1.83,23.18,10.98,10.98,0,100,,26,1.7,15,25,25,26,106,106,,,,,,,,7.14,38.05,0.14,2.43,1.67,15.24,0.05,,,,,,,
Robert Woods,!,0,WR,WR2,3800,HOU,vs NO,1,20.75,8.3,6.9,8.6,0,0,0,0,0,0,0,0,0,7.1,0.193,7.1,4.43,50.85,0.2,0,0,0,0,0,0,10.72,10.72,0,0,27.32,10.72,10.72,0,100,,35,2.8,46,45,45,52,107,107,,,,,,,,0.61,4.16,0.04,7.24,4.64,56.62,0.25,,,,,,,
Courtland Sutton,,0,WR,WR2,5200,DEN,@ KC,12,18.75,6.7,10.8,12,0,0,0,0,0,0,0,0,0,6.36,0.1984,6.36,3.79,49.98,0.32,0,0,0,0,0,0,10.71,10.71,0,0.66,24.11,10.71,10.71,0,100,,37,2.1,32,46,46,38,108,108,0.03,0.03,0.76,,,,5.11,0.07,0.3,,6.45,3.72,52.86,0.24,,,,,,,
Jaguars,,0,DST,DST1,3400,JAC,vs IND,14,20.25,6.6,8.1,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,1.04,1.25,0,0.42,20.25,10.7,10.7,0,0.8,23.9,10.7,10.7,0,100,,0,3.1,7,3,3,56,109,109,,,,,,,,,,,,,,,2.23,0.72,0.49,0.22,0.01,23.47,355.71
Jerome Ford,,0,RB,RB1,5200,CLE,vs SF,1,13.25,10.1,0.6,14.6,0,0,0,0,0,0.55,15.59,56.44,0.32,17.26,0.0581,1.67,1.28,8.95,0.14,0,0,0,0,0,0,10.58,10.58,0,0,30.78,10.58,10.58,0,100,,0,2,27,26,26,38,110,110,,,,,,,,9.67,33,0.17,2.17,1.67,12.83,0.33,,,,,,,
Tyler Higbee,,0,TE,TE1,4000,LAR,vs ARI,23,27.25,6.6,9.5,7.9,0,0,0,0,0,0,0,0,0,6.48,0.1613,6.48,4.36,43.74,0.29,0,0,0,0,0,0,10.47,10.47,0,0.57,23.67,10.47,10.47,0,100,,12,2.6,11,9,9,50,111,111,,,,,,,,0.01,0.01,,4.58,3.1,31.75,0.19,,,,,,,
Dameon Pierce,,0,RB,RB1,5100,HOU,vs NO,11,20.75,6.3,13.4,9.6,0,0,0,0,0,0.5969,16.03,56.99,0.24,18.41,0.0648,2.38,1.77,13.17,0.02,0,0,0,0,0,0,10.35,10.35,0,0.9,22.95,10.35,10.35,0,100,,49,2,28,27,27,39,112,112,,,,,,,,16.89,65.89,0.28,2.83,2.17,13.83,0.06,,,,,,,
Dalvin Cook,,0,RB,RB2,4800,NYJ,vs PHI,10,18.25,10.2,14.6,4.2,0,0,0,0,0,0.4852,10.82,46.32,0.32,13.33,0.0819,2.51,1.96,14.64,0.05,0,0,0,0,0,0,10.28,10.28,0,0,30.68,10.28,10.28,0,100,,42,2.1,31,28,28,42,113,113,,,,,0.01,,,16.77,76.78,0.6,3.81,2.94,23.23,0.06,,,,,,,
Isiah Pacheco,,0,RB,RB1,5700,KC,vs DEN,30,28.75,6.4,8.2,14.9,0,0,0,0,0,0.6362,14.83,70.9,0.53,14.83,0,0,0,0,0,0,0,0,0,0,0,10.27,10.27,0,0.67,23.07,10.27,10.27,0,100,,34,1.8,22,29,29,33,114,114,,,,,,,,10.95,52.5,0.36,1.23,1.09,10.41,,,,,,,,
Dalton Schultz,,0,TE,TE1,3600,HOU,vs NO,8,20.75,6.8,9.6,8.9,0,0,0,0,0,0,0,0,0,6.07,0.165,6.07,4.07,39.44,0.35,0,0,0,0,0,0,10.11,10.11,0,0,23.71,10.11,10.11,0,100,,24,2.8,15,10,10,54,115,115,,,,,,,,,,,5.13,3.56,35.56,0.3,,,,,,,
Javonte Williams,,0,RB,RB1,5400,DEN,@ KC,13,18.75,6.6,10.7,7.5,0,0,0,0,0,0.4907,10.75,44.06,0.1,14.48,0.1163,3.73,2.85,16.23,0.09,0,0,0,0,0,0,10.02,10.02,0,0.12,23.22,10.02,10.02,0,100,,42,1.9,25,30,30,36,116,116,,,,,,,,11.52,49.8,0.16,3.6,2.8,17.72,0.12,,,,,,,
Bengals,,0,DST,DST1,2900,CIN,vs SEA,16,20.75,5,6.3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,1.22,0.78,0,0.33,20.75,9.87,9.87,0,2.37,19.87,9.87,9.87,0,100,,14,3.4,12,4,4,61,117,117,,,,,,,,,,,,,,,2.14,0.86,0.37,0.12,0.01,22.58,369.5
Jahan Dotson,,0,WR,WR2,4700,WAS,@ ATL,30,20.75,6.9,11.1,7.4,0,0,0,0,0,0,0,0,0,6.02,0.1706,6.02,3.47,41.89,0.36,0,0,0,0,0,0,9.82,9.82,0,0,23.62,9.82,9.82,0,100,,31,2.1,37,47,47,43,118,118,,,,,,,,0.12,-0.41,,5.35,3.06,39,0.47,,,,,,,
Raheem Blackshear,,0,RB,RB2,4000,CAR,@ MIA,14,16.75,5.3,4.4,0,0,0,0,0,0,0.1883,4.65,18.09,0.75,6.82,0.0669,2.17,1.87,16.17,0,0,0,0,0,0,0,9.8,9.8,0,1.85,20.4,9.8,9.8,0,100,,0,2.5,39,31,31,50,119,119,,,,,,,,2.3,7.7,0.3,1.2,1,9.3,,,,,,,,
Gus Edwards,,0,RB,RB1,5000,BAL,@ TEN,4,23.75,5.5,6.7,6.8,0,0,0,0,0,0.4263,15.56,77.51,0.34,15.56,0,0,0,0,0,0,0,0,0,0,0,9.79,9.79,0,1.54,20.79,9.79,9.79,0,100,,26,2,29,32,32,40,120,120,,,,,,,,9.66,49.07,0.24,0.5,0.34,3.36,,,,,,,,
Antonio Gibson,,0,RB,RB2,4500,WAS,@ ATL,2,20.75,7.4,11.1,5.7,0,0,0,0,0,0.2085,7.39,29.63,0.19,11.16,0.107,3.77,2.93,23.48,0.06,0,0,0,0,0,0,9.74,9.74,0,0,24.54,9.74,9.74,0,100,,43,2.2,34,33,33,45,121,121,,,,,,,,11.8,48.64,0.42,3.4,2.72,20.52,0.1,,,,,,,
Michael Gallup,,0,WR,WR3,3500,DAL,@ LAC,3,25.75,7.6,7.5,6.6,0,0,0,0,0,0,0,0,0,6.29,0.1738,6.29,3.55,46.21,0.26,0,0,0,0,0,0,9.73,9.73,0,0,24.93,9.73,9.73,0,100,,25,2.8,49,48,48,55,122,122,,,,,,,,,,,6.08,3.38,48.03,0.26,,,,,,,
Darren Waller,!,0,TE,TE1,5200,NYG,@ BUF,6,14.25,9.3,10.6,9.4,0,0,0,0,0,0,0,0,0,5.59,0.1774,5.59,3.85,45.07,0.22,0,0,0,0,0,0,9.68,9.68,0,0,28.28,9.68,9.68,0,100,,24,1.9,5,11,11,38,123,123,,,,,,,,0.04,0.37,,6.59,4.59,54.47,0.27,,,,,,,
Eagles,,0,DST,DST1,3800,PHI,@ NYJ,32,18.25,6.3,8.8,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57,0.43,0.85,0.11,0.21,18.25,9.61,9.61,0,0.16,22.21,9.61,9.61,0,100,,19,2.5,3,5,5,52,124,124,,,,,,,,,,,,,,,2.62,0.81,0.59,0.23,0.03,21.83,346.17
Rashid Shaheed,,0,WR,WR3,3700,NO,@ HOU,7,21.75,5.4,9.1,8.3,0,0,0,0,0,0,0,0,0,4.42,0.1454,4.42,3.31,49.64,0.22,0,0,0,0,0,0,9.59,9.59,0,1.49,20.39,9.59,9.59,0,100,,39,2.6,47,49,49,53,125,125,,,,,,,,0.44,4.25,0.06,3.44,2.63,43.81,0.19,,,,,,,
Tyler Allgeier,,0,RB,RB2,4600,ATL,vs WAS,18,21.75,6.7,10.2,8.5,0,0,0,0,0,0.424,13.73,60.78,0.31,14.88,0.0456,1.15,0.92,6.05,0.02,0,0,0,0,0,0,9.58,9.58,0,0,22.98,9.58,9.58,0,100,,32,2.1,33,34,34,44,126,126,,,,,,,,12.95,58.38,0.24,1.24,1.05,8.14,0.05,,,,,,,
Samaje Perine,,0,RB,RB2,4800,DEN,@ KC,13,18.75,6.9,9.1,7.9,0,0,0,0,0,0.3362,7.36,28.71,0.12,10.83,0.1082,3.47,2.79,22.77,0.15,0,0,0,0,0,0,9.56,9.56,0,0,23.36,9.56,9.56,0,100,,1,2,31,35,35,42,127,127,,,,,,,,6.46,25.6,0.11,2.15,1.78,13.91,0.09,,,,,,,
Chris Brooks,,0,RB,RB2,4000,MIA,vs CAR,29,30.75,,,,0,0,0,0,0,0.3185,9.75,38.72,0.27,12.43,0.0717,2.68,2,15.8,0.08,0,0,0,0,0,0,9.55,9.55,0,0,,9.55,9.55,0,100,,0,2.4,39,36,36,50,128,128,,,,,,,,,,,,,,,,,,,,,
Emari Demercado,,0,RB,RB2,4900,ARI,@ LAR,25,20.25,4.7,0,5.2,0,0,0,0,0,0.3455,8.93,33.04,0.44,11.76,0.0724,2.83,2,13.44,0.04,0,0,0,0,0,0,9.53,9.53,0,2.48,18.93,9.53,9.53,0,100,,10,1.9,30,37,37,41,129,129,,,,,,,,3.5,12,0.25,2.25,1.5,10,,,,,,,,
Ezekiel Elliott,,0,RB,RB2,4700,NE,@ LV,24,19.75,8.9,12.4,6.3,0,0,0,0,0,0.3868,10.03,42.3,0.35,12.29,0.0688,2.26,1.71,11.62,0.05,0,0,0,0,0,0,9.5,9.5,0,0,27.3,9.5,9.5,0,100,,51,2,32,38,38,43,130,130,0.02,0.01,0.04,0.01,,,-3.01,17.69,77.73,0.62,3.84,2.91,21.75,0.11,,,,,,,
Dallas Goedert,,0,TE,TE1,4800,PHI,@ NYJ,15,24.25,7,12.1,10.1,0,0,0,0,0,0,0,0,0,5.16,0.1628,5.16,3.83,42.21,0.24,0,0,0,0,0,0,9.49,9.49,0,0,23.49,9.49,9.49,0,100,,31,2,7,12,12,42,131,131,,,,,,,,,,,5.15,3.78,44.86,0.27,,,,,,,
