,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,Position Rankings,,,,Overall Rankings,,,Actual Data,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Ryan Tannehill,,0,QB,5900,TEN,vs BUF,1,23.75,7.5,21.9,18.4,1,28.08,220.76,1.34,0.7,0.109,2.61,11.87,0.21,2.61,0,0,0,0,0,0,0,0,0,0,0,15.94,15.94,0,4.69,30.94,15.94,15.94,20,0,100,,63,58,2.7,13.94,2.4,15,27,27,26,62,62,29.17,19.09,222.32,0.73,2.38,1.57,96.98,2.9,13.19,0.23,,,,,,,,,,,
Mecole Hardman,,0,WR,4200,KC,@ WAS,19,30.00,5.5,8.2,10.1,0,0,0,0,0,0,0,0,0,7.84,0.2029,7.84,5.4,70.94,0.55,0,0,0,0,0,0,15.79,15.79,0,7.54,26.79,15.79,15.79,40,0,100,,91,33,3.8,9.80,2.3,36,22,22,43,63,63,,,,,,,,0.45,3.33,0.02,3.76,2.59,35.66,0.26,,,,,,,
Michael Pittman,,0,WR,5500,IND,vs HOU,27,28.00,7.9,8.4,15.1,0,0,0,0,0,0,0,0,0,9.15,0.2409,9.15,6.13,73.37,0.36,0,0,0,0,0,0,15.63,15.63,0,3.78,31.43,15.63,15.63,59,0,100,,126,35,2.8,5.80,1.1,23,23,23,30,64,64,,,,,,,,0.28,2.53,,6.63,4.44,56.13,0.25,,,,,,,
Chase Claypool,,0,WR,6600,PIT,vs SEA,20,24.00,8.7,14.4,16.3,0,0,0,0,0,0,0,0,0,9.43,0.2071,9.43,5.37,73.05,0.47,0,0,0,0,0,0,15.5,15.5,0,2.45,32.9,15.5,15.5,72,0,100,,143,30,2.3,3.70,0.6,13,24,24,19,65,65,,,,,,,,0.86,4.23,0.06,6.86,3.91,53.17,0.37,,,,,,,
Amari Cooper,,0,WR,6000,DAL,@ NE,5,26.75,11,15.6,16.8,0,0,0,0,0,0,0,0,0,8.55,0.1978,8.55,5.36,71.57,0.48,0,0,0,0,0,0,15.4,15.4,0,0,37.4,15.4,15.4,37,0,100,,86,25,2.6,10.50,1.8,18,25,25,25,66,66,,,,,,,,0.13,0.35,,7.61,4.77,64.37,0.43,,,,,,,
Ezekiel Elliott,,0,RB,7100,DAL,@ NE,30,26.75,9,15.6,20.3,0,0,0,0,0,0.558,16.42,73.46,0.54,19.57,0.0728,3.15,2.36,17.85,0.1,0,0,0,0,0,0,15.33,15.33,0,1.83,33.33,15.33,15.33,15,0,100,,39,53,2.2,18.90,2.7,8,13,13,14,67,67,0.02,0.01,0.04,0.01,,,-3.45,18.32,81.96,0.6,4.21,3.15,24.11,0.13,,,,,,,
Darnell Mooney,,0,WR,4300,CHI,vs GB,9,19.50,7,9.5,10,0,0,0,0,0,0,0,0,0,10.34,0.3272,10.34,6.12,71.19,0.32,0,0,0,0,0,0,15.16,15.16,0,4.66,29.16,15.16,15.16,21,0,100,,55,36,3.5,15.50,3.6,35,26,26,42,68,68,,,,,,,,0.29,1.49,0.03,6.94,4.11,48.29,0.23,,,,,,,
DK Metcalf,,0,WR,7200,SEA,@ PIT,18,19.00,8.8,18.5,19.3,0,0,0,0,0,0,0,0,0,8.27,0.2909,8.27,5.08,67.4,0.55,0,0,0,0,0,0,15.12,15.12,0,1.92,32.72,15.12,15.12,33,0,100,,77,42,2.1,11.80,1.6,9,27,27,13,69,69,,,,,,,,0.06,0.31,,7.33,4.5,65.85,0.59,,,,,,,
Darrell Henderson,,0,RB,6000,LAR,@ NYG,17,28.00,7.2,8.9,16.6,0,0,0,0,0,0.496,14.87,65.76,0.47,18.44,0.082,3.57,2.55,18.87,0.18,0,0,0,0,0,0,14.91,14.91,0,4.11,29.31,14.91,14.91,6,0,100,,19,24,2.5,24.70,4.1,15,14,14,25,70,70,,,,,,,,9.54,42.19,0.3,2.16,1.54,11.92,0.11,,,,,,,
Marvin Jones,,0,WR,5500,JAC,vs MIA,22,22.00,8.8,14.8,11.5,0,0,0,0,0,0,0,0,0,8.99,0.2246,8.99,5.47,69.73,0.4,0,0,0,0,0,0,14.84,14.84,0,1.64,32.44,14.84,14.84,6,0,100,,14,31,2.7,26.00,4.7,23,28,28,30,71,71,,,,,,,,0.08,0.34,,6.85,4.17,57.81,0.42,,,,,,,
Emmanuel Sanders,,0,WR,5400,BUF,@ TEN,32,29.75,9.1,11.3,15.2,0,0,0,0,0,0,0,0,0,8.85,0.201,8.85,5.48,69.73,0.39,0,0,0,0,0,0,14.79,14.79,0,1.14,32.99,14.79,14.79,24,0,100,,62,27,2.7,14.10,2.6,24,29,29,31,72,72,0.02,0.02,0.58,,,0.02,10.19,0.1,1.19,0.01,6.99,4.33,56.78,0.3,,,,,,,
Allen Robinson,,0,WR,5300,CHI,vs GB,9,19.50,9.2,16.8,8.2,0,0,0,0,0,0,0,0,0,8.86,0.2805,8.86,5.22,67.58,0.42,0,0,0,0,0,0,14.5,14.5,0,0.7,32.9,14.5,14.5,44,0,100,,96,37,2.7,9.30,1.8,25,30,30,32,73,73,,,,,,,,0.03,0.11,,8.45,4.98,65.15,0.43,,,,,,,
Tyler Lockett,,0,WR,6700,SEA,@ PIT,18,19.00,10,16.3,17.6,0,0,0,0,0,0,0,0,0,7.41,0.2606,7.41,5.28,66.12,0.42,0,0,0,0,0,0,14.41,14.41,0,0,34.41,14.41,14.41,62,0,100,,129,24,2.2,5.50,0.8,12,31,31,18,74,74,,,,,,,,0.34,2.25,0.01,5.75,4.1,56.55,0.4,,,,,,,
Dawson Knox,,0,TE,4800,BUF,@ TEN,5,29.75,6.2,7,15.4,0,0,0,0,0,0,0,0,0,7.4,0.168,7.4,4.7,54.7,0.7,0,0,0,0,0,0,14.37,14.37,0,5.07,26.77,14.37,14.37,20,0,100,,113,22,3,7.50,1.6,7,5,5,37,75,75,,,,,,,,0.02,0.27,,3.98,2.53,30.33,0.37,,,,,,,
Melvin Gordon,,0,RB,5100,DEN,vs LV,27,24.75,9,13.9,12.6,0,0,0,0,0,0.472,14.12,58.31,0.5,17.72,0.0997,3.6,2.69,20.47,0.12,0,0,0,0,0,0,14.29,14.29,0,0.79,32.29,14.29,14.29,24,0,100,,87,42,2.8,10.30,2,24,15,15,34,76,76,,,,,,,,14.82,61.2,0.53,3.78,2.82,22.21,0.14,,,,,,,
Darren Waller,,0,TE,6600,LV,@ DEN,6,19.75,9.8,18.5,15,0,0,0,0,0,0,0,0,0,8.2,0.271,8.2,5.74,63.19,0.34,0,0,0,0,0,0,14.1,14.1,0,0,33.7,14.1,14.1,11,0,100,,84,23,2.1,10.90,1.7,2,6,6,19,77,77,,,,,,,,0.05,0.43,,6.83,4.78,56.52,0.28,,,,,,,
Cole Beasley,,0,WR,4300,BUF,@ TEN,32,29.75,7.5,13.9,9.5,0,0,0,0,0,0,0,0,0,8.36,0.19,8.36,5.95,60.39,0.35,0,0,0,0,0,0,14.09,14.09,0,2.84,29.09,14.09,14.09,11,0,100,,28,27,3.3,21.80,5.1,35,32,32,42,78,78,0.03,0.01,0.17,,,0.01,2.03,0.01,0.06,,5.86,4.17,43.64,0.24,,,,,,,
Chase Edmonds,,0,RB,5600,ARI,@ CLE,12,22.75,7.7,10.5,13.6,0,0,0,0,0,0.347,9.91,45.32,0.25,15.15,0.1735,5.24,4.02,29.58,0.17,0,0,0,0,0,0,14.03,14.03,0,2.48,29.43,14.03,14.03,32,0,100,,110,9,2.5,8.00,1.4,19,16,16,29,79,79,,,,,,,,6.28,28.72,0.16,3.04,2.33,17,0.09,,,,,,,
James Robinson,,0,RB,6300,JAC,vs MIA,23,22.00,8.3,18.8,17.7,0,0,0,0,0,0.577,12.77,57.35,0.5,16.57,0.0949,3.8,2.87,18.49,0.09,0,0,0,0,0,0,13.99,13.99,0,1.54,30.59,13.99,13.99,13,0,100,,36,48,2.2,19.10,3,13,17,17,22,80,80,,,,,0.03,,,14.6,65.57,0.57,3.67,2.77,19.43,0.13,,,,,,,
Damien Harris,,0,RB,5200,NE,vs DAL,5,23.75,7.1,10,9.5,0,0,0,0,0,0.679,17.93,84.89,0.86,17.93,0,0,0,0,0,0,0,0,0,0,0,13.65,13.65,0,3,27.85,13.65,13.65,10,0,100,,31,42,2.6,20.80,4,23,18,18,33,81,81,,,,,,,,12.97,61.41,0.62,1.14,0.97,7.48,,,,,,,,
Jakobi Meyers,,0,WR,5500,NE,vs DAL,30,23.75,6.2,12.5,12.6,0,0,0,0,0,0,0,0,0,9.24,0.2885,9.24,6.26,68.9,0.06,0,0,0,0,0,0,13.51,13.51,0,4.21,25.91,13.51,13.51,35,0,100,,79,40,2.5,11.40,2.1,23,33,33,30,82,82,0.1,0.1,2.1,,,0.05,10.37,0.1,0.6,,6.57,4.45,51.07,0.05,,,,,,,
Adam Thielen,,0,WR,5800,MIN,@ CAR,15,23.75,10.4,17.5,15.3,0,0,0,0,0,0,0,0,0,6.83,0.2016,6.83,4.71,59.02,0.48,0,0,0,0,0,0,13.49,13.49,0,0,34.29,13.49,13.49,3,0,100,,4,28,2.3,32.80,5.7,20,34,34,27,83,83,0.01,,,0.01,,,-4.03,0.2,1.66,0.01,6.85,4.72,60.36,0.47,,,,,,,
Miles Sanders,,0,RB,5200,PHI,vs TB,2,23.00,7.7,14.9,10.1,0,0,0,0,0,0.394,10.63,54.04,0.2,15.53,0.1246,4.9,3.48,27.55,0.09,0,0,0,0,0,0,13.38,13.38,0,1.83,28.78,13.38,13.38,30,0,100,,103,41,2.6,8.60,1.7,23,19,19,33,84,84,,,,,,,,12.07,61.36,0.23,3.68,2.61,20.43,0.07,,,,,,,
Noah Fant,,0,TE,4800,DEN,vs LV,17,24.75,6.3,10.7,10.1,0,0,0,0,0,0,0,0,0,8.07,0.2234,8.07,5.55,59.2,0.3,0,0,0,0,0,0,13.27,13.27,0,3.82,25.87,13.27,13.27,1,0,100,,19,30,2.8,24.70,5.1,7,7,7,37,85,85,,,,,,,,0.06,-0.25,,5.31,3.65,40.25,0.21,,,,,,,
Tim Patrick,,0,WR,5100,DEN,vs LV,14,24.75,6.2,11.3,12.8,0,0,0,0,0,0,0,0,0,7.63,0.2113,7.63,4.62,62.81,0.36,0,0,0,0,0,0,13.06,13.06,0,3.76,25.46,13.06,13.06,27,0,100,,68,30,2.6,13.20,2.6,27,35,35,34,86,86,,,,,,,,0.06,0.35,,4.92,2.98,41.85,0.25,,,,,,,
Chuba Hubbard,,0,RB,5900,CAR,vs MIN,32,21.75,6.1,0,9,0,0,0,0,0,0.625,15.11,53.7,0.43,18.95,0.1197,3.84,2.59,17.73,0.11,0,0,0,0,0,0,12.97,12.97,0,3.82,25.17,12.97,12.97,20,0,100,,67,27,2.2,13.50,2.3,16,20,20,26,87,87,,,,,,,,10.18,36.18,0.29,2.18,1.47,10.24,0.06,,,,,,,
DeAndre Hopkins,,0,WR,7800,ARI,@ CLE,7,22.75,8.8,19.4,15.6,0,0,0,0,0,0,0,0,0,7.22,0.239,7.22,4.52,58.92,0.41,0,0,0,0,0,0,12.87,12.87,0,0,30.47,12.87,12.87,12,0,100,,32,53,1.7,20.50,2.6,6,36,36,9,88,88,0.03,0.01,0.05,0.01,,0.01,0.28,0.04,0.11,,10.14,6.35,81.95,0.55,,,,,,,
Kadarius Toney,!,0,WR,5600,NYG,vs LAR,3,21.00,8.6,0,13,0,0,0,0,0,0,0,0,0,7.85,0.2517,7.85,5.37,53.85,0.35,0,0,0,0,0,0,12.86,12.86,0,0,30.06,12.86,12.86,56,0,100,,121,0,2.3,6.60,1.2,22,37,37,29,89,89,0.27,0.09,1.73,,0.09,,18,0.45,2.64,,5.45,3.73,38.18,,,,,,,,
Javonte Williams,,0,RB,5000,DEN,vs LV,27,24.75,6.9,0,9.6,0,0,0,0,0,0.422,12.62,57.28,0.22,16.22,0.0997,3.6,2.87,19.75,0.15,0,0,0,0,0,0,12.79,12.79,0,2.44,26.59,12.79,12.79,27,0,100,,91,46,2.6,9.80,2,25,21,21,35,90,90,,,,,,,,11.84,53.74,0.21,3.63,2.89,20.58,0.16,,,,,,,
Darrel Williams,,0,RB,4900,KC,@ WAS,18,30.00,7.2,5.4,6.7,0,0,0,0,0,0.4287,13.06,52.91,0.63,15.28,0.0576,2.22,1.74,14.66,0.08,0,0,0,0,0,0,12.76,12.76,0,1.96,27.16,12.76,12.76,7,0,100,,22,12,2.6,23.90,4.9,26,22,22,36,91,91,,,,,,,,5.85,23.7,0.28,2.43,1.91,16.81,0.09,,,,,,,
Devontae Booker,,0,RB,5400,NYG,vs LAR,11,21.00,5.4,5.7,6.9,0,0,0,0,0,0.6956,15.59,62.65,0.32,18.85,0.1046,3.26,2.52,18.62,0.03,0,0,0,0,0,0,12.75,12.75,0,4.65,23.55,12.75,12.75,22,0,100,,84,22,2.4,10.90,2,21,23,23,31,92,92,,,,,,,,6.43,25.84,0.13,2.56,1.98,14.93,0.02,,,,,,,
Amon-Ra St. Brown,,0,WR,4200,DET,vs CIN,13,21.75,11.7,0,7.4,0,0,0,0,0,0,0,0,0,6.94,0.1957,6.94,5.19,52.84,0.35,0,0,0,0,0,0,12.57,12.57,0,0,35.97,12.57,12.57,42,0,100,,93,29,3,9.60,2.3,36,38,38,43,93,93,,,,,,,,0.5,7.17,0.06,7.94,5.94,60.67,0.44,,,,,,,
Antonio Brown,,0,WR,5900,TB,@ PHI,8,30.00,12,13.7,19.3,0,0,0,0,0,0,0,0,0,6.55,0.1491,6.55,4.33,55.57,0.44,0,0,0,0,0,0,12.53,12.53,0,0,36.53,12.53,12.53,7,0,100,,21,45,2.1,24.30,4.1,19,39,39,26,94,94,0.01,,,,0.01,,0.03,0.13,0.82,,10.43,6.9,92.18,0.72,,,,,,,
T.J. Hockenson,,0,TE,5000,DET,vs CIN,8,21.75,6.5,11,12.3,0,0,0,0,0,0,0,0,0,7.87,0.2218,7.87,5.1,52.82,0.34,0,0,0,0,0,0,12.42,12.42,0,2.67,25.42,12.42,12.42,7,0,100,,56,35,2.5,15.40,3.1,5,8,8,35,95,95,,,,,,,,0.02,,,6.14,3.98,41.36,0.29,,,,,,,
Dan Arnold,,0,TE,3000,JAC,vs MIA,10,22.00,4.8,7,6.3,0,0,0,0,0,0,0,0,0,7.37,0.184,7.37,4.86,58.1,0.28,0,0,0,0,0,0,12.35,12.35,0,5.15,21.95,12.35,12.35,28,0,100,,134,25,4.1,4.70,1.6,20,9,9,55,96,96,,,,,,,,,,,3.47,2.29,29.76,0.18,,,,,,,
Kalif Raymond,,0,WR,5000,DET,vs CIN,13,21.75,6.5,1.9,9,0,0,0,0,0,0,0,0,0,6.49,0.1829,6.49,4.2,60.94,0.34,0,0,0,0,0,0,12.33,12.33,0,2.58,25.33,12.33,12.33,41,0,100,,92,0,2.5,9.70,1.9,28,40,40,35,97,97,,,,,,,,0.19,0.51,,2.84,1.84,26.76,0.16,,,,,,,
Hunter Renfrow,,0,WR,4900,LV,@ DEN,16,19.75,7.1,8.3,14.1,0,0,0,0,0,0,0,0,0,6.83,0.226,6.83,5.09,50.88,0.34,0,0,0,0,0,0,12.22,12.22,0,1.57,26.42,12.22,12.22,56,0,100,,121,39,2.5,6.60,1.3,29,41,41,36,98,98,,,,,,,,0.06,0.06,,6.2,4.62,49.6,0.32,,,,,,,
Khalil Herbert,,0,RB,4600,CHI,vs GB,8,19.50,6.4,0,2.1,0,0,0,0,0,0.6023,14.18,63.08,0.37,16.4,0.0704,2.22,1.96,11.78,0.06,0,0,0,0,0,0,12.03,12.03,0,2.43,24.83,12.03,12.03,12,0,100,,35,0,2.6,19.20,4.2,29,24,24,39,99,99,,,,,,,,7.25,32.25,0.19,1.13,1,6.06,,,,,,,,
Kenneth Gainwell,,0,RB,4700,PHI,vs TB,2,23.00,6.9,0,10,0,0,0,0,0,0.172,4.64,19.78,0.37,10.02,0.1369,5.38,3.62,29.05,0.18,0,0,0,0,0,0,11.8,11.8,0,1.45,25.6,11.8,11.8,55,0,100,,165,16,2.5,1.10,0.2,28,25,25,38,100,100,,,,,,,,4,17.05,0.32,3.21,2.16,17.11,0.11,,,,,,,
Zach Ertz,!,0,TE,3400,PHI,vs TB,24,23.00,8.6,7,7.2,0,0,0,0,0,0,0,0,0,7.12,0.1811,7.12,4.82,51.15,0.3,0,0,0,0,0,0,11.74,11.74,0,0,28.94,11.74,11.74,8,0,100,,70,34,3.5,12.90,3.8,16,10,10,51,101,101,,,,,,,,0.01,0.04,,7.77,5.26,55.12,0.32,,,,,,,
Tee Higgins,,0,WR,5300,CIN,@ DET,29,24.75,9.4,13.4,14.3,0,0,0,0,0,0,0,0,0,6.24,0.1627,6.24,4.02,54.79,0.32,0,0,0,0,0,0,11.42,11.42,0,0,30.22,11.42,11.42,52,0,100,,114,37,2.2,7.40,1.4,25,42,42,32,102,102,,,,,,,,0.14,0.8,,7.4,4.77,68.74,0.43,,,,,,,
Julio Jones,,0,WR,6200,TEN,vs BUF,1,23.75,11.1,17.2,11.8,0,0,0,0,0,0,0,0,0,6.1,0.2173,6.1,4,57.8,0.27,0,0,0,0,0,0,11.4,11.4,0,0,33.6,11.4,11.4,45,0,100,,100,42,1.8,8.90,1.4,16,43,43,23,103,103,,,,,,,,0.08,0.53,,9.61,6.3,93.85,0.38,,,,,,,
Josh Jacobs,,0,RB,5900,LV,@ DEN,21,19.75,7.2,15.9,14.8,0,0,0,0,0,0.5343,12.34,52.52,0.45,14.61,0.075,2.27,1.8,12.17,0.06,0,0,0,0,0,0,11.33,11.33,0,0.53,25.73,11.33,11.33,18,0,100,,57,54,1.9,15.20,2.6,16,26,26,26,104,104,,,,,,,,16.83,71.63,0.61,3.11,2.46,17.91,,,,,,,,
Devin Singletary,,0,RB,4300,BUF,@ TEN,28,29.75,6.3,8.6,8.9,0,0,0,0,0,0.4023,10.9,50.78,0.27,14.33,0.078,3.43,2.59,16.45,0.06,0,0,0,0,0,0,11.29,11.29,0,1.84,23.89,11.29,11.29,29,0,100,,96,43,2.6,9.30,2.2,32,27,27,42,105,105,,,,,,,,10.64,49.57,0.26,3.3,2.49,16.32,0.06,,,,,,,
Davis Mills,,0,QB,5200,HOU,@ IND,32,17.00,9,0,11.3,1,26.44,181.57,1,0.57,0.0515,1.04,2.07,0.04,1.04,0,0,0,0,0,0,0,0,0,0,0,11.14,11.14,0,0,29.14,11.14,11.14,27,0,100,,106,34,2.1,8.22,1.6,22,28,28,33,106,106,31.27,20.33,205.4,0.67,2.47,1.2,86.76,1.47,2.93,,,,,,,,,,,,
Sterling Shepard,,0,WR,5000,NYG,vs LAR,3,21.00,7.8,13.8,16.1,0,0,0,0,0,0,0,0,0,6.84,0.2193,6.84,4.52,49.71,0.25,0,0,0,0,0,0,10.99,10.99,0,0,26.59,10.99,10.99,19,0,100,,46,39,2.2,17.60,3.5,28,44,44,35,107,107,,,,,,,,0.31,2.4,0.01,7.28,4.81,54.03,0.29,,,,,,,
Hunter Henry,,0,TE,3900,NE,vs DAL,26,23.75,6.2,10.4,10.7,0,0,0,0,0,0,0,0,0,5.78,0.1806,5.78,3.92,44.92,0.43,0,0,0,0,0,0,10.99,10.99,0,1.69,23.39,10.99,10.99,12,0,100,,86,40,2.8,10.50,2.7,12,11,11,46,107,107,,,,,,,,,,,5.18,3.51,41.96,0.42,,,,,,,
Tony Pollard,,0,RB,5600,DAL,@ NE,30,26.75,7.3,7.5,12.6,0,0,0,0,0,0.316,9.3,46.34,0.25,12.45,0.0728,3.15,2.43,19.09,0.05,0,0,0,0,0,0,10.77,10.77,0,0,25.37,10.77,10.77,29,0,100,,96,15,1.9,9.30,1.7,19,28,28,29,108,108,,,,,,,,7,34.88,0.19,2.44,1.88,14.94,0.04,,,,,,,
Jamaal Williams,,0,RB,4900,DET,vs CIN,25,21.75,7.4,8.9,12.3,0,0,0,0,0,0.46,8.86,35.03,0.19,12.55,0.1039,3.69,2.99,21.96,0.14,0,0,0,0,0,0,10.67,10.67,0,0,25.47,10.67,10.67,48,0,100,,157,19,2.2,1.90,0.4,26,29,29,36,109,109,,,,,,,,9.08,35.9,0.19,2.52,2.04,15.05,0.1,,,,,,,
Robby Anderson,,0,WR,4800,CAR,vs MIN,21,21.75,7.9,14.6,7.2,0,0,0,0,0,0,0,0,0,6.79,0.212,6.79,3.84,50.02,0.3,0,0,0,0,0,0,10.64,10.64,0,0,26.44,10.64,10.64,38,0,100,,89,29,2.2,10.10,2.1,30,45,45,37,110,110,,,,,,,,0.17,1.03,,6.75,3.82,50.6,0.31,,,,,,,
T.Y. Hilton,!,0,WR,4100,IND,vs HOU,27,28.00,9.2,10.8,0,0,0,0,0,0,0,0,0,0,6.11,0.1608,6.11,3.53,51.38,0.3,0,0,0,0,0,0,10.47,10.47,0,0,28.87,10.47,10.47,31,0,100,,74,32,2.6,12.00,2.9,37,46,46,44,111,111,,,,,,,,,,,7.41,4.28,65.79,0.35,,,,,,,
A.J. Brown,!,0,WR,6100,TEN,vs BUF,1,23.75,10.4,18.7,7.3,0,0,0,0,0,0,0,0,0,4.91,0.1747,4.91,3.07,48.42,0.42,0,0,0,0,0,0,10.43,10.43,0,0,31.23,10.43,10.43,20,0,100,,51,34,1.7,16.10,2.6,17,47,47,24,112,112,0.04,,,,,,1.58,0.12,1.58,0.02,6.9,4.32,70.12,0.52,,,,,,,
Henry Ruggs III,,0,WR,5200,LV,@ DEN,16,19.75,6.9,6.9,12.3,0,0,0,0,0,0,0,0,0,5.14,0.17,5.14,3.25,55.79,0.26,0,0,0,0,0,0,10.39,10.39,0,0.04,24.19,10.39,10.39,15,0,100,,40,22,2,18.70,3.6,26,48,48,33,113,113,,,,,,,,0.6,3.25,,3.95,2.5,46.05,0.2,,,,,,,
Jared Cook,,0,TE,3200,LAC,@ BAL,15,24.00,6.8,8.4,8.8,0,0,0,0,0,0,0,0,0,6.05,0.155,6.05,3.71,46.1,0.33,0,0,0,0,0,0,10.3,10.3,0,0.1,23.9,10.3,10.3,10,0,100,,72,28,3.2,12.50,3.9,18,12,12,53,114,114,,,,,,,,,,,5.25,3.22,42.53,0.28,,,,,,,
Zack Moss,,0,RB,5500,BUF,@ TEN,28,29.75,5.3,7.9,14.7,0,0,0,0,0,0.3216,8.71,34.03,0.31,11.88,0.072,3.17,2.45,17.12,0.11,0,0,0,0,0,0,10.09,10.09,0,2.14,20.69,10.09,10.09,36,0,100,,125,30,1.8,5.90,1.1,20,30,30,30,115,115,,,,,,,,7.5,29.3,0.27,2.03,1.57,11.3,0.07,,,,,,,
Bills,,0,DST,2900,BUF,@ TEN,11,23.75,5.9,7.2,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,1.82,1.21,0,0.2,23.75,10.09,10.09,0,1.24,21.89,10.09,10.09,13,0,100,,166,18,3.5,1.00,0.3,11,1,1,56,115,115,,,,,,,,,,,,,,,2.25,0.98,0.55,0.13,0.02,20.89,332.19
Van Jefferson,,0,WR,3400,LAR,@ NYG,24,28.00,5.7,4,10,0,0,0,0,0,0,0,0,0,5.83,0.134,5.83,3.4,45.43,0.32,0,0,0,0,0,0,9.86,9.86,0,1.31,21.26,9.86,9.86,65,0,100,,133,21,2.9,4.90,1.4,44,49,49,51,116,116,,,,,,,,0.11,0.97,,4.11,2.4,33.43,0.23,,,,,,,
K.J. Osborn,,0,WR,3500,MIN,@ CAR,15,23.75,6.6,0,10.1,0,0,0,0,0,0,0,0,0,5.13,0.1512,5.13,3.2,39.69,0.42,0,0,0,0,0,0,9.69,9.69,0,0,22.89,9.69,9.69,13,0,100,,34,25,2.8,19.80,5.7,43,50,50,50,117,117,,,,,,,,0.05,0.53,,4.63,2.89,36.53,0.37,,,,,,,
Jalen Reagor,,0,WR,4000,PHI,vs TB,26,23.00,4.1,7.4,7.6,0,0,0,0,0,0,0,0,0,7.15,0.1819,7.15,4.06,43.91,0.18,0,0,0,0,0,0,9.53,9.53,0,3.38,17.73,9.53,9.53,88,0,100,,172,24,2.4,0.00,,38,51,51,45,118,118,,,,,,,,0.5,2.5,,3.87,2.2,23.47,0.1,,,,,,,
Laviska Shenault Jr.,,0,WR,4900,JAC,vs MIA,22,22.00,5,11.2,9.4,0,0,0,0,0,0,0,0,0,6.64,0.1658,6.64,4.48,41.53,0.14,0,0,0,0,0,0,9.47,9.47,0,1.97,19.47,9.47,9.47,35,0,100,,79,47,1.9,11.40,2.3,29,52,52,36,119,119,,,,,,,,0.97,4.4,,5.97,4.03,40.63,0.17,,,,,,,
Cowboys,,0,DST,3200,DAL,@ NE,31,23.75,5.8,4.8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89,2.11,0.42,0,0.42,23.75,9.47,9.47,0,0.77,21.07,9.47,9.47,3,0,100,,69,8,3,13.00,4.1,8,2,2,53,119,119,,,,,,,,,,,,,,,2.23,0.69,0.55,0.14,0.01,21.87,350.5
Ricky Seals-Jones,,0,TE,3000,WAS,vs KC,28,24.00,5.5,0,7.3,0,0,0,0,0,0,0,0,0,6.41,0.1901,6.41,3.42,38.58,0.36,0,0,0,0,0,0,9.44,9.44,0,1.19,20.44,9.44,9.44,6,0,100,,53,5,3.1,15.80,5.3,20,13,13,55,120,120,,,,,,,,,,,3.84,2.05,23.73,0.23,,,,,,,
Zach Pascal,,0,WR,4400,IND,vs HOU,27,28.00,6.8,8.8,11.3,0,0,0,0,0,0,0,0,0,5.77,0.152,5.77,3.37,39.52,0.35,0,0,0,0,0,0,9.42,9.42,0,0,23.02,9.42,9.42,88,0,100,,172,9,2.1,0.00,,34,53,53,41,121,121,0.03,,,,,,0.67,0.11,0.98,,4.37,2.55,31.6,0.26,,,,,,,
Alexander Mattison,,0,RB,6200,MIN,@ CAR,6,23.75,7.6,6.9,12.8,0,0,0,0,0,0.2493,7.55,31.74,0.13,10.97,0.1008,3.42,2.75,20.67,0.09,0,0,0,0,0,0,9.31,9.31,0,0,24.51,9.31,9.31,56,0,100,,166,0,1.5,1.00,0.2,14,31,31,23,122,122,,,,,,,,7.52,31.61,0.13,1.59,1.28,9.8,0.04,,,,,,,
James Washington,,0,WR,4000,PIT,vs SEA,20,24.00,5.8,6.6,4.7,0,0,0,0,0,0,0,0,0,5.86,0.1286,5.86,3.13,44.89,0.28,0,0,0,0,0,0,9.3,9.3,0,0.6,20.9,9.3,9.3,82,0,100,,157,6,2.3,1.90,0.5,38,54,54,45,123,123,,,,,,,,0.03,0.22,,3.78,2.02,28.97,0.2,,,,,,,
Nyheim Hines,,0,RB,4800,IND,vs HOU,29,28.00,6.1,12,8,0,0,0,0,0,0.1591,4.5,19.38,0.14,8.9,0.1159,4.4,3.41,23.69,0.11,0,0,0,0,0,0,9.22,9.22,0,0.07,21.42,9.22,9.22,43,0,100,,146,32,1.9,3.20,0.7,27,32,32,37,124,124,,,,,,,,4.28,18.43,0.13,4.16,3.22,23.65,0.1,,,,,,,
Latavius Murray,!,0,RB,5700,BAL,vs LAC,22,27.00,8.1,9.3,7.6,0,0,0,0,0,0.432,14.11,57.62,0.55,14.11,0,0,0,0,0,0,0,0,0,0,0,9.06,9.06,0,0,25.26,9.06,9.06,19,0,100,,66,23,1.6,13.60,2.4,18,33,33,28,125,125,,,,,,,,11.38,46.47,0.44,2.08,1.66,11.43,0.03,,,,,,,
A.J. Green,,0,WR,4900,ARI,@ CLE,7,22.75,10,7,11.4,0,0,0,0,0,0,0,0,0,5.24,0.1735,5.24,3,43.47,0.28,0,0,0,0,0,0,9.03,9.03,0,0,29.03,9.03,9.03,14,0,100,,39,26,1.8,18.90,3.9,29,55,55,36,126,126,,,,,,,,,,,7.7,4.41,63.26,0.39,,,,,,,
