,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,Position Rankings,,,,Overall Rankings,,,Actual Data,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Jakobi Meyers,,0,WR,4800,NE,vs CLE,3,23.25,6.2,12.5,10.6,0,0,0,0,0,0,0,0,0,10.45,0.3189,10.45,7.08,78.71,0.08,0,0,0,0,0,0,15.43,15.43,0,6.13,27.83,15.43,15.43,15,0,100,,51,40,3.2,14.90,3.1,31,22,22,37,64,64,0.1,0.1,2.1,,,0.05,10.37,0.1,0.6,,6.57,4.45,51.07,0.05,,,,,,,
Myles Gaskin,,0,RB,6000,MIA,vs BAL,20,19.25,8.2,16.6,12.2,0,0,0,0,0,0.5896,14.31,54.2,0.29,19.47,0.161,5.16,4.1,27.26,0.21,0,0,0,0,0,0,15.25,15.25,0,2.95,31.65,15.25,15.25,37,0,100,,117,25,2.5,5.50,0.9,17,16,16,25,65,65,,,,,,,,10.32,39.09,0.21,3.59,2.85,19.79,0.18,,,,,,,
Jaylen Waddle,,0,WR,5500,MIA,vs BAL,21,19.25,9.5,0,13.6,0,0,0,0,0,0,0,0,0,8.75,0.2732,8.75,6.21,66.53,0.37,0,0,0,0,0,0,15.08,15.08,0,0.83,34.08,15.08,15.08,35,0,100,,83,43,2.7,10.10,1.8,24,23,23,30,66,66,,,,,,,,0.2,1,0.05,8.8,6.25,69.8,0.45,,,,,,,
CeeDee Lamb,!,0,WR,7000,DAL,vs ATL,26,31.00,8.3,14,17.4,0,0,0,0,0,0,0,0,0,8.62,0.2242,8.62,5.51,71.61,0.4,0,0,0,0,0,0,15.07,15.07,0,2.62,31.67,15.07,15.07,3,0,100,,6,42,2.2,28.60,4.1,9,24,24,15,67,67,,,,,0.03,,,0.55,4.45,0.03,7.45,4.76,62.82,0.34,,,,,,,
Darrel Williams,,0,RB,5400,KC,@ LV,28,27.75,7.2,5.4,10.3,0,0,0,0,0,0.6135,14.44,58.85,0.68,17.5,0.081,3.06,2.38,19.91,0.1,0,0,0,0,0,0,14.94,14.94,0,4.14,29.34,14.94,14.94,1,0,100,,3,9,2.8,32.40,6,22,17,17,31,68,68,,,,,,,,5.71,23.27,0.27,2.37,1.84,16.12,0.08,,,,,,,
Dan Arnold,,0,TE,3500,JAC,@ IND,31,19.00,4.8,7,7.7,0,0,0,0,0,0,0,0,0,8.43,0.2264,8.43,5.59,67.84,0.35,0,0,0,0,0,0,14.47,14.47,0,7.27,24.07,14.47,14.47,7,0,100,,59,24,4.1,13.70,3.9,18,5,5,50,69,69,,,,,,,,,,,3.41,2.26,29.67,0.18,,,,,,,
Taylor Heinicke,,0,QB,5400,WAS,vs TB,26,20.25,8.4,0,18,1,30.5,212.25,1.17,1,0.175,3.57,18.72,0.06,3.57,0,0,0,0,0,0,0,0,0,0,0,14.4,14.4,0,1.8,31.2,14.4,14.4,11,0,100,,46,29,2.7,15.74,2.9,18,24,24,31,70,70,25.09,16.23,170.41,0.82,1.86,0.95,87.05,3,15.73,0.05,,,,,,,,,,,
Amari Cooper,,0,WR,6200,DAL,vs ATL,26,31.00,11,15.6,16.2,0,0,0,0,0,0,0,0,0,7.85,0.204,7.85,4.9,65.25,0.45,0,0,0,0,0,0,14.13,14.13,0,0,36.13,14.13,14.13,39,0,100,,89,25,2.3,9.10,1.5,17,25,25,23,71,71,,,,,,,,0.13,0.35,,7.61,4.75,64.21,0.43,,,,,,,
Michael Carter,,0,RB,5600,NYJ,vs BUF,7,17.75,7.4,0,12.9,0,0,0,0,0,0.579,14.67,61.88,0.32,18.72,0.1401,4.05,2.79,22.95,0.12,0,0,0,0,0,0,13.91,13.91,0,2.81,28.71,13.91,13.91,14,0,100,,34,32,2.5,18.20,3.3,20,18,18,29,72,72,,,,,,,,10.22,43.11,0.22,4.11,2.83,22.94,,,,,,,,
Odell Beckham Jr.,,0,WR,5300,LAR,@ SF,11,26.75,9.7,12.4,6.9,0,0,0,0,0,0,0,0,0,8.09,0.2109,8.09,4.77,63.62,0.45,0,0,0,0,0,0,13.83,13.83,0,0,33.23,13.83,13.83,61,0,100,,133,41,2.6,3.80,0.7,26,26,26,32,73,73,0.07,0.06,2.07,,0.01,0.02,18.96,0.18,1.52,0.01,8.85,5.22,71.66,0.52,,,,,,,
Mike Davis,,0,RB,4600,ATL,@ DAL,12,24.00,7.2,14.8,9.2,0,0,0,0,0,0.466,11.19,41.13,0.28,16.73,0.1408,5.54,4.39,28.59,0.13,0,0,0,0,0,0,13.82,13.82,0,3.02,28.22,13.82,13.82,51,0,100,,155,14,3,1.80,0.4,30,19,19,39,74,74,,,,,,,,7.87,28.93,0.2,3.04,2.41,15.27,0.06,,,,,,,
Pat Freiermuth,,0,TE,3900,PIT,vs DET,15,22.75,4.6,0,9.4,0,0,0,0,0,0,0,0,0,7.89,0.1785,7.89,5.67,51.49,0.5,0,0,0,0,0,0,13.82,13.82,0,6.92,23.02,13.82,13.82,17,0,100,,104,53,3.5,7.10,1.8,16,6,6,46,74,74,,,,,,,,,,,5.43,3.9,35.48,0.38,,,,,,,
Marquise Brown,,0,WR,6700,BAL,@ MIA,24,27.25,8.2,12.3,20,0,0,0,0,0,0,0,0,0,7.83,0.2604,7.83,4.91,58.66,0.49,0,0,0,0,0,0,13.72,13.72,0,1.42,30.12,13.72,13.72,37,0,100,,87,39,2,9.70,1.4,12,27,27,18,75,75,,,,,,,,0.08,0.47,,7.3,4.58,57.02,0.43,,,,,,,
Emmanuel Sanders,,0,WR,5700,BUF,@ NYJ,13,30.75,9.1,11.3,12.6,0,0,0,0,0,0,0,0,0,8.12,0.181,8.12,5.03,63.86,0.36,0,0,0,0,0,0,13.58,13.58,0,0,31.78,13.58,13.58,44,0,100,,104,27,2.4,7.10,1.2,22,28,28,28,76,76,0.02,0.02,0.58,,,0.02,10.19,0.1,1.19,0.01,6.99,4.33,56.78,0.3,,,,,,,
Colt McCoy,!,0,QB,5000,ARI,vs CAR,2,24.25,7.5,5.1,3.9,1,31.37,219.41,1.11,0.74,0.0804,2.07,5.53,0.08,2.07,0,0,0,0,0,0,0,0,0,0,0,13.51,13.51,0,2.26,28.51,13.51,13.51,32,0,100,,150,0,2.7,2.18,0.4,22,25,25,35,77,77,16.06,10.81,108.56,0.38,1.5,0.5,72.17,2.88,7.69,,,,,,,,,,,,
Laviska Shenault Jr.,,0,WR,4600,JAC,@ IND,30,19.00,5.3,11.2,8.6,0,0,0,0,0,0,0,0,0,8.91,0.2393,8.91,6.04,59.56,0.24,0,0,0,0,0,0,13.44,13.44,0,5.49,24.04,13.44,13.44,52,0,100,,121,44,2.9,5.10,1.1,33,29,29,39,78,78,,,,,,,,0.94,4.13,,5.66,3.84,40.91,0.19,,,,,,,
James Robinson,,0,RB,6200,JAC,@ IND,2,19.00,8.5,18.8,16.1,0,0,0,0,0,0.513,10.69,48.39,0.41,14.77,0.1097,4.08,3.11,20.01,0.12,0,0,0,0,0,0,13.13,13.13,0,0.38,30.13,13.13,13.13,13,0,100,,32,46,2.1,18.40,3,15,20,20,23,79,79,,,,,0.03,,,14.47,65.5,0.56,3.53,2.69,18.72,0.13,,,,,,,
Mark Andrews,,0,TE,5700,BAL,@ MIA,14,27.25,9.2,11.6,15.8,0,0,0,0,0,0,0,0,0,6.67,0.2216,6.67,4.45,54.28,0.54,0,0,0,0,0,0,13.12,13.12,0,0,31.52,13.12,13.12,3,0,100,,33,31,2.3,18.30,3.2,5,7,7,28,80,80,,,,,,,,0.03,0.04,,6.58,4.39,55.83,0.49,,,,,,,
Mecole Hardman,,0,WR,3900,KC,@ LV,4,27.75,5.6,8.2,9.2,0,0,0,0,0,0,0,0,0,6.54,0.1734,6.54,4.51,58.95,0.45,0,0,0,0,0,0,13.11,13.11,0,4.71,24.31,13.11,13.11,53,0,100,,122,30,3.4,5.00,1.3,40,30,30,46,81,81,,,,,,,,0.43,3.22,0.02,3.67,2.53,34.57,0.25,,,,,,,
Dallas Goedert,!,0,TE,4700,PHI,@ DEN,2,21.75,6.7,10.9,10.1,0,0,0,0,0,0,0,0,0,6.92,0.2165,6.92,4.9,57.64,0.37,0,0,0,0,0,0,12.88,12.88,0,2.83,26.28,12.88,12.88,24,0,100,,124,32,2.7,4.80,1,9,8,8,38,82,82,,,,,,,,,,,5.1,3.61,43.87,0.29,,,,,,,
Melvin Gordon,,0,RB,5300,DEN,vs PHI,30,22.75,9,13.9,13.6,0,0,0,0,0,0.485,13.66,56.17,0.49,16.46,0.0824,2.8,2.09,15.92,0.1,0,0,0,0,0,0,12.84,12.84,0,0,30.84,12.84,12.84,23,0,100,,82,41,2.4,10.30,1.9,23,21,21,32,83,83,,,,,,,,14.68,60.36,0.53,3.77,2.81,22.07,0.13,,,,,,,
Kenyan Drake,,0,RB,5100,LV,vs KC,8,25.75,8.9,13.3,10.8,0,0,0,0,0,0.2868,8.58,37.88,0.32,13.33,0.1228,4.75,3.49,26.26,0.12,0,0,0,0,0,0,12.54,12.54,0,0,30.34,12.54,12.54,39,0,100,,121,18,2.5,5.10,1,25,22,22,34,84,84,,,,,,,,8.91,39.34,0.33,3.13,2.3,17.82,0.08,,,,,,,
Devonta Freeman,,0,RB,5000,BAL,@ MIA,22,27.25,9.8,7.2,7.3,0,0,0,0,0,0.3757,13.27,54.54,0.46,15.75,0.0823,2.48,1.96,14.63,0.1,0,0,0,0,0,0,12.24,12.24,0,0,31.84,12.24,12.24,28,0,100,,91,35,2.4,8.80,1.8,26,23,23,35,85,85,,,,,,,,13.12,53.92,0.45,4.14,3.28,25.45,0.15,,,,,,,
Antonio Gibson,,0,RB,5500,WAS,vs TB,1,20.25,7.7,14.4,12.2,0,0,0,0,0,0.546,11.15,45.87,0.45,14.34,0.1047,3.19,2.58,17.48,0.09,0,0,0,0,0,0,12.16,12.16,0,0.61,27.56,12.16,12.16,7,0,100,,20,47,2.2,21.80,4,21,24,24,30,86,86,,,,,,,,14.14,58.17,0.57,3.29,2.66,18.46,0.09,,,,,,,
DJ Moore,,0,WR,6300,CAR,@ ARI,18,17.25,7.5,14.9,16.4,0,0,0,0,0,0,0,0,0,7.99,0.2589,7.99,4.77,63.35,0.16,0,0,0,0,0,0,12.07,12.07,0,0.82,27.07,12.07,12.07,47,0,100,,109,45,1.9,6.40,1,16,31,31,22,87,87,0.01,,,,,,0.59,0.49,4.67,,7.85,4.69,66.43,0.22,,,,,,,
George Kittle,,0,TE,6000,SF,vs LAR,28,23.75,9.6,16.4,13.3,0,0,0,0,0,0,0,0,0,6.31,0.1671,6.31,4.5,57.29,0.28,0,0,0,0,0,0,11.91,11.91,0,0,31.11,11.91,11.91,5,0,100,,44,27,2,16.00,2.7,3,9,9,25,88,88,,,,,,,,0.14,0.9,,6.64,4.74,62.36,0.27,,,,,,,
Jared Cook,,0,TE,3200,LAC,vs MIN,17,28.25,6.8,8.4,9,0,0,0,0,0,0,0,0,0,7.03,0.157,7.03,4.31,53.73,0.37,0,0,0,0,0,0,11.9,11.9,0,1.7,25.5,11.9,11.9,37,0,100,,152,28,3.7,2.00,0.6,21,10,10,53,89,89,,,,,,,,,,,5.25,3.22,42.53,0.28,,,,,,,
Christian Kirk,,0,WR,5500,ARI,vs CAR,6,24.25,7.6,10.7,13.8,0,0,0,0,0,0,0,0,0,6.92,0.2206,6.92,4.49,54.39,0.31,0,0,0,0,0,0,11.79,11.79,0,0.39,26.99,11.79,11.79,26,0,100,,63,38,2.1,12.80,2.3,24,32,32,30,90,90,0.02,0.02,0.54,,,,1.95,0.28,2.38,,6.62,4.3,53.77,0.33,,,,,,,
Jerry Jeudy,,0,WR,5300,DEN,vs PHI,1,22.75,7.2,10.2,11.3,0,0,0,0,0,0,0,0,0,8.05,0.2367,8.05,4.29,62,0.21,0,0,0,0,0,0,11.75,11.75,0,0.95,26.15,11.75,11.75,33,0,100,,77,27,2.2,11.10,2.1,26,33,33,32,91,91,,,,,,,,0.1,0.13,,6.33,3.37,50.2,0.17,,,,,,,
Brandon Bolden,,0,RB,4400,NE,vs CLE,10,23.25,5.3,0,7.2,0,0,0,0,0,0.2823,7.76,35.47,0.34,11.24,0.1063,3.48,2.61,23.46,0.2,0,0,0,0,0,0,11.74,11.74,0,3.79,22.34,11.74,11.74,25,0,100,,84,12,2.7,10.00,2.3,32,25,25,41,92,92,,,,,,,,2.94,13.44,0.13,2.15,1.61,14.96,0.13,,,,,,,
Devin Singletary,,0,RB,4700,BUF,@ NYJ,32,30.75,6.4,8.6,8.8,0,0,0,0,0,0.3618,9.32,42.91,0.22,13.62,0.096,4.3,3.27,21.6,0.09,0,0,0,0,0,0,11.58,11.58,0,1.98,24.38,11.58,11.58,21,0,100,,71,43,2.5,11.90,2.5,29,26,26,38,93,93,,,,,,,,10.62,48.89,0.25,3.47,2.64,18,0.07,,,,,,,
Kalif Raymond,,0,WR,4900,DET,@ PIT,25,17.75,6.4,1.9,9.4,0,0,0,0,0,0,0,0,0,6.07,0.1786,6.07,3.94,56.83,0.31,0,0,0,0,0,0,11.48,11.48,0,1.88,24.28,11.48,11.48,45,0,100,,106,0,2.3,6.90,1.4,30,34,34,36,94,94,,,,,,,,0.21,0.56,,2.85,1.85,26.46,0.15,,,,,,,
Mike White,,0,QB,5100,NYJ,vs BUF,1,17.75,10.1,0,16.3,1,28.91,205.67,1.12,1.75,0.0254,0.64,-0.13,0.02,0.64,0,0,0,0,0,0,0,0,0,0,0,11.06,11.06,0,0,31.26,11.06,11.06,25,0,100,,111,27,2.2,6.04,1.2,21,26,26,34,95,95,33,22,238.25,2,1,1.25,81.88,1.25,-0.25,,,,,,,,,,,,
Zack Moss,,0,RB,5100,BUF,@ NYJ,32,30.75,5.3,7.9,11.6,0,0,0,0,0,0.3077,7.93,31.82,0.27,12.1,0.093,4.17,3.22,22.43,0.13,0,0,0,0,0,0,11.05,11.05,0,3.1,21.65,11.05,11.05,29,0,100,,92,27,2.2,8.70,1.7,25,27,27,34,96,96,,,,,,,,7.25,29.09,0.25,1.94,1.5,10.78,0.06,,,,,,,
Tyler Conklin,,0,TE,3400,MIN,@ LAC,9,25.25,4.9,5.6,9,0,0,0,0,0,0,0,0,0,6.95,0.181,6.95,4.96,46.69,0.22,0,0,0,0,0,0,10.95,10.95,0,3.6,20.75,10.95,10.95,4,0,100,,43,26,3.2,16.10,4.7,19,11,11,51,97,97,,,,,,,,,,,4.13,2.95,28.69,0.13,,,,,,,
Mike Gesicki,,0,TE,4900,MIA,vs BAL,22,19.25,7,10.8,12.7,0,0,0,0,0,0,0,0,0,7.18,0.2243,7.18,4.52,48.77,0.25,0,0,0,0,0,0,10.9,10.9,0,0.4,24.9,10.9,10.9,43,0,100,,173,14,2.2,0.00,,8,12,12,36,98,98,0.02,,,,,,0.61,,,,5.05,3.18,35.78,0.22,,,,,,,
Trevor Siemian,,0,QB,5200,NO,@ TEN,18,20.00,7.9,0,13.8,0.8992,23.94,169.95,1.18,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.89,10.89,0,0,26.69,10.89,10.89,4,0,100,,24,42,2.1,19.92,3.8,20,27,27,33,99,99,31.18,18.36,207.36,0.82,2.27,1.24,80.22,2.09,6.15,0.06,,,,,,,,,,,
Hunter Henry,,0,TE,4100,NE,vs CLE,10,23.25,6.2,10.4,9.8,0,0,0,0,0,0,0,0,0,5.66,0.1727,5.66,3.82,44.11,0.43,0,0,0,0,0,0,10.81,10.81,0,1.51,23.21,10.81,10.81,2,0,100,,25,39,2.6,19.70,4.8,14,13,13,44,100,100,,,,,,,,,,,5.11,3.45,41.1,0.41,,,,,,,
Alexander Mattison,,0,RB,4500,MIN,@ LAC,29,25.25,7.5,6.9,8.5,0,0,0,0,0,0.345,10.45,43.57,0.21,13.48,0.079,3.03,2.47,18.86,0.12,0,0,0,0,0,0,10.69,10.69,0,0,25.69,10.69,10.69,40,0,100,,122,0,2.4,5.00,1.1,31,28,28,40,101,101,,,,,,,,7.42,30.94,0.15,1.56,1.27,10.04,0.06,,,,,,,
Kendrick Bourne,,0,WR,4600,NE,vs CLE,3,23.25,5.9,8.6,10,0,0,0,0,0,0,0,0,0,5.66,0.1727,5.66,3.8,49.49,0.32,0,0,0,0,0,0,10.67,10.67,0,1.82,22.47,10.67,10.67,7,0,100,,15,25,2.3,24.10,5.2,33,35,35,39,102,102,0.01,0.01,0.31,,,0.01,1.95,0.17,1.9,,3.93,2.64,35.46,0.23,,,,,,,
Javonte Williams,,0,RB,5000,DEN,vs PHI,30,22.75,6.9,0,10.7,0,0,0,0,0,0.415,11.69,51.78,0.19,14.49,0.0824,2.8,2.2,14.22,0.11,0,0,0,0,0,0,10.6,10.6,0,0.25,24.4,10.6,10.6,35,0,100,,106,43,2.1,6.90,1.4,26,29,29,35,103,103,,,,,,,,11.9,52.71,0.19,3.57,2.81,18.67,0.14,,,,,,,
Courtland Sutton,,0,WR,5600,DEN,vs PHI,1,22.75,7,9.6,13.3,0,0,0,0,0,0,0,0,0,6.52,0.1917,6.52,3.75,54.48,0.23,0,0,0,0,0,0,10.58,10.58,0,0.08,24.58,10.58,10.58,54,0,100,,123,36,1.9,4.90,0.9,23,36,36,29,104,104,0.04,0.04,0.98,,,,6.59,0.09,0.38,,6.42,3.69,55.24,0.24,,,,,,,
K.J. Osborn,,0,WR,3400,MIN,@ LAC,5,25.25,6.8,0,9.5,0,0,0,0,0,0,0,0,0,5.64,0.147,5.64,3.5,43,0.46,0,0,0,0,0,0,10.56,10.56,0,0.36,24.16,10.56,10.56,85,0,100,,173,24,3.1,0.00,,45,37,37,51,105,105,,,,,,,,0.1,0.43,,4.67,2.9,36.81,0.38,,,,,,,
Kenneth Gainwell,,0,RB,4700,PHI,@ DEN,4,21.75,6.7,0,8.4,0,0,0,0,0,0.198,5.2,21.61,0.43,9.32,0.1288,4.12,2.75,20.45,0.13,0,0,0,0,0,0,10.32,10.32,0,0.27,23.72,10.32,10.32,48,0,100,,148,14,2.2,2.40,0.5,29,30,30,38,106,106,,,,,,,,4,16.62,0.33,3,2,15.38,0.1,,,,,,,
Brandon Aiyuk,,0,WR,4700,SF,vs LAR,8,23.75,7.1,15.9,7,0,0,0,0,0,0,0,0,0,5.76,0.1526,5.76,3.65,47.98,0.31,0,0,0,0,0,0,10.31,10.31,0,0,24.51,10.31,10.31,48,0,100,,116,42,2.2,5.60,1.2,32,38,38,38,107,107,,,,,,,,0.34,2.89,0.06,6.26,3.97,53.94,0.31,,,,,,,
Van Jefferson,,0,WR,4100,LAR,@ SF,11,26.75,5.7,4,9.8,0,0,0,0,0,0,0,0,0,6.04,0.1575,6.04,3.53,47.71,0.32,0,0,0,0,0,0,10.22,10.22,0,1.67,21.62,10.22,10.22,41,0,100,,94,21,2.5,8.40,2,38,39,39,44,108,108,,,,,,,,0.11,0.97,,4.11,2.4,33.43,0.23,,,,,,,
Bills,,0,DST,4000,BUF,@ NYJ,26,17.75,5.9,7.2,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,1.61,1.16,0,0.15,17.75,10.06,10.06,0,1.21,21.86,10.06,10.06,7,0,100,,70,17,2.5,12.00,3,2,1,1,45,109,109,,,,,,,,,,,,,,,2.24,0.98,0.54,0.13,0.03,20.88,330.93
Phillip Walker,,0,QB,5000,CAR,@ ARI,7,17.25,3.9,3.4,1.3,1,30.88,198.01,0.81,2.03,0.1115,2.72,2.5,0.1,2.72,0,0,0,0,0,0,0,0,0,0,0,9.98,9.98,0,4.13,17.78,9.98,9.98,21,0,100,,102,0,2,7.28,1.5,22,28,28,35,110,110,13.56,7.56,81.11,0.89,1.22,0.22,50.16,1.33,1.22,,,,,,,,,,,,
Rashod Bateman,,0,WR,4200,BAL,@ MIA,24,27.25,6.2,0,9.4,0,0,0,0,0,0,0,0,0,5.96,0.1981,5.96,3.82,48.71,0.21,0,0,0,0,0,0,9.95,9.95,0,0.65,22.35,9.95,9.95,21,0,100,,57,36,2.4,14.00,3.3,37,40,40,43,111,111,,,,,,,,,,,5.56,3.56,47.38,0.19,,,,,,,
Eli Mitchell,,0,RB,5700,SF,vs LAR,13,23.75,7.3,0,15,0,0,0,0,0,0.7345,17.36,75.97,0.39,17.36,0,0,0,0,0,0,0,0,0,0,0,9.94,9.94,0,0,24.54,9.94,9.94,27,0,100,,89,50,1.7,9.10,1.6,19,31,31,28,112,112,,,,,,,,17.87,78.2,0.4,1.93,1.73,12.93,0.07,,,,,,,
Tony Pollard,,0,RB,4600,DAL,vs ATL,26,31.00,7.3,7.5,10.1,0,0,0,0,0,0.311,10.07,50.35,0.25,12.41,0.0609,2.34,1.76,13.69,0.04,0,0,0,0,0,0,9.9,9.9,0,0,24.5,9.9,9.9,16,0,100,,45,14,2.2,15.80,3.4,30,32,32,39,113,113,,,,,,,,7.14,35.7,0.18,2.42,1.82,14.38,0.04,,,,,,,
Tyler Higbee,,0,TE,4000,LAR,@ SF,11,26.75,6.3,7.8,8.8,0,0,0,0,0,0,0,0,0,6.04,0.1575,6.04,4.12,41.84,0.25,0,0,0,0,0,0,9.8,9.8,0,0.35,22.4,9.8,9.8,9,0,100,,78,14,2.5,11.00,2.8,15,14,14,45,114,114,,,,,,,,0.01,0.01,,4.31,2.94,30.75,0.19,,,,,,,
Dalton Schultz,,0,TE,5000,DAL,vs ATL,23,31.00,6.6,9.2,12.2,0,0,0,0,0,0,0,0,0,5.6,0.1455,5.6,4.03,40.22,0.29,0,0,0,0,0,0,9.79,9.79,0,0,22.99,9.79,9.79,35,0,100,,148,26,2,2.40,0.5,7,15,15,35,115,115,,,,,,,,,,,5.06,3.64,36.89,0.26,,,,,,,
Zach Pascal,,0,WR,4500,IND,vs JAC,19,29.00,6.8,8.8,8.9,0,0,0,0,0,0,0,0,0,6.05,0.1637,6.05,3.55,40.73,0.36,0,0,0,0,0,0,9.78,9.78,0,0,23.38,9.78,9.78,69,0,100,,142,7,2.2,2.90,0.6,34,41,41,40,116,116,0.03,,,,,,0.65,0.13,0.95,,4.3,2.52,30.89,0.25,,,,,,,
Zach Ertz,,0,TE,4600,ARI,vs CAR,12,24.25,8.6,7,8.8,0,0,0,0,0,0,0,0,0,6.15,0.1962,6.15,4.17,42.09,0.23,0,0,0,0,0,0,9.76,9.76,0,0,26.96,9.76,9.76,13,0,100,,93,34,2.1,8.60,1.9,10,16,16,39,117,117,,,,,,,,0.01,0.04,,7.77,5.27,54.96,0.33,,,,,,,
Nyheim Hines,,0,RB,5000,IND,vs JAC,24,29.00,6.1,12,8.1,0,0,0,0,0,0.1926,5.73,24.51,0.18,10,0.1156,4.27,3.32,22.52,0.1,0,0,0,0,0,0,9.7,9.7,0,0.55,21.9,9.7,9.7,41,0,100,,123,31,1.9,4.90,1,26,33,33,35,118,118,,,,,,,,4.21,18.01,0.13,4.15,3.23,23.35,0.1,,,,,,,
T.Y. Hilton,,0,WR,4700,IND,vs JAC,19,29.00,9.2,10.8,7.8,0,0,0,0,0,0,0,0,0,5.73,0.1552,5.73,3.31,47.67,0.27,0,0,0,0,0,0,9.7,9.7,0,0,28.1,9.7,9.7,78,0,100,,158,32,2.1,1.50,0.3,32,42,42,38,118,118,,,,,,,,,,,7.41,4.28,65.79,0.35,,,,,,,
Amon-Ra St. Brown,,0,WR,3800,DET,@ PIT,25,17.75,11.4,0,7.7,0,0,0,0,0,0,0,0,0,5.33,0.1567,5.33,3.96,41.19,0.27,0,0,0,0,0,0,9.7,9.7,0,0,32.5,9.7,9.7,35,0,100,,83,30,2.6,10.10,2.7,41,42,42,47,118,118,,,,,,,,0.47,6.79,0.05,8,5.95,61.32,0.42,,,,,,,
Nelson Agholor,,0,WR,4000,NE,vs CLE,3,23.25,7.2,12.2,8.5,0,0,0,0,0,0,0,0,0,5.82,0.1776,5.82,3.51,42.99,0.3,0,0,0,0,0,0,9.61,9.61,0,0,24.01,9.61,9.61,59,0,100,,130,19,2.4,4.10,1,39,43,43,45,119,119,0.01,0.01,0.14,,,,1.33,0.17,1.01,,5.12,3.09,39.03,0.27,,,,,,,
Quez Watkins,,0,WR,3600,PHI,@ DEN,20,21.75,5,5.9,7.2,0,0,0,0,0,0,0,0,0,5.32,0.1665,5.32,3.34,51.33,0.18,0,0,0,0,0,0,9.55,9.55,0,2.05,19.55,9.55,9.55,42,0,100,,101,23,2.7,7.30,2,43,44,44,49,120,120,,,,,,,,0.04,0.12,,3.44,2.16,34.28,0.12,,,,,,,
A.J. Green,,0,WR,4600,ARI,vs CAR,6,24.25,10,7,12,0,0,0,0,0,0,0,0,0,5.8,0.185,5.8,3.31,45.95,0.27,0,0,0,0,0,0,9.53,9.53,0,0,29.53,9.53,9.53,79,0,100,,159,25,2.1,1.40,0.3,33,45,45,39,121,121,,,,,,,,,,,7.64,4.36,62.55,0.39,,,,,,,
J.D. McKissic,,0,RB,5200,WAS,vs TB,1,20.25,6.2,11.9,11.4,0,0,0,0,0,0.175,3.57,15.62,0.08,8.56,0.1636,4.99,3.8,28.14,0.14,0,0,0,0,0,0,9.5,9.5,0,0.2,21.9,9.5,9.5,33,0,100,,98,29,1.8,7.90,1.5,24,34,34,33,122,122,,,,,,,,3.69,16.15,0.08,4.35,3.31,25.12,0.12,,,,,,,
Titans,,0,DST,2600,TEN,vs NO,9,20,5.4,4.4,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,1.13,0.5,0,0.37,20,9.37,9.37,0,1.27,20.17,9.37,9.37,10,0,100,,112,16,3.6,6.00,2.3,14,2,2,59,123,123,,,,,,,,,,,,,,,2.39,0.8,0.46,0.14,0.01,22.34,360.28
Rhamondre Stevenson,,0,RB,4500,NE,vs CLE,10,23.25,8.1,0,7,0,0,0,0,0,0.3716,10.21,46.79,0.33,11.91,0.0519,1.7,1.37,9.74,0.05,0,0,0,0,0,0,9.3,9.3,0,0,25.5,9.3,9.3,2,0,100,,4,21,2.1,30.40,6.8,31,35,35,40,124,124,,,,,,,,10.82,49.59,0.35,2.12,1.71,12.53,,,,,,,,
Marquez Callaway,,0,WR,5100,NO,@ TEN,28,20.00,5.9,4.2,9.6,0,0,0,0,0,0,0,0,0,5.61,0.2107,5.61,3.32,42.52,0.28,0,0,0,0,0,0,9.25,9.25,0,0.4,21.05,9.25,9.25,31,0,100,,73,28,1.8,11.70,2.3,28,46,46,34,125,125,,,,,,,,,,,4.62,2.73,37.23,0.27,,,,,,,
Bryan Edwards,,0,WR,4200,LV,vs KC,15,25.75,4.9,4,7.3,0,0,0,0,0,0,0,0,0,5.02,0.1296,5.02,2.97,47.47,0.24,0,0,0,0,0,0,9.16,9.16,0,1.81,18.96,9.16,9.16,10,0,100,,36,11,2.2,17.80,4.2,37,47,47,43,126,126,,,,,,,,0.04,,,2.96,1.75,28.82,0.14,,,,,,,
Austin Hooper,,0,TE,2800,CLE,@ NE,4,21.25,6.4,9,5.1,0,0,0,0,0,0,0,0,0,5.17,0.1668,5.17,3.75,36.9,0.28,0,0,0,0,0,0,9.12,9.12,0,0,21.92,9.12,9.12,8,0,100,,66,25,3.3,12.50,4.5,25,17,17,57,127,127,,,,,,,,,,,4.66,3.38,33.77,0.26,,,,,,,
Cardinals,,0,DST,3700,ARI,vs CAR,27,17.25,6.4,6.5,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,0.88,1.25,0,0.12,17.25,9.11,9.11,0,0,21.91,9.11,9.11,13,0,100,,141,7,2.5,3.00,0.8,3,3,3,48,128,128,,,,,,,,,,,,,,,2.52,0.75,0.66,0.15,0.04,23.03,349.44
