,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Actual Data,,Position Rankings,,,,Overall Rankings,,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Austin Trammell,,0,WR,3000,ATL,@ MIA,23,24.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
Trent Taylor,,0,WR,3000,CIN,@ BAL,6,20.00,4.2,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,14,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,3.44,2.25,21.44,0.08,,,,,,,
Stanley Morgan,,0,WR,3000,CIN,@ BAL,6,20.00,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,20,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,0.13,0.38,,1.75,0.63,3.63,,,,,,,,
Trenton Irwin,,0,WR,3000,CIN,@ BAL,6,20.00,0.9,1.5,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,61,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,2.33,1,13,,,,,,,,
Mike Thomas,,0,WR,3000,CIN,@ BAL,6,20.00,2.9,2.8,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,0.05,0.05,,1.95,1,10,0.05,,,,,,,
Auden Tate,,0,WR,3000,CIN,@ BAL,6,20.00,4.6,3.6,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,15,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,4.21,2.18,28.54,0.07,,,,,,,
Pooka Williams Jr.,,0,WR,3000,CIN,@ BAL,6,20.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
Trinity Benson,,0,WR,3000,DET,@ LAR,3,16.75,2,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,31,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,3.14,1.43,14.71,,,,,,,,
Tom Kennedy,,0,WR,3000,DET,@ LAR,3,16.75,3.6,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,0.17,0.17,12.5,,,0.17,26.38,,,,1.67,1,9,,,,,,,,
Geronimo Allison,,0,WR,3000,DET,@ LAR,3,16.75,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,0.02,0.16,,3.63,2.21,25.77,0.12,,,,,,,
Javon McKinley,,0,WR,3000,DET,@ LAR,3,16.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
KeeSean Johnson,,0,WR,3000,PHI,@ LV,12,23.50,2.7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,39,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,0.06,0.17,,3.61,2,20,0.06,,,,,,,
John Hightower,,0,WR,3000,PHI,@ LV,12,23.50,2.6,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,10,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,0.1,0.1,,2.9,1,16.7,,,,,,,,
J.J. Arcega-Whiteside,,0,WR,3000,PHI,@ LV,12,23.50,2.5,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,24,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,2.19,1,18.13,0.06,,,,,,,
Greg Ward,,0,WR,3000,PHI,@ LV,12,23.50,5.6,8.3,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,28,0,0.00,,75,45,93,93,175,52,237,237,0.1,0.07,0.57,,,,7.92,0.13,0.13,,4.47,3.03,26.4,0.33,,,,,,,
Jalen Camp,,0,WR,3000,HOU,@ ARI,19,13.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
Jordan Veasy,,0,WR,3000,HOU,@ ARI,19,13.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
Damon Hazelton,,0,WR,3000,HOU,@ ARI,19,13.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
Davion Davis,,0,WR,3000,HOU,@ ARI,19,13.75,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,1.5,0.5,8.5,,,,,,,,
Danny Amendola,,0,WR,3000,HOU,@ ARI,19,13.75,7.2,7.6,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,20,0,4.70,1.6,51,45,93,93,130,52,237,237,0.05,0.03,0.86,,,0.02,12.69,0.05,0.27,,5.33,3.74,40.76,0.13,,,,,,,
Nsimba Webster,,0,WR,3000,CHI,@ TB,22,17.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
Dazz Newsome,,0,WR,3000,CHI,@ TB,22,17.50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,29,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,1.67,0.67,7.67,,,,,,,,
Jon'Vea Johnson,,0,WR,3000,CHI,@ TB,22,17.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
Breshad Perriman,,0,WR,3000,CHI,@ TB,22,17.50,7.2,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,0.14,0.23,,4.04,2,32.61,0.23,,,,,,,
Rodney Adams,,0,WR,3000,CHI,@ TB,22,17.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,1,,,,,,,,,,
Isaiah Coulter,,0,WR,3000,CHI,@ TB,22,17.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,1,,,,,,,,,,
Jakeem Grant,,0,WR,3000,CHI,@ TB,22,17.50,5.8,5.8,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,0.35,1.29,0.02,3.15,1.96,22.21,0.13,,,,,,,
Ashton Dulin,,0,WR,3000,IND,@ SF,7,19.25,3.7,0.9,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,2.00,0.7,64,45,93,93,157,52,237,237,,,,,,,,0.26,2,,1.78,1.04,15.26,0.09,,,,,,,
J.J. Nelson,!,0,WR,3000,IND,@ SF,7,19.25,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,0.24,2.35,0.02,3.73,1.73,29.49,0.22,,,,,,,
Quartney Davis,,0,WR,3000,IND,@ SF,7,19.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
Dezmon Patmon,!,0,WR,3000,IND,@ SF,7,19.25,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,2,0.8,9,0.2,,,,,,,
Mike Strachan,,0,WR,3000,IND,@ SF,7,19.25,2.1,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,38,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,2,1.25,21.25,,,,,,,,
De'Michael Harris,,0,WR,3000,IND,@ SF,7,19.25,3.2,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,16,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,1,7.67,,1.67,1.67,13.17,,,,,,,,
Keke Coutee,,0,WR,3000,IND,@ SF,7,19.25,7.9,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,23,0,1.50,0.5,69,45,93,93,163,52,237,237,,,,,,,,0.21,0.58,0.04,5.5,3.96,44,0.21,,,,,,,
Tarik Black,,0,WR,3000,IND,@ SF,7,19.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,2,1,10,,,,,,,,
Chris Hogan,,0,WR,3000,NO,@ SEA,16,23.25,7.9,5.2,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,0.01,0.01,0.05,,,,1.08,0.1,0.44,,4.29,2.58,36.52,0.25,,,,,,,
Ty Montgomery,,0,WR,3000,NO,@ SEA,16,23.25,7.2,4.5,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.40,0.1,74,45,93,93,173,52,237,237,,,,,,,,4.13,18.26,0.13,3.06,2.19,17.27,0.06,,,,,,,
Kevin White,,0,WR,3000,NO,@ SEA,16,23.25,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,24,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,0.09,0.82,,4.82,2.36,29.36,,,,,,,,
Kawaan Baker,,0,WR,3000,NO,@ SEA,16,23.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,75,45,93,93,175,52,237,237,,,,,,,,,,,,,,,,,,,,,
Maxx Williams,!,0,TE,2900,ARI,vs HOU,27,33.75,4.1,4,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,7,0,0.00,,43,23,43,43,175,53,237,237,,,,,,,,0.09,0.26,,2.39,1.91,18.56,0.11,,,,,,,
Jack Stoll,,0,TE,2800,PHI,@ LV,21,23.50,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,81,0,0.00,,43,24,43,43,175,54,237,237,,,,,,,,,,,1.67,1.33,7.33,,,,,,,,
Tommy Tremble,,0,TE,2700,CAR,@ NYG,19,23.00,2.9,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,19,0,3.20,1.2,32,25,43,43,143,55,237,237,,,,,,,,0.2,0.73,0.07,2.47,1.4,12.07,0.07,,,,,,,
Miller Forristall,,0,TE,2500,CLE,vs DEN,3,20.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,,,43,27,43,43,175,57,237,237,,,,,,,,,,,,,,,,,,,,,
Stephen Carlson,!,0,TE,2500,CLE,vs DEN,3,20.50,2.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,1.13,0.75,7.75,0.13,,,,,,,
Kaden Smith,,0,TE,2500,NYG,vs CAR,20,20.00,5.7,2.1,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,3,2.36,18.77,0.14,,,,,,,
Levine Toilolo,!,0,TE,2500,NYG,vs CAR,20,20.00,3.6,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,1.67,1.25,15.53,0.08,,,,,,,
Chris Myarick,,0,TE,2500,NYG,vs CAR,20,20.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,,,,,,,,,,,
Dalton Keene,!,0,TE,2500,NE,vs NYJ,29,24.75,0.2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,87,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,1.67,1,5.33,,,,,,,,
Devin Asiasi,,0,TE,2500,NE,vs NYJ,29,24.75,5.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,1.75,0.5,9.75,0.25,,,,,,,
Troy Fumagalli,,0,TE,2500,NE,vs NYJ,29,24.75,3.3,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,1.85,1.08,9.08,0.15,,,,,,,
Matt LaCosse,,0,TE,2500,NE,vs NYJ,29,24.75,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,23,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,2.59,1.68,17.32,0.09,,,,,,,
Briley Moore-McKinney,!,0,TE,2500,TEN,vs KC,31,27.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,,,,,,,,,,,
Tommy Hudson,!,0,TE,2500,TEN,vs KC,31,27.50,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,33,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,1.5,0.75,7.75,,,,,,,,
MyCole Pruitt,,0,TE,2500,TEN,vs KC,31,27.50,2.9,4.4,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,12,0,10.70,4.3,12,27,43,43,85,57,237,237,,,,,,,,,,,1.56,1.16,11.96,0.16,,,,,,,
Austin Fort,,0,TE,2500,TEN,vs KC,31,27.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,,,,,,,,,,,
Bronson Kaufusi,,0,TE,2500,GB,vs WAS,6,28.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,,,,,,,,,,,
Dominique Dafney,!,0,TE,2500,GB,vs WAS,6,28.00,2.8,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,1.14,0.57,8.57,0.14,,,,,,,
Tyler Davis,,0,TE,2500,GB,vs WAS,6,28.00,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,1.29,0.71,5.43,,,,,,,,
Josiah Deguara,,0,TE,2500,GB,vs WAS,6,28.00,4,2.2,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,13,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,2.53,1.87,19,0.13,,,,,,,
Adam Shaheen,,0,TE,2500,MIA,vs ATL,11,23.25,4,3.5,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,6.30,2.5,22,27,43,43,114,57,237,237,,,,,,,,,,,2.03,1.43,14.11,0.19,,,,,,,
Cethan Carter,,0,TE,2500,MIA,vs ATL,11,23.25,2.5,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,1.18,0.82,7.45,0.09,,,,,,,
Hunter Long,,0,TE,2500,MIA,vs ATL,11,23.25,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,1,0.33,2.67,,,,,,,,
Tony Poljan,,0,TE,2500,BAL,vs CIN,8,26.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,,,,,,,,,,,
Eric Tomlinson,,0,TE,2500,BAL,vs CIN,8,26.00,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,1.43,0.86,9.57,0.05,,,,,,,
Josh Oliver,,0,TE,2500,BAL,vs CIN,8,26.00,1.3,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,13,0,4.90,2,28,27,43,43,128,57,237,237,,,,,,,,,,,1.62,0.92,6.23,,,,,,,,
Nick Boyle,!,0,TE,2500,BAL,vs CIN,8,26.00,3,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,23,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,2.57,1.86,16.14,0.06,,,,,,,
Brycen Hopkins,,0,TE,2500,LAR,vs DET,23,33.75,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,2.5,2.5,28,,,,,,,,
Jacob Harris,,0,TE,2500,LAR,vs DET,23,33.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,,,,,,,,,,,
Kendall Blanton,,0,TE,2500,LAR,vs DET,23,33.75,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,11,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,2.33,1.83,18.67,0.17,,,,,,,
Johnny Mundt,!,0,TE,2500,LAR,vs DET,23,33.75,2.2,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,15,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,1.73,1.36,12.45,,,,,,,,
Nick Bowers,!,0,TE,2500,LV,vs PHI,12,24.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,,,,,,,,,,,
Derek Carrier,!,0,TE,2500,LV,vs PHI,12,24.50,2.7,0.4,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,10,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,0.03,0.75,,1.83,1.33,11.28,0.08,,,,,,,
Matt Bushman,,0,TE,2500,LV,vs PHI,12,24.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,,,,,,,,,,,
Demetrius Harris,,0,TE,2500,ARI,vs HOU,27,33.75,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,2.28,1.2,11.93,0.13,,,,,,,
Darrell Daniels,!,0,TE,2500,ARI,vs HOU,27,33.75,2.2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,1.57,0.65,5.39,0.04,,,,,,,
Ross Travis,,0,TE,2500,ARI,vs HOU,27,33.75,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,1.71,0.82,8.35,,,,,,,,
Bernhard Seikovits,,0,TE,2500,ARI,vs HOU,27,33.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,,,,,,,,,,,
Deon Yelder,,0,TE,2500,TB,vs CHI,14,29.50,1.5,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,25,0,1.00,0.4,42,27,43,43,167,57,237,237,,,,,,,,,,,1.55,1.09,8.82,,,,,,,,
Codey McElroy,,0,TE,2500,TB,vs CHI,14,29.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,1,,,,,,,,,,
Tanner Hudson,,0,TE,2500,SF,vs IND,28,22.25,1.4,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,22,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,1.67,0.78,9.89,,,,,,,,
Jordan Matthews,,0,TE,2500,SF,vs IND,28,22.25,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,25,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,6.04,3.89,45.89,0.28,,,,,,,
Charlie Woerner,,0,TE,2500,SF,vs IND,28,22.25,1.9,1.7,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,10,0,5.00,2,27,27,43,43,127,57,237,237,,,,,,,,,,,1.38,1,11,,,,,,,,
Ryan Izzo,,0,TE,2500,SEA,vs NO,13,18.25,3.1,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,23,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,2.07,1.36,22.36,0.07,,,,,,,
Tyler Ott,,0,TE,2500,SEA,vs NO,13,18.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,,,,,,,,,,,
Tyler Mabry,,0,TE,2500,SEA,vs NO,13,18.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,,,,,,,,,,,
Andrew Beck,,0,TE,2500,DEN,@ CLE,10,19.50,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,0.5,-0.5,,1.5,1,26,,,,,,,,
Albert Okwuegbunam,!,0,TE,2500,DEN,@ CLE,10,19.50,4.2,7.3,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,30,0,0.00,,43,27,43,43,175,57,237,237,,,,,,,,,,,3.32,2.58,25.47,0.16,,,,,,,
