,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,Position Rankings,,,,Overall Rankings,,,Actual Data,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Derrick Gore,,0,RB,4000,NO,vs LAR,3,20.75,5.6,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,11,0,0.00,,38,64,64,48,241,241,,,,,,,,6,28.78,0.22,1,0.89,11.67,,,,,,,,
Jake Luton,,0,QB,4000,NO,vs LAR,8,20.75,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,22,0,0.00,,25,30,30,48,241,241,36.67,20,208,2,2.33,0.67,56.13,0.33,4.33,0.33,,,,,,,,,,,
Adam Prentice,,0,RB,4000,NO,vs LAR,3,20.75,0.6,1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,54,0,0.00,,38,64,64,48,241,241,,,,,,,,0.6,1,,0.8,0.8,3.6,,,,,,,,
Davis Webb,,0,QB,4000,NYG,vs DET,30,23.75,0,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,0,0,0.00,,25,30,30,48,241,241,,,,,,,,2,-3,,,,,,,,,,,,
Sandro Platzgummer,,0,RB,4000,NYG,vs DET,24,23.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,,,,,,,,,,,,,,
Gary Brightwell,,0,RB,4000,NYG,vs DET,24,23.75,2.3,0.3,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,1,4.6,0.2,0.2,0.2,1.2,,,,,,,,
Jashaun Corbin,,0,RB,4000,NYG,vs DET,24,23.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,,,,,,,,,,,,,,
Josh Johnson,,0,QB,4000,DEN,vs LV,31,21.75,12,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,31,0,,,25,30,30,48,241,241,28.33,19,212.67,0.67,1,1.67,87.73,3,9.33,,,,,,,,,,,,
Marlon Mack,!,0,RB,4000,DEN,vs LV,27,21.75,8.7,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,22,0,0.00,,38,64,64,48,241,241,,,,,,,,12.5,55.79,0.44,1.83,1.23,9.46,0.04,,,,,,,
Damarea Crockett,!,0,RB,4000,DEN,vs LV,27,21.75,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,3,7,,,,,,,,,,,,
Devine Ozigbo,,0,RB,4000,DEN,vs LV,27,21.75,2.8,1.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,15,0,0.00,,38,64,64,48,241,241,,,,,,,,1.71,3.86,,2.14,1.86,10.29,,,,,,,,
Javonte Williams,!,0,RB,4000,DEN,vs LV,27,21.75,6.9,12.5,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,43,0,0.00,,38,64,64,48,241,241,,,,,,,,11.9,52.71,0.19,3.57,2.81,18.67,0.14,,,,,,,
C.J. Ham,,0,RB,4000,MIN,vs DAL,12,23.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,,,,,,,,,,,,,,
David Blough,,0,QB,4000,MIN,vs DAL,10,23.25,5.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,39,0,0.00,,25,30,30,48,241,241,26.29,14.29,147.57,1,2.29,0.57,50.5,1.43,7.86,,,,,,,,,,,,
Kene Nwangwu,,0,RB,4000,MIN,vs DAL,12,23.25,2.3,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,100,,148,39,0,1.60,0.4,38,64,64,48,241,241,,,,,,,,2.17,10.17,,0.83,0.67,1.5,,,,,,,,
Ty Chandler,!,0,RB,4000,MIN,vs DAL,12,23.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,,,,,,,,,,,,,,
Bryant Koback,,0,RB,4000,MIN,vs DAL,12,23.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,,,,,,,,,,,,,,
Derek Watt,,0,RB,4000,PIT,vs CIN,16,18.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,,,,,,,,,,,,,,
Jeremy McNichols,!,0,RB,4000,PIT,vs CIN,16,18.25,3.7,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,10,0,0.00,,38,64,64,48,241,241,,,,,,,,3.07,12.55,0.03,1.9,1.38,10.17,0.03,,,,,,,
Benny Snell Jr.,,0,RB,4000,PIT,vs CIN,16,18.25,5.1,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,6.45,22.43,0.15,0.65,0.45,2.93,,,,,,,,
Jason Huntley,,0,RB,4000,PIT,vs CIN,16,18.25,1.9,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,5,0,0.00,,38,64,64,48,241,241,,,,,,,,4.5,17.5,,0.75,0.25,,,,,,,,,
Anthony McFarland,,0,RB,4000,PIT,vs CIN,16,18.25,1.7,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,11,0,0.00,,38,64,64,48,241,241,,,,,,,,2.77,8.92,,0.85,0.54,5,,,,,,,,
Easton Stick,!,0,QB,4000,LAC,vs KC,29,23.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,0,0,0.00,,25,30,30,48,241,241,1,1,4,,,,83.3,1,-2,,,,,,,,,,,,
Larry Rountree III,!,0,RB,4000,LAC,vs KC,8,23.75,2.2,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,4.5,10.88,0.13,0.25,0.13,-0.13,,,,,,,,
Zander Horvath,,0,RB,4000,LAC,vs KC,8,23.75,3.4,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,100,,161,0,0,0.30,0.1,38,64,64,48,241,241,,,,,,,,0.43,0.71,,1.14,0.71,1.14,0.29,,,,,,,
Corey Clement,,0,RB,4000,ARI,vs SF,7,17.00,6.3,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,4.93,20.2,0.17,1.56,1.29,12.39,0.1,,,,,,,
Darrel Williams,!,0,RB,4000,ARI,vs SF,7,17.00,7.1,11,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,8,0,0.00,,38,64,64,48,241,241,,,,,,,,5.65,22.69,0.25,2.33,1.8,15.61,0.08,,,,,,,
Trace McSorley,,0,QB,4000,ARI,vs SF,4,17.00,3.4,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,100,,144,0,0,1.96,0.5,25,30,30,48,241,241,3.5,1.25,25.5,,0.25,0.25,54.58,2.25,9.5,,,,,,,,,,,,
Jonathan Ward,!,0,RB,4000,ARI,vs SF,7,17.00,2.5,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,1.29,4.71,,0.71,0.57,6.43,0.14,,,,,,,
Ty'Son Williams,,0,RB,4000,ARI,vs SF,7,17.00,6.2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,5,26.43,0.14,1.71,1.29,12,,,,,,,,
Logan Woodside,,0,QB,4000,TEN,@ GB,6,18.75,0.6,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,0,0,,,25,30,30,48,241,241,0.33,0.11,0.78,,,,15.04,1.44,0.44,,,,,,,,,,,,
Trenton Cannon,!,0,RB,4000,TEN,@ GB,19,18.75,3,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,6,0,0.00,,38,64,64,48,241,241,,,,,,,,2.83,8.33,0.06,1.56,1.11,8.89,,,,,,,,
Tory Carter,,0,RB,4000,TEN,@ GB,19,18.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,,,,,,,,,,,,,,
Julius Chestnut,,0,RB,4000,TEN,@ GB,19,18.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,,,,,,,,,,,,,,
Nathan Peterman,,0,QB,4000,CHI,@ ATL,27,23.25,4.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,0,0,0.00,,25,30,30,48,241,241,12.55,6.55,53.36,1.18,0.91,0.27,51.25,1.91,8,0.09,,,,,,,,,,,
Khari Blasingame,,0,RB,4000,CHI,@ ATL,25,23.25,1.8,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,0.23,0.46,,1,0.77,7.46,,,,,,,,
Darrynton Evans,,0,RB,4000,CHI,@ ATL,25,23.25,4.8,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,2.83,10.33,,1,0.67,6.33,0.17,,,,,,,
Spencer Brown,,0,RB,4000,CAR,@ BAL,10,14.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,,,,,,,,,,,,,,
Nate McCrary,,0,RB,4000,CAR,@ BAL,10,14.25,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,1,-1,,,,,,,,,,,,
Matt Corral,!,0,QB,4000,CAR,@ BAL,16,14.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,35,0,100,,163,0,0,0.00,,25,30,30,48,241,241,,,,,,,,,,,,,,,,,,,,,
John Kelly,,0,RB,4000,CLE,@ BUF,11,21.25,2.5,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,14,0,0.00,,38,64,64,48,241,241,,,,,,,,6.4,19.2,,0.6,0.4,5.4,,,,,,,,
D'Ernest Johnson,,0,RB,4000,CLE,@ BUF,11,21.25,7.3,8.5,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,5.42,28.38,0.12,1.5,1.19,8.81,,,,,,,,
Kellen Mond,!,0,QB,4000,CLE,@ BUF,3,21.25,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,0,0,,,25,30,30,48,241,241,3,2,5,,,,70.1,,,,,,,,,,,,,,
Demetric Felton,!,0,RB,4000,CLE,@ BUF,11,21.25,3.8,3.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,5,0,0.00,,38,64,64,48,241,241,,,,,,,,0.62,1.54,,1.77,1.46,14.15,0.15,,,,,,,
Jerome Ford,,0,RB,4000,CLE,@ BUF,11,21.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,,,,,,,,,,,,,,
Jonathan Williams,,0,RB,4000,WAS,@ HOU,31,22.25,6,4.1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,0.04,,,,,,1.72,4.48,20.3,0.13,0.78,0.65,4.74,,,,,,,,
Alex Armah,,0,RB,4000,WAS,@ HOU,31,22.25,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,0.65,1.76,,0.59,0.35,1.12,0.06,,,,,,,
Jake Fromm,,0,QB,4000,WAS,@ HOU,12,22.25,3.9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,22,0,0.00,,25,30,30,48,241,241,20,9,70,1,2,0.33,43.93,2.67,21.67,,,,,,,,,,,,
Jaret Patterson,,0,RB,4000,WAS,@ HOU,31,22.25,5.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,4.86,19,0.14,0.79,0.71,5.21,,,,,,,,
Ian Book,!,0,QB,4000,PHI,@ IND,14,25.75,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,0,0,,,25,30,30,48,241,241,20,12,135,2,8,,40.6,3,6,,,,,,,,,,,,
Trey Sermon,!,0,RB,4000,PHI,@ IND,13,25.75,4.2,4,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,16,0,0.00,,38,64,64,48,241,241,,,,,,,,7.17,31,0.17,0.67,0.5,4.33,,,,,,,,
Kennedy Brooks,,0,RB,4000,PHI,@ IND,13,25.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,,,,,,,,,,,,,,
Nick Bawden,!,0,RB,4000,NYJ,@ NE,6,17.75,0.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,40,0,0.00,,38,64,64,48,241,241,,,,,,,,,,,1.17,0.83,6.17,,,,,,,,
Chris Streveler,,0,QB,4000,NYJ,@ NE,19,17.75,3.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,0,0,0.00,,25,30,30,48,241,241,6.25,4.25,35.25,0.25,1,0.25,38.95,1.75,5.25,,,,,,,,,,,,
Breece Hall,!,0,RB,4000,NYJ,@ NE,6,17.75,6.5,0,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,63,0,0.00,,38,64,64,48,241,241,,,,,,,,11.43,66.14,0.57,4.43,2.71,31.14,0.14,,,,,,,
Bam Knight,!,0,RB,4000,NYJ,@ NE,6,17.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,,,,,,,,,,,,,,
Bryce Perkins,,0,QB,4000,LAR,@ NO,7,18.75,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,100,,103,0,0,6.46,1.6,25,30,30,48,241,241,1,1,-3,,,,79.2,3,4,,,,,,,,,,,,
Ronnie Rivers,,0,RB,4000,LAR,@ NO,22,18.75,2.6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,4.5,10.5,,2.5,2.5,14.5,,,,,,,,
Tim Boyle,,0,QB,4000,DET,@ NYG,13,20.75,5.4,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,0,0,0.00,,25,30,30,48,241,241,7,4.57,38.64,0.43,,0.21,18.65,1.43,-0.21,,,,,,,,,,,,
Justin Jackson,,0,RB,4000,DET,@ NYG,9,20.75,6.6,6.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,100,,85,0,0,8.70,2.2,38,64,64,48,241,241,,,,,,,,5.31,26.33,0.1,2.1,1.69,12.79,0.02,,,,,,,
Craig Reynolds,!,0,RB,4000,DET,@ NYG,9,20.75,4.8,7.6,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,19,0,0.00,,38,64,64,48,241,241,,,,,,,,6.58,28,,1.58,1.42,14.25,,,,,,,,
Jason Cabinda,,0,RB,4000,DET,@ NYG,9,20.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,,,,,,,,,,,,,,
Jermar Jefferson,,0,RB,4000,DET,@ NYG,9,20.75,5.2,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,19,0,0.00,,38,64,64,48,241,241,,,,,,,,3.75,18.5,0.5,1.25,1,5.75,,,,,,,,
Greg Bell,!,0,RB,4000,DET,@ NYG,9,20.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,61,0,100,,163,0,0,,,38,64,64,48,241,241,,,,,,,,,,,,,,,,,,,,,
Austin Walter,,0,RB,4000,LV,@ DEN,17,19.75,3.2,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,33,0,0.00,,38,64,64,48,241,241,,,,,,,,6.5,25.25,0.25,0.75,0.5,2.25,,,,,,,,
Jakob Johnson,,0,RB,4000,LV,@ DEN,17,19.75,2,1.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,100,,155,9,0,1.00,0.3,38,64,64,48,241,241,,,,,,,,,,,1.31,1.08,6.46,0.08,,,,,,,
Brittain Brown,,0,RB,4000,LV,@ DEN,17,19.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,,,,,,,,,,,,,,
Chase Garbers,,0,QB,4000,LV,@ DEN,2,19.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,35,0,100,,163,0,0,0.00,,25,30,30,48,241,241,,,,,,,,,,,,,,,,,,,,,
Sincere McCormick,!,0,RB,4000,LV,@ DEN,17,19.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,,,,,,,,,,,,,,
Zamir White,!,0,RB,4000,LV,@ DEN,17,19.75,1,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,1.33,3.17,,,,,,,,,,,,
Qadree Ollison,,0,RB,4000,DAL,@ MIN,18,25.25,3.1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,23,0,0.00,,38,64,64,48,241,241,,,,,,,,3.38,12.15,0.38,0.62,0.38,1.46,,,,,,,,
Will Grier,!,0,QB,4000,DAL,@ MIN,22,25.25,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,0,0,0.00,,25,30,30,48,241,241,26,14,114,2,3,,4.25,3.5,11,,,,,,,,,,,,
Rico Dowdle,!,0,RB,4000,DAL,@ MIN,18,25.25,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,3.5,12,,,,,,,,,,,,
Elijah Holyfield,!,0,RB,4000,CIN,@ PIT,5,21.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,,,,,,,,,,,,,,
Trayveon Williams,,0,RB,4000,CIN,@ PIT,5,21.25,3.1,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,100,,158,16,0,0.70,0.2,38,64,64,48,241,241,,,,,,,,5.13,26,,0.88,0.75,4.25,,,,,,,,
Jake Browning,,0,QB,4000,CIN,@ PIT,26,21.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,35,0,100,,163,0,0,0.00,,25,30,30,48,241,241,,,,,,,,,,,,,,,,,,,,,
Chris Evans,!,0,RB,4000,CIN,@ PIT,5,21.25,4.9,4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,1.27,6,,1.47,1.2,12.27,0.13,,,,,,,
Michael Burton,,0,RB,4000,KC,@ LAC,28,28.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,61,0,100,,163,0,0,0.00,,38,64,64,48,241,241,,,,,,,,,,,,,,,,,,,,,
Wayne Gallman,,0,RB,4000,KC,@ LAC,28,28.75,6.2,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,3,0,0.00,,38,64,64,48,241,241,,,,,,,,6.65,28.15,0.16,2.09,1.47,9.44,0.04,,,,,,,
Ronald Jones,!,0,RB,4000,KC,@ LAC,28,28.75,7.2,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,21,0,0.00,,38,64,64,48,241,241,,,,,,,,9.64,42.49,0.34,2,1.43,10.77,0.02,,,,,,,
Shane Buechele,!,0,QB,4000,KC,@ LAC,15,28.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,35,0,100,,163,0,0,0.00,,25,30,30,48,241,241,,,,,,,,,,,,,,,,,,,,,
Chris Oladokun,,0,QB,4000,KC,@ LAC,15,28.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,35,0,100,,163,0,0,0.00,,25,30,30,48,241,241,,,,,,,,,,,,,,,,,,,,,
Kyle Juszczyk,,0,RB,4000,SF,@ ARI,21,26.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,58,0,100,,160,0,0,0.40,0.1,38,64,64,48,241,241,,,,,,,,,,,,,,,,,,,,,
Tevin Coleman,,0,RB,4000,SF,@ ARI,21,26.00,7.9,4.7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,100,,163,18,0,0.00,,38,64,64,48,241,241,,,,,,,,9.04,38.33,0.29,2.08,1.48,14.78,0.15,,,,,,,
Kurt Benkert,,0,QB,4000,SF,@ ARI,17,26.00,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,0,0,,,25,30,30,48,241,241,,,,,,,,2,-1,,,,,,,,,,,,
Jacob Eason,,0,QB,4000,SF,@ ARI,17,26.00,0.7,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,100,,163,0,0,0.00,,25,30,30,48,241,241,5,2.5,42,1,,,39.2,,,,,,,,,,,,,,
