,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,Position Rankings,,,,Overall Rankings,,,Actual Data,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Keenan Allen,,0,WR,6100,LAC,@ ARI,5,25.25,9.3,16.9,9,0,0,0,0,0,0,0,0,0,9,0.2064,9,6.19,72.12,0.4,0,0,0,0,0,0,15.8,15.8,0,1.85,34.4,15.8,15.8,21,0,100,,53,47,2.6,15.90,2.6,18,21,21,26,63,63,0.02,,,,0.01,,0.85,0.16,1.06,,9.49,6.53,76.46,0.41,,,,,,,
James Conner,,0,RB,6600,ARI,vs LAC,30,23.25,10.6,15.9,12.3,0,0,0,0,0,0.5476,12.58,51.49,0.62,16.55,0.0976,3.97,3.31,25.58,0.13,0,0,0,0,0,0,15.52,15.52,0,0,36.72,15.52,15.52,3,0,100,,16,24,2.4,25.00,3.8,14,17,17,21,64,64,,,,,,,,11.57,47.36,0.57,3.14,2.62,20.93,0.11,,,,,,,
Christian Kirk,,0,WR,6500,JAC,vs BAL,11,20.25,7.9,12.3,16.8,0,0,0,0,0,0,0,0,0,9.36,0.2766,9.36,6.07,70.95,0.38,0,0,0,0,0,0,15.45,15.45,0,3.6,31.25,15.45,15.45,52,0,100,,119,36,2.4,8.10,1.2,14,22,22,22,65,65,0.03,0.01,0.49,,,,2.33,0.29,2.19,,6.75,4.38,54.09,0.35,,,,,,,
Terry McLaurin,,0,WR,5800,WAS,vs ATL,28,21.75,8,13.3,13.8,0,0,0,0,0,0,0,0,0,9.06,0.2434,9.06,5.68,79.55,0.3,0,0,0,0,0,0,15.44,15.44,0,3.44,31.44,15.44,15.44,48,0,100,,111,43,2.7,9.30,1.6,21,23,23,29,66,66,,,,,,,,0.15,1,,7.63,4.78,67.88,0.31,,,,,,,
Jacoby Brissett,,0,QB,5400,CLE,vs TB,26,19.75,8.2,7.9,16.7,1,28.04,205.94,1.18,0.41,0.1187,3.61,14.17,0.24,3.61,0,0,0,0,0,0,0,0,0,0,0,15.4,15.4,0,3.1,31.8,15.4,15.4,21,0,100,,68,26,2.9,14.10,2.6,15,24,24,33,67,67,22.84,13.96,150,0.33,1.84,0.7,70.39,3.29,12.91,0.22,,,,,,,,,,,
Latavius Murray,,0,RB,5000,DEN,@ CAR,28,18.75,7.9,7.6,11.5,0,0,0,0,0,0.6211,14.79,60.39,0.58,18.7,0.1331,3.91,3.14,21.65,0.09,0,0,0,0,0,0,15.36,15.36,0,3.51,31.16,15.36,15.36,27,0,100,,96,25,3.1,10.80,2.2,28,18,18,37,68,68,,,,,,,,11.45,46.75,0.45,2.08,1.67,11.34,0.03,,,,,,,
Jimmy Garoppolo,,0,QB,5600,SF,vs NO,12,25.50,8.2,15.8,17.6,1,29.29,241.04,1.39,0.77,0.0714,2.38,3.16,0.1,2.38,0,0,0,0,0,0,0,0,0,0,0,15.35,15.35,0,3.05,31.75,15.35,15.35,22,0,100,,75,41,2.7,13.28,2.4,13,25,25,31,69,69,25.39,17.03,208.54,0.67,1.74,1.25,89.85,2.32,3.08,0.1,,,,,,,,,,,
Josh Palmer,,0,WR,5400,LAC,@ ARI,5,25.25,7.6,6.2,13.2,0,0,0,0,0,0,0,0,0,8.61,0.1974,8.61,5.76,62.51,0.5,0,0,0,0,0,0,15.01,15.01,0,3.61,30.21,15.01,15.01,41,0,100,,98,15,2.8,10.60,2,25,24,24,33,70,70,,,,,,,,0.08,0.4,,4.96,3.32,36.2,0.28,,,,,,,
Allen Lazard,,0,WR,5800,GB,@ PHI,7,20.25,6.9,9.6,13.8,0,0,0,0,0,0,0,0,0,7.9,0.2471,7.9,5.13,65.92,0.54,0,0,0,0,0,0,14.96,14.96,0,4.61,28.76,14.96,14.96,68,0,100,,149,32,2.6,4.40,0.8,21,25,25,29,71,71,,,,,,,,0.14,1.47,,4.84,3.14,43.16,0.39,,,,,,,
Michael Pittman,,0,WR,6000,IND,vs PIT,32,20.75,7.6,14.4,14.6,0,0,0,0,0,0,0,0,0,8.55,0.277,8.55,5.86,70.57,0.3,0,0,0,0,0,0,14.72,14.72,0,3.32,29.92,14.72,14.72,15,0,100,,36,39,2.5,19.10,3.2,19,26,26,27,72,72,,,,,,,,0.21,1.93,,7.19,4.93,57.48,0.21,,,,,,,
Marcus Mariota,,0,QB,5500,ATL,@ WAS,14,18.75,9.5,2.1,16.6,1,23.64,180.2,1,0.6,0.1795,4.67,27.32,0.23,4.67,0,0,0,0,0,0,0,0,0,0,0,14.72,14.72,0,0.47,33.72,14.72,14.72,19,0,100,,61,37,2.7,14.86,2.7,14,26,26,32,72,72,24.52,15.31,182.73,0.62,2.22,1.09,83.63,4.08,23.87,0.2,,,,,,,,,,,
Marquise Brown,,0,WR,5300,ARI,vs LAC,12,23.25,8.1,14.8,18.8,0,0,0,0,0,0,0,0,0,8.58,0.211,8.58,5.43,64.41,0.46,0,0,0,0,0,0,14.63,14.63,0,2.48,30.83,14.63,14.63,41,0,100,,98,40,2.8,10.60,2,26,27,27,34,73,73,,,,,,,,0.07,0.45,,7.39,4.68,57.39,0.43,,,,,,,
DeVonta Smith,,0,WR,6100,PHI,vs GB,18,26.25,7.9,11.4,12.8,0,0,0,0,0,0,0,0,0,8.96,0.3039,8.96,5.73,67.76,0.33,0,0,0,0,0,0,14.49,14.49,0,2.64,30.29,14.49,14.49,50,0,100,,113,33,2.4,9.00,1.5,18,28,28,26,74,74,,,,,,,,,,,6.69,4.28,54.66,0.28,,,,,,,
DJ Moore,,0,WR,5000,CAR,vs DEN,8,17.75,7.8,14.6,10.6,0,0,0,0,0,0,0,0,0,9.16,0.3229,9.16,5.44,73.01,0.29,0,0,0,0,0,0,14.48,14.48,0,2.78,30.08,14.48,14.48,8,0,100,,21,43,2.9,23.30,4.7,29,29,29,37,75,75,0.01,,,,,,0.53,0.48,4.28,,7.8,4.63,65.57,0.24,,,,,,,
Antonio Gibson,,0,RB,5400,WAS,vs ATL,25,21.75,7.3,14.9,12.7,0,0,0,0,0,0.3654,10.78,44.09,0.4,15.67,0.1313,4.89,4.01,28.09,0.14,0,0,0,0,0,0,14.47,14.47,0,3.52,29.07,14.47,14.47,34,0,100,,118,48,2.7,8.40,1.6,24,19,19,33,76,76,,,,,,,,13.3,54.4,0.49,3.4,2.79,19.79,0.12,,,,,,,
Mike Evans,,0,WR,6700,TB,@ CLE,9,22.75,10,17.9,15.6,0,0,0,0,0,0,0,0,0,7.8,0.2245,7.8,4.51,65.42,0.55,0,0,0,0,0,0,14.35,14.35,0,0,34.35,14.35,14.35,65,0,100,,144,40,2.1,5.10,0.8,12,30,30,20,77,77,,,,,,,,0.01,0.08,,8.62,4.98,75.91,0.57,,,,,,,
Tony Pollard,,0,RB,6600,DAL,vs NYG,18,27.75,9,10.6,17.5,0,0,0,0,0,0.32,8.43,43.96,0.26,13.6,0.134,5.17,3.94,32.82,0.17,0,0,0,0,0,0,14.2,14.2,0,0.7,32.2,14.2,14.2,35,0,100,,119,10,2.2,8.10,1.2,14,20,20,21,78,78,,,,,,,,8.02,41.82,0.25,2.47,1.88,15.65,0.07,,,,,,,
Matt Ryan,,0,QB,5200,IND,vs PIT,32,20.75,8.4,14.8,16.2,1,30.86,229.08,1.19,0.6,0.053,1.25,3.96,0.04,1.25,0,0,0,0,0,0,0,0,0,0,0,13.96,13.96,0,1.36,30.76,13.96,13.96,25,0,100,,82,56,2.7,12.16,2.3,17,27,27,35,79,79,36.66,24.6,280.71,0.71,2.4,1.63,96.89,2.17,6.87,0.07,,,,,,,,,,,
Dameon Pierce,,0,RB,6100,HOU,@ MIA,14,16.25,7.3,0,14.5,0,0,0,0,0,0.7961,18.39,80.53,0.3,21.48,0.0988,3.09,2.32,11.85,0.08,0,0,0,0,0,0,13.84,13.84,0,2.89,28.44,13.84,13.84,45,0,100,,148,46,2.3,4.60,0.8,17,21,21,26,80,80,,,,,,,,16.36,71.64,0.27,3.27,2.45,13,0.09,,,,,,,
Brandin Cooks,,0,WR,5200,HOU,@ MIA,13,16.25,9,15.2,10.2,0,0,0,0,0,0,0,0,0,7.54,0.2412,7.54,4.87,66.07,0.34,0,0,0,0,0,0,13.52,13.52,0,0.02,31.52,13.52,13.52,38,0,100,,92,38,2.6,11.10,2.1,27,31,31,35,81,81,,,,,,,,0.37,1.97,0.01,7.46,4.82,67.76,0.36,,,,,,,
Rachaad White,,0,RB,5100,TB,@ CLE,32,22.75,5.8,0,7.1,0,0,0,0,0,0.6885,14.61,56.47,0.2,18.93,0.1242,4.32,3.68,21.78,0.13,0,0,0,0,0,0,13.49,13.49,0,4.79,25.09,13.49,13.49,8,0,100,,34,31,2.6,19.90,3.9,27,22,22,36,82,82,,,,,,,,7.4,28.6,0.1,3.4,2.9,18,,,,,,,,
Mac Jones,,0,QB,5100,NE,@ MIN,29,20.25,6.5,14.4,12.4,1,29.42,211.88,1.1,0.83,0.1313,3.73,11,0.05,3.73,0,0,0,0,0,0,0,0,0,0,0,13.45,13.45,0,3.7,26.45,13.45,13.45,6,0,100,,14,55,2.6,26.28,5.2,18,28,28,36,83,83,29.96,20.37,219.04,0.85,2.15,1.15,85.19,2.89,8.52,0.04,,,,,,,,,,,
George Pickens,,0,WR,5000,PIT,@ IND,2,18.75,6.8,0,10.2,0,0,0,0,0,0,0,0,0,8.81,0.2008,8.81,5.29,70.09,0.18,0,0,0,0,0,0,13.38,13.38,0,3.18,26.98,13.38,13.38,40,0,100,,97,33,2.7,10.70,2.1,29,32,32,37,84,84,,,,,,,,0.27,2.18,0.09,5.45,3.27,46.36,0.18,,,,,,,
Marquez Valdes-Scantling,,0,WR,4000,KC,vs LAR,4,28.75,7.6,8.2,8.2,0,0,0,0,0,0,0,0,0,7.61,0.1816,7.61,3.95,68.37,0.41,0,0,0,0,0,0,13.25,13.25,0,1.85,28.45,13.25,13.25,45,0,100,,107,6,3.3,9.60,2.4,39,33,33,47,85,85,,,,,,,,0.13,0.7,,4.55,2.36,40.93,0.22,,,,,,,
David Montgomery,,0,RB,6400,CHI,@ NYJ,16,14.75,8,15.6,10.9,0,0,0,0,0,0.5827,17.03,66.77,0.47,19.76,0.1146,2.73,2.16,13.94,0.03,0,0,0,0,0,0,13.23,13.23,0,1.23,29.23,13.23,13.23,20,0,100,,67,43,2.1,14.30,2.2,15,23,23,23,86,86,0.02,,,0.02,,,,15.57,61.05,0.43,3.21,2.54,20.75,0.05,,,,,,,
Miles Sanders,,0,RB,6300,PHI,vs GB,17,26.25,8.2,10,13.1,0,0,0,0,0,0.4973,18.58,93.84,0.46,19.38,0.0271,0.8,0.57,4,0.01,0,0,0,0,0,0,13.17,13.17,0,0.87,29.57,13.17,13.17,2,0,100,,2,38,2.1,34.00,5.4,16,24,24,24,87,87,,,,,,,,12.79,64.6,0.32,3.3,2.36,17.81,0.06,,,,,,,
Michael Carter,!,0,RB,5400,NYJ,vs CHI,27,21.75,6.8,11.3,9.8,0,0,0,0,0,0.641,16.33,66.98,0.46,18.81,0.0621,2.48,1.74,14.94,0.07,0,0,0,0,0,0,13.11,13.11,0,2.91,26.71,13.11,13.11,41,0,100,,140,35,2.4,5.60,1,24,25,25,33,88,88,,,,,,,,9.84,40.36,0.28,3.64,2.56,21.36,,,,,,,,
Tyler Boyd,,0,WR,5900,CIN,@ TEN,31,21.75,8.2,11,13,0,0,0,0,0,0,0,0,0,7.41,0.2173,7.41,5.04,60.55,0.33,0,0,0,0,0,0,13.08,13.08,0,0.78,29.48,13.08,13.08,72,0,100,,155,31,2.2,3.60,0.6,20,34,34,28,89,89,0.05,0.03,0.83,,0.01,,3.9,0.18,1.55,,6.4,4.35,51.73,0.28,,,,,,,
Kyle Allen,,0,QB,4800,HOU,@ MIA,25,16.25,7.6,4.5,0,1,31.26,221.18,1.27,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.04,13.04,0,1.64,28.24,13.04,13.04,26,0,100,,85,45,2.7,11.80,2.5,21,29,29,39,90,90,30.23,19.14,206.05,0.86,2.73,1.14,89.5,2.27,7.91,0.18,,,,,,,,,,,
Amari Cooper,,0,WR,6400,CLE,vs TB,25,19.75,10.9,14.2,17.3,0,0,0,0,0,0,0,0,0,7.78,0.2776,7.78,4.84,59.67,0.36,0,0,0,0,0,0,12.97,12.97,0,0,34.77,12.97,12.97,19,0,100,,49,26,2,16.40,2.6,15,35,35,23,91,91,0.01,,,0.01,,,,0.12,0.33,,7.68,4.78,65.13,0.45,,,,,,,
Jakobi Meyers,!,0,WR,5100,NE,@ MIN,27,20.25,6.4,11.6,14.5,0,0,0,0,0,0,0,0,0,8.02,0.2727,8.02,5.57,65.72,0.12,0,0,0,0,0,0,12.86,12.86,0,3.26,25.66,12.86,12.86,49,0,100,,112,41,2.5,9.20,1.8,28,36,36,36,92,92,0.08,0.08,1.8,,,0.04,8.89,0.1,0.55,,6.49,4.51,52.37,0.1,,,,,,,
Foster Moreau,,0,TE,3400,LV,@ SEA,32,21.75,4.5,5.7,7.3,0,0,0,0,0,0,0,0,0,6.61,0.1761,6.61,4.41,51.25,0.55,0,0,0,0,0,0,12.84,12.84,0,6.09,21.84,12.84,12.84,8,0,100,,80,30,3.8,12.30,3.6,16,4,4,53,93,93,,,,,,,,,0.05,,3.15,2.1,24.9,0.31,,,,,,,
Gerald Everett,,0,TE,4400,LAC,@ ARI,27,25.25,5.2,8,9.2,0,0,0,0,0,0,0,0,0,8.11,0.1861,8.11,5.21,55.25,0.34,0,0,0,0,0,0,12.78,12.78,0,4.98,23.18,12.78,12.78,15,0,100,,122,17,2.9,7.80,1.8,7,5,5,43,94,94,,,,,,,,0.1,0.59,0.01,3.91,2.51,26.78,0.16,,,,,,,
Dawson Knox,,0,TE,3500,BUF,@ DET,31,31.75,5.9,11.5,8.2,0,0,0,0,0,0,0,0,0,6.76,0.1486,6.76,4.47,49.85,0.54,0,0,0,0,0,0,12.7,12.7,0,3.85,24.5,12.7,12.7,30,0,100,,154,25,3.6,3.70,1.1,15,6,6,52,95,95,,,,,,,,0.02,0.23,,4.04,2.67,31,0.35,,,,,,,
Samaje Perine,,0,RB,5600,CIN,@ TEN,1,21.75,6.9,5.2,8,0,0,0,0,0,0.6013,11.79,46.36,0.19,15.39,0.1056,3.6,3.02,23.29,0.23,0,0,0,0,0,0,12.51,12.51,0,2.16,26.31,12.51,12.51,9,0,100,,35,0,2.2,19.30,3.4,22,26,26,31,96,96,,,,,,,,6.16,24.22,0.1,1.91,1.6,12.22,0.12,,,,,,,
Sam Darnold,,0,QB,4900,CAR,vs DEN,2,17.75,7.9,15.3,0,1,28.38,196.96,0.92,0.9,0.1004,2.24,8.7,0.15,2.24,0,0,0,0,0,0,0,0,0,0,0,12.43,12.43,0,0.58,28.23,12.43,12.43,16,0,100,,46,46,2.5,16.86,3.4,20,30,30,38,97,97,32.24,19.27,211.53,1.02,2.61,1.08,78.05,3.24,12.59,0.22,,,,,,,,,,,
Christian Watson,,0,WR,5000,GB,@ PHI,7,20.25,11.4,0,10.4,0,0,0,0,0,0,0,0,0,4.89,0.1529,4.89,3.16,47.47,0.74,0,0,0,0,0,0,12.35,12.35,0,0,35.15,12.35,12.35,7,0,100,,19,4,2.5,24.00,4.8,29,37,37,37,98,98,,,,,,,,0.44,2.44,0.11,3.78,2.44,39.22,0.67,,,,,,,
D'Andre Swift,,0,RB,5600,DET,vs BUF,8,22.75,7.5,16.6,13.8,0,0,0,0,0,0.2277,6.04,27.43,0.31,10.93,0.1414,4.89,3.79,29.11,0.17,0,0,0,0,0,0,12.32,12.32,0,1.07,27.32,12.32,12.32,28,0,100,,100,51,2.2,10.30,1.8,22,27,27,31,99,99,0.03,,,,,,1.16,9.26,42.06,0.47,5,3.88,29.26,0.18,,,,,,,
Adam Thielen,,0,WR,4900,MIN,vs NE,19,22.25,10.1,15.6,10.8,0,0,0,0,0,0,0,0,0,6.37,0.2016,6.37,4.4,53.31,0.43,0,0,0,0,0,0,12.31,12.31,0,0,32.51,12.31,12.31,11,0,100,,28,29,2.5,21.10,4.3,30,38,38,38,100,100,0.01,,,0.01,,,-3.7,0.19,1.53,0.01,6.89,4.76,59.66,0.46,,,,,,,
Chris Olave,,0,WR,6600,NO,@ SF,17,17.50,6.1,0,15.5,0,0,0,0,0,0,0,0,0,7.35,0.2423,7.35,4.48,63.43,0.22,0,0,0,0,0,0,12.14,12.14,0,2.99,24.34,12.14,12.14,37,0,100,,91,60,1.8,11.20,1.7,13,39,39,21,101,101,,,,,,,,,,,8.36,5.09,74.73,0.27,,,,,,,
Jamaal Williams,,0,RB,5900,DET,vs BUF,8,22.75,7.7,9.2,15.8,0,0,0,0,0,0.5644,14.97,59.96,0.45,17.06,0.0603,2.09,1.69,12.63,0.07,0,0,0,0,0,0,12.07,12.07,0,0.52,27.47,12.07,12.07,25,0,100,,87,21,2,11.60,2,19,28,28,28,102,102,,,,,,,,9.92,39.73,0.3,2.36,1.91,14.03,0.09,,,,,,,
Mack Hollins,,0,WR,4400,LV,@ SEA,10,21.75,6.1,4,9.8,0,0,0,0,0,0,0,0,0,7.13,0.19,7.13,4.25,55.32,0.34,0,0,0,0,0,0,11.82,11.82,0,2.67,24.02,11.82,11.82,20,0,100,,50,0,2.7,16.30,3.7,35,40,40,43,103,103,0.02,0.02,0.07,,,,1.54,0.02,,,3.02,1.8,23.89,0.17,,,,,,,
Dalton Schultz,,0,TE,3800,DAL,vs NYG,15,27.75,6.7,12.5,7.7,0,0,0,0,0,0,0,0,0,6.4,0.166,6.4,4.65,46.96,0.4,0,0,0,0,0,0,11.75,11.75,0,1.7,25.15,11.75,11.75,1,0,100,,36,26,3.1,19.10,5,12,7,7,49,104,104,,,,,,,,,,,5.06,3.68,37.06,0.28,,,,,,,
Ezekiel Elliott,,0,RB,5800,DAL,vs NYG,18,27.75,8.9,14.6,11.9,0,0,0,0,0,0.424,11.17,49.72,0.39,14.03,0.0741,2.86,2.15,16.51,0.1,0,0,0,0,0,0,11.71,11.71,0,0,29.51,11.71,11.71,14,0,100,,48,53,2,16.50,2.8,20,29,29,29,105,105,0.02,0.01,0.04,0.01,,,-3.22,18.19,80.97,0.63,3.98,2.99,22.93,0.12,,,,,,,
Tyler Conklin,,0,TE,3100,NYJ,vs CHI,16,21.75,5.5,8.1,8.6,0,0,0,0,0,0,0,0,0,7.12,0.1785,7.12,5,50.8,0.27,0,0,0,0,0,0,11.7,11.7,0,3.45,22.7,11.7,11.7,14,0,100,,120,17,3.8,8.00,2.6,19,8,8,56,106,106,,,,,,,,0.02,0.02,,4.09,2.87,28.43,0.15,,,,,,,
Treylon Burks,,0,WR,4200,TEN,vs CIN,20,20.75,5.7,0,8.4,0,0,0,0,0,0,0,0,0,6.22,0.2261,6.22,4.15,56.09,0.32,0,0,0,0,0,0,11.68,11.68,0,3.13,23.08,11.68,11.68,39,0,100,,93,35,2.8,11.00,2.6,37,41,41,45,107,107,,,,,,,,0.29,1.71,,5.14,3.43,47.71,,,,,,,,
Corey Davis,,0,WR,4200,NYJ,vs CHI,6,21.75,8.3,12.1,9.4,0,0,0,0,0,0,0,0,0,6.67,0.1674,6.67,3.98,57.8,0.31,0,0,0,0,0,0,11.62,11.62,0,0,28.22,11.62,11.62,83,0,100,,172,19,2.8,1.90,0.5,37,42,42,45,108,108,,,,,,,,0.08,0.71,,5.86,3.5,49.47,0.26,,,,,,,
Greg Dulcich,,0,TE,3700,DEN,@ CAR,18,18.75,4.3,0,9.1,0,0,0,0,0,0,0,0,0,6.49,0.2211,6.49,4.26,53.21,0.34,0,0,0,0,0,0,11.62,11.62,0,5.17,20.22,11.62,11.62,36,0,100,,160,47,3.1,3.10,0.8,13,9,9,50,108,108,,,,,,,,,,,4.83,3.17,39,0.17,,,,,,,
Chiefs,,0,DST,2800,KC,vs LAR,31,12.75,6.9,6.7,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19,0.52,0.65,0.13,0.13,12.75,11.57,11.57,0,1.22,25.37,11.57,11.57,3,0,100,,93,15,4.1,11.00,3.9,13,1,1,59,109,109,,,,,,,,,,,,,,,2.38,0.99,0.57,0.27,0.03,21.3,365.16
Brandon Aiyuk,,0,WR,6400,SF,vs NO,16,25.50,7.1,9.8,14,0,0,0,0,0,0,0,0,0,6.08,0.2075,6.08,3.96,53.05,0.37,0,0,0,0,0,0,11.49,11.49,0,0.84,25.69,11.49,11.49,35,0,100,,88,45,1.8,11.50,1.8,15,43,43,23,110,110,,,,,,,,0.29,2.4,0.05,6.43,4.19,56.21,0.38,,,,,,,
Kenyan Drake,,0,RB,5700,BAL,@ JAC,21,23.25,9,8.5,10.3,0,0,0,0,0,0.2944,8.21,36.77,0.31,12.12,0.1106,3.91,2.86,21.36,0.13,0,0,0,0,0,0,11.31,11.31,0,0,29.31,11.31,11.31,67,0,100,,187,17,2,0.20,0,21,30,30,30,111,111,,,,,,,,8.97,40.17,0.34,3.05,2.23,16.88,0.09,,,,,,,
D'Onta Foreman,,0,RB,5500,CAR,vs DEN,15,17.75,8.4,11.1,8.7,0,0,0,0,0,0.5604,12.5,54.85,0.31,14.7,0.0775,2.2,1.55,18.06,0.08,0,0,0,0,0,0,11.18,11.18,0,0,27.98,11.18,11.18,20,0,100,,67,0,2,14.30,2.6,23,31,31,32,112,112,,,,,,,,10.41,45.68,0.26,0.88,0.62,7.62,0.03,,,,,,,
Darius Slayton,,0,WR,5000,NYG,@ DAL,15,17.75,8.4,5.4,11,0,0,0,0,0,0,0,0,0,7.12,0.2307,7.12,3.81,54.03,0.32,0,0,0,0,0,0,11.13,11.13,0,0,27.93,11.13,11.13,48,0,100,,111,11,2.2,9.30,1.9,29,44,44,37,113,113,,,,,,,,0.06,-0.27,,5.53,2.96,45.22,0.29,,,,,,,
T.J. Hockenson,,0,TE,5000,MIN,vs NE,25,22.25,7.7,12.1,12.4,0,0,0,0,0,0,0,0,0,6.71,0.2126,6.71,4.44,45.69,0.33,0,0,0,0,0,0,10.99,10.99,0,0,26.39,10.99,10.99,6,0,100,,57,28,2.2,15.30,3.1,4,10,10,37,114,114,,,,,,,,0.02,,,6.29,4.16,44.31,0.31,,,,,,,
Bryce Perkins,,0,QB,5000,LAR,@ KC,27,12.75,4.2,0,3.4,1,28.62,171,1.12,1.69,0.0845,1.72,8.8,0.07,1.72,0,0,0,0,0,0,0,0,0,0,0,10.93,10.93,0,4.63,19.33,10.93,10.93,29,0,100,,99,26,2.2,10.40,2.1,19,31,31,37,115,115,11.33,6.33,53.67,0.67,2,0.33,65.07,5.67,29,,,,,,,,,,,,
Logan Thomas,,0,TE,3000,WAS,vs ATL,6,21.75,6,10.9,6.3,0,0,0,0,0,0,0,0,0,7.27,0.1952,7.27,4.69,44.15,0.3,0,0,0,0,0,0,10.91,10.91,0,1.91,22.91,10.91,10.91,44,0,100,,174,9,3.6,1.70,0.6,20,11,11,57,116,116,0.04,0.04,0.75,,,,4.68,0.05,0.09,,4.14,2.67,25.47,0.21,,,,,,,
Denzel Mims,,0,WR,3100,NYJ,vs CHI,6,21.75,3.6,2.1,4.7,0,0,0,0,0,0,0,0,0,7.13,0.1789,7.13,3.22,54.72,0.36,0,0,0,0,0,0,10.85,10.85,0,5.45,18.05,10.85,10.85,82,0,100,,170,16,3.5,2.10,0.7,48,45,45,56,117,117,,,,,,,,,,,3.5,1.58,26.17,,,,,,,,
Parris Campbell,,0,WR,4300,IND,vs PIT,32,20.75,6.2,5.4,9.9,0,0,0,0,0,0,0,0,0,6.24,0.2022,6.24,4.3,45.17,0.33,0,0,0,0,0,0,10.8,10.8,0,1.5,23.2,10.8,10.8,74,0,100,,157,15,2.5,3.40,0.8,36,46,46,44,118,118,,,,,,,,0.3,2.93,,4.3,2.96,30.15,0.19,,,,,,,
Tyler Higbee,,0,TE,4200,LAR,@ KC,19,12.75,6.3,9.3,9.1,0,0,0,0,0,0,0,0,0,7.44,0.2599,7.44,5.04,43.08,0.24,0,0,0,0,0,0,10.79,10.79,0,1.34,23.39,10.79,10.79,52,0,100,,188,14,2.6,0.00,,9,12,12,45,119,119,,,,,,,,0.01,0.01,,4.4,2.98,30.76,0.18,,,,,,,
Drake London,,0,WR,4900,ATL,@ WAS,22,18.75,6.1,0,9.5,0,0,0,0,0,0,0,0,0,6.82,0.2887,6.82,4.06,42.34,0.41,0,0,0,0,0,0,10.75,10.75,0,1.6,22.95,10.75,10.75,66,0,100,,146,34,2.2,4.90,1,30,47,47,38,120,120,,,,,,,,,,,5.75,3.42,36.5,0.33,,,,,,,
Michael Gallup,,0,WR,4600,DAL,vs NYG,14,27.75,7.7,10.5,6.6,0,0,0,0,0,0,0,0,0,6.4,0.166,6.4,3.56,52.44,0.31,0,0,0,0,0,0,10.66,10.66,0,0,26.06,10.66,10.66,36,0,100,,90,28,2.3,11.30,2.5,33,48,48,41,121,121,,,,,,,,,,,6.33,3.52,51.77,0.27,,,,,,,
Kyle Pitts,!,0,TE,4300,ATL,@ WAS,1,18.75,6.7,10.8,7.6,0,0,0,0,0,0,0,0,0,7.07,0.299,7.07,3.98,55.4,0.17,0,0,0,0,0,0,10.54,10.54,0,0.49,23.94,10.54,10.54,52,0,100,,188,31,2.5,0.00,,8,13,13,44,122,122,,,,,,,,,,,6.21,3.5,49.75,0.14,,,,,,,
Cowboys,,0,DST,3700,DAL,vs NYG,23,17.75,6,10.3,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63,0.77,0.99,0,0.22,17.75,10.47,10.47,0,1.47,22.47,10.47,10.47,10,0,100,,152,10,2.8,4.00,1.1,4,2,2,50,123,123,,,,,,,,,,,,,,,2.36,0.69,0.58,0.15,0.01,21.52,347.77
Jahan Dotson,,0,WR,4000,WAS,vs ATL,28,21.75,7.3,0,9.5,0,0,0,0,0,0,0,0,0,5.33,0.1432,5.33,2.87,36.26,0.66,0,0,0,0,0,0,10.46,10.46,0,0,25.06,10.46,10.46,92,0,100,,188,11,2.6,0.00,,39,49,49,47,124,124,,,,,,,,0.29,-1,,3.71,2,25.57,0.57,,,,,,,
Jerick McKinnon,,0,RB,4700,KC,vs LAR,4,28.75,7.2,7.3,6.7,0,0,0,0,0,0.1776,4.24,16.57,0.1,9.5,0.1257,5.26,3.91,30.52,0.19,0,0,0,0,0,0,10.36,10.36,0,0,24.76,10.36,10.36,41,0,100,,140,16,2.2,5.60,1.2,31,32,32,40,125,125,0.01,,,,,,0.47,6.4,25.01,0.15,3.36,2.5,19.52,0.11,,,,,,,
Donovan Peoples-Jones,,0,WR,4800,CLE,vs TB,25,19.75,6.5,8.7,10.3,0,0,0,0,0,0,0,0,0,5.83,0.208,5.83,3.68,55.12,0.19,0,0,0,0,0,0,10.33,10.33,0,0.58,23.33,10.33,10.33,72,0,100,,155,24,2.2,3.60,0.8,31,50,50,39,126,126,,,,,,,,0.03,0.06,,4.42,2.79,46.21,0.18,,,,,,,
Demarcus Robinson,,0,WR,4300,BAL,@ JAC,21,23.25,5.9,4.8,6.9,0,0,0,0,0,0,0,0,0,5.95,0.1683,5.95,3.75,43.9,0.36,0,0,0,0,0,0,10.3,10.3,0,1.45,22.1,10.3,10.3,77,0,100,,164,0,2.4,2.70,0.6,36,51,51,44,127,127,,,,,,,,,,,3.4,2.14,25.41,0.19,,,,,,,
