,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,Position Rankings,,,,Overall Rankings,,,Actual Data,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Tyler Lockett,,0,WR,5800,SEA,vs ATL,27,22.25,10,16,14.3,0,0,0,0,0,0,0,0,0,7.8,0.2912,7.8,5.6,73.33,0.49,0,0,0,0,0,0,15.87,15.87,0,0.87,35.87,15.87,15.87,21,0,100,,43,24,2.7,16.60,2.9,21,18,18,29,60,60,,,,,,,,0.33,2.19,0.01,5.81,4.17,57.39,0.4,,,,,,,
Davis Mills,,0,QB,5000,HOU,@ CHI,3,18.25,8.4,13.8,11.8,1,34.64,253.05,1.38,0.87,0.0947,2.42,4.66,0.09,2.42,0,0,0,0,0,0,0,0,0,0,0,15.78,15.78,0,3.18,32.58,15.78,15.78,23,0,100,,78,36,3.2,11.80,2.4,24,27,27,37,61,61,31.11,20.39,206.22,0.78,2.39,1.17,85.68,1.33,2.56,,,,,,,,,,,,
Nelson Agholor,,0,WR,4100,NE,vs BAL,32,21.75,7.2,7.1,15.4,0,0,0,0,0,0,0,0,0,9.61,0.2935,9.61,5.79,72.84,0.45,0,0,0,0,0,0,15.77,15.77,0,4.97,30.17,15.77,15.77,62,0,100,,135,18,3.8,5.10,1.2,38,19,19,46,62,62,0.01,0.01,0.13,,,,1.32,0.17,1,,5.08,3.06,38.68,0.27,,,,,,,
Leonard Fournette,,0,RB,6500,TB,vs GB,20,21.25,9,19.6,14.1,0,0,0,0,0,0.7826,16.76,67.08,0.58,20.49,0.0974,3.73,2.95,21.25,0.08,0,0,0,0,0,0,15.74,15.74,0,2.24,33.74,15.74,15.74,22,0,100,,77,48,2.4,12.00,1.8,12,16,16,22,63,63,0.01,,,,,,0.54,15.51,62.08,0.54,5.04,3.99,28.27,0.09,,,,,,,
Nick Chubb,,0,RB,7300,CLE,vs PIT,31,20.75,9.9,15.9,25.3,0,0,0,0,0,0.5533,15.97,85.31,0.65,18.05,0.0761,2.08,1.55,11.54,0.05,0,0,0,0,0,0,15.44,15.44,0,0.59,35.24,15.44,15.44,7,0,100,,27,40,2.1,20.30,2.8,9,17,17,15,64,64,,,,,,,,15.63,83.49,0.64,2.15,1.6,13.28,0.06,,,,,,,
Jimmy Garoppolo,,0,QB,5500,SF,@ DEN,4,22.75,8.4,15.8,16.7,1,28.13,233.09,1.37,0.77,0.1261,3.59,4.66,0.14,3.59,0,0,0,0,0,0,0,0,0,0,0,15.34,15.34,0,2.74,32.14,15.34,15.34,26,0,100,,89,38,2.8,10.44,1.9,19,28,28,32,65,65,24.71,16.45,204.41,0.68,1.74,1.2,88.33,2.29,2.97,0.09,,,,,,,,,,,
Russell Wilson,,0,QB,6800,DEN,vs SF,10,21.75,8.6,16.9,16.4,1,29.81,224.11,1.45,0.54,0.0638,1.61,8.55,0.04,1.61,0,0,0,0,0,0,0,0,0,0,0,15.32,15.32,0,2.42,32.52,15.32,15.32,29,0,100,,102,58,2.3,9.06,1.3,7,29,29,19,66,66,31.25,20.29,242.48,0.57,2.82,1.89,102.07,4.72,25.06,0.11,,,,,,,,,,,
Miles Sanders,,0,RB,5500,PHI,@ WAS,18,26.75,8.1,10,15.1,0,0,0,0,0,0.5102,18.62,93.04,0.39,21.41,0.0868,2.79,1.98,14.36,0.04,0,0,0,0,0,0,15.3,15.3,0,3.15,31.5,15.3,15.3,44,0,100,,132,39,2.8,5.40,1,22,18,18,32,67,67,,,,,,,,12.51,62.51,0.26,3.6,2.55,19.68,0.06,,,,,,,
Michael Thomas,!,0,WR,5900,NO,@ CAR,11,21.75,9.8,0,20.6,0,0,0,0,0,0,0,0,0,7.75,0.2526,7.75,5.92,69.02,0.41,0,0,0,0,0,0,15.28,15.28,0,0.58,34.88,15.28,15.28,40,0,100,,96,49,2.6,9.90,1.7,20,20,20,28,68,68,,,,,,,,0.02,-0.1,,9.28,7.09,83.69,0.49,,,,,,,
Derrick Henry,,0,RB,8100,TEN,vs LV,13,22.25,12.3,24.5,8.4,0,0,0,0,0,0.755,20.29,97.23,0.89,20.29,0,0,0,0,0,0,0,0,0,0,0,15.06,15.06,0,0,39.66,15.06,15.06,2,0,100,,11,24,1.9,25.30,3.1,3,19,19,7,69,69,0.05,0.04,0.23,,,0.02,8.14,17.04,81.66,0.75,1.58,1.21,10.77,0.03,,,,,,,
Ryan Tannehill,,0,QB,5700,TEN,vs LV,7,22.25,7.4,16.9,11.1,1,27.85,210.65,1.39,0.69,0.0709,1.91,8.4,0.15,1.91,0,0,0,0,0,0,0,0,0,0,0,15.04,15.04,0,3.94,29.84,15.04,15.04,9,0,100,,29,58,2.6,19.76,3.5,17,30,30,30,70,70,29.02,19.02,221.44,0.72,2.4,1.56,97.28,2.94,12.93,0.23,,,,,,,,,,,
Drake London,,0,WR,5800,ATL,@ SEA,12,21.25,7.1,0,18.5,0,0,0,0,0,0,0,0,0,9.78,0.3123,9.78,5.52,64.87,0.5,0,0,0,0,0,0,15.01,15.01,0,4.36,29.21,15.01,15.01,27,0,100,,63,43,2.6,14.40,2.5,21,21,21,29,71,71,,,,,,,,,,,7.8,4.4,53.2,0.4,,,,,,,
Allen Lazard,,0,WR,6000,GB,@ TB,22,20.25,7.1,9.6,9.3,0,0,0,0,0,0,0,0,0,7.22,0.2366,7.22,4.83,64.41,0.6,0,0,0,0,0,0,14.87,14.87,0,4.22,29.07,14.87,14.87,26,0,100,,62,28,2.5,14.50,2.4,19,22,22,27,72,72,,,,,,,,0.16,1.67,,4.51,3.02,41.27,0.4,,,,,,,
Garrett Wilson,,0,WR,5400,NYJ,vs CIN,13,19.75,10.2,0,21.1,0,0,0,0,0,0,0,0,0,10.13,0.2434,10.13,5.55,65.79,0.44,0,0,0,0,0,0,14.77,14.77,0,0,35.17,14.77,14.77,36,0,100,,77,23,2.7,12.00,2.2,25,23,23,33,73,73,,,,,,,,0.2,-0.4,,8.4,4.6,56.4,0.4,,,,,,,
Matt Ryan,,0,QB,5200,IND,vs KC,18,23.75,8.4,14.8,12.5,1,30.11,231.82,1.31,0.58,0.0667,1.68,5.16,0.05,1.68,0,0,0,0,0,0,0,0,0,0,0,14.75,14.75,0,2.15,31.55,14.75,14.75,17,0,100,,47,56,2.8,16.28,3.1,22,31,31,35,74,74,36.55,24.45,281.84,0.71,2.41,1.65,97.09,2.17,6.67,0.07,,,,,,,,,,,
T.J. Hockenson,,0,TE,4200,DET,@ MIN,25,22.75,8.1,12.1,6.7,0,0,0,0,0,0,0,0,0,8.96,0.238,8.96,5.77,62.81,0.45,0,0,0,0,0,0,14.75,14.75,0,2.6,30.95,14.75,14.75,11,0,100,,85,23,3.5,10.80,2.6,11,5,5,45,74,74,,,,,,,,0.02,,,6.18,3.98,43.11,0.33,,,,,,,
Michael Pittman,,0,WR,6900,IND,vs KC,17,23.75,7.7,14.4,30.1,0,0,0,0,0,0,0,0,0,8.56,0.2842,8.56,5.75,71.47,0.3,0,0,0,0,0,0,14.7,14.7,0,3.15,30.1,14.7,14.7,25,0,100,,53,36,2.1,15.20,2.2,10,24,24,18,75,75,,,,,,,,0.26,2.31,,6.71,4.51,55.94,0.23,,,,,,,
Rashod Bateman,,0,WR,5700,BAL,@ NE,4,23.75,6.2,8.9,18.9,0,0,0,0,0,0,0,0,0,8.53,0.2321,8.53,5.46,73.72,0.31,0,0,0,0,0,0,14.69,14.69,0,5.39,27.09,14.69,14.69,55,0,100,,120,36,2.6,6.90,1.2,22,25,25,30,76,76,,,,,,,,,,,5.56,3.56,47.38,0.19,,,,,,,
Breshad Perriman,,0,WR,3900,TB,vs GB,15,21.25,7.2,5.8,6.4,0,0,0,0,0,0,0,0,0,8.61,0.2251,8.61,4.28,70.95,0.55,0,0,0,0,0,0,14.68,14.68,0,3.88,29.08,14.68,14.68,57,0,100,,124,0,3.8,6.40,1.6,40,26,26,48,77,77,,,,,,,,0.15,0.23,,4.04,2.01,32.77,0.23,,,,,,,
A.J. Dillon,,0,RB,6000,GB,@ TB,7,20.25,7.6,10.8,13.9,0,0,0,0,0,0.3892,8.81,38.36,0.25,13.91,0.1672,5.1,4.33,38.27,0.18,0,0,0,0,0,0,14.57,14.57,0,3.17,29.77,14.57,14.57,42,0,100,,129,12,2.4,5.80,1,17,20,20,27,78,78,,,,,,,,9.18,39.97,0.26,1.59,1.35,12.24,0.06,,,,,,,
Jacoby Brissett,,0,QB,5300,CLE,vs PIT,12,20.75,8.1,7.9,13.7,1,27.29,197.97,1.18,0.4,0.0995,2.87,10.92,0.2,2.87,0,0,0,0,0,0,0,0,0,0,0,14.53,14.53,0,2.38,30.73,14.53,14.53,13,0,100,,36,24,2.7,17.90,3.4,21,32,32,34,79,79,21.73,13.17,139.71,0.32,1.71,0.65,67.96,3.19,12.14,0.22,,,,,,,,,,,
George Kittle,,0,TE,5600,SF,@ DEN,21,22.75,9.5,13.3,0,0,0,0,0,0,0,0,0,0,7.62,0.271,7.62,5.45,71.33,0.31,0,0,0,0,0,0,14.44,14.44,0,0.19,33.44,14.44,14.44,20,0,100,,121,28,2.6,6.80,1.2,4,6,6,31,80,80,,,,,,,,0.14,0.88,,6.63,4.74,62.17,0.27,,,,,,,
Kenny Golladay,,0,WR,4200,NYG,vs DAL,18,19.75,8.4,6.6,4.2,0,0,0,0,0,0,0,0,0,8.47,0.2542,8.47,4.74,72.17,0.4,0,0,0,0,0,0,14.36,14.36,0,1.76,31.16,14.36,14.36,87,0,100,,178,28,3.4,0.00,,37,27,27,45,81,81,,,,,,,,0.03,0.26,,6.18,3.46,57.23,0.32,,,,,,,
Treylon Burks,,0,WR,4900,TEN,vs LV,6,22.25,2.6,0,8.6,0,0,0,0,0,0,0,0,0,8.17,0.2933,8.17,5.11,66.46,0.43,0,0,0,0,0,0,14.34,14.34,0,10.44,19.54,14.34,14.34,73,0,100,,154,57,2.9,3.10,0.6,30,28,28,38,82,82,,,,,,,,0.5,3,,4,2.5,32.25,,,,,,,,
Cordarrelle Patterson,,0,RB,5800,ATL,@ SEA,15,21.25,7,15,14.9,0,0,0,0,0,0.4298,11.28,53.71,0.41,15.12,0.1227,3.84,2.85,25.8,0.15,0,0,0,0,0,0,14.16,14.16,0,3.66,28.16,14.16,14.16,2,0,100,,11,4,2.4,25.30,4.4,19,21,21,29,83,83,0.01,,,,,,0.39,3.56,16.95,0.13,2.64,1.96,18.24,0.1,,,,,,,
Amari Cooper,,0,WR,5600,CLE,vs PIT,21,20.75,10.9,14.2,16.4,0,0,0,0,0,0,0,0,0,8.6,0.3152,8.6,5.36,64.92,0.38,0,0,0,0,0,0,14.13,14.13,0,0,35.93,14.13,14.13,5,0,100,,9,25,2.5,26.10,4.7,23,29,29,31,84,84,,,,,,,,0.13,0.34,,7.65,4.77,64.31,0.44,,,,,,,
Mike Williams,,0,WR,6700,LAC,vs JAC,28,25.75,9.3,16.2,15.7,0,0,0,0,0,0,0,0,0,7.57,0.218,7.57,4.39,69.87,0.44,0,0,0,0,0,0,14.02,14.02,0,0.07,32.62,14.02,14.02,46,0,100,,107,20,2.1,8.50,1.3,12,30,30,20,85,85,,,,,,,,0.11,0.37,0.01,5.92,3.43,54.07,0.36,,,,,,,
DJ Moore,,0,WR,5600,CAR,vs NO,7,19.75,7.5,14.6,10.7,0,0,0,0,0,0,0,0,0,8.65,0.2617,8.65,5.16,72.42,0.27,0,0,0,0,0,0,14.02,14.02,0,2.77,29.02,14.02,14.02,76,0,100,,158,45,2.5,2.50,0.4,23,30,30,31,85,85,0.01,,,,,,0.58,0.5,4.72,,7.85,4.68,66.32,0.22,,,,,,,
Russell Gage,,0,WR,4700,TB,vs GB,15,21.25,7.8,13.2,5.6,0,0,0,0,0,0,0,0,0,8.64,0.226,8.64,5.88,61.75,0.3,0,0,0,0,0,0,13.86,13.86,0,2.16,29.46,13.86,13.86,6,0,100,,10,20,2.9,25.70,5.5,32,31,31,40,86,86,0.04,0.02,0.74,,,0.02,3.73,0.11,0.4,,6,4.08,42.21,0.19,,,,,,,
Rex Burkhead,,0,RB,4900,HOU,@ CHI,22,18.25,7.4,7.2,7.5,0,0,0,0,0,0.2632,6.74,26.63,0.26,12.8,0.175,6.06,4.65,36.45,0.22,0,0,0,0,0,0,13.84,13.84,0,2.74,28.64,13.84,13.84,36,0,100,,118,6,2.8,7.00,1.4,28,22,22,38,87,87,0.01,,,,,,0.45,5.73,22.64,0.22,2.63,2.02,17.28,0.1,,,,,,,
Mecole Hardman,,0,WR,4600,KC,@ IND,5,27.75,5.5,9.2,9.1,0,0,0,0,0,0,0,0,0,6.57,0.1667,6.57,4.56,62.43,0.49,0,0,0,0,0,0,13.74,13.74,0,5.49,24.74,13.74,13.74,86,0,100,,170,31,3,1.20,0.3,33,32,32,41,88,88,,,,,,,,0.44,3.28,0.02,3.69,2.56,35.2,0.25,,,,,,,
Chase Claypool,,0,WR,4500,PIT,@ CLE,10,16.75,8.6,10.9,8,0,0,0,0,0,0.1458,3.03,15.45,0.18,9.97,0.1828,6.94,3.92,52.19,0.31,0,0,0,0,0,0,13.62,13.62,0,0.72,30.82,13.62,13.62,51,0,100,,115,28,3,7.60,1.7,34,33,33,42,89,89,,,,,,,,0.82,4.18,0.05,6.76,3.82,51.21,0.34,,,,,,,
Tee Higgins,,0,WR,6100,CIN,@ NYJ,20,25.75,9.4,16.6,11.9,0,0,0,0,0,0,0,0,0,7.04,0.1979,7.04,4.59,65.55,0.38,0,0,0,0,0,0,13.43,13.43,0,0,32.23,13.43,13.43,28,0,100,,64,39,2.2,14.30,2.3,18,34,34,26,90,90,,,,,,,,0.14,0.76,,7.43,4.84,70.89,0.43,,,,,,,
Najee Harris,,0,RB,6000,PIT,@ CLE,21,16.75,8.4,16.8,12.3,0,0,0,0,0,0.5938,12.36,46.09,0.25,17.26,0.129,4.9,3.93,23.31,0.16,0,0,0,0,0,0,13.33,13.33,0,0.73,30.13,13.33,13.33,17,0,100,,66,46,2.2,14.10,2.4,17,23,23,27,91,91,,,,,,,,16.38,61.08,0.33,4.67,3.75,22.38,0.17,,,,,,,
Clyde Edwards-Helaire,,0,RB,6300,KC,@ IND,16,27.75,6.2,11.5,19.1,0,0,0,0,0,0.3763,8.53,38.06,0.25,13.22,0.119,4.69,3.41,26.39,0.29,0,0,0,0,0,0,13.1,13.1,0,3.8,25.5,13.1,13.1,13,0,100,,56,53,2.1,14.90,2.4,14,24,24,24,92,92,,,,,,,,11.9,53.1,0.35,3.29,2.39,18.58,0.19,,,,,,,
Tony Pollard,,0,RB,5800,DAL,@ NYG,12,18.75,7.3,10.6,12,0,0,0,0,0,0.345,8.15,41.76,0.23,13.31,0.1443,5.16,3.88,30.55,0.09,0,0,0,0,0,0,13.03,13.03,0,2.08,27.63,13.03,13.03,18,0,100,,69,15,2.2,13.50,2.3,19,25,25,29,93,93,,,,,,,,7.16,36.69,0.2,2.37,1.78,14.1,0.04,,,,,,,
James Conner,,0,RB,6200,ARI,vs LAR,10,22.75,10.7,15.9,11.8,0,0,0,0,0,0.3271,7.08,28.97,0.35,11.77,0.1444,4.69,3.9,31.02,0.15,0,0,0,0,0,0,12.9,12.9,0,0,34.3,12.9,12.9,30,0,100,,106,21,2.1,8.70,1.4,15,26,26,25,94,94,,,,,,,,11.28,46.15,0.56,3.1,2.58,21.15,0.1,,,,,,,
Josh Jacobs,,0,RB,5400,LV,@ TEN,11,23.25,8,15.7,8.7,0,0,0,0,0,0.7465,16.36,71.61,0.6,17.74,0.0331,1.38,1.1,7.88,0.03,0,0,0,0,0,0,12.83,12.83,0,0.83,28.83,12.83,12.83,14,0,100,,59,51,2.4,14.70,2.7,23,27,27,33,95,95,,,,,,,,17.06,74.67,0.63,3.27,2.61,18.88,,,,,,,,
Terry McLaurin,,0,WR,6400,WAS,vs PHI,8,20.75,8.2,13.3,13,0,0,0,0,0,0,0,0,0,7.44,0.217,7.44,4.64,64.9,0.28,0,0,0,0,0,0,12.81,12.81,0,0.51,29.21,12.81,12.81,14,0,100,,32,41,2,19.20,3,15,35,35,23,96,96,,,,,,,,0.11,1.13,,7.57,4.72,66.64,0.32,,,,,,,
DK Metcalf,,0,WR,6100,SEA,vs ATL,27,22.25,8.7,14.5,8.6,0,0,0,0,0,0,0,0,0,6.69,0.2497,6.69,4.08,57.68,0.49,0,0,0,0,0,0,12.79,12.79,0,0,30.19,12.79,12.79,19,0,100,,40,43,2.1,17.40,2.9,18,36,36,26,97,97,,,,,,,,0.05,0.3,,7.47,4.56,67.67,0.6,,,,,,,
Kareem Hunt,,0,RB,6200,CLE,vs PIT,31,20.75,9.4,13.8,16.2,0,0,0,0,0,0.3472,10.02,45.92,0.4,13.28,0.1196,3.26,2.63,20.56,0.18,0,0,0,0,0,0,12.76,12.76,0,0,31.56,12.76,12.76,28,0,100,,101,42,2.1,9.10,1.5,15,28,28,25,98,98,,,,,,,,12.76,58.48,0.51,3.61,2.91,25.36,0.25,,,,,,,
James Robinson,,0,RB,6100,JAC,@ LAC,23,19.75,8.5,12.8,17.9,0,0,0,0,0,0.65,13.78,61.86,0.53,16.17,0.0606,2.39,1.83,11.81,0.06,0,0,0,0,0,0,12.74,12.74,0,0,29.74,12.74,12.74,5,0,100,,18,45,2.1,23.60,3.9,16,29,29,26,99,99,,,,,0.03,,,14.33,64.33,0.55,3.48,2.67,18.52,0.12,,,,,,,
JuJu Smith-Schuster,,0,WR,5500,KC,@ IND,5,27.75,9.6,7.1,8.5,0,0,0,0,0,0,0,0,0,7.04,0.1786,7.04,4.76,55.73,0.39,0,0,0,0,0,0,12.67,12.67,0,0,31.87,12.67,12.67,30,0,100,,67,33,2.3,13.90,2.5,24,37,37,32,100,100,,,,,,,,0.06,0.31,0.01,7.65,5.17,60.79,0.39,,,,,,,
D.J. Chark,,0,WR,5100,DET,@ MIN,29,22.75,9.3,11.5,7.6,0,0,0,0,0,0,0,0,0,7.62,0.2023,7.62,4.16,59.05,0.43,0,0,0,0,0,0,12.65,12.65,0,0,31.25,12.65,12.65,51,0,100,,115,15,2.5,7.60,1.5,28,38,38,36,101,101,,,,,,,,0.04,0.44,,6.36,3.47,49.04,0.38,,,,,,,
Marquise Brown,,0,WR,6000,ARI,vs LAR,19,22.75,8.2,14.8,13.6,0,0,0,0,0,0,0,0,0,7.21,0.2222,7.21,4.56,54.59,0.43,0,0,0,0,0,0,12.6,12.6,0,0.3,29,12.6,12.6,3,0,100,,4,39,2.1,31.00,5.2,19,39,39,27,102,102,,,,,,,,0.07,0.46,,7.35,4.65,57.41,0.44,,,,,,,
Darrell Henderson,,0,RB,5700,LAR,@ ARI,2,25.75,7.1,13.2,11.5,0,0,0,0,0,0.5978,14.25,62.84,0.44,16.63,0.0682,2.38,1.69,12.59,0.11,0,0,0,0,0,0,12.53,12.53,0,1.88,26.73,12.53,12.53,56,0,100,,166,22,2.2,1.70,0.3,20,30,30,30,103,103,,,,,,,,9.1,40.13,0.28,2.25,1.6,12.08,0.1,,,,,,,
Dontrell Hilliard,,0,RB,5100,TEN,vs LV,13,22.25,6.2,10.1,21.9,0,0,0,0,0,0.1742,4.68,26.47,0.22,9.51,0.1733,4.83,3.92,30.49,0.24,0,0,0,0,0,0,12.38,12.38,0,3.08,24.78,12.38,12.38,44,0,100,,132,15,2.4,5.40,1.1,26,31,31,36,104,104,0.04,,,0.04,,,-15.95,3.19,18.04,0.15,2.65,2.15,16.58,0.12,,,,,,,
Dameon Pierce,,0,RB,5000,HOU,@ CHI,22,18.25,8.6,0,6.8,0,0,0,0,0,0.6421,16.44,78.76,0.57,17.07,0.0181,0.63,0.55,2.19,0.02,0,0,0,0,0,0,12.19,12.19,0,0,29.39,12.19,12.19,9,0,100,,34,47,2.4,18.10,3.6,27,32,32,37,105,105,,,,,,,,17.2,82.4,0.6,3,2.6,11.4,,,,,,,,
Chris Olave,,0,WR,4500,NO,@ CAR,11,21.75,6,0,10.6,0,0,0,0,0,0,0,0,0,6.79,0.2211,6.79,4.04,62.11,0.32,0,0,0,0,0,0,12.17,12.17,0,3.17,24.17,12.17,12.17,4,0,100,,8,63,2.7,26.70,5.9,34,40,40,42,106,106,,,,,,,,,,,8.4,5,77.8,0.4,,,,,,,
Gerald Everett,,0,TE,4400,LAC,vs JAC,12,25.75,5.3,8,13.8,0,0,0,0,0,0,0,0,0,7.57,0.218,7.57,4.83,53.33,0.33,0,0,0,0,0,0,12.14,12.14,0,4.19,22.74,12.14,12.14,30,0,100,,140,15,2.8,4.50,1,9,7,7,43,107,107,,,,,,,,0.1,0.63,0.01,3.78,2.41,26.35,0.17,,,,,,,
Marquez Valdes-Scantling,,0,WR,4700,KC,@ IND,5,27.75,7.7,8.2,5.7,0,0,0,0,0,0,0,0,0,7.04,0.1786,7.04,3.63,61.46,0.36,0,0,0,0,0,0,11.94,11.94,0,0.39,27.34,11.94,11.94,45,0,100,,105,6,2.5,8.80,1.9,32,41,41,40,108,108,,,,,,,,0.14,0.76,,4.65,2.4,40.75,0.22,,,,,,,
Tyler Higbee,,0,TE,4500,LAR,@ ARI,19,25.75,6.3,9.3,11.5,0,0,0,0,0,0,0,0,0,7.26,0.208,7.26,4.96,50.71,0.31,0,0,0,0,0,0,11.89,11.89,0,2.44,24.49,11.89,11.89,14,0,100,,94,14,2.6,10.10,2.2,8,8,8,42,109,109,,,,,,,,0.01,0.01,,4.36,2.98,30.91,0.19,,,,,,,
Richie James,,0,WR,3400,NYG,vs DAL,18,19.75,7.3,0,10.6,0,0,0,0,0,0,0,0,0,6.35,0.1906,6.35,4.31,62.03,0.22,0,0,0,0,0,0,11.83,11.83,0,0.88,26.43,11.83,11.83,49,0,100,,111,0,3.5,8.00,2.4,45,42,42,53,110,110,,,,,,,,0.16,0.2,,3.24,2.2,34.4,0.12,,,,,,,
Greg Dortch,,0,WR,4300,ARI,vs LAR,19,22.75,6.4,1.4,14.4,0,0,0,0,0,0,0,0,0,6.13,0.1889,6.13,5.45,48.2,0.23,0,0,0,0,0,0,11.65,11.65,0,2.05,24.45,11.65,11.65,20,0,100,,42,30,2.7,17.00,4,36,43,43,44,111,111,,,,,,,,0.17,4,,4.5,4,36.5,0.17,,,,,,,
Adam Thielen,,0,WR,5900,MIN,vs DET,23,28.75,10.3,15.6,7.9,0,0,0,0,0,0,0,0,0,6.05,0.1634,6.05,4.17,50.98,0.39,0,0,0,0,0,0,11.61,11.61,0,0,32.21,11.61,11.61,16,0,100,,34,28,2,18.10,3.1,20,44,44,28,112,112,0.01,,,0.01,,,-3.91,0.2,1.61,0.01,6.89,4.75,60.16,0.46,,,,,,,
Jeff Wilson,,0,RB,5300,SF,@ DEN,4,22.75,8.9,7.8,8.7,0,0,0,0,0,0.4484,12.77,56.43,0.52,14.5,0.0616,1.73,1.16,10.12,0.11,0,0,0,0,0,0,11.6,11.6,0,0,29.4,11.6,11.6,20,0,100,,73,10,2.2,12.60,2.4,24,33,33,34,113,113,,,,,,,,10.05,44.41,0.41,1.78,1.19,10.43,0.11,,,,,,,
Josh Palmer,,0,WR,4800,LAC,vs JAC,28,25.75,5.3,6.2,8.5,0,0,0,0,0,0,0,0,0,6.68,0.1923,6.68,4.34,46.99,0.42,0,0,0,0,0,0,11.56,11.56,0,3.61,22.16,11.56,11.56,23,0,100,,49,21,2.4,15.90,3.3,31,45,45,39,114,114,,,,,,,,0.1,0.5,,3.85,2.5,26.8,0.25,,,,,,,
Steelers,,0,DST,3600,PIT,@ CLE,28,20.75,6.1,6.7,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71,1.81,0.58,0,0.34,20.75,11.53,11.53,0,2.38,23.73,11.53,11.53,13,0,100,,172,24,3.2,1.00,0.3,4,1,1,51,115,115,,,,,,,,,,,,,,,3.01,0.93,0.63,0.14,0.04,21.08,339.52
Scotty Miller,,0,WR,3800,TB,vs GB,15,21.25,5.9,3.7,7.2,0,0,0,0,0,0,0,0,0,7.06,0.1845,7.06,3.97,55.63,0.33,0,0,0,0,0,0,11.51,11.51,0,2.66,23.31,11.51,11.51,85,0,100,,169,0,3,1.40,0.4,41,46,46,49,116,116,,,,,,,,0.28,2.72,0.03,3.36,1.89,26.06,0.14,,,,,,,
Raheem Mostert,,0,RB,4500,MIA,vs BUF,25,25.25,10,2,7.6,0,0,0,0,0,0.4659,14.04,78.61,0.6,14.04,0,0,0,0,0,0,0,0,0,0,0,11.46,11.46,0,0,31.46,11.46,11.46,58,0,100,,171,3,2.5,1.10,0.2,32,34,34,42,117,117,,,,,,,,9.38,52.52,0.4,1.5,1.1,10.33,0.07,,,,,,,
DeVonta Smith,,0,WR,5200,PHI,@ WAS,25,26.75,8.6,11.4,7.5,0,0,0,0,0,0,0,0,0,6.94,0.2161,6.94,4.35,56.79,0.23,0,0,0,0,0,0,11.41,11.41,0,0,28.61,11.41,11.41,1,0,100,,2,28,2.2,33.90,6.5,27,47,47,35,118,118,,,,,,,,,,,6.65,4.17,57.78,0.26,,,,,,,
Marvin Jones,,0,WR,4100,JAC,@ LAC,14,19.75,8.8,10.8,7.1,0,0,0,0,0,0,0,0,0,6.76,0.1717,6.76,4.12,52.82,0.33,0,0,0,0,0,0,11.38,11.38,0,0,28.98,11.38,11.38,32,0,100,,70,31,2.8,13.30,3.2,38,48,48,46,119,119,,,,,,,,0.07,0.33,,6.83,4.16,57.48,0.41,,,,,,,
Buccaneers,,0,DST,3100,TB,vs GB,4,20.25,6.1,8.1,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77,1.47,0.93,0,0.3,20.25,11.37,11.37,0,2.22,23.57,11.37,11.37,8,0,100,,128,14,3.7,6.00,1.9,8,2,2,56,120,120,,,,,,,,,,,,,,,2.5,0.87,0.74,0.18,0.02,23.84,356.53
Tyler Conklin,,0,TE,3800,NYJ,vs CIN,28,19.75,4.9,8.1,10.8,0,0,0,0,0,0,0,0,0,7.29,0.1753,7.29,5.18,48.71,0.21,0,0,0,0,0,0,11.31,11.31,0,3.96,21.11,11.31,11.31,4,0,100,,45,23,3,16.40,4.3,14,9,9,49,121,121,,,,,,,,,,,4.05,2.88,27.98,0.13,,,,,,,
Jonnu Smith,,0,TE,2900,NE,vs BAL,26,21.75,5.4,4.5,3.2,0,0,0,0,0,0,0,0,0,6.22,0.1899,6.22,4.12,44.88,0.43,0,0,0,0,0,0,11.19,11.19,0,3.09,21.99,11.19,11.19,22,0,100,,123,10,3.9,6.50,2.2,23,10,10,58,122,122,,,,,,,,0.2,1.61,0.01,3.14,2.08,22.76,0.24,,,,,,,
Romeo Doubs,,0,WR,3800,GB,@ TB,22,20.25,6.2,0,6.8,0,0,0,0,0,0,0,0,0,5.97,0.1956,5.97,4.53,42.75,0.38,0,0,0,0,0,0,11.09,11.09,0,1.79,23.49,11.09,11.09,11,0,100,,25,44,2.9,21.30,5.6,41,49,49,49,123,123,,,,,,,,0.2,2.2,,5.8,4.4,42.6,0.4,,,,,,,
Zack Moss,,0,RB,4800,BUF,@ MIA,9,29.25,5.3,7.6,5.2,0,0,0,0,0,0.1915,4.95,19.93,0.17,10.34,0.1313,5.39,4.16,28.55,0.15,0,0,0,0,0,0,10.93,10.93,0,2.98,21.53,10.93,10.93,40,0,100,,126,25,2.3,6.20,1.3,29,35,35,39,124,124,,,,,,,,7.06,28.42,0.24,1.88,1.45,10.45,0.06,,,,,,,
