,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,Position Rankings,,,,Overall Rankings,,,Actual Data,,Position Rankings,,,Overall Rankings,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
James Conner,,0,RB,5800,ARI,vs SEA,27,25.75,10.7,15.9,10.1,0,0,0,0,0,0.507,12.27,50.2,0.61,16.12,0.0919,3.85,3.2,25.62,0.12,0,0,0,0,0,0,15.16,15.16,0,0,36.56,15.16,15.16,17,0,100,,65,21,2.6,11.40,2,17,17,17,25,59,59,,,,,,,,11.28,46.15,0.56,3.1,2.58,21.15,0.1,,,,,,,
Adam Thielen,,0,WR,5600,MIN,@ WAS,26,23.25,10.2,15.6,12,0,0,0,0,0,0,0,0,0,7.81,0.2251,7.81,5.39,65.19,0.51,0,0,0,0,0,0,14.97,14.97,0,0,35.37,14.97,14.97,28,0,100,,76,29,2.7,9.70,1.7,25,23,23,27,60,60,0.01,,,0.01,,,-3.84,0.19,1.58,0.01,6.9,4.76,60,0.46,,,,,,,
Sam Ehlinger,,0,QB,5000,IND,@ NE,18,18.25,3.6,0.3,8.5,1,28.77,241.01,1.19,0.7,0.0753,2.03,5.41,0.08,2.03,0,0,0,0,0,0,0,0,0,0,0,14.72,14.72,0,9.32,21.92,14.72,14.72,26,0,100,,94,0,2.9,7.02,1.4,20,21,21,33,61,61,5.75,4.25,50.25,,0.5,,25.03,2.25,6,,,,,,,,,,,,
Chris Olave,,0,WR,6400,NO,vs BAL,25,22.25,5.8,0,15.8,0,0,0,0,0,0,0,0,0,9.43,0.286,9.43,5.54,75.51,0.26,0,0,0,0,0,0,14.65,14.65,0,5.95,26.25,14.65,14.65,20,0,100,,56,63,2.3,13.10,2,17,24,24,19,62,62,,,,,,,,,,,9,5.29,78.14,0.29,,,,,,,
Devin Singletary,,0,RB,5700,BUF,@ NYJ,25,27.75,6.3,12.6,11.2,0,0,0,0,0,0.4321,11.61,53.89,0.26,17.06,0.1286,5.45,4.11,27.13,0.1,0,0,0,0,0,0,14.37,14.37,0,4.92,26.97,14.37,14.37,22,0,100,,83,44,2.5,8.80,1.5,18,18,18,26,63,63,,,,,,,,10.71,49.71,0.24,3.45,2.6,17.79,0.07,,,,,,,
JuJu Smith-Schuster,,0,WR,5800,KC,vs TEN,27,29.75,9.7,7.1,14.3,0,0,0,0,0,0,0,0,0,7.72,0.2023,7.72,5.26,63.23,0.46,0,0,0,0,0,0,14.34,14.34,0,0,33.74,14.34,14.34,8,0,100,,26,34,2.5,18.80,3.2,23,25,25,25,64,64,,,,,,,,0.05,0.3,0.01,7.62,5.19,62.37,0.41,,,,,,,
Christian Kirk,,0,WR,5500,JAC,vs LV,24,22.75,7.5,12.3,14,0,0,0,0,0,0,0,0,0,8.78,0.2331,8.78,5.67,67.08,0.32,0,0,0,0,0,0,14.3,14.3,0,3.05,29.3,14.3,14.3,5,0,100,,20,38,2.6,21.60,3.9,26,26,26,28,65,65,0.03,0.02,0.51,,,,2.44,0.29,2.37,,6.6,4.26,53.09,0.32,,,,,,,
Gerald Everett,,0,TE,4800,LAC,@ ATL,10,25.75,5.3,8,9.9,0,0,0,0,0,0,0,0,0,8.85,0.2048,8.85,5.63,62.14,0.4,0,0,0,0,0,0,14.24,14.24,0,6.29,24.84,14.24,14.24,13,0,100,,84,16,3,8.60,1.8,6,3,3,35,66,66,,,,,,,,0.1,0.61,0.01,3.88,2.47,26.82,0.17,,,,,,,
Jakobi Meyers,,0,WR,5400,NE,vs IND,5,22.25,6.6,11.6,16.4,0,0,0,0,0,0,0,0,0,8.95,0.325,8.95,6.18,71.99,0.14,0,0,0,0,0,0,14.22,14.22,0,4.32,27.42,14.22,14.22,32,0,100,,86,40,2.6,8.40,1.6,27,27,27,29,67,67,0.09,0.09,1.91,,,0.04,9.47,0.09,0.54,,6.57,4.54,52.39,0.11,,,,,,,
Mac Jones,,0,QB,5100,NE,vs IND,13,22.25,6.3,14.4,12.1,1,27.53,196.73,1.13,0.89,0.2575,6.95,21.18,0.09,6.95,0,0,0,0,0,0,0,0,0,0,0,14.16,14.16,0,4.71,26.76,14.16,14.16,23,0,100,,77,55,2.8,9.68,1.9,19,22,22,32,68,68,29.71,19.96,214.13,0.96,1.88,1.17,87.13,3.13,9.54,0.04,,,,,,,,,,,
Davis Mills,,0,QB,5100,HOU,vs PHI,5,16.25,8.2,13.8,12.7,1,31.11,212.65,1.45,0.79,0.0606,1.23,2.46,0.05,1.23,0,0,0,0,0,0,0,0,0,0,0,14.06,14.06,0,1.76,30.46,14.06,14.06,17,0,100,,53,39,2.8,13.96,2.7,19,23,23,32,69,69,31.5,20.6,208.3,0.8,2.35,1.2,85.4,1.35,2.7,,,,,,,,,,,,
Kalif Raymond,,0,WR,4000,DET,vs GB,3,22.75,6.3,8.7,6,0,0,0,0,0,0,0,0,0,7.28,0.2047,7.28,4.82,71.47,0.31,0,0,0,0,0,0,13.83,13.83,0,4.38,26.43,13.83,13.83,41,0,100,,112,0,3.5,4.70,1.2,41,28,28,43,70,70,,,,,,,,0.24,1,,3.05,2.02,29.24,0.14,,,,,,,
Kenneth Walker III,,0,RB,6200,SEA,@ ARI,15,23.75,9.4,0,13,0,0,0,0,0,0.6164,15.32,83.29,0.9,15.32,0,0,0,0,0,0,0,0,0,0,0,13.73,13.73,0,0,32.53,13.73,13.73,2,0,100,,5,28,2.2,30.90,5,13,19,19,21,71,71,,,,,,,,12.14,66,0.71,1.71,1.29,4,,,,,,,,
DeVonta Smith,,0,WR,6300,PHI,@ HOU,7,29.25,8.3,11.4,13.6,0,0,0,0,0,0,0,0,0,8.27,0.2537,8.27,5.28,64.31,0.3,0,0,0,0,0,0,13.51,13.51,0,1.06,30.11,13.51,13.51,45,0,100,,117,31,2.1,4.20,0.7,18,29,29,20,72,72,,,,,,,,,,,6.64,4.24,55.84,0.28,,,,,,,
Jamaal Williams,,0,RB,5900,DET,vs GB,16,22.75,7.8,9.2,15.9,0,0,0,0,0,0.5532,13.67,55.28,0.37,17.16,0.0982,3.49,2.81,21.21,0.13,0,0,0,0,0,0,13.46,13.46,0,1.76,29.06,13.46,13.46,20,0,100,,72,19,2.3,10.10,1.7,16,20,20,24,73,73,,,,,,,,9.49,38.38,0.26,2.48,2,14.72,0.1,,,,,,,
Kenyan Drake,,0,RB,5100,BAL,@ NO,23,23.25,8.9,8.5,8.3,0,0,0,0,0,0.3797,9.69,43.64,0.36,14.34,0.1251,4.65,3.41,25.66,0.16,0,0,0,0,0,0,13.46,13.46,0,0.11,31.26,13.46,13.46,6,0,100,,16,18,2.6,24.90,4.9,24,20,20,32,73,73,,,,,,,,8.87,39.95,0.33,3.08,2.26,17.19,0.09,,,,,,,
Cordarrelle Patterson,,0,RB,5800,ATL,vs LAC,24,23.75,7,15,16.2,0,0,0,0,0,0.3556,9.94,47.33,0.36,13.9,0.1312,3.96,2.94,26.79,0.15,0,0,0,0,0,0,13.41,13.41,0,2.91,27.41,13.41,13.41,7,0,100,,29,4,2.3,18.30,3.2,17,21,21,25,74,74,0.01,,,,,,0.39,3.56,16.95,0.13,2.64,1.96,18.24,0.1,,,,,,,
Mack Hollins,,0,WR,4500,LV,@ JAC,30,24.75,6,4,11.3,0,0,0,0,0,0,0,0,0,7.79,0.1797,7.79,4.65,62.08,0.38,0,0,0,0,0,0,13.14,13.14,0,4.14,25.14,13.14,13.14,48,0,100,,121,0,2.9,3.70,0.8,36,30,30,38,75,75,0.02,0.02,0.08,,,,1.67,,,,2.78,1.66,22.8,0.16,,,,,,,
Tyler Conklin,,0,TE,3200,NYJ,vs BUF,3,17.75,5.6,8.1,10.1,0,0,0,0,0,0,0,0,0,8.49,0.2361,8.49,5.94,56.06,0.26,0,0,0,0,0,0,13.11,13.11,0,4.71,24.31,13.11,13.11,34,0,100,,140,18,4.1,1.70,0.5,15,4,4,51,76,76,,,,,,,,0.02,0.02,,4.19,2.93,28.74,0.16,,,,,,,
Hunter Renfrow,,0,WR,4500,LV,@ JAC,30,24.75,7,15.7,6.7,0,0,0,0,0,0,0,0,0,7.31,0.1685,7.31,5.48,57.14,0.3,0,0,0,0,0,0,12.99,12.99,0,2.49,26.99,12.99,12.99,36,0,100,,104,39,2.9,5.60,1.2,36,31,31,38,77,77,,,,,,,,0.06,0.06,,6.02,4.51,48.42,0.3,,,,,,,
Robert Tonyan,,0,TE,3800,GB,@ DET,25,26.75,6.5,6.3,8.7,0,0,0,0,0,0,0,0,0,5.77,0.152,5.77,4.61,48.71,0.58,0,0,0,0,0,0,12.96,12.96,0,3.21,25.96,12.96,12.96,19,0,100,,101,16,3.4,5.90,1.6,9,5,5,45,78,78,,,,,,,,,,,3.38,2.7,28.4,0.36,,,,,,,
Michael Carter,,0,RB,5500,NYJ,vs BUF,3,17.75,6.9,11.3,10,0,0,0,0,0,0.4409,9.04,36.69,0.24,14.53,0.1527,5.49,3.83,31.4,0.13,0,0,0,0,0,0,12.86,12.86,0,2.51,26.66,12.86,12.86,11,0,100,,42,36,2.3,15.60,2.8,20,22,22,28,79,79,,,,,,,,10,40.59,0.27,3.91,2.73,23.23,,,,,,,,
A.J. Dillon,,0,RB,5700,GB,@ DET,30,26.75,7.4,10.8,8.1,0,0,0,0,0,0.4624,12.26,53.6,0.32,15.34,0.0811,3.08,2.58,22.1,0.09,0,0,0,0,0,0,12.61,12.61,0,1.51,27.41,12.61,12.61,27,0,100,,98,12,2.2,6.40,1.1,18,23,23,26,80,80,,,,,,,,9.08,39.7,0.24,1.65,1.38,11.78,0.05,,,,,,,
Hayden Hurst,,0,TE,3600,CIN,vs CAR,19,24.75,4.9,5.4,9,0,0,0,0,0,0,0,0,0,6.93,0.1813,6.93,4.88,49.63,0.46,0,0,0,0,0,0,12.6,12.6,0,5.25,22.4,12.6,12.6,14,0,100,,85,26,3.5,8.50,2.4,11,6,6,47,81,81,,,,,,,,0.02,,,3.65,2.57,25.79,0.24,,,,,,,
David Montgomery,,0,RB,6000,CHI,vs MIA,22,21.25,8,15.6,10.9,0,0,0,0,0,0.3959,13.11,51.29,0.37,16.52,0.1081,3.41,2.71,21.24,0.06,0,0,0,0,0,0,12.54,12.54,0,0.54,28.54,12.54,12.54,31,0,100,,106,44,2.1,5.40,0.9,15,24,24,23,82,82,0.02,,,0.02,,,,15.73,61.54,0.44,3.25,2.58,20.37,0.06,,,,,,,
Clyde Edwards-Helaire,,0,RB,5900,KC,vs TEN,1,29.75,6.3,11.5,13.5,0,0,0,0,0,0.4239,11.06,49.27,0.34,14.32,0.0853,3.26,2.34,18.24,0.21,0,0,0,0,0,0,12.39,12.39,0,2.94,24.99,12.39,12.39,37,0,100,,128,51,2.1,2.90,0.5,16,25,25,24,83,83,,,,,,,,11.64,51.85,0.36,3.12,2.24,17.45,0.18,,,,,,,
Darnell Mooney,,0,WR,4700,CHI,vs MIA,14,21.25,6.7,13.6,7.7,0,0,0,0,0,0,0,0,0,8.38,0.2653,8.38,4.96,60.54,0.23,0,0,0,0,0,0,12.39,12.39,0,2.34,25.79,12.39,12.39,12,0,100,,34,39,2.6,17.50,3.7,34,32,32,36,83,83,,,,,,,,0.24,1.27,0.02,6.88,4.07,50,0.2,,,,,,,
Tyler Boyd,,0,WR,6300,CIN,vs CAR,8,24.75,8.2,11,14.3,0,0,0,0,0,0,0,0,0,6.93,0.1814,6.93,4.74,57.18,0.31,0,0,0,0,0,0,12.32,12.32,0,0.02,28.72,12.32,12.32,30,0,100,,79,31,2,9.40,1.5,18,33,33,20,84,84,0.05,0.03,0.86,,0.01,,4.02,0.18,1.6,,6.42,4.39,52.26,0.29,,,,,,,
Dallas Goedert,,0,TE,5000,PHI,@ HOU,22,29.25,6.6,11.6,11.4,0,0,0,0,0,0,0,0,0,6.89,0.2114,6.89,4.92,55,0.31,0,0,0,0,0,0,12.28,12.28,0,2.38,25.48,12.28,12.28,1,0,100,,11,34,2.5,27.00,5.4,4,7,7,33,85,85,,,,,,,,,,,5.17,3.69,44.63,0.28,,,,,,,
Zach Ertz,,0,TE,5100,ARI,vs SEA,32,25.75,8.5,10.3,12.3,0,0,0,0,0,0,0,0,0,7.51,0.1791,7.51,5.1,51.55,0.32,0,0,0,0,0,0,12.18,12.18,0,0,29.18,12.18,12.18,6,0,100,,45,35,2.4,15.00,2.9,3,8,8,32,86,86,,,,,,,,0.01,0.03,,7.75,5.26,54.56,0.32,,,,,,,
Demarcus Robinson,!,0,WR,4100,BAL,@ NO,12,23.25,5.6,4.8,5,0,0,0,0,0,0,0,0,0,6.88,0.185,6.88,4.32,50.21,0.45,0,0,0,0,0,0,12.04,12.04,0,3.64,23.24,12.04,12.04,57,0,100,,135,2,2.9,2.20,0.5,40,34,34,42,87,87,,,,,,,,,,,3.31,2.08,24.43,0.19,,,,,,,
Drake London,,0,WR,4900,ATL,vs LAC,22,23.75,6.8,0,9.8,0,0,0,0,0,0,0,0,0,7.38,0.2448,7.38,4.51,50.98,0.3,0,0,0,0,0,0,11.41,11.41,0,1.21,25.01,11.41,11.41,44,0,100,,116,31,2.3,4.30,0.9,32,35,35,34,88,88,,,,,,,,,,,6.13,3.75,43.25,0.25,,,,,,,
Parris Campbell,,0,WR,4200,IND,@ NE,13,18.25,5.9,5.4,9.1,0,0,0,0,0,0,0,0,0,6.74,0.2344,6.74,4.64,48.66,0.3,0,0,0,0,0,0,11.31,11.31,0,2.46,23.11,11.31,11.31,49,0,100,,122,14,2.7,3.60,0.9,39,36,36,41,89,89,,,,,,,,0.3,3.39,,4.04,2.78,27.91,0.17,,,,,,,
Kyle Pitts,,0,TE,4500,ATL,vs LAC,14,23.75,6.9,10.8,8.4,0,0,0,0,0,0,0,0,0,7.14,0.2366,7.14,4.22,58.78,0.19,0,0,0,0,0,0,11.24,11.24,0,0.89,25.04,11.24,11.24,24,0,100,,112,32,2.5,4.70,1,7,9,9,38,90,90,,,,,,,,,,,6.16,3.64,51.8,0.16,,,,,,,
Isaiah Likely,,0,TE,3400,BAL,@ NO,7,23.25,6.2,0,5.7,0,0,0,0,0,0,0,0,0,6.88,0.185,6.88,4.41,49.28,0.31,0,0,0,0,0,0,11.2,11.2,0,1.9,23.6,11.2,11.2,9,0,100,,79,0,3.3,9.40,2.8,13,10,10,49,91,91,,,,,,,,,,,3.57,2.29,25.86,0.14,,,,,,,
Rondale Moore,,0,WR,5200,ARI,vs SEA,9,25.75,6.9,8.1,11,0,0,0,0,0,0,0,0,0,7.1,0.1693,7.1,5.61,47.34,0.14,0,0,0,0,0,0,11.18,11.18,0,0.83,24.98,11.18,11.18,15,0,100,,46,22,2.2,14.90,2.9,29,37,37,31,92,92,,,,,,,,1.15,3.85,,5.25,4.15,35.9,0.1,,,,,,,
Eagles,,0,DST,4200,PHI,@ HOU,31,16.25,6.6,6.3,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81,1.66,1,0,0.16,16.25,11.09,11.09,0,1.19,24.29,11.09,11.09,5,0,100,,88,14,2.6,8.00,1.9,2,1,1,41,93,93,,,,,,,,,,,,,,,2.44,0.83,0.56,0.24,0.02,21.87,351.72
DeAndre Carter,,0,WR,4300,LAC,@ ATL,32,25.75,4.4,5.1,6.6,0,0,0,0,0,0,0,0,0,6.58,0.1522,6.58,4.49,52.87,0.21,0,0,0,0,0,0,11.04,11.04,0,4.44,19.84,11.04,11.04,25,0,100,,71,20,2.6,10.30,2.4,38,38,38,40,94,94,,,,,,,,0.33,2.41,,3.08,2.1,24.36,0.1,,,,,,,
Phillip Walker,,0,QB,5200,CAR,@ CIN,9,17.75,6.3,3.6,10.1,1,29.87,208.38,0.91,1.33,0.0257,0.7,1.5,0.03,0.7,0,0,0,0,0,0,0,0,0,0,0,10.98,10.98,0,1.53,23.58,10.98,10.98,31,0,100,,158,0,2.1,-1.04,,18,24,24,31,95,95,15.54,9.08,103.38,0.69,1.31,0.38,64.34,1.08,2.31,,,,,,,,,,,,
Romeo Doubs,!,0,WR,5300,GB,@ DET,28,26.75,6.6,0,9.7,0,0,0,0,0,0,0,0,0,6.93,0.1824,6.93,4.24,42.03,0.41,0,0,0,0,0,0,10.9,10.9,0,1,24.1,10.9,10.9,55,0,100,,129,32,2.1,2.80,0.5,28,39,39,30,96,96,,,,,,,,0.13,1.38,,6.13,3.75,37,0.38,,,,,,,
James Proche,,0,WR,3300,BAL,@ NO,12,23.25,4.7,5.2,3.6,0,0,0,0,0,0,0,0,0,5.73,0.1541,5.73,4.14,48.18,0.31,0,0,0,0,0,0,10.82,10.82,0,3.77,20.22,10.82,10.82,45,0,100,,117,0,3.3,4.20,1.3,48,40,40,50,97,97,,,,,,,,,,,2.42,1.75,20.58,,,,,,,,
Tyler Higbee,,0,TE,3700,LAR,@ TB,4,19.75,6.3,9.3,9.6,0,0,0,0,0,0,0,0,0,6.64,0.2019,6.64,4.49,46.33,0.27,0,0,0,0,0,0,10.74,10.74,0,1.29,23.34,10.74,10.74,40,0,100,,155,13,2.9,0.00,,10,11,11,46,98,98,,,,,,,,0.01,0.01,,4.36,2.95,30.5,0.18,,,,,,,
Julio Jones,,0,WR,5000,TB,vs LAR,10,22.75,11.2,8.7,7.8,0,0,0,0,0,0,0,0,0,5.79,0.137,5.79,3.79,53.97,0.24,0,0,0,0,0,0,10.63,10.63,0,0,33.03,10.63,10.63,40,0,100,,111,41,2.1,4.80,1,31,41,41,33,99,99,,,,,,,,0.09,0.52,,9.48,6.21,92.32,0.38,,,,,,,
Marquez Valdes-Scantling,,0,WR,4400,KC,vs TEN,27,29.75,7.7,8.2,8.8,0,0,0,0,0,0,0,0,0,6.09,0.1597,6.09,3.12,54.34,0.32,0,0,0,0,0,0,10.47,10.47,0,0,25.87,10.47,10.47,57,0,100,,135,6,2.4,2.20,0.5,37,42,42,39,100,100,,,,,,,,0.14,0.74,,4.62,2.37,41.2,0.22,,,,,,,
Khalil Herbert,,0,RB,5800,CHI,vs MIA,22,21.25,8.4,5.1,12.7,0,0,0,0,0,0.3229,10.69,54.93,0.33,12.26,0.0498,1.57,1.36,10.68,0.07,0,0,0,0,0,0,10.32,10.32,0,0,27.12,10.32,10.32,41,0,100,,134,0,1.8,2.30,0.4,17,26,26,25,101,101,,,,,,,,8.82,45.32,0.27,1.05,0.91,7.18,0.05,,,,,,,
Bills,,0,DST,4300,BUF,@ NYJ,17,17.75,5.9,8.1,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48,1.82,0.34,0.16,0.16,17.75,10.08,10.08,0,1.23,21.88,10.08,10.08,8,0,100,,110,18,2.3,5.00,1.2,1,2,2,40,102,102,,,,,,,,,,,,,,,2.25,0.98,0.53,0.13,0.03,20.7,332.16
Marvin Jones,,0,WR,4200,JAC,vs LV,24,22.75,8.8,10.8,8.2,0,0,0,0,0,0,0,0,0,5.86,0.1555,5.86,3.55,46.55,0.26,0,0,0,0,0,0,9.77,9.77,0,0,27.37,9.77,9.77,27,0,100,,75,30,2.3,9.80,2.3,39,43,43,41,103,103,,,,,,,,0.07,0.32,,6.81,4.12,56.95,0.41,,,,,,,
Patriots,,0,DST,4100,NE,vs IND,29,18.25,7.1,8.5,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.3,0.78,0,0.26,18.25,9.72,9.72,0,0,23.92,9.72,9.72,1,0,100,,14,18,2.4,26.00,6.3,3,3,3,42,104,104,,,,,,,,,,,,,,,2.36,1.05,0.5,0.18,0.05,18.36,338.09
Zay Jones,,0,WR,4100,JAC,vs LV,24,22.75,6.2,7.9,10.4,0,0,0,0,0,0,0,0,0,7.32,0.1943,7.32,4.16,42.39,0.19,0,0,0,0,0,0,9.54,9.54,0,0.24,21.94,9.54,9.54,31,0,100,,82,6,2.3,9.00,2.2,40,44,44,42,105,105,0.03,0.01,0.37,,,,1.53,0.09,0.34,,4.72,2.68,28.78,0.16,,,,,,,
Robert Woods,,0,WR,5100,TEN,@ KC,31,15.75,8.2,15.6,7.5,0,0,0,0,0,0,0,0,0,6.33,0.2875,6.33,4.13,40.59,0.22,0,0,0,0,0,0,9.51,9.51,0,0,25.91,9.51,9.51,68,0,100,,155,40,1.9,0.00,,30,45,45,32,106,106,,,,,,,,0.71,4.62,0.05,7.44,4.86,59.79,0.27,,,,,,,
Rex Burkhead,,0,RB,4300,HOU,vs PHI,14,16.25,7.4,7.2,7.1,0,0,0,0,0,0.1212,2.46,9.73,0.09,7.46,0.1606,5,3.86,31.25,0.16,0,0,0,0,0,0,9.46,9.46,0,0,24.26,9.46,9.46,39,0,100,,132,6,2.2,2.50,0.6,32,27,27,40,107,107,0.02,,,,,,0.88,5.62,22.22,0.21,2.64,2.04,17.04,0.1,,,,,,,
T.J. Hockenson,,0,TE,5000,MIN,@ WAS,1,23.25,7.9,12.1,12.6,0,0,0,0,0,0,0,0,0,5.69,0.1642,5.69,3.69,39.34,0.3,0,0,0,0,0,0,9.42,9.42,0,0,25.22,9.42,9.42,5,0,100,,40,25,1.9,16.00,3.2,4,12,12,33,108,108,,,,,,,,0.02,,,6.11,3.96,44,0.32,,,,,,,
Chris Moore,,0,WR,3400,HOU,vs PHI,4,16.25,4.4,5.9,5.8,0,0,0,0,0,0,0,0,0,5.93,0.1905,5.93,3.73,40.1,0.28,0,0,0,0,0,0,9.42,9.42,0,2.82,18.22,9.42,9.42,17,0,100,,50,0,2.8,14.50,4.3,47,46,46,49,108,108,,,,,,,,0.21,0.51,,2.34,1.47,16.34,0.13,,,,,,,
Malik Willis,,0,QB,5000,TEN,@ KC,32,15.75,0.8,0,1.6,1,22.02,128.46,1.04,1.57,0.1049,3.09,9.61,0.12,3.09,0,0,0,0,0,0,0,0,0,0,0,9.41,9.41,0,8.21,11.01,9.41,9.41,25,0,100,,92,0,1.9,7.20,1.4,20,25,25,33,109,109,7,3.5,30.5,0.5,,,,4.5,14,,,,,,,,,,,,
Phillip Dorsett,,0,WR,3100,HOU,vs PHI,4,16.25,5.3,3.6,3.3,0,0,0,0,0,0,0,0,0,5.88,0.1889,5.88,3.33,43.63,0.27,0,0,0,0,0,0,9.31,9.31,0,1.36,19.91,9.31,9.31,26,0,100,,74,10,3,9.90,3.2,50,47,47,52,110,110,,,,,,,,0.19,1.17,,3.51,1.99,26.89,0.19,,,,,,,
Elijah Moore,,0,WR,4300,NYJ,vs BUF,15,17.75,8.9,12.8,6,0,0,0,0,0,0,0,0,0,6.5,0.1806,6.5,3.55,42.96,0.24,0,0,0,0,0,0,9.29,9.29,0,0,27.09,9.29,9.29,68,0,100,,155,14,2.2,0.00,,38,48,48,40,111,111,,,,,,,,0.41,2.94,0.06,6.35,3.47,43.59,0.29,,,,,,,
Logan Thomas,,0,TE,2900,WAS,vs MIN,30,20.25,6,10.9,7.4,0,0,0,0,0,0,0,0,0,5.9,0.1677,5.9,3.87,35.82,0.3,0,0,0,0,0,0,9.25,9.25,0,0.25,21.25,9.25,9.25,40,0,100,,155,10,3.2,0.00,,18,13,13,54,112,112,0.04,0.04,0.81,,,,5.03,0.06,0.09,,4.15,2.72,25.81,0.23,,,,,,,
Dawson Knox,,0,TE,3500,BUF,@ NYJ,21,27.75,6,11.5,7.5,0,0,0,0,0,0,0,0,0,4.75,0.112,4.75,3.07,34.73,0.41,0,0,0,0,0,0,9,9,0,0,21,9,9,21,0,100,,105,24,2.6,5.50,1.6,12,14,14,48,113,113,,,,,,,,0.02,0.25,,3.98,2.57,30.15,0.38,,,,,,,
Evan Engram,,0,TE,3300,JAC,vs LV,20,22.75,6.3,6.9,9.1,0,0,0,0,0,0,0,0,0,6.23,0.1653,6.23,3.87,39.45,0.16,0,0,0,0,0,0,8.78,8.78,0,0,21.38,8.78,8.78,33,0,100,,139,38,2.7,1.80,0.5,14,15,15,50,114,114,,,,,,,,0.21,1.1,0.01,6.49,4.03,43.26,0.23,,,,,,,
K.J. Osborn,,0,WR,4200,MIN,@ WAS,26,23.25,6.4,9.3,7.3,0,0,0,0,0,0,0,0,0,4.83,0.1392,4.83,3.04,34.45,0.38,0,0,0,0,0,0,8.77,8.77,0,0,21.57,8.77,8.77,68,0,100,,155,26,2.1,0.00,,39,49,49,41,115,115,,,,,,,,0.08,0.38,,4.71,2.96,35,0.38,,,,,,,
Isaiah McKenzie,,0,WR,4900,BUF,@ NYJ,16,27.75,6,4.1,10,0,0,0,0,0,0,0,0,0,5.26,0.124,5.26,3.71,33,0.29,0,0,0,0,0,0,8.75,8.75,0,0,20.75,8.75,8.75,46,0,100,,118,0,1.8,4.10,0.8,32,50,50,34,116,116,0.02,0.02,0.19,,,0.02,2.52,0.79,3.81,0.06,2.92,2.06,18.98,0.18,,,,,,,
Mecole Hardman,,0,WR,4500,KC,vs TEN,27,29.75,6,9.2,10.6,0,0,0,0,0,0,0,0,0,4.06,0.1065,4.06,2.84,38.7,0.33,0,0,0,0,0,0,8.69,8.69,0,0,20.69,8.69,8.69,6,0,100,,23,29,1.9,19.90,4.4,36,51,51,38,117,117,,,,,,,,0.46,3.62,0.05,3.7,2.59,35.25,0.27,,,,,,,
Mike Gesicki,,0,TE,4000,MIA,@ CHI,12,25.25,7.1,9.9,8.6,0,0,0,0,0,0,0,0,0,5.51,0.1333,5.51,3.49,36.98,0.25,0,0,0,0,0,0,8.69,8.69,0,0,22.89,8.69,8.69,37,0,100,,144,15,2.2,1.30,0.3,8,16,16,43,117,117,0.01,,,,,,0.57,,,,5.04,3.19,36.09,0.25,,,,,,,
Eno Benjamin,,0,RB,5900,ARI,vs SEA,27,25.75,5.6,3.7,10.3,0,0,0,0,0,0.2037,4.93,19.58,0.14,8.88,0.0942,3.95,2.99,22.28,0.11,0,0,0,0,0,0,8.68,8.68,0,0.28,19.88,8.68,8.68,35,0,100,,121,23,1.5,3.70,0.6,16,28,28,24,118,118,,,,,,,,6.5,25.81,0.19,2.56,1.94,14.81,,,,,,,,
Tyler Allgeier,,0,RB,5400,ATL,vs LAC,24,23.75,5,0,8.1,0,0,0,0,0,0.3636,10.16,39.19,0.12,11.26,0.0366,1.1,1.1,15.38,0.22,0,0,0,0,0,0,8.6,8.6,0,1.1,18.6,8.6,8.6,14,0,100,,55,38,1.6,13.30,2.5,21,29,29,29,119,119,,,,,,,,12,46.29,0.14,0.71,0.71,10.14,0.14,,,,,,,
Alec Pierce,,0,WR,4400,IND,@ NE,13,18.25,4.9,0,9.6,0,0,0,0,0,0,0,0,0,4.59,0.1597,4.59,2.9,47.08,0.13,0,0,0,0,0,0,8.39,8.39,0,1.04,18.19,8.39,8.39,51,0,100,,125,49,1.9,3.30,0.8,37,52,52,39,120,120,,,,,,,,,,,5.43,3.43,53.29,0.14,,,,,,,
Christian Watson,!,0,WR,3500,GB,@ DET,28,26.75,3,0,4.5,0,0,0,0,0,0,0,0,0,5.65,0.1487,5.65,3.77,30.27,0.26,0,0,0,0,0,0,8.36,8.36,0,3.86,14.36,8.36,8.36,43,0,100,,115,33,2.4,4.40,1.3,46,53,53,48,121,121,,,,,,,,0.6,3.8,0.2,2.4,1.6,12.8,,,,,,,,
Vikings,,0,DST,3500,MIN,@ WAS,26,20.25,5.9,7.2,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27,1.09,0.94,0,0,20.25,8.33,8.33,0,0,20.13,8.33,8.33,7,0,100,,100,21,2.4,6.00,1.7,7,4,4,48,122,122,,,,,,,,,,,,,,,2.58,0.9,0.55,0.18,0.03,21.07,345.17
