,,,,,,,Receiving,,,,,,,,,,,,,,,
205,Raheem Mostert,32,MIA,RB,11,1,21,17,145,10,10,0.6,135,7.9,0.4,2,8.5,0,0,0,95.4,
206,Ricky Pearsall,24,SFO,WR,9,2,28,17,190,8,127,7.5,63,3.7,11.3,1,17,0,0,0,92.9,
207,Brian Robinson Jr.,25,WAS,RB,12,11,22,17,144,4,-16,-0.9,160,9.4,-0.9,1,17,0,0,1,74.8,
208,Jeremy Ruckert,24,NYJ,TE,15,8,26,17,100,6,19,1.1,81,4.8,3.5,0,,2,7.7,0,72.6,
209,Emari Demercado,25,ARI,RB,13,0,20,16,104,3,9,0.6,95,5.9,1.3,1,16,0,0,0,88.3,
210,Ty Johnson,27,BUF,RB,15,1,22,16,275,13,119,7.4,156,9.8,8.5,1,16,0,0,0,154.4,
211,Kyle Juszczyk,33,SFO,FB,15,13,26,16,142,5,80,5,62,3.9,5.6,0,,1,3.8,1,60.1,
212,Michael Mayer,23,LVR,TE,9,7,26,16,121,6,81,5.1,40,2.5,6.7,1,16,2,7.7,0,72.8,
213,Dare Ogunbowale,30,HOU,RB,15,1,24,16,166,7,17,1.1,149,9.3,1.3,0,,2,8.3,0,100.3,
214,Kalif Raymond,30,DET,WR,11,2,21,16,204,9,73,4.6,131,8.2,8.1,0,,0,0,0,137.8,
215,DJ Turner,27,LVR,WR,12,6,29,16,158,9,75,4.7,83,5.2,8.8,2,8,1,3.4,2,53.5,
216,Robert Woods,32,HOU,WR,13,2,25,16,143,9,78,4.9,65,4.1,9.4,0,,1,4,0,79.2,
217,Marquez Valdes-Scantling,30,2TM,WR,12,6,34,16,378,12,255,15.9,123,7.7,17.9,0,,2,5.9,1,114.6,
217,Marquez Valdes-Scantling,30,BUF,WR,6,0,9,2,26,1,20,10,6,3,15.7,0,,0,0,0,39.6,
217,Marquez Valdes-Scantling,30,NOR,WR,6,6,25,14,352,11,235,16.8,117,8.4,18.7,0,,2,8,1,123.7,
218,Derrick Henry,30,BAL,RB,15,15,17,15,152,8,-24,-1.6,176,11.7,-2,4,3.8,0,0,0,143.1,
219,Christian McCaffrey,28,SFO,RB,4,4,19,15,146,6,48,3.2,98,6.5,3.2,1,15,0,0,1,76.8,
220,Drew Sample,28,CIN,TE,15,13,17,15,92,6,31,2.1,61,4.1,2.2,0,,0,0,0,108.8,
221,JuJu Smith-Schuster,28,KAN,WR,12,6,22,15,209,10,69,4.6,140,9.3,5.9,4,3.8,2,9.1,1,109.8,
222,Jonathan Taylor,25,IND,RB,12,11,25,15,122,7,-20,-1.3,142,9.5,-1,2,7.5,3,12,1,69.1,
223,Nelson Agholor,31,BAL,WR,14,7,29,14,231,10,146,10.4,85,6.1,13.4,1,14,4,13.8,0,98.5,
224,Ray Davis,25,BUF,RB,15,0,15,14,184,7,37,2.6,147,10.5,2.1,0,,0,0,0,157.4,
225,Trey Sermon,25,IND,RB,15,3,15,14,84,3,-4,-0.3,88,6.3,-0.3,0,,0,0,0,90,
226,Stone Smartt,26,LAC,TE,13,2,17,14,185,9,120,8.6,65,4.6,10,0,,2,11.8,0,112,
227,Cade Stover,24,HOU,TE,13,8,20,14,132,5,41,2.9,91,6.5,5.2,2,7,1,5,0,104.6,
228,Mason Tipton,24,NOR,WR,11,1,26,14,99,2,72,5.1,27,1.9,12.4,1,14,1,3.8,0,62.8,
229,Nick Vannett,31,TEN,TE,15,10,17,14,101,4,23,1.6,78,5.6,1.2,0,,0,0,1,106.1,
230,Cedrick Wilson Jr.,29,NOR,WR,13,2,18,14,172,7,112,8,60,4.3,9.1,0,,2,11.1,0,125,
231,Jonathan Mingo,23,2TM,WR,15,6,37,14,131,4,64,4.6,67,4.8,9.8,1,14,2,5.4,1,37.1,
231,Jonathan Mingo,23,CAR,WR,9,5,26,12,121,4,57,4.8,64,5.3,8.7,1,12,2,7.7,1,43.9,
231,Jonathan Mingo,23,DAL,WR,6,1,11,2,10,0,7,3.5,3,1.5,12.5,0,,0,0,0,39.6,
232,Kenneth Gainwell,25,PHI,RB,15,0,17,13,102,5,14,1.1,88,6.8,0.7,4,3.3,0,0,0,90.8,
233,Brock Wright,26,DET,TE,15,7,16,13,100,7,25,1.9,75,5.8,5.1,1,13,0,0,1,106.2,
234,Mo Alie-Cox,31,IND,TE,15,12,20,12,147,7,98,8.2,49,4.1,8.5,0,,1,5,0,99.4,
235,Daniel Bellinger,24,NYG,TE,15,6,15,12,116,8,71,5.9,45,3.8,5.7,0,,0,0,0,98.9,
236,Jake Bobo,26,SEA,WR,15,2,16,12,103,7,76,6.3,27,2.3,8.4,0,,1,6.3,0,91.4,
237,Jahan Dotson,24,PHI,WR,15,5,22,12,122,6,70,5.8,52,4.3,9.9,0,,0,0,0,70.6,
238,Ezekiel Elliott,29,DAL,RB,14,2,15,12,69,3,-28,-2.3,97,8.1,-1.8,1,12,0,0,0,85.8,
239,Mecole Hardman,26,KAN,WR,12,0,14,12,90,6,-9,-0.8,99,8.3,-1,0,,0,0,0,93.5,
240,Julian Hill,24,MIA,TE,14,10,18,12,100,5,42,3.5,58,4.8,6.7,3,4,2,11.1,0,80.8,
241,Isiah Pacheco,25,KAN,RB,6,5,16,12,79,4,-40,-3.3,119,9.9,-1.4,1,12,1,6.3,0,85.2,
242,Trey Palmer,23,TAM,WR,13,3,22,12,172,7,130,10.8,42,3.5,14.5,0,,1,4.5,0,95.3,
243,Cordarrelle Patterson,33,PIT,RB,11,1,14,12,80,5,24,2,56,4.7,3,1,12,0,0,1,84.5,
244,Ja'Lynn Polk,22,NWE,WR,14,7,32,12,87,4,74,6.2,13,1.1,11.1,0,,4,12.5,1,53.6,
245,Josh Reynolds,29,2TM,WR,7,1,21,12,183,8,148,12.3,35,2.9,11.7,0,,0,0,0,101.9,
245,Josh Reynolds,29,DEN,WR,5,1,19,12,183,8,148,12.3,35,2.9,11.4,0,,0,0,0,112.4,
245,Josh Reynolds,29,JAX,WR,2,0,2,0,0,0,0,,0,,14,0,,0,0,0,39.6,
246,Adam Trautman,27,DEN,TE,15,12,19,12,183,8,88,7.3,95,7.9,5.7,0,,1,5.3,0,129.9,
247,Tyler Allgeier,24,ATL,RB,15,0,11,11,71,2,-9,-0.8,80,7.3,-0.8,1,11,0,0,0,93.6,
248,Chris Brooks,24,GNB,RB,13,0,12,11,69,2,-26,-2.4,95,8.6,-1.8,1,11,1,8.3,0,90.6,
249,Jalen Brooks,24,DAL,WR,12,1,29,11,165,7,128,11.6,37,3.4,13.5,1,11,1,3.4,2,40.2,
250,Luke Farrell,27,JAX,TE,15,7,16,11,63,4,34,3.1,29,2.6,4.9,1,11,1,6.3,1,49.7,
251,Isaac Guerendo,24,SFO,RB,14,2,12,11,87,5,20,1.8,67,6.1,2.1,0,,0,0,0,96.9,
252,Roschon Johnson,23,CHI,RB,12,0,15,11,88,5,18,1.6,70,6.4,1.4,2,5.5,0,0,0,87.6,
253,Hunter Luepke,24,DAL,RB,14,3,15,11,110,5,26,2.4,84,7.6,2.5,0,,0,0,0,93.7,
254,Jordan Mason,25,SFO,RB,12,6,14,11,91,5,32,2.9,59,5.4,3.7,1,11,0,0,0,93.7,
255,Pierre Strong,26,CLE,RB,13,0,17,11,89,3,-22,-2,111,10.1,-0.4,2,5.5,2,11.8,0,77.8,
256,Nate Adkins,25,DEN,TE,15,9,11,10,83,5,35,3.5,48,4.8,5.3,1,10,0,0,0,137.7,
257,Michael Burton,32,DEN,FB,15,2,10,10,65,3,24,2.4,41,4.1,2.4,0,,0,0,0,127.1,
258,Derius Davis,24,LAC,WR,13,2,14,10,78,4,-28,-2.8,106,10.6,3.1,1,10,0,0,0,108.6,
259,Devin Duvernay,27,JAX,WR,11,1,15,10,75,6,13,1.3,62,6.2,12,0,,1,6.7,1,50.7,
260,Tyler Goodson,24,IND,RB,14,0,13,10,56,3,-8,-0.8,64,6.4,1.5,2,5,2,15.4,0,109.8,
261,Kylen Granson,26,IND,TE,15,5,23,10,141,6,67,6.7,74,7.4,12.2,0,,1,4.3,1,45.7,
262,Jamycal Hasty,28,NWE,RB,14,0,12,10,59,2,-13,-1.3,72,7.2,-1.3,1,10,0,0,0,114.9,
263,Ryan Miller,24,TAM,WR,9,3,16,10,102,7,50,5,52,5.2,8.1,0,,1,6.3,1,94.3,
264,Tylan Wallace,25,BAL,WR,15,0,10,10,191,5,66,6.6,125,12.5,6.6,1,10,0,0,0,152.1,
265,Emanuel Wilson,25,GNB,RB,15,0,13,10,50,3,-44,-4.4,94,9.4,-4.3,1,10,0,0,0,107.9,
266,Cam Akers,25,2TM,RB,15,2,13,10,49,2,-1,-0.1,50,5,-0.8,0,,0,0,0,121.5,
266,Cam Akers,25,HOU,RB,5,2,7,4,16,1,5,1.3,11,2.8,-0.6,0,,0,0,0,101.8,
266,Cam Akers,25,MIN,RB,10,0,6,6,33,1,-6,-1,39,6.5,-1,0,,0,0,0,129.2,
267,Kevin Austin,24,NOR,WR,6,1,19,9,115,8,92,10.2,23,2.6,11.7,0,,2,10.5,1,44.8,
268,Odell Beckham Jr.,32,MIA,WR,9,0,18,9,55,3,41,4.6,14,1.6,7.6,0,,1,5.6,1,33.3,
269,Harrison Bryant,26,LVR,TE,11,2,12,9,86,5,15,1.7,71,7.9,3.4,2,4.5,0,0,1,59.7,
270,DeAndre Carter,31,CHI,WR,13,0,14,9,72,3,40,4.4,32,3.6,11.1,2,4.5,0,0,1,47.3,
271,Eric Gray,25,NYG,RB,15,0,10,9,78,3,-21,-2.3,99,11,-2.2,1,9,1,10,0,99.2,
272,Xavier Hutchinson,24,HOU,WR,14,3,20,9,91,5,61,6.8,30,3.3,9.7,0,,2,10,0,58.5,
273,Alec Ingold,28,MIA,FB,13,8,10,9,75,3,26,2.9,49,5.4,3.1,0,,0,0,0,97.9,
274,D'Ernest Johnson,28,JAX,RB,12,1,15,9,85,3,0,0,85,9.4,0.9,0,,0,0,1,47.9,
275,Charlie Kolar,25,BAL,TE,12,3,11,9,131,4,55,6.1,76,8.4,6,0,,0,0,0,146.6,
276,Bub Means,23,NOR,WR,7,1,15,9,118,7,98,10.9,20,2.2,11.3,0,,1,6.7,0,107.1,
277,Jordan Mims,25,NOR,RB,10,0,15,9,58,3,-5,-0.6,63,7,0.5,1,9,2,13.3,0,68.2,
278,Durham Smythe,29,MIA,TE,15,4,16,9,53,1,37,4.1,16,1.8,5.6,0,,1,6.3,0,62.8,
279,Brevyn Spann-Ford,25,DAL,TE,15,0,14,9,88,6,35,3.9,53,5.9,5.9,0,,0,0,0,81.8,
280,Isaiah Davis,22,NYJ,RB,15,0,11,8,67,4,5,0.6,62,7.8,1.9,0,,1,9.1,0,118.4,
281,Gerald Everett,30,CHI,TE,15,4,12,8,36,1,-5,-0.6,41,5.1,1.6,2,4,1,8.3,0,70.1,
282,Hayden Hurst,31,LAC,TE,8,2,13,8,73,2,53,6.6,20,2.5,4.8,0,,2,15.4,0,76.8,
283,Jalin Hyatt,23,NYG,WR,14,3,18,8,62,3,56,7,6,0.8,18.6,0,,2,11.1,1,30.3,
284,Rakim Jarrett,23,TAM,WR,8,2,10,8,113,4,96,12,17,2.1,11.7,0,,0,0,0,113.7,
285,Andrew Ogletree,26,IND,TE,15,5,13,8,88,5,47,5.9,41,5.1,10.6,0,,1,7.7,1,75.2,
286,Trent Sherfield,28,MIN,WR,15,1,9,8,83,4,43,5.4,40,5,6,0,,0,0,1,102.5,
287,Sean Tucker,23,TAM,RB,15,0,11,8,104,6,1,0.1,103,12.9,0.4,1,8,0,0,0,132.4,
288,John Bates,27,WAS,TE,15,6,11,7,70,2,29,4.1,41,5.9,2.3,1,7,1,9.1,0,81.6,
289,Pharaoh Brown,30,SEA,TE,13,6,11,7,61,2,36,5.1,25,3.6,4.6,1,7,1,9.1,0,78.2,
290,Britain Covey,27,PHI,WR,5,1,8,7,34,2,6,0.9,28,4,1.1,0,,1,12.5,0,84.4,
291,Payne Durham,24,TAM,TE,14,4,9,7,63,2,53,7.6,10,1.4,8.3,0,,0,0,0,95.8,
292,Ryan Flournoy,25,DAL,WR,9,1,10,7,85,4,53,7.6,32,4.6,9.5,0,,1,10,0,95.8,
293,Hunter Long,26,LAR,TE,15,2,9,7,60,2,30,4.3,30,4.3,3.4,0,,1,11.1,0,94.4,
294,Jeremy McNichols,29,WAS,RB,15,1,9,7,22,0,-4,-0.6,26,3.7,2.2,0,,0,0,0,79.2,
295,K.J. Osborn,27,NWE,WR,7,4,18,7,57,2,41,5.9,16,2.3,5.9,0,,1,5.6,0,66.2,
296,Dante Pettis,29,NOR,WR,6,0,18,7,77,5,50,7.1,27,3.9,9.3,2,3.5,1,5.6,0,52.3,
297,Brandon Powell,29,MIN,WR,15,1,10,7,71,5,59,8.4,12,1.7,10.1,0,,0,0,0,90,
298,Jalen Reagor,25,LAC,WR,8,2,12,7,100,3,74,10.6,26,3.7,10.3,0,,0,0,0,85.4,
299,Eric Saubert,30,SFO,TE,15,3,9,7,80,3,48,6.9,32,4.6,5.9,0,,1,11.1,0,140.7,
300,Jamaal Williams,29,NOR,RB,12,0,9,7,38,2,-1,-0.1,39,5.6,-2.1,0,,0,0,0,84.3,
301,Davis Allen,23,LAR,TE,13,5,12,6,39,2,18,3,21,3.5,2.6,0,,2,16.7,0,57.3,
302,Trey Benson,21,ARI,RB,13,1,6,6,59,3,-19,-3.2,78,13,-3.2,2,3,0,0,0,107.6,
303,Tank Bigsby,23,JAX,RB,14,1,10,6,51,1,-6,-1,57,9.5,-2.3,1,6,2,20,1,33.7,
304,Parris Campbell,27,PHI,WR,5,0,8,6,30,1,21,3.5,9,1.5,4.3,0,,0,0,0,119.8,
305,Ty Chandler,26,MIN,RB,15,0,6,6,42,2,-11,-1.8,53,8.8,-1.8,0,,0,0,0,95.8,
306,Blake Corum,24,LAR,RB,15,0,7,6,46,4,-8,-1.3,54,9,-0.9,1,6,1,14.3,0,94,
307,Jamison Crowder,31,WAS,WR,4,0,8,6,47,3,39,6.5,8,1.3,8.3,0,,0,0,0,128.6,
308,Simi Fehoko,27,LAC,WR,8,2,16,6,106,6,90,15,16,2.7,14.8,0,,2,12.5,0,60.9,
309,Tucker Fisk,25,LAC,TE,7,4,7,6,31,1,13,2.2,18,3,2.1,0,,0,0,0,85.1,
310,Xavier Gipson,23,NYJ,WR,15,0,10,6,39,3,17,2.8,22,3.7,11.2,0,,1,10,0,101.7,
311,Malik Heath,24,GNB,WR,11,1,7,6,41,3,31,5.2,10,1.7,4.4,0,,0,0,0,130.7,
312,Sincere McCormick,24,LVR,RB,5,2,7,6,29,2,0,0,29,4.8,0.4,0,,0,0,0,83.9,
313,MyCole Pruitt,32,PIT,TE,10,5,10,6,40,2,24,4,16,2.7,2.7,0,,0,0,1,62.5,
314,Tip Reiman,23,ARI,TE,15,8,7,6,37,1,8,1.3,29,4.8,1.7,1,6,0,0,0,88.7,
315,Zamir White,25,LVR,RB,8,5,8,6,30,2,-20,-3.3,50,8.3,-3.1,2,3,1,12.5,0,80.2,
316,Charlie Woerner,27,ATL,TE,14,4,11,6,40,3,19,3.2,21,3.5,2.6,0,,1,9.1,1,24.8,
317,Michael Woods II,24,CLE,WR,4,2,14,6,62,4,27,4.5,35,5.8,12.4,1,6,1,7.1,1,26.5,
318,Marquise Brown,27,KAN,WR,1,0,8,5,45,2,10,2,35,7,7,0,,0,0,0,77.6,
319,Michael Carter,25,ARI,RB,1,0,5,5,30,2,-5,-1,35,7,-1,1,5,0,0,0,91.7,
320,Nick Chubb,29,CLE,RB,8,8,11,5,31,3,0,0,31,6.2,-0.5,0,,0,0,2,43.2,
321,Greg Dulcich,24,DEN,TE,4,3,12,5,28,0,13,2.6,15,3,5.9,0,,2,16.7,0,49.3,
322,D'Onta Foreman,28,CLE,RB,9,2,5,5,46,1,4,0.8,42,8.4,0.8,1,5,0,0,0,105,
323,Connor Heyward,25,PIT,TE,15,5,7,5,32,2,25,5,7,1.4,8.4,0,,2,28.6,0,120.2,
324,KhaDarel Hodge,29,ATL,WR,15,0,6,5,98,4,25,5,73,14.6,4.2,0,,0,0,0,158.3,
325,Bo Melton,25,GNB,WR,15,0,13,5,73,4,67,13.4,6,1.2,18.7,0,,0,0,1,25.5,
326,Scott Miller,27,PIT,WR,12,1,9,5,69,2,36,7.2,33,6.6,11.8,1,5,1,11.1,0,80.3,
327,Luke Musgrave,24,GNB,TE,5,2,8,5,22,1,7,1.4,15,3,5.8,0,,0,0,1,27.1,
328,Bryce Oliver,24,TEN,WR,8,1,6,5,80,3,56,11.2,24,4.8,10.5,0,,0,0,0,118.7,
329,Laviska Shenault Jr.,26,SEA,WR,11,1,5,5,36,2,-10,-2,46,9.2,-2,0,,0,0,0,96.7,
330,Ben Sinnott,22,WAS,TE,15,2,5,5,28,2,9,1.8,19,3.8,1.8,0,,0,0,0,129.6,
331,Ben Skowronek,27,PIT,WR,9,1,5,5,69,4,40,8,29,5.8,8,0,,0,0,0,118.7,
332,Carson Steele,22,KAN,RB,15,2,9,5,24,0,-11,-2.2,35,7,-1.2,3,1.7,0,0,0,60.9,
333,Kimani Vidal,23,LAC,RB,8,0,7,5,62,2,25,5,37,7.4,4.4,0,,2,28.6,0,138.1,
334,Treylon Burks,24,TEN,WR,5,2,8,4,34,3,29,7.3,5,1.3,16.9,1,4,2,25,1,21.9,
335,Jermaine Burton,23,CIN,WR,13,1,14,4,107,4,85,21.3,22,5.5,21.1,0,,1,7.1,0,58.9,
336,Audric Estime,21,DEN,RB,11,1,4,4,14,1,-9,-2.3,23,5.8,-2.3,0,,0,0,0,81.2,
337,Will Mallory,25,IND,TE,10,0,8,4,29,1,25,6.3,4,1,8.6,1,4,0,0,1,19.3,
338,Scott Matlock,24,LAC,DL,15,9,5,4,28,1,5,1.3,23,5.8,1.4,0,,1,20,0,90,
339,Kendre Miller,22,NOR,RB,5,1,7,4,17,1,7,1.8,10,2.5,1.4,0,,2,28.6,0,62.2,
340,Ben Sims,24,GNB,TE,15,5,5,4,42,1,26,6.5,16,4,8,0,,0,0,0,101.7,
341,Deven Thompkins,25,CAR,WR,7,0,4,4,20,2,-8,-2,28,7,-2,0,,0,0,0,87.5,
342,Tyquan Thornton,24,NWE,WR,6,1,8,4,47,2,23,5.8,24,6,15.8,1,4,0,0,1,28.6,
343,Blake Whiteheart,24,CLE,TE,9,1,7,4,42,2,38,9.5,4,1,11.1,0,,0,0,1,74.7,
344,Alex Bachman,28,LVR,WR,6,1,3,3,31,2,21,7,10,3.3,7,0,,0,0,0,109.7,
345,Tyler Badie,24,DEN,RB,3,0,3,3,-2,0,-6,-2,4,1.3,-2,0,,0,0,0,79.2,
346,David Bell,24,CLE,WR,1,0,3,3,27,1,19,6.3,8,2.7,6.3,0,,0,0,0,104.2,
347,Jonathon Brooks,21,CAR,RB,3,1,3,3,23,2,-8,-2.7,31,10.3,-2.7,0,,0,0,0,98.6,
348,DJ Chark,28,LAC,WR,5,0,3,3,25,0,18,6,7,2.3,6,0,,0,0,0,101.4,
349,Tanner Conner,26,MIA,TE,8,1,4,3,16,1,11,3.7,5,1.7,11.5,0,,0,0,0,81.2,
350,Malachi Corley,22,NYJ,WR,8,1,6,3,16,1,11,3.7,5,1.7,8.3,0,,0,0,0,56.2,
351,Josiah Deguara,27,JAX,TE,13,0,3,3,14,0,2,0.7,12,4,0.7,0,,0,0,0,86.1,
352,Gus Edwards,29,LAC,RB,11,6,5,3,6,0,-5,-1.7,11,3.7,-3,0,,0,0,0,64.6,
353,Cam Grandy,24,CIN,TE,6,4,3,3,12,1,8,2.7,4,1.3,2.7,0,,0,0,0,83.3,
354,C.J. Ham,31,MIN,FB,15,3,4,3,20,0,3,1,17,5.7,-0.5,0,,0,0,0,85.4,
355,Peyton Hendershot,25,KAN,TE,5,0,3,3,26,1,11,3.7,15,5,3.7,0,,0,0,0,102.8,
356,Travis Homer,26,CHI,RB,10,0,3,3,11,0,1,0.3,10,3.3,0.3,0,,0,0,0,81.9,
357,Trenton Irwin,29,CIN,WR,7,2,10,3,15,1,11,3.7,4,1.3,6.2,0,,1,10,0,39.6,
358,Zay Jones,29,ARI,WR,9,1,5,3,19,2,5,1.7,14,4.7,3.2,0,,0,0,1,28.3,
359,Kenny McIntosh,24,SEA,RB,15,0,3,3,22,1,5,1.7,17,5.7,1.7,0,,0,0,0,97.2,
360,James Proche,28,CLE,WR,7,0,3,3,21,1,17,5.7,4,1.3,5.7,1,3,0,0,0,95.8,
361,Ainias Smith,23,PHI,WR,5,1,3,3,6,0,-1,-0.3,7,2.3,-0.3,0,,0,0,0,79.2,
362,Ian Thomas,28,CAR,TE,5,2,6,3,7,1,1,0.3,6,2,4.2,0,,1,16.7,1,16.7,
363,Jamari Thrash,24,CLE,WR,7,0,5,3,22,2,8,2.7,14,4.7,3.4,0,,2,40,0,70.4,
364,Sione Vaki,23,DET,RB,14,0,3,3,37,2,17,5.7,20,6.7,5.7,0,,0,0,0,118.1,
365,Deuce Vaughn,23,DAL,RB,6,0,5,3,18,0,5,1.7,13,4.3,0,1,3,0,0,0,67.1,
366,Jeff Wilson,29,MIA,RB,7,0,3,3,19,0,0,0,19,6.3,0,0,,0,0,0,93.1,
367,Jaylen Wright,21,MIA,RB,13,1,6,3,8,1,0,0,8,2.7,-1,1,3,1,16.7,0,56.2,
368,Kenny Yeboah,26,NYJ,TE,7,1,4,3,27,2,0,0,27,9,2.5,0,,0,0,0,132.3,
369,Khalil Herbert,26,2TM,RB,12,0,3,3,11,0,-4,-1.3,15,5,-1.3,0,,0,0,0,81.9,
369,Khalil Herbert,26,CHI,RB,6,0,2,2,4,0,-2,-1,6,3,-1,0,,0,0,0,79.2,
369,Khalil Herbert,26,CIN,RB,6,0,1,1,7,0,-2,-2,9,9,-2,0,,0,0,0,95.8,
370,Ronnie Bell,24,SFO,WR,9,0,6,2,22,2,20,10,2,1,10.8,0,,2,33.3,1,5.6,
371,Julius Chestnut,24,TEN,RB,15,0,2,2,11,0,-3,-1.5,14,7,-1.5,0,,0,0,0,89.6,
372,Dan Chisena,27,CAR,WR,4,0,3,2,29,1,20,10,9,4.5,7.3,0,,0,0,0,97.9,
373,Jacob Cowing,23,SFO,WR,13,0,4,2,50,1,34,17,16,8,14,0,,0,0,1,56.2,
374,River Cracraft,30,MIA,WR,6,0,4,2,12,0,8,4,4,2,6,0,,1,25,0,56.2,
375,Grant Dubose,23,MIA,WR,3,0,4,2,11,1,8,4,3,1.5,11.8,0,,0,0,1,16.7,
376,Ashton Dulin,27,IND,WR,13,2,8,2,67,2,24,12,43,21.5,19.3,1,2,1,12.5,1,62,
377,D'Wayne Eskridge,27,MIA,WR,5,0,2,2,36,2,18,9,18,9,9,0,,0,0,0,118.7,
378,Hassan Haskins,25,LAC,RB,15,0,2,2,39,1,3,1.5,36,18,1.5,0,,0,0,0,158.3,
379,Isaiah Hodgins,26,NYG,WR,3,0,2,2,12,0,11,5.5,1,0.5,5.5,0,,0,0,0,91.7,
380,Tim Jones,26,JAX,WR,15,0,4,2,30,2,13,6.5,17,8.5,7.3,0,,0,0,0,75,
381,Brevin Jordan,24,HOU,TE,2,1,3,2,7,1,4,2,3,1.5,0.3,0,,0,0,0,70.1,
382,Mason Kinsey,26,TEN,WR,4,0,2,2,17,1,17,8.5,0,0,8.5,0,,0,0,0,102.1,
383,Terrace Marshall Jr.,24,LVR,WR,5,0,4,2,13,0,12,6,1,0.5,4,0,,0,0,0,57.3,
384,Quintin Morris,25,BUF,TE,14,2,3,2,16,2,8,4,8,4,13,0,,0,0,0,119.4,
385,Dameon Pierce,24,HOU,RB,9,0,2,2,2,0,-3,-1.5,5,2.5,-1.5,1,2,0,0,0,79.2,
386,Patrick Ricard,30,BAL,FB,15,5,4,2,8,1,3,1.5,5,2.5,1.3,0,,1,25,0,95.8,
387,Allen Robinson,31,DET,WR,11,0,6,2,9,2,7,3.5,2,1,5.3,0,,1,16.7,0,42.4,
388,Xavier Smith,27,LAR,WR,13,0,2,2,6,1,1,0.5,5,2.5,0.5,0,,0,0,0,79.2,
389,Jack Stoll,26,PHI,TE,7,2,3,2,10,0,8,4,2,1,4,0,,0,0,0,71.5,
390,J.J. Taylor,26,HOU,RB,5,0,3,2,0,0,-1,-0.5,1,0.5,-2,0,,1,33.3,0,70.1,
391,Patrick Taylor,26,SFO,RB,11,1,7,2,13,1,1,0.5,12,6,1.4,0,,2,28.6,0,39.6,
392,Eric Tomlinson,32,LAC,TE,9,1,4,2,9,0,-3,-1.5,12,6,2,1,2,1,25,0,56.2,
393,Austin Trammell,26,JAX,WR,1,0,3,2,40,2,31,15.5,9,4.5,14.7,0,,0,0,0,109.7,
394,Cody White,26,SEA,WR,4,0,3,2,44,2,31,15.5,13,6.5,13.3,0,,0,0,0,109.7,
395,Kristian Wilkerson,27,LVR,WR,3,0,3,2,18,2,7,3.5,11,5.5,5.3,0,,0,0,0,122.2,
396,Isaiah Williams,23,DET,WR,2,0,3,2,6,0,-1,-0.5,7,3.5,5,2,1,0,0,0,70.1,
397,Johnny Wilson,23,PHI,WR,14,3,10,2,14,2,8,4,6,3,11,0,,1,10,0,72.9,
398,Jaheim Bell,23,NWE,TE,13,0,2,1,1,0,-2,-2,3,3,3,0,,0,0,0,56.2,
399,Chris Blair,27,ATL,WR,2,0,1,1,17,1,17,17,0,0,17,0,,0,0,0,118.7,
400,Mike Caliendo,27,KAN,OL,15,2,1,1,5,1,2,2,3,3,2,0,,0,0,0,87.5,
401,Robbie Chosen,31,MIA,WR,2,0,4,1,5,0,4,4,1,1,11.8,0,,0,0,1,0,
402,Chris Conley,32,SFO,WR,13,1,7,1,4,0,4,4,0,0,22.3,0,,0,0,1,0,
403,Dalvin Cook,29,DAL,RB,2,0,1,1,10,1,3,3,7,7,3,0,,0,0,0,108.3,
404,DeeJay Dallas,26,ARI,RB,15,0,1,1,1,1,1,1,0,0,1,0,,0,0,0,118.7,
405,Jaelon Darden,25,CLE,WR,7,1,1,1,6,1,-3,-3,9,9,-3,0,,0,0,0,91.7,
406,Zach Davidson,26,BUF,TE,2,0,2,1,5,0,3,3,2,2,1.5,0,,0,0,0,56.2,
407,Divine Deablo,26,LVR,LB,12,12,1,1,34,1,4,4,30,30,4,0,,0,0,0,118.7,
408,Ross Dwelley,29,ATL,TE,15,0,1,1,5,0,1,1,4,4,1,0,,0,0,0,87.5,
409,John FitzPatrick,24,GNB,TE,7,0,1,1,2,0,2,2,0,0,2,0,,0,0,0,79.2,
410,Jody Fortson,29,KAN,TE,3,0,3,1,5,1,3,3,2,2,1.3,0,,0,0,1,2.8,
411,Myles Gaskin,27,MIN,RB,5,0,1,1,11,0,-2,-2,13,13,-2,0,,0,0,0,112.5,
412,Jared Goff,30,DET,QB,15,15,1,1,7,1,5,5,2,2,5,0,,0,0,0,135.4,
413,Anthony Gould,23,IND,WR,6,0,1,1,23,1,18,18,5,5,18,0,,0,0,0,118.7,
414,Tyler Higbee,31,LAR,TE,1,1,2,1,11,1,0,0,11,11,3.5,0,,0,0,0,106.2,
415,George Holani,25,SEA,RB,3,0,1,1,-1,0,-1,-1,0,0,-1,0,,0,0,0,79.2,
416,Dallin Holker,24,NOR,TE,10,2,1,1,10,1,-1,-1,11,11,-1,0,,0,0,0,108.3,
417,Sam Hubbard,29,CIN,DE,14,14,1,1,2,1,2,2,0,0,2,0,,0,0,0,118.7,
418,Jha'Quan Jackson,24,TEN,WR,12,0,3,1,8,1,6,6,2,2,26,0,,0,0,0,42.4,
419,Jermar Jefferson,24,DET,RB,1,0,1,1,10,1,0,0,10,10,0,0,,0,0,0,108.3,
420,Brandon Johnson,26,PIT,WR,3,0,1,1,9,0,5,5,4,4,5,0,,0,0,0,104.2,
421,Collin Johnson,27,CHI,WR,7,0,2,1,6,1,3,3,3,3,8,0,,0,0,0,56.2,
