,,,,,,,Receiving,,,,,,,,,,,,,,,
423,Wanya Morris,24,KAN,OL,14,10,1,1,1,1,1,1,0,0,1,0,,0,0,0,118.7,
424,Bo Nix,24,DEN,QB,14,14,1,1,2,1,2,2,0,0,2,0,,0,0,0,118.7,
425,Kendric Pryor,26,CIN,WR,1,0,1,1,9,0,9,9,0,0,9,0,,0,0,0,104.2,
426,Anthony Richardson,22,IND,QB,10,10,1,1,-1,0,-8,-8,7,7,-8,0,,0,0,0,79.2,
427,Ronnie Rivers,25,LAR,RB,14,0,1,1,0,0,-7,-7,7,7,-7,0,,0,0,0,79.2,
428,John Ross,29,PHI,WR,1,0,2,1,6,1,4,4,2,2,23.5,0,,0,0,0,56.2,
429,Trenton Scott,30,WAS,T,14,1,1,1,1,1,1,1,0,0,1,0,,0,0,0,118.7,
430,Tyler Scott,23,CHI,WR,8,0,1,1,5,0,-2,-2,7,7,-2,0,,0,0,0,87.5,
431,John Samuel Shenker,26,LVR,TE,5,0,1,1,7,0,4,4,3,3,4,0,,0,0,0,95.8,
432,Dan Skipper,30,DET,T,14,5,1,1,9,1,1,1,8,8,1,0,,0,0,0,143.7,
433,Tyler Smith,23,DAL,OL,13,13,1,1,0,0,-6,-6,6,6,-6,0,,0,0,0,79.2,
434,Geoff Swaim,31,CLE,TE,8,2,1,1,7,0,2,2,5,5,2,0,,0,0,0,95.8,
435,Patrick Taylor,26,SFO,RB,10,0,2,1,12,1,3,3,9,9,1.5,0,,0,0,0,68.7,
436,Juanyeh Thomas,24,DAL,S,11,0,1,1,4,0,4,4,0,0,4,0,,0,0,0,83.3,
437,Brycen Tremayne,25,WAS,WR,1,0,1,1,-2,0,-2,-2,0,0,-2,0,,0,0,0,79.2,
438,Sione Vaki,23,DET,RB,13,0,1,1,17,1,15,15,2,2,15,0,,0,0,0,118.7,
439,Ben VanSumeren,24,PHI,LB,11,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,79.2,
440,Devontez Walker,23,BAL,WR,6,0,1,1,21,1,21,21,0,0,21,0,,0,0,0,158.3,
441,Casey Washington,23,ATL,WR,8,0,2,1,14,1,3,3,11,11,18,0,,0,0,0,72.9,
442,Jared Wiley,24,KAN,TE,7,2,1,1,7,0,4,4,3,3,4,0,,0,0,0,95.8,
443,Shane Zylstra,28,DET,TE,9,1,1,1,22,1,9,9,13,13,9,0,,0,0,0,118.7,
444,Josh Allen,28,BUF,QB,14,14,0,0,7,0,0,,7,,,0,,0,,0,,
445,Javon Baker,22,NWE,WR,8,1,1,0,0,0,0,,0,,13,0,,0,0,0,39.6,
446,Andrew Beck,28,GNB,FB,3,0,1,0,0,0,0,,0,,-6,0,,0,0,0,39.6,
447,Braxton Berrios,29,MIA,WR,6,0,4,0,0,0,0,,0,,6.5,0,,0,0,0,39.6,
448,Jake Brendel,32,SFO,OL,14,14,0,0,2,0,0,,2,,,0,,0,,0,,
449,Irvin Charles,27,NYJ,WR,13,0,1,0,0,0,0,,0,,3,0,,0,0,0,39.6,
450,Baylor Cupp,24,KAN,TE,1,0,1,0,0,0,0,,0,,0,0,,1,100,0,39.6,
451,Taylor Decker,30,DET,T,11,11,1,0,0,0,0,,0,,2,0,,0,0,0,39.6,
452,Erik Ezukanma,24,MIA,WR,1,0,2,0,0,0,0,,0,,29.5,0,,0,0,0,39.6,
453,Sam Franklin,28,CAR,S,7,0,1,0,0,0,0,,0,,11,0,,0,0,0,39.6,
454,Feleipe Franks,27,CAR,TE,13,0,2,0,0,0,0,,0,,18.5,0,,0,0,0,39.6,
455,Zach Frazier,23,PIT,C,12,12,0,0,-2,0,0,,-2,,,0,,0,,0,,
456,C.J. Goodwin,34,DAL,CB,14,0,1,0,0,0,0,,0,,7,0,,0,0,0,39.6,
457,Kameron Johnson,22,TAM,WR,4,0,1,0,0,0,0,,0,,3,0,,1,100,0,39.6,
458,Tom Kennedy,28,DET,WR,2,0,1,0,0,0,0,,0,,11,0,,0,0,0,39.6,
459,Trevor Lawrence,25,JAX,QB,10,10,0,0,-5,0,0,,-5,,,0,,0,,0,,
460,David Martin-Robinson,25,TEN,TE,2,0,1,0,0,0,0,,0,,0,0,,0,0,0,39.6,
461,Jordan Matthews,32,CAR,TE,4,1,1,0,0,0,0,,0,,16,0,,0,0,0,39.6,
462,Skyy Moore,24,KAN,WR,6,0,3,0,0,0,0,,0,,6,0,,2,66.7,0,39.6,
463,James Pierre,28,PIT,CB,12,0,1,0,0,0,0,,0,,14,0,,1,100,0,39.6,
464,Adam Prentice,27,NOR,FB,14,7,3,0,0,0,0,,0,,2.3,0,,0,0,0,39.6,
465,Dominick Puni,24,SFO,OL,14,14,0,0,-3,0,0,,-3,,,0,,0,,0,,
466,Justyn Ross,25,KAN,WR,2,0,1,0,0,0,0,,0,,10,0,,0,0,0,39.6,
467,C.J. Stroud,23,HOU,QB,14,14,1,0,0,0,0,,0,,10,0,,0,0,0,39.6,
468,Stephen Sullivan,28,CAR,TE,1,0,1,0,0,0,0,,0,,16,0,,0,0,0,39.6,
469,Kadarius Toney,25,CLE,WR,3,0,1,0,0,0,0,,0,,-5,0,,0,0,0,39.6,
470,Xavier Weaver,24,ARI,WR,1,0,1,0,0,0,0,,0,,21,0,,0,0,0,39.6,
471,Tristan Wirfs,25,TAM,T,13,13,0,0,9,0,0,,9,,,0,,0,,0,,
472,Dareke Young,25,SEA,WR,11,0,1,0,0,0,0,,0,,9,0,,0,0,0,39.6,
,League Average,,,,,,,,,,,5.6,,5.3,7.7,,16.6,,4.8,,,
